name,state,n,correct,accuracy,balanced_accuracy,auc,brier,logloss,actual_up_frequency,predicted_up_fraction,probability_mean,probability_sd,probability_min,probability_max
annual.cal_frequency.raw,3,330,179,0.5424242424242425,0.5424812030075188,0.5293796992481203,0.24677176077276522,0.6866819162709432,0.5757575757575758,0.5060606060606061,0.5158877777559089,0.029872871158270944,0.46825396825396826,0.5674603174603174
annual.order_joint.raw,0,212,108,0.5094339622641509,0.5071702146610849,0.48784180992250825,0.26508782596027247,0.725994586831282,0.4858490566037736,0.419811320754717,0.48847638379275127,0.10458600519675748,0.23073382957413271,0.7411333977611917
annual.order_joint.raw,1,113,56,0.49557522123893805,0.44706632653061223,0.22385204081632654,0.3208207894538017,0.8582739796930202,0.5663716814159292,0.8584070796460177,0.6091194716982304,0.14049519894824122,0.2517048438135743,0.8488403981378029
annual.order_joint.raw,2,238,126,0.5294117647058824,0.5105875551058756,0.47951145479511453,0.26679482697723733,0.7303216229344122,0.42436974789915966,0.3739495798319328,0.4838742981795662,0.11540757753558599,0.2480715172806939,0.8172217439256287
annual.order_joint.raw,3,330,192,0.5818181818181818,0.5785714285714285,0.5970300751879699,0.248617089021976,0.6928763642512844,0.5757575757575758,0.5333333333333333,0.49305383677185527,0.11518774070027435,0.1767276409715829,0.7671111347529104
annual.order_joint.platt,0,212,110,0.5188679245283019,0.5182150173688429,0.5091297764318161,0.26084150886731267,0.7170402393181146,0.4858490566037736,0.47641509433962265,0.498273551993888,0.10121016524982358,0.23073382957413271,0.7411333977611917
annual.order_joint.platt,1,113,55,0.48672566371681414,0.43925382653061223,0.22608418367346939,0.308097974945626,0.8300076366532855,0.5663716814159292,0.8495575221238938,0.6241502046303774,0.10984951221889236,0.3253848921643487,0.8488403981378029
annual.order_joint.platt,2,238,126,0.5294117647058824,0.5196935751969357,0.5315458553154585,0.2501723139838108,0.6937841309804927,0.42436974789915966,0.4327731092436975,0.47608261265849683,0.07233187221488473,0.28942341720904313,0.6178080874832695
annual.order_joint.platt,3,330,204,0.6181818181818182,0.5904135338345864,0.6260150375939849,0.2395994341543898,0.6725875078583785,0.5757575757575758,0.696969696969697,0.5244718776821194,0.0775515955259988,0.2660083330002468,0.7671111347529104
annual.order_joint.shrink,0,212,110,0.5188679245283019,0.5182150173688429,0.5067248597131914,0.26119942088591996,0.7177655564994476,0.4858490566037736,0.47641509433962265,0.4969501995916779,0.100512508394614,0.23073382957413271,0.7411333977611917
annual.order_joint.shrink,1,113,55,0.48672566371681414,0.43925382653061223,0.2267219387755102,0.3085108558107892,0.8308408241317242,0.5663716814159292,0.8495575221238938,0.6235300977803331,0.11081015555392502,0.3253848921643487,0.8488403981378029
annual.order_joint.shrink,2,238,128,0.5378151260504201,0.5308954253089542,0.5262701452627014,0.2508928876286201,0.6952424265773588,0.42436974789915966,0.4495798319327731,0.47454434407273965,0.07012563622122121,0.28942341720904313,0.6178080874832695
annual.order_joint.shrink,3,330,206,0.6242424242424243,0.5956766917293232,0.6326503759398496,0.24001787251442147,0.6734353585243307,0.5757575757575758,0.703030303030303,0.5199971895631561,0.07630818095415297,0.2660083330002468,0.7671111347529104
annual.order_fixed.raw,0,212,108,0.5094339622641509,0.5071702146610849,0.48801995190166564,0.26480752644147554,0.7253322658341546,0.4858490566037736,0.419811320754717,0.48874138272995443,0.10318873599141701,0.2354166011319446,0.7405570305375454
annual.order_fixed.raw,1,113,56,0.49557522123893805,0.44706632653061223,0.22417091836734693,0.32077178229552755,0.8581596327611573,0.5663716814159292,0.8584070796460177,0.6088108096100078,0.140846466560317,0.24804463710385785,0.8485484561858868
annual.order_fixed.raw,2,238,124,0.5210084033613446,0.5019874250198743,0.47727108477271085,0.2668467764331307,0.7303517600726254,0.42436974789915966,0.3739495798319328,0.4838432066895343,0.11459351579295389,0.2478648905237237,0.8162023559454532
annual.order_fixed.raw,3,330,193,0.5848484848484848,0.5821428571428571,0.5971052631578947,0.2485958997351588,0.6928144964170917,0.5757575757575758,0.5303030303030303,0.4927023874561633,0.11510516118523001,0.17662196735742272,0.7668627909725583
annual.order_fixed.platt,0,212,110,0.5188679245283019,0.5182150173688429,0.5093079184109736,0.26057116834591626,0.7163967623724569,0.4858490566037736,0.47641509433962265,0.4984941999703422,0.09968952421344109,0.2354166011319446,0.7405570305375454
annual.order_fixed.platt,1,113,55,0.48672566371681414,0.43925382653061223,0.2264030612244898,0.3079358248392594,0.8295449922523037,0.5663716814159292,0.8495575221238938,0.6239149368848257,0.10986889811877112,0.32121544096528537,0.8485484561858868
annual.order_fixed.platt,2,238,124,0.5210084033613446,0.5110934451109345,0.5286550552865505,0.25036219000229654,0.6941593532271892,0.42436974789915966,0.4327731092436975,0.4761410659586225,0.0714078377126339,0.2925701396091303,0.617661125191114
annual.order_fixed.platt,3,330,206,0.6242424242424243,0.5956766917293232,0.626390977443609,0.2396356365697517,0.6726632537669821,0.5757575757575758,0.703030303030303,0.5239660024735172,0.07703139391202028,0.26603910207124326,0.7668627909725583
annual.order_fixed.shrink,0,212,110,0.5188679245283019,0.5182150173688429,0.5068139307027701,0.2609150577986227,0.7170933381491248,0.4858490566037736,0.47641509433962265,0.49723240326371665,0.09902638540251145,0.2354166011319446,0.7405570305375454
annual.order_fixed.shrink,1,113,55,0.48672566371681414,0.43925382653061223,0.2267219387755102,0.30834540833974505,0.8303718457864082,0.5663716814159292,0.8495575221238938,0.6232992509919436,0.11082670253496876,0.32121544096528537,0.8485484561858868
annual.order_fixed.shrink,2,238,126,0.5294117647058824,0.5222952952229529,0.5238129652381297,0.2510699295738844,0.6955907861335695,0.42436974789915966,0.4495798319327731,0.4747275352726669,0.0693380544878228,0.2925701396091303,0.617661125191114
annual.order_fixed.shrink,3,330,206,0.6242424242424243,0.5956766917293232,0.6325,0.24002827453763664,0.6734587286267921,0.5757575757575758,0.703030303030303,0.5197381292848902,0.07587667956768236,0.26603910207124326,0.7668627909725583
annual.frequency.raw,0,212,109,0.5141509433962265,0.5,0.37280662688162464,0.2505311392694776,0.6942098001190712,0.4858490566037736,0.0,0.4952174017327412,0.0045674872356881065,0.4855012427506214,0.498046875
annual.frequency.raw,1,113,49,0.4336283185840708,0.5,0.4102359693877551,0.2509122626503841,0.6949721009062897,0.5663716814159292,0.0,0.4957137520999887,0.004905389610093459,0.4855012427506214,0.4987572493786247
annual.frequency.raw,2,238,137,0.5756302521008403,0.5,0.5224398352243983,0.24940741561802213,0.6919619041759012,0.42436974789915966,0.0,0.49482649150547725,0.004955691693207052,0.4855012427506214,0.498046875
annual.frequency.raw,3,330,140,0.42424242424242425,0.5,0.491203007518797,0.2513158620880537,0.69577961629618,0.5757575757575758,0.0,0.4932769951532819,0.006363583167616335,0.4855012427506214,0.4987572493786247
annual.market4.raw,0,212,98,0.46226415094339623,0.4583593123719605,0.43181615747750957,0.2560408600166387,0.7053288592024757,0.4858490566037736,0.3632075471698113,0.48446108237695834,0.036968670442331784,0.36863823092035325,0.5571511825520119
annual.market4.raw,1,113,63,0.5575221238938053,0.49697066326530615,0.31473214285714285,0.259136629450967,0.7119602579799716,0.5663716814159292,0.9557522123893806,0.5468223364389269,0.035898037539720255,0.48688193392094564,0.6449851167830326
annual.market4.raw,2,238,114,0.4789915966386555,0.43427043434270435,0.4303678543036785,0.25303484056734954,0.6992423029032329,0.42436974789915966,0.21428571428571427,0.4673576648195045,0.040885435936521816,0.3920459464997608,0.593774264209638
annual.market4.raw,3,330,192,0.5818181818181818,0.556015037593985,0.5688345864661654,0.24349001393938852,0.6800251548877789,0.5757575757575758,0.6787878787878788,0.5184516752888102,0.0476334600756022,0.39758638648636296,0.6068701581614057
annual.constant50.raw,0,212,109,0.5141509433962265,0.5,0.5,0.25,0.6931471805599453,0.4858490566037736,0.0,0.5,0.0,0.5,0.5
annual.constant50.raw,1,113,49,0.4336283185840708,0.5,0.5,0.25,0.6931471805599453,0.5663716814159292,0.0,0.5,0.0,0.5,0.5
annual.constant50.raw,2,238,137,0.5756302521008403,0.5,0.5,0.25,0.6931471805599453,0.42436974789915966,0.0,0.5,0.0,0.5,0.5
annual.constant50.raw,3,330,140,0.42424242424242425,0.5,0.5,0.25,0.6931471805599453,0.5757575757575758,0.0,0.5,0.0,0.5,0.5
quarterly.add.raw,0,212,102,0.4811320754716981,0.4780440010688519,0.47216531575665804,0.2661143630035252,0.727600016731226,0.4858490566037736,0.3915094339622642,0.473679213041509,0.09698161986726922,0.24724947467668554,0.734069800248783
quarterly.add.raw,1,113,47,0.415929203539823,0.39827806122448983,0.29751275510204084,0.306458178777733,0.820969233482638,0.5663716814159292,0.6194690265486725,0.5719133824677737,0.12497633625366594,0.33606207743528155,0.8113856931825051
quarterly.add.raw,2,238,109,0.4579831932773109,0.4485437594854376,0.44735130447351307,0.2718894220748533,0.74093508827706,0.42436974789915966,0.44537815126050423,0.48911003855067997,0.11882599171711199,0.1934253575500653,0.8022046998285873
quarterly.add.raw,3,330,200,0.6060606060606061,0.6212406015037594,0.6216917293233083,0.24191234769258455,0.6775320458012875,0.5757575757575758,0.41818181818181815,0.49156536411875673,0.10386635043427662,0.24444557698094085,0.7802278829016913
quarterly.add.platt,0,212,100,0.4716981132075472,0.4699385410171907,0.45078827825777146,0.269426128754715,0.7343377207676742,0.4858490566037736,0.4386792452830189,0.48034944601228097,0.09896321303179946,0.24724947467668554,0.734069800248783
quarterly.add.platt,1,113,45,0.39823008849557523,0.38265306122448983,0.2936862244897959,0.3046852908797684,0.817342438346081,0.5663716814159292,0.6017699115044248,0.5750213226089379,0.12144980458981688,0.33606207743528155,0.8113856931825051
quarterly.add.platt,2,238,131,0.5504201680672269,0.5379417503794175,0.5812676158126762,0.24012817828866745,0.6727490652497282,0.42436974789915966,0.4117647058823529,0.47820232512827787,0.08892916553009454,0.1934253575500653,0.7272498657148151
quarterly.add.platt,3,330,211,0.6393939393939394,0.6257518796992481,0.6512781954887218,0.23700957442694398,0.6675795516049536,0.5757575757575758,0.6090909090909091,0.516637881546778,0.09681046982907886,0.24444557698094085,0.7802278829016913
quarterly.add.shrink,0,212,102,0.4811320754716981,0.4780440010688519,0.4574686024761735,0.2662385477376095,0.7277531146327584,0.4858490566037736,0.3915094339622642,0.47234725890695634,0.09174927942484938,0.24724947467668554,0.734069800248783
quarterly.add.shrink,1,113,45,0.39823008849557523,0.38265306122448983,0.2914540816326531,0.3048107970376591,0.8175956255204037,0.5663716814159292,0.6017699115044248,0.574941605945037,0.12142074086486294,0.33606207743528155,0.8113856931825051
quarterly.add.shrink,2,238,131,0.5504201680672269,0.5379417503794175,0.5470839054708391,0.24522357882300055,0.6831774923347271,0.42436974789915966,0.4117647058823529,0.47401735236760695,0.07643635028336364,0.1934253575500653,0.7272498657148151
quarterly.add.shrink,3,330,210,0.6363636363636364,0.6231203007518797,0.6618609022556391,0.2380136818028476,0.6696428608244137,0.5757575757575758,0.6060606060606061,0.508700519156297,0.09335873860033665,0.24444557698094085,0.7802278829016913
quarterly.vol.raw,0,212,102,0.4811320754716981,0.478578427006324,0.47572815533980584,0.26434874789591634,0.7236473254935261,0.4858490566037736,0.41037735849056606,0.4751339155905825,0.09061661934624773,0.26072201899731834,0.7325385668783841
quarterly.vol.raw,1,113,47,0.415929203539823,0.40066964285714285,0.29910714285714285,0.3075760487984065,0.8224264256105585,0.5663716814159292,0.6017699115044248,0.5698462008090879,0.12903295274543858,0.3314731966382926,0.806652315904993
quarterly.vol.raw,2,238,114,0.4789915966386555,0.46679193466791935,0.43875117438751177,0.26798247903053296,0.7309854043964293,0.42436974789915966,0.42436974789915966,0.482202976597062,0.10208100095027284,0.18392575976646178,0.7421182206081287
quarterly.vol.raw,3,330,199,0.603030303030303,0.6157894736842104,0.6177443609022556,0.24290677810346875,0.6798447493824442,0.5757575757575758,0.43333333333333335,0.4888425299197103,0.10865055668752471,0.24807128965481592,0.7722388301836302
quarterly.vol.platt,0,212,100,0.4716981132075472,0.4704729669546629,0.4510554912265075,0.26749396245552703,0.7300489930630081,0.4858490566037736,0.45754716981132076,0.4818286192026899,0.09192123234869258,0.26072201899731834,0.7325385668783841
quarterly.vol.platt,1,113,48,0.4247787610619469,0.40848214285714285,0.3013392857142857,0.3030467925031753,0.8130589919341543,0.5663716814159292,0.6106194690265486,0.5765337996273339,0.12126929859349014,0.3314731966382926,0.806652315904993
quarterly.vol.platt,2,238,136,0.5714285714285714,0.5561899255618993,0.5857483558574835,0.24050700260590877,0.6736525456314283,0.42436974789915966,0.3907563025210084,0.4778950567674554,0.07922738798497554,0.18392575976646178,0.6539312214641618
quarterly.vol.platt,3,330,206,0.6242424242424243,0.606015037593985,0.6511654135338346,0.2379646612485934,0.6696963211922096,0.5757575757575758,0.6363636363636364,0.5167844144959725,0.0959869468992123,0.24807128965481592,0.7722388301836302
quarterly.vol.shrink,0,212,105,0.49528301886792453,0.4928743208337044,0.46263471987173777,0.26507295933998637,0.7250912903947568,0.4858490566037736,0.41509433962264153,0.47625621091724923,0.08721505787115964,0.26072201899731834,0.7325385668783841
quarterly.vol.shrink,1,113,46,0.40707964601769914,0.39285714285714285,0.29751275510204084,0.3035621509577471,0.8140956693118508,0.5663716814159292,0.5929203539823009,0.5758987026687462,0.12158469547937678,0.3314731966382926,0.806652315904993
quarterly.vol.shrink,2,238,133,0.5588235294117647,0.5452410204524102,0.5532991255329912,0.2450804786748214,0.6829501175121916,0.42436974789915966,0.40336134453781514,0.47506293558548507,0.06990400536644752,0.18392575976646178,0.6539312214641618
quarterly.vol.shrink,3,330,209,0.6333333333333333,0.6167293233082707,0.6591165413533835,0.23844980598761484,0.6706999275946206,0.5757575757575758,0.6272727272727273,0.5101914235430608,0.09350166183194897,0.24807128965481592,0.7722388301836302
quarterly.cal_frequency.raw,0,212,102,0.4811320754716981,0.47403580653781063,0.45430658234612986,0.25089075246037046,0.6949303738174057,0.4858490566037736,0.25,0.4908829278147702,0.019778257424815145,0.4603174603174603,0.5357142857142857
quarterly.cal_frequency.raw,1,113,37,0.3274336283185841,0.36559311224489793,0.31680484693877553,0.2619561504521105,0.7171756291034647,0.5663716814159292,0.19469026548672566,0.5025682712886745,0.03345004853620383,0.4603174603174603,0.5674603174603174
quarterly.cal_frequency.raw,2,238,129,0.542016806722689,0.5007227000072271,0.5424947604249476,0.24717099470001067,0.6874794415447508,0.42436974789915966,0.226890756302521,0.4937095523102992,0.01948169861672894,0.4603174603174603,0.5357142857142857
quarterly.cal_frequency.raw,3,330,179,0.5424242424242425,0.5424812030075188,0.5228383458646616,0.2468871049273108,0.6869126321547305,0.5757575757575758,0.5060606060606061,0.5156281011300623,0.03006879086569164,0.46825396825396826,0.5674603174603174
quarterly.order_joint.raw,0,212,104,0.49056603773584906,0.4882871648704017,0.4768860782043288,0.2634375314953049,0.72180823955631,0.4858490566037736,0.419811320754717,0.4757676523807018,0.09210199295807198,0.2624216063924435,0.7411333977611917
quarterly.order_joint.raw,1,113,45,0.39823008849557523,0.3754783163265306,0.29591836734693877,0.30887456833156696,0.8271587567605362,0.5663716814159292,0.6548672566371682,0.579433555126771,0.12916098818690008,0.33553353744730696,0.8205092654003746
quarterly.order_joint.raw,2,238,103,0.4327731092436975,0.4097347690973477,0.39040254390402546,0.26847383574295425,0.7312557385313023,0.42436974789915966,0.36134453781512604,0.469119682620687,0.09037743225734685,0.17550180588173006,0.6652728787637637
quarterly.order_joint.raw,3,330,200,0.6060606060606061,0.6137218045112782,0.6110526315789474,0.24450817305048828,0.6831799730061122,0.5757575757575758,0.4666666666666667,0.48977353177201904,0.10498637995712572,0.24327756385452215,0.7586560046431511
quarterly.order_joint.platt,0,212,104,0.49056603773584906,0.48989044268281823,0.45639975060122917,0.2664474398994522,0.7279749076094146,0.4858490566037736,0.47641509433962265,0.4838131354633962,0.0930862301989697,0.2624216063924435,0.7411333977611917
quarterly.order_joint.platt,1,113,43,0.3805309734513274,0.3598533163265306,0.29209183673469385,0.30656184262059305,0.8223529765661692,0.5663716814159292,0.6371681415929203,0.5828221262494885,0.12448361328218742,0.33553353744730696,0.8205092654003746
quarterly.order_joint.platt,2,238,130,0.5462184873949579,0.5277878152778781,0.541302305413023,0.24715971059179526,0.6874294734967838,0.42436974789915966,0.3739495798319328,0.4764677373251328,0.0809785244813977,0.17550180588173006,0.6317706591119594
quarterly.order_joint.platt,3,330,208,0.6303030303030303,0.6084586466165414,0.6469548872180451,0.23944429468813552,0.6726720513399957,0.5757575757575758,0.6606060606060606,0.5181530226806681,0.09087492427282126,0.24448664858580152,0.7586560046431511
quarterly.order_joint.shrink,0,212,109,0.5141509433962265,0.5117573706243876,0.4710964638817137,0.26370767275786317,0.7224121238908757,0.4858490566037736,0.41509433962264153,0.4755461177708788,0.08710770860433764,0.2624216063924435,0.7411333977611917
quarterly.order_joint.shrink,1,113,42,0.37168141592920356,0.3520408163265306,0.2889030612244898,0.3068252560164286,0.8228831224702614,0.5663716814159292,0.6283185840707964,0.5826317082714684,0.12451491709431861,0.33553353744730696,0.8205092654003746
quarterly.order_joint.shrink,2,238,131,0.5504201680672269,0.5314374503143745,0.5185372551853725,0.2506348628221725,0.694515432082919,0.42436974789915966,0.3697478991596639,0.47052716351442936,0.07042643265897637,0.17550180588173006,0.5828101881925639
quarterly.order_joint.shrink,3,330,210,0.6363636363636364,0.6156015037593985,0.6511466165413534,0.23979667672142388,0.6734045312593187,0.5757575757575758,0.6545454545454545,0.5123818625257601,0.08877719913594932,0.24448664858580152,0.7586560046431511
quarterly.order_fixed.raw,0,212,104,0.49056603773584906,0.4882871648704017,0.47697514919390754,0.2632733151274219,0.7214499756301775,0.4858490566037736,0.419811320754717,0.4757227976828662,0.0915923289934538,0.26337366008295926,0.7405570305375454
quarterly.order_fixed.raw,1,113,45,0.39823008849557523,0.3754783163265306,0.2965561224489796,0.30870850128337646,0.8267702623469152,0.5663716814159292,0.6548672566371682,0.5792979403700645,0.12896291023761153,0.33591718406378585,0.8203553261850548
quarterly.order_fixed.raw,2,238,103,0.4327731092436975,0.4097347690973477,0.39040254390402546,0.2685433018639447,0.7313861026874737,0.42436974789915966,0.36134453781512604,0.46996333539922014,0.09042967935671596,0.17729760710533826,0.6712257261738742
quarterly.order_fixed.raw,3,330,200,0.6060606060606061,0.6137218045112782,0.6097368421052631,0.24461500152875543,0.6833810935432241,0.5757575757575758,0.4666666666666667,0.4897426922670984,0.10461092525559254,0.24567749959844906,0.7588462587915265
quarterly.order_fixed.platt,0,212,104,0.49056603773584906,0.48989044268281823,0.4564888215908079,0.2662784921247216,0.7276066081067916,0.4858490566037736,0.47641509433962265,0.48378761113270907,0.09261921413377355,0.26337366008295926,0.7405570305375454
quarterly.order_fixed.platt,1,113,42,0.37168141592920356,0.3520408163265306,0.2924107142857143,0.30649726191392634,0.8221705655407305,0.5663716814159292,0.6283185840707964,0.5825221751254444,0.12441171640082643,0.33591718406378585,0.8203553261850548
quarterly.order_fixed.platt,2,238,129,0.542016806722689,0.5228373202283731,0.5397123653971236,0.24714498171211727,0.6873867925282254,0.42436974789915966,0.3697478991596639,0.4765303282992948,0.08037549899793013,0.17729760710533826,0.6318368151240402
quarterly.order_fixed.platt,3,330,208,0.6303030303030303,0.6084586466165414,0.6457894736842106,0.239487900619218,0.6727534643007197,0.5757575757575758,0.6606060606060606,0.5180866869384206,0.09060325989046912,0.2458309192547329,0.7588462587915265
quarterly.order_fixed.shrink,0,212,108,0.5094339622641509,0.5069030016923488,0.47136367685044983,0.26353060265996764,0.7220251064314165,0.4858490566037736,0.41037735849056606,0.47545482699617964,0.08655552862260599,0.26337366008295926,0.7405570305375454
quarterly.order_fixed.shrink,1,113,42,0.37168141592920356,0.3520408163265306,0.2889030612244898,0.3067425761518726,0.8226644404595203,0.5663716814159292,0.6283185840707964,0.5823609885618691,0.12442390374837078,0.33591718406378585,0.8203553261850548
quarterly.order_fixed.shrink,2,238,130,0.5462184873949579,0.5264869552648695,0.5201271952012719,0.25061423188416754,0.6944619080800506,0.42436974789915966,0.36554621848739494,0.4706378557640323,0.06977095500787914,0.17729760710533826,0.582899426821503
quarterly.order_fixed.shrink,3,330,210,0.6363636363636364,0.6156015037593985,0.6501315789473684,0.23989130600840675,0.673589532569268,0.5757575757575758,0.6545454545454545,0.5122433594757669,0.0884594334597956,0.2458309192547329,0.7588462587915265
quarterly.frequency.raw,0,212,97,0.45754716981132076,0.4535049434399216,0.41146343635877797,0.25102351314416466,0.6951948496299667,0.4858490566037736,0.3584905660377358,0.49605298625387995,0.007166272329450651,0.48135874067937034,0.5041152263374485
quarterly.frequency.raw,1,113,37,0.3274336283185841,0.3632015306122449,0.30978954081632654,0.2528068585608143,0.6987618812250406,0.5663716814159292,0.21238938053097345,0.49515963844485744,0.007488140519010036,0.48258706467661694,0.5053941908713693
quarterly.frequency.raw,2,238,109,0.4579831932773109,0.4095179590951796,0.3931849389318494,0.24999693121225344,0.693140709432415,0.42436974789915966,0.19327731092436976,0.4939283611964014,0.006560289249871491,0.48135874067937034,0.5041152263374485
quarterly.frequency.raw,3,330,162,0.4909090909090909,0.5268796992481203,0.46404135338345864,0.2515015854284074,0.6961514782309682,0.5757575757575758,0.26666666666666666,0.4947112606075207,0.007237133538273092,0.48135874067937034,0.5053941908713693
quarterly.market4.raw,0,212,102,0.4811320754716981,0.4775095751313797,0.41328939164514117,0.25611981227046227,0.7054756107703846,0.4858490566037736,0.37264150943396224,0.48637554613507444,0.0302792003762889,0.39801540711323147,0.5592286576216924
