candidate,control,n,block,delta_brier,ci_low,ci_high,p_two_sided,p_holm
quarterly.vol.raw,annual.vol.raw,893,20,-0.002180285784315036,-0.011700280124154088,0.007038553423554214,0.648035196480352,1.0
quarterly.vol.raw,annual.vol.raw,893,40,-0.002180285784315036,-0.012151020517424336,0.007307178802729267,0.6612338766123388,1.0
quarterly.vol.shrink,quarterly.vol.raw,893,20,-0.008086802365893389,-0.016245236594936912,-0.0014957748524669207,0.032096790320967905,0.12838716128387162
quarterly.vol.shrink,quarterly.vol.raw,893,40,-0.008086802365893389,-0.016966770672119012,-0.0014848372820719957,0.03899610038996101,0.15598440155984403
quarterly.vol.shrink,quarterly.frequency.raw,893,20,0.003624443129896165,-0.00899535456919038,0.018381386307566274,0.607039296070393,1.0
quarterly.vol.shrink,quarterly.frequency.raw,893,40,0.003624443129896165,-0.009819383257832623,0.018359417357783757,0.6159384061593841,1.0
quarterly.vol.shrink,quarterly.market4.raw,893,20,0.0010757444951732791,-0.01209159816921669,0.01424343319266248,0.8708129187081292,1.0
quarterly.vol.shrink,quarterly.market4.raw,893,40,0.0010757444951732791,-0.012254055178344303,0.01458549363211897,0.875012498750125,1.0
