name,year,n,correct,accuracy,balanced_accuracy,auc,brier,logloss,actual_up_frequency,predicted_up_fraction,probability_mean,probability_sd,probability_min,probability_max
quarterly.order_fixed.raw,2026,166,112,0.6746987951807228,0.6618589743589743,0.6095571095571095,0.2540968616478112,0.7109994937850487,0.5301204819277109,0.7228915662650602,0.562284370568841,0.11041688936502973,0.3617028149672408,0.8203553261850548
quarterly.order_fixed.platt,2023,242,126,0.5206611570247934,0.5049859019324668,0.4965270614125576,0.25619468440837584,0.706670233120714,0.45867768595041325,0.30991735537190085,0.46368772355291593,0.08616794867841046,0.26337366008295926,0.7588462587915265
quarterly.order_fixed.platt,2024,242,116,0.4793388429752066,0.478551912568306,0.4888661202185792,0.2610076280837988,0.7168640855845657,0.49586776859504134,0.4049586776859504,0.4988902311142447,0.09864137850411415,0.24620282211203126,0.7405570305375454
quarterly.order_fixed.platt,2025,243,129,0.5308641975308642,0.4930824571112341,0.5078859988931932,0.2534720375386732,0.7005899323897191,0.5720164609053497,0.7613168724279835,0.5205256527997533,0.0820847500245048,0.17729760710533826,0.7060123072748207
quarterly.order_fixed.platt,2026,166,112,0.6746987951807228,0.6618589743589743,0.6095571095571095,0.2540968616478112,0.7109994937850487,0.5301204819277109,0.7228915662650602,0.562284370568841,0.11041688936502973,0.3617028149672408,0.8203553261850548
quarterly.order_fixed.shrink,2023,242,126,0.5206611570247934,0.5049859019324668,0.4965270614125576,0.25619468440837584,0.706670233120714,0.45867768595041325,0.30991735537190085,0.46368772355291593,0.08616794867841046,0.26337366008295926,0.7588462587915265
quarterly.order_fixed.shrink,2024,242,123,0.5082644628099173,0.5068306010928961,0.4834016393442623,0.2587687296931429,0.7123608637664919,0.49586776859504134,0.32644628099173556,0.49174545133760916,0.09217263584396107,0.24620282211203126,0.7405570305375454
quarterly.order_fixed.shrink,2025,243,129,0.5308641975308642,0.49187188710570007,0.4680409518539015,0.25736416376204374,0.7084997645731471,0.5720164609053497,0.7695473251028807,0.5065897098419317,0.0748286439160509,0.17729760710533826,0.7060123072748207
quarterly.order_fixed.shrink,2026,166,112,0.6746987951807228,0.6618589743589743,0.6095571095571095,0.2540968616478112,0.7109994937850487,0.5301204819277109,0.7228915662650602,0.562284370568841,0.11041688936502973,0.3617028149672408,0.8203553261850548
quarterly.frequency.raw,2023,242,107,0.44214876033057854,0.4207757375696307,0.3944020356234097,0.25057312468357634,0.6942934570797415,0.45867768595041325,0.24793388429752067,0.49870748964745365,0.0033722791587033865,0.4951560818083961,0.5041152263374485
quarterly.frequency.raw,2024,242,106,0.4380165289256198,0.4360655737704918,0.360724043715847,0.2509947133669653,0.6951368443070668,0.49586776859504134,0.2644628099173554,0.4954072932004869,0.004045246563752175,0.4907578558225508,0.5004382120946538
