name,year,n,correct,accuracy,balanced_accuracy,auc,brier,logloss,actual_up_frequency,predicted_up_fraction,probability_mean,probability_sd,probability_min,probability_max
quarterly.frequency.raw,2025,243,104,0.4279835390946502,0.5,0.47675705589374656,0.25230767308535107,0.6977644440303521,0.5720164609053497,0.0,0.48590681662824403,0.005205850690434722,0.48135874067937034,0.49461474730737365
quarterly.frequency.raw,2026,166,88,0.5301204819277109,0.5203962703962703,0.40603146853146854,0.2505347666015315,0.6942167742538172,0.5301204819277109,0.6626506024096386,0.5016554476232046,0.002665489239825404,0.4987572493786247,0.5053941908713693
quarterly.market4.raw,2023,242,101,0.41735537190082644,0.4164431607179699,0.39137610893336083,0.2574878821491325,0.7081971451604399,0.45867768595041325,0.49586776859504134,0.49565268299785503,0.03455421719937909,0.40378283046046737,0.5823526665052271
quarterly.market4.raw,2024,242,137,0.5661157024793388,0.5657786885245901,0.5728142076502732,0.246088087820637,0.6852845128279992,0.49586776859504134,0.45867768595041325,0.49160524553606305,0.041616542699520476,0.3885465974699587,0.5864955217686105
quarterly.market4.raw,2025,243,124,0.5102880658436214,0.5319936358605424,0.561496956281129,0.2513680390814193,0.6958794790109434,0.5720164609053497,0.35390946502057613,0.47745509900801136,0.05584110213402613,0.36976225364209897,0.60352847198926
quarterly.market4.raw,2026,166,86,0.5180722891566265,0.48863636363636365,0.3742715617715618,0.26269350768171124,0.7195659365371874,0.5301204819277109,0.9879518072289156,0.568932926093646,0.049511873314714995,0.4976466937538918,0.6832611495561617
quarterly.constant50.raw,2023,242,131,0.5413223140495868,0.5,0.5,0.25,0.6931471805599453,0.45867768595041325,0.0,0.5,0.0,0.5,0.5
quarterly.constant50.raw,2024,242,122,0.5041322314049587,0.5,0.5,0.25,0.6931471805599453,0.49586776859504134,0.0,0.5,0.0,0.5,0.5
quarterly.constant50.raw,2025,243,104,0.4279835390946502,0.5,0.5,0.25,0.6931471805599453,0.5720164609053497,0.0,0.5,0.0,0.5,0.5
quarterly.constant50.raw,2026,166,78,0.46987951807228917,0.5,0.5,0.25,0.6931471805599454,0.5301204819277109,0.0,0.5,0.0,0.5,0.5
