name,n,correct,accuracy,balanced_accuracy,auc,brier,logloss,actual_up_frequency,predicted_up_fraction,probability_mean,probability_sd,probability_min,probability_max
both,897,456,0.5083612040133779,0.5076993068883564,0.5151698968785116,0.25306351411260986,0.699573658724974,0.4938684503901895,0.4459308807134894,0.49267927757563507,0.06716216012815546,0.257651171913774,0.7082507403432774
frequency,897,454,0.5061315496098104,0.5,0.4874280287586639,0.2500469048136302,0.6932410535760468,0.4938684503901895,0.0,0.490726617947957,0.0034030255060130536,0.4847233691164327,0.4945054945054945
market,897,460,0.5128205128205128,0.5116943944471515,0.5202016686389356,0.25142648148535046,0.6961152165111621,0.4938684503901895,0.4080267558528428,0.4886186591460285,0.058397921155199164,0.33849334717954777,0.6836982369748348
own,897,457,0.5094760312151616,0.5080075774902795,0.5113612633128151,0.2512926297286331,0.6958025313102189,0.4938684503901895,0.3801560758082497,0.4932840023335103,0.045134912347303026,0.3610165150394327,0.6700351621421166
sector,897,458,0.5105908584169454,0.5102027625023617,0.5071051401636818,0.2532778065817446,0.6999606540999609,0.4938684503901895,0.4682274247491639,0.4955343101153543,0.056187461184324765,0.2741513935893652,0.7093379644842337
