method,row_index,date,metric,uniform_loss,intercept_loss,slopes_loss,weighted_loss,total,intercept_at_uniform_slopes,slopes_at_uniform_intercept,intercept_at_weighted_slopes,slopes_at_weighted_intercept,interaction,symmetric_intercept,symmetric_slopes
learned_vol_interaction,3640,2026-01-23,direction_error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3640,2026-01-23,brier,0.17978740774013208,0.1983763270544023,0.16658061802856247,0.184515549342452,0.004728141602319935,0.01858891931427023,-0.013206789711569605,0.01793493131388954,-0.013860777711950295,-0.0006539880003806897,0.018261925314079885,-0.01353378371175995
learned_vol_interaction,3645,2026-01-30,direction_error,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3645,2026-01-30,brier,0.29458423805384965,0.2705444334861257,0.282255070786411,0.2587374431773507,-0.035846794876498944,-0.02403980456772392,-0.012329167267438657,-0.023517627609060288,-0.011806990308775023,0.0005221769586636338,-0.023778716088392104,-0.01206807878810684
learned_vol_interaction,3650,2026-02-06,direction_error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3650,2026-02-06,brier,0.2457226930128264,0.2239269698442141,0.20957186601391758,0.18951448522594408,-0.05620820778688232,-0.021795723168612308,-0.036150826998908814,-0.020057380787973506,-0.03441248461827001,0.001738342380638802,-0.020926551978292907,-0.03528165580858941
learned_vol_interaction,3655,2026-02-13,direction_error,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
learned_vol_interaction,3655,2026-02-13,brier,0.20295586682621292,0.2237908681962461,0.2729161413628168,0.2971610757879875,0.09420520896177459,0.02083500137003319,0.06996027453660386,0.024244934425170728,0.0733702075917414,0.0034099330551375373,0.02253996789760196,0.07166524106417263
learned_vol_interaction,3659,2026-02-27,direction_error,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3659,2026-02-27,brier,0.25403120813956287,0.2774635503326989,0.3115341207565827,0.3370079784342575,0.08297677029469464,0.023432342193136058,0.05750291261701984,0.025473857677674794,0.05954442810155858,0.002041515484538736,0.024453099935405426,0.05852367035928921
learned_vol_interaction,3664,2026-03-06,direction_error,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-0.5,-0.5
learned_vol_interaction,3664,2026-03-06,brier,0.25439273768158815,0.2325336382330754,0.21677634592796347,0.19640623387311396,-0.0579865038084742,-0.021859099448512748,-0.03761639175362469,-0.02037011205484951,-0.03612740435996145,0.0014889873936632658,-0.02111460575168113,-0.03687189805679307
learned_vol_interaction,3669,2026-03-13,direction_error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3669,2026-03-13,brier,0.20699442793082565,0.22800232703996182,0.20260625508049926,0.22333099355778158,0.01633656562695593,0.02100789910913617,-0.004388172850326388,0.020724738477282317,-0.00467133348218024,-0.00028316063185385154,0.020866318793209243,-0.004529753166253314
learned_vol_interaction,3674,2026-03-20,direction_error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3674,2026-03-20,brier,0.20026775237577882,0.22107703292853015,0.18453860202778075,0.20427886050149865,0.004011108125719837,0.02080928055275133,-0.015729150347998072,0.01974025847371791,-0.016798172427031494,-0.0010690220790334215,0.02027476951323462,-0.016263661387514783
learned_vol_interaction,3679,2026-03-27,direction_error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_vol_interaction,3679,2026-03-27,brier,0.22036246747208366,0.2418882701307874,0.22538890060979322,0.24642042949730966,0.026057962025226006,0.02152580265870374,0.005026433137709563,0.021031528887516443,0.004532159366522265,-0.000494273771187298,0.021278665773110092,0.004779296252115914
learned_vol_interaction,3684,2026-04-03,direction_error,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-0.5,-0.5
