history,method,cutoff,date,row_index,state,year,probability,actual_up,annual_probability,changed_vs_annual,case_vs_annual,brier_vs_annual,weighted_probability,changed_vs_weighted,case_vs_weighted,brier_vs_weighted,quarter4_probability,changed_vs_quarter4,case_vs_quarter4,brier_vs_quarter4
annual_head_weighted_intercept,learned_market,2020-12-31,2021-01-08,2418,nonnegative_low,2021,0.510748822797547,0,0.5075530912524239,True,stable_wrong,0.003254219549188697,0.5271959325499261,True,stable_wrong,-0.01707119130810625,0.5075530912524239,True,stable_wrong,0.003254219549188697
annual_head_weighted_intercept,learned_market,2020-12-31,2021-01-15,2423,nonnegative_high,2021,0.3676916916497605,1,0.3650104266377245,True,stable_wrong,-0.00339796147006316,0.4010635091225479,True,stable_wrong,0.04108887670414513,0.3650104266377245,True,stable_wrong,-0.00339796147006316
annual_head_weighted_intercept,learned_market,2020-12-31,2021-01-22,2428,nonnegative_high,2021,0.38949539555843904,0,0.3866446547735138,True,stable_correct,0.0022125740962952167,0.41875926948851255,True,stable_correct,-0.023652662621327786,0.3866446547735138,True,stable_correct,0.0022125740962952167
annual_head_weighted_intercept,learned_market,2020-12-31,2021-01-29,2433,nonnegative_high,2021,0.42423542012818527,1,0.42114716721388007,True,stable_wrong,-0.0035657505895484443,0.4368766312408677,True,stable_wrong,0.014396922992333527,0.42114716721388007,True,stable_wrong,-0.0035657505895484443
annual_head_weighted_intercept,learned_market,2020-12-31,2021-02-05,2438,nonnegative_high,2021,0.5017518889607264,1,0.4985813898598063,True,recovery,-0.003169442440719178,0.5395175189427427,True,stable_correct,0.03620706479355698,0.4985813898598063,True,recovery,-0.003169442440719178
annual_head_weighted_intercept,learned_market,2020-12-31,2021-02-19,2443,nonnegative_high,2021,0.4383018498193431,0,0.4352524461345955,True,stable_correct,0.002663819688909025,0.46855542171906084,True,stable_correct,-0.02743567166726893,0.4352524461345955,True,stable_correct,0.002663819688909025
annual_head_weighted_intercept,learned_market,2020-12-31,2021-02-26,2448,nonnegative_high,2021,0.5002556656847444,0,0.49709849837034153,True,regression,0.0031488139676383586,0.5217362357079077,True,stable_wrong,-0.02195296860097068,0.49709849837034153,True,regression,0.0031488139676383586
annual_head_weighted_intercept,learned_market,2020-12-31,2021-03-05,2453,nonnegative_high,2021,0.4219884890060706,0,0.41887534844548496,True,stable_correct,0.0026177273183001504,0.43118346859353873,True,stable_correct,-0.007844898734728628,0.41887534844548496,True,stable_correct,0.0026177273183001504
annual_head_weighted_intercept,learned_market,2020-12-31,2021-03-12,2458,nonnegative_high,2021,0.4179957440586162,0,0.415043511213008,True,stable_correct,0.0024593258510939298,0.3970774754238591,True,stable_correct,0.017049920562130755,0.415043511213008,True,stable_correct,0.0024593258510939298
annual_head_weighted_intercept,learned_market,2020-12-31,2021-03-19,2463,negative_high,2021,0.5686279568118778,1,0.5654234834962107,True,stable_correct,-0.002774909052273067,0.5494844489435231,True,stable_correct,-0.016882422099425892,0.5654234834962107,True,stable_correct,-0.002774909052273067
annual_head_weighted_intercept,learned_market,2020-12-31,2021-03-26,2468,nonnegative_high,2021,0.5589150469015927,1,0.5557651813900334,True,stable_correct,-0.0027886382156057377,0.5241097048107372,True,stable_correct,-0.03191563720549953,0.5557651813900334,True,stable_correct,-0.0027886382156057377
annual_head_weighted_intercept,learned_market,2020-12-31,2021-04-02,2473,negative_high,2021,0.5729957857222987,0,0.5699172983026043,True,stable_wrong,0.0035184435509748035,0.5389074647731772,True,stable_wrong,0.03790291486726122,0.5699172983026043,True,stable_wrong,0.0035184435509748035
annual_head_weighted_intercept,learned_market,2020-12-31,2021-04-09,2477,negative_high,2021,0.63502526731103,0,0.6321055329611007,True,stable_wrong,0.003699685323407975,0.5865008012630802,True,stable_wrong,0.05927390024121004,0.6321055329611007,True,stable_wrong,0.003699685323407975
annual_head_weighted_intercept,learned_market,2020-12-31,2021-04-16,2482,negative_high,2021,0.570906847145233,1,0.567805440823208,True,stable_correct,-0.0026712031551770765,0.5299750714829865,True,stable_correct,-0.036802499600579214,0.567805440823208,True,stable_correct,-0.0026712031551770765
annual_head_weighted_intercept,learned_market,2020-12-31,2021-04-23,2487,negative_high,2021,0.6377661423811535,0,0.6348872722727549,True,stable_wrong,0.0036638038737985545,0.6283248069404049,True,stable_wrong,0.011953589351040628,0.6348872722727549,True,stable_wrong,0.0036638038737985545
annual_head_weighted_intercept,learned_market,2020-12-31,2021-04-30,2492,negative_low,2021,0.6289601585467177,0,0.6259373673250876,True,stable_wrong,0.0037932932252505713,0.6266705544795592,True,stable_wrong,0.0028748971873940876,0.6259373673250876,True,stable_wrong,0.0037932932252505713
annual_head_weighted_intercept,learned_market,2020-12-31,2021-05-07,2494,negative_high,2021,0.6895070052373399,1,0.6867029795215412,True,stable_correct,-0.0017491232439945104,0.6958841612232817,True,stable_correct,0.003919456401818358,0.6867029795215412,True,stable_correct,-0.0017491232439945104
annual_head_weighted_intercept,learned_market,2020-12-31,2021-05-14,2499,negative_high,2021,0.5331888375758839,1,0.5300139783759729,True,stable_correct,-0.002974199158225971,0.5193066092950459,True,stable_correct,-0.013153474503671103,0.5300139783759729,True,stable_correct,-0.002974199158225971
annual_head_weighted_intercept,learned_market,2020-12-31,2021-05-21,2504,negative_low,2021,0.6201587394697201,1,0.6171517717115208,True,stable_correct,-0.0022933827023955133,0.6438410596996645,True,stable_correct,0.017430192445374054,0.6171517717115208,True,stable_correct,-0.0022933827023955133
annual_head_weighted_intercept,learned_market,2020-12-31,2021-05-28,2509,negative_high,2021,0.5531304536932228,0,0.5499439655342768,True,stable_wrong,0.003514933575304635,0.5491843931624759,True,stable_wrong,0.0043498011096335665,0.5499439655342768,True,stable_wrong,0.003514933575304635
annual_head_weighted_intercept,learned_market,2020-12-31,2021-06-04,2514,nonnegative_high,2021,0.4236495031294775,0,0.420707971879259,True,stable_correct,0.002483703899093803,0.41711972793391916,True,stable_correct,0.005490034070186445,0.420707971879259,True,stable_correct,0.002483703899093803
annual_head_weighted_intercept,learned_market,2020-12-31,2021-06-11,2519,nonnegative_low,2021,0.34455823732084173,0,0.3417208038382485,True,stable_correct,0.0019472711297867928,0.34368562047959744,True,stable_correct,0.000600573181199604,0.3417208038382485,True,stable_correct,0.0019472711297867928
annual_head_weighted_intercept,learned_market,2020-12-31,2021-06-18,2523,nonnegative_low,2021,0.3893842414543854,1,0.38627372137468335,True,stable_wrong,-0.0038083404910433383,0.40418075902248596,True,stable_wrong,0.017851036665215425,0.38627372137468335,True,stable_wrong,-0.0038083404910433383
annual_head_weighted_intercept,learned_market,2020-12-31,2021-06-25,2528,nonnegative_low,2021,0.3800234865830892,0,0.3771981442930659,True,stable_correct,0.0021394102966348083,0.356375121666107,True,stable_correct,0.017414623012234814,0.3771981442930659,True,stable_correct,0.0021394102966348083
annual_head_weighted_intercept,learned_market,2020-12-31,2021-07-02,2533,negative_high,2021,0.460688980365874,1,0.45748776938154395,True,stable_wrong,-0.003463144471812174,0.47779988371605503,True,stable_wrong,0.018163414451835003,0.45748776938154395,True,stable_wrong,-0.003463144471812174
annual_head_weighted_intercept,learned_market,2020-12-31,2021-07-09,2538,nonnegative_high,2021,0.41991423041015236,0,0.41715766584427105,True,stable_correct,0.0023074427283100163,0.43250533040124256,True,stable_correct,-0.010732899924537465,0.41715766584427105,True,stable_correct,0.0023074427283100163
annual_head_weighted_intercept,learned_market,2020-12-31,2021-07-16,2543,nonnegative_high,2021,0.39930029407430623,0,0.3961869094917308,True,stable_correct,0.0024766575952185343,0.41296438042192857,True,stable_correct,-0.01109885464943991,0.3961869094917308,True,stable_correct,0.0024766575952185343
annual_head_weighted_intercept,learned_market,2020-12-31,2021-07-23,2548,nonnegative_high,2021,0.4822059714912867,0,0.47917206557692377,True,stable_correct,0.0029167305125998577,0.5020837178218721,True,recovery,-0.0195654607599777,0.47917206557692377,True,stable_correct,0.0029167305125998577
annual_head_weighted_intercept,learned_market,2020-12-31,2021-07-30,2553,negative_high,2021,0.5104722541673254,1,0.5072936624303037,True,stable_correct,-0.0031221211413239025,0.5299040114968016,True,stable_correct,0.018647175533220317,0.5072936624303037,True,stable_correct,-0.0031221211413239025
annual_head_weighted_intercept,learned_market,2020-12-31,2021-08-06,2558,negative_high,2021,0.5127132856646011,1,0.5095724467322627,True,stable_correct,-0.003070843036390658,0.5322762537533745,True,stable_correct,0.018682839164810977,0.5095724467322627,True,stable_correct,-0.003070843036390658
annual_head_weighted_intercept,learned_market,2020-12-31,2021-08-13,2563,negative_high,2021,0.6162926937338401,0,0.6139457232358976,True,stable_wrong,0.0028873332700634635,0.6217721349934499,True,stable_wrong,-0.0067839035046000085,0.6139457232358976,True,stable_wrong,0.0028873332700634635
annual_head_weighted_intercept,learned_market,2020-12-31,2021-08-20,2568,negative_high,2021,0.5863856887760768,1,0.5835100895664648,True,stable_correct,-0.002387047043693774,0.5926607074549947,True,stable_correct,0.00515149919817498,0.5835100895664648,True,stable_correct,-0.002387047043693774
annual_head_weighted_intercept,learned_market,2020-12-31,2021-08-27,2573,negative_high,2021,0.6741549942173947,0,0.6715925244985614,True,stable_wrong,0.003448437265904547,0.6581925711097164,True,stable_wrong,0.021267495564236294,0.6715925244985614,True,stable_wrong,0.003448437265904547
annual_head_weighted_intercept,learned_market,2020-12-31,2021-09-03,2578,negative_high,2021,0.6995121114643202,1,0.6966987792511191,True,stable_correct,-0.0016986593511302689,0.6973681492721312,True,stable_correct,-0.0012930659183439663,0.6966987792511191,True,stable_correct,-0.0016986593511302689
annual_head_weighted_intercept,learned_market,2020-12-31,2021-09-10,2583,negative_high,2021,0.6872978548113909,0,0.6843989292101661,True,stable_wrong,0.003976446924317867,0.6841953934104813,True,stable_wrong,0.004255004864216538,0.6843989292101661,True,stable_wrong,0.003976446924317867
