history,method,cutoff,date,row_index,state,year,probability,actual_up,annual_probability,changed_vs_annual,case_vs_annual,brier_vs_annual,weighted_probability,changed_vs_weighted,case_vs_weighted,brier_vs_weighted,quarter4_probability,changed_vs_quarter4,case_vs_quarter4,brier_vs_quarter4
annual_head_weighted_intercept,learned_market,2020-12-31,2021-09-17,2588,negative_high,2021,0.6722219104802232,1,0.6693378717763291,True,stable_correct,-0.0018989670721725471,0.6398661713824739,True,stable_correct,-0.022257898545482796,0.6693378717763291,True,stable_correct,-0.0018989670721725471
annual_head_weighted_intercept,learned_market,2020-12-31,2021-09-24,2591,negative_low,2021,0.6131659311820914,1,0.6100899207166376,True,stable_correct,-0.0023892731285395097,0.5947527650026999,True,stable_correct,-0.014584724674738508,0.6100899207166376,True,stable_correct,-0.0023892731285395097
annual_head_weighted_intercept,learned_market,2020-12-31,2021-10-08,2596,negative_low,2021,0.7650567482581717,0,0.762888147896703,True,stable_wrong,0.003313501854105727,0.744417551140304,True,stable_wrong,0.03115433760964048,0.762888147896703,True,stable_wrong,0.003313501854105727
annual_head_weighted_intercept,learned_market,2020-12-31,2021-10-15,2601,negative_low,2021,0.6929414669430386,1,0.6902243307492358,True,stable_correct,-0.0016760225366657805,0.643336488725966,True,stable_correct,-0.03292391755122988,0.6902243307492358,True,stable_correct,-0.0016760225366657805
annual_head_weighted_intercept,learned_market,2020-12-31,2021-10-22,2606,negative_low,2021,0.6006164629309906,0,0.5976160580683919,True,stable_wrong,0.0035951826825303956,0.6150125239069105,True,stable_wrong,-0.017500269018614234,0.5976160580683919,True,stable_wrong,0.0035951826825303956
annual_head_weighted_intercept,learned_market,2020-12-31,2021-10-29,2611,nonnegative_low,2021,0.6320402208406787,0,0.6294381294706985,True,stable_wrong,0.00328248192876196,0.6228531432302421,True,stable_wrong,0.011528802728541343,0.6294381294706985,True,stable_wrong,0.00328248192876196
annual_head_weighted_intercept,learned_market,2020-12-31,2021-11-05,2616,negative_low,2021,0.6449522445108077,1,0.6420837315685839,True,stable_correct,-0.0020451465299562155,0.6407596673873215,True,stable_correct,-0.0029947078977545782,0.6420837315685839,True,stable_correct,-0.0020451465299562155
annual_head_weighted_intercept,learned_market,2020-12-31,2021-11-12,2621,negative_low,2021,0.74452985853957,1,0.7420425930318122,True,stable_correct,-0.0012770306319391522,0.7299919557729978,True,stable_correct,-0.0076393507694786505,0.7420425930318122,True,stable_correct,-0.0012770306319391522
annual_head_weighted_intercept,learned_market,2020-12-31,2021-11-19,2626,negative_low,2021,0.7336326583129887,0,0.7309265276963925,True,stable_wrong,0.003963288453077252,0.7239431962926437,True,stable_wrong,0.014123125884973331,0.7309265276963925,True,stable_wrong,0.003963288453077252
annual_head_weighted_intercept,learned_market,2020-12-31,2021-11-26,2631,negative_low,2021,0.6621741080114795,1,0.6595534416987826,True,stable_correct,-0.001777525761304674,0.6585443599254431,True,stable_correct,-0.0024656208408857794,0.6595534416987826,True,stable_correct,-0.001777525761304674
annual_head_weighted_intercept,learned_market,2020-12-31,2021-12-03,2636,nonnegative_low,2021,0.5874851610845775,1,0.5844375472219051,True,stable_correct,-0.002523659833529368,0.5816165801248004,True,stable_correct,-0.004876193701050552,0.5844375472219051,True,stable_correct,-0.002523659833529368
annual_head_weighted_intercept,learned_market,2020-12-31,2021-12-10,2641,nonnegative_low,2021,0.6342390730726888,0,0.6313052673177206,True,stable_wrong,0.003712861269004719,0.658850937982694,True,stable_wrong,-0.03182535666857228,0.6313052673177206,True,stable_wrong,0.003712861269004719
annual_head_weighted_intercept,learned_market,2020-12-31,2021-12-17,2646,nonnegative_low,2021,0.7129207029689387,0,0.7102698066895492,True,stable_wrong,0.003772730426916171,0.7141926006880258,True,stable_wrong,-0.0018151421558001424,0.7102698066895492,True,stable_wrong,0.003772730426916171
annual_head_weighted_intercept,learned_market,2020-12-31,2021-12-24,2651,nonnegative_low,2021,0.6284449377237314,1,0.6253546455071003,True,stable_correct,-0.002305977339988663,0.6471947114105557,True,stable_correct,0.013581592646440765,0.6253546455071003,True,stable_correct,-0.002305977339988663
annual_head_weighted_intercept,learned_market,2020-12-31,2021-12-31,2656,nonnegative_low,2021,0.737146841588983,0,0.7346042709837306,True,stable_wrong,0.00374203111707494,0.7369646731621499,True,stable_wrong,0.0002685365756188718,0.7346042709837306,True,stable_wrong,0.00374203111707494
annual_head_weighted_slopes,learned_market,2020-12-31,2021-01-08,2418,nonnegative_low,2021,0.5240026740819601,0,0.5075530912524239,True,stable_wrong,0.016968662005153567,0.5271959325499261,True,stable_wrong,-0.003356748852141378,0.5075530912524239,True,stable_wrong,0.016968662005153567
annual_head_weighted_slopes,learned_market,2020-12-31,2021-01-15,2423,nonnegative_high,2021,0.39820798244102446,1,0.3650104266377245,True,stable_wrong,-0.04105812588110236,0.4010635091225479,True,stable_wrong,0.003428712293105929,0.3650104266377245,True,stable_wrong,-0.04105812588110236
annual_head_weighted_slopes,learned_market,2020-12-31,2021-01-22,2428,nonnegative_high,2021,0.4158253803095011,0,0.3866446547735138,True,stable_correct,0.023416657844611555,0.41875926948851255,True,stable_correct,-0.0024485788730114477,0.3866446547735138,True,stable_correct,0.023416657844611555
annual_head_weighted_slopes,learned_market,2020-12-31,2021-01-29,2433,nonnegative_high,2021,0.43375108745915897,1,0.42114716721388007,True,stable_wrong,-0.014432771070830797,0.4368766312408677,True,stable_wrong,0.003529902511051175,0.42114716721388007,True,stable_wrong,-0.014432771070830797
annual_head_weighted_slopes,learned_market,2020-12-31,2021-02-05,2438,nonnegative_high,2021,0.5363960306719987,1,0.4985813898598063,True,recovery,-0.03649198221824512,0.5395175189427427,True,stable_correct,0.0028845250160310365,0.4985813898598063,True,recovery,-0.03649198221824512
annual_head_weighted_slopes,learned_market,2020-12-31,2021-02-19,2443,nonnegative_high,2021,0.4655339147087388,0,0.4352524461345955,True,stable_correct,0.027277133877894294,0.46855542171906084,True,stable_correct,-0.0028223574782836602,0.4352524461345955,True,stable_correct,0.027277133877894294
annual_head_weighted_slopes,learned_market,2020-12-31,2021-02-26,2448,nonnegative_high,2021,0.5185682544671378,0,0.49709849837034153,True,regression,0.021806117459045787,0.5217362357079077,True,stable_wrong,-0.0032956651095632505,0.49709849837034153,True,regression,0.021806117459045787
annual_head_weighted_slopes,learned_market,2020-12-31,2021-03-05,2453,nonnegative_high,2021,0.4280755640211826,0,0.41887534844548496,True,stable_correct,0.007792130976727152,0.43118346859353873,True,stable_correct,-0.0026704950763016266,0.41887534844548496,True,stable_correct,0.007792130976727152
annual_head_weighted_slopes,learned_market,2020-12-31,2021-03-12,2458,nonnegative_high,2021,0.3942025171685008,0,0.415043511213008,True,stable_correct,-0.016865491658040105,0.3970774754238591,True,stable_correct,-0.00227489694700328,0.415043511213008,True,stable_correct,-0.016865491658040105
annual_head_weighted_slopes,learned_market,2020-12-31,2021-03-19,2463,negative_high,2021,0.5462824001454466,1,0.5654234834962107,True,stable_correct,0.017002911721208436,0.5494844489435231,True,stable_correct,0.0028953986740556104,0.5654234834962107,True,stable_correct,0.017002911721208436
annual_head_weighted_slopes,learned_market,2020-12-31,2021-03-26,2468,nonnegative_high,2021,0.5209484777205989,1,0.5557651813900334,True,stable_correct,0.032145786932781556,0.5241097048107372,True,stable_correct,0.003018787942887763,0.5557651813900334,True,stable_correct,0.032145786932781556
annual_head_weighted_slopes,learned_market,2020-12-31,2021-04-02,2473,negative_high,2021,0.5357408002833444,0,0.5699172983026043,True,stable_wrong,-0.03778752181630135,0.5389074647731772,True,stable_wrong,-0.003403050500014937,0.5699172983026043,True,stable_wrong,-0.03778752181630135
annual_head_weighted_slopes,learned_market,2020-12-31,2021-04-09,2477,negative_high,2021,0.5837030915172902,0,0.6321055329611007,True,stable_wrong,-0.05884810575319521,0.5865008012630802,True,stable_wrong,-0.003273890835393145,0.6321055329611007,True,stable_wrong,-0.05884810575319521
annual_head_weighted_slopes,learned_market,2020-12-31,2021-04-16,2482,negative_high,2021,0.526873534869983,1,0.567805440823208,True,stable_correct,0.03705651502440366,0.5299750714829865,True,stable_correct,0.0029252185790015206,0.567805440823208,True,stable_correct,0.03705651502440366
annual_head_weighted_slopes,learned_market,2020-12-31,2021-04-23,2487,negative_high,2021,0.6255617184391986,0,0.6348872722727549,True,stable_wrong,-0.011754384917335992,0.6283248069404049,True,stable_wrong,-0.0034645994400939184,0.6348872722727549,True,stable_wrong,-0.011754384917335992
annual_head_weighted_slopes,learned_market,2020-12-31,2021-04-30,2492,negative_low,2021,0.6236399766683898,0,0.6259373673250876,True,stable_wrong,-0.0028707673149119817,0.6266705544795592,True,stable_wrong,-0.0037891633527684654,0.6259373673250876,True,stable_wrong,-0.0028707673149119817
annual_head_weighted_slopes,learned_market,2020-12-31,2021-05-07,2494,negative_high,2021,0.6931812639460699,1,0.6867029795215412,True,stable_correct,-0.004017286246948595,0.6958841612232817,True,stable_correct,0.001651293398864273,0.6867029795215412,True,stable_correct,-0.004017286246948595
annual_head_weighted_slopes,learned_market,2020-12-31,2021-05-14,2499,negative_high,2021,0.5161345753256564,1,0.5300139783759729,True,stable_correct,0.013238888673302335,0.5193066092950459,True,stable_correct,0.0030596133278572024,0.5300139783759729,True,stable_correct,0.013238888673302335
annual_head_weighted_slopes,learned_market,2020-12-31,2021-05-21,2504,negative_low,2021,0.6409261339936755,1,0.6171517717115208,True,stable_correct,-0.017638724654899574,0.6438410596996645,True,stable_correct,0.002084850492869994,0.6171517717115208,True,stable_correct,-0.017638724654899574
annual_head_weighted_slopes,learned_market,2020-12-31,2021-05-28,2509,negative_high,2021,0.5459827486560105,0,0.5499439655342768,True,stable_wrong,-0.004341203397593529,0.5491843931624759,True,stable_wrong,-0.003506335863264598,0.5499439655342768,True,stable_wrong,-0.004341203397593529
annual_head_weighted_slopes,learned_market,2020-12-31,2021-06-04,2514,nonnegative_high,2021,0.4143762719093191,0,0.420707971879259,True,stable_correct,-0.005287502881293454,0.41711972793391916,True,stable_correct,-0.002281172710200813,0.420707971879259,True,stable_correct,-0.005287502881293454
annual_head_weighted_slopes,learned_market,2020-12-31,2021-06-11,2519,nonnegative_low,2021,0.3409622015287777,0,0.3417208038382485,True,stable_correct,-0.0005178849045078676,0.34368562047959744,True,stable_correct,-0.0018645828530950564,0.3417208038382485,True,stable_correct,-0.0005178849045078676
annual_head_weighted_slopes,learned_market,2020-12-31,2021-06-18,2523,nonnegative_low,2021,0.4011308399834754,1,0.38627372137468335,True,stable_wrong,-0.018015674256382008,0.40418075902248596,True,stable_wrong,0.003643702899876755,0.38627372137468335,True,stable_wrong,-0.018015674256382008
annual_head_weighted_slopes,learned_market,2020-12-31,2021-06-25,2528,nonnegative_low,2021,0.35374173786386964,0,0.3771981442930659,True,stable_correct,-0.017145222951181927,0.356375121666107,True,stable_correct,-0.0018700102355819204,0.3771981442930659,True,stable_correct,-0.017145222951181927
annual_head_weighted_slopes,learned_market,2020-12-31,2021-07-02,2533,negative_high,2021,0.4746699835593664,1,0.45748776938154395,True,stable_wrong,-0.018347894197096426,0.47779988371605503,True,stable_wrong,0.0032786647265507507,0.45748776938154395,True,stable_wrong,-0.018347894197096426
annual_head_weighted_slopes,learned_market,2020-12-31,2021-07-09,2538,nonnegative_high,2021,0.42987664486273885,0,0.41715766584427105,True,stable_correct,0.010773411625804807,0.43250533040124256,True,stable_correct,-0.0022669310270426735,0.41715766584427105,True,stable_correct,0.010773411625804807
annual_head_weighted_slopes,learned_market,2020-12-31,2021-07-16,2543,nonnegative_high,2021,0.4098086967913517,0,0.3961869094917308,True,stable_correct,0.010979100713217116,0.41296438042192857,True,stable_correct,-0.0025964115314413283,0.3961869094917308,True,stable_correct,0.010979100713217116
annual_head_weighted_slopes,learned_market,2020-12-31,2021-07-23,2548,nonnegative_high,2021,0.49914658485835234,0,0.47917206557692377,True,stable_correct,0.019541444746500602,0.5020837178218721,True,recovery,-0.002940746526076954,0.47917206557692377,True,stable_correct,0.019541444746500602
annual_head_weighted_slopes,learned_market,2020-12-31,2021-07-30,2553,negative_high,2021,0.5267774886522061,1,0.5072936624303037,True,stable_correct,-0.01881998983503058,0.5299040114968016,True,stable_correct,0.002949306839513638,0.5072936624303037,True,stable_correct,-0.01881998983503058
annual_head_weighted_slopes,learned_market,2020-12-31,2021-08-06,2558,negative_high,2021,0.5291739985614474,1,0.5095724467322627,True,stable_correct,-0.018842061373563423,0.5322762537533745,True,stable_correct,0.0029116208276382116,0.5095724467322627,True,stable_correct,-0.018842061373563423
annual_head_weighted_slopes,learned_market,2020-12-31,2021-08-13,2563,negative_high,2021,0.619385571633333,0,0.6139457232358976,True,stable_wrong,0.0067091352679012894,0.6217721349934499,True,stable_wrong,-0.0029621015067621825,0.6139457232358976,True,stable_wrong,0.0067091352679012894
annual_head_weighted_slopes,learned_market,2020-12-31,2021-08-20,2568,negative_high,2021,0.5899410743664322,1,0.5835100895664648,True,stable_correct,-0.005315523001178296,0.5926607074549947,True,stable_correct,0.002223023240690458,0.5835100895664648,True,stable_correct,-0.005315523001178296
annual_head_weighted_slopes,learned_market,2020-12-31,2021-08-27,2573,negative_high,2021,0.6555088966399955,0,0.6715925244985614,True,stable_wrong,-0.021344605388166626,0.6581925711097164,True,stable_wrong,-0.0035255470898348795,0.6715925244985614,True,stable_wrong,-0.021344605388166626
annual_head_weighted_slopes,learned_market,2020-12-31,2021-09-03,2578,negative_high,2021,0.6945164828446891,1,0.6966987792511191,True,stable_correct,0.0013285487458177397,0.6973681492721312,True,stable_correct,0.0017341421786040423,0.6966987792511191,True,stable_correct,0.0013285487458177397
annual_head_weighted_slopes,learned_market,2020-12-31,2021-09-10,2583,negative_high,2021,0.6813033560013096,0,0.6843989292101661,True,stable_wrong,-0.004227631405374688,0.6841953934104813,True,stable_wrong,-0.003949073465476016,0.6843989292101661,True,stable_wrong,-0.004227631405374688
annual_head_weighted_slopes,learned_market,2020-12-31,2021-09-17,2588,negative_high,2021,0.6369278789304484,1,0.6693378717763291,True,stable_correct,0.02248392205653571,0.6398661713824739,True,stable_correct,0.002124990583225461,0.6693378717763291,True,stable_correct,0.02248392205653571
annual_head_weighted_slopes,learned_market,2020-12-31,2021-09-24,2591,negative_low,2021,0.591736470412625,1,0.6100899207166376,True,stable_correct,0.014649239664383445,0.5947527650026999,True,stable_correct,0.0024537881181844468,0.6100899207166376,True,stable_correct,0.014649239664383445
annual_head_weighted_slopes,learned_market,2020-12-31,2021-10-08,2596,negative_low,2021,0.7421375725615796,0,0.762888147896703,True,stable_wrong,-0.031230149593667877,0.744417551140304,True,stable_wrong,-0.0033893138381331234,0.762888147896703,True,stable_wrong,-0.031230149593667877
annual_head_weighted_slopes,learned_market,2020-12-31,2021-10-15,2601,negative_low,2021,0.6404378781737199,1,0.6902243307492358,True,stable_correct,0.03332395419245787,0.643336488725966,True,stable_correct,0.0020760591778937743,0.6902243307492358,True,stable_correct,0.03332395419245787
annual_head_weighted_slopes,learned_market,2020-12-31,2021-10-22,2606,negative_low,2021,0.61202639521573,0,0.5976160580683919,True,stable_wrong,0.01743135557955733,0.6150125239069105,True,stable_wrong,-0.0036640961215873014,0.5976160580683919,True,stable_wrong,0.01743135557955733
annual_head_weighted_slopes,learned_market,2020-12-31,2021-10-29,2611,nonnegative_low,2021,0.6201112119321622,0,0.6294381294706985,True,stable_wrong,-0.011654443667596881,0.6228531432302421,True,stable_wrong,-0.003408122867817498,0.6294381294706985,True,stable_wrong,-0.011654443667596881
annual_head_weighted_slopes,learned_market,2020-12-31,2021-11-05,2616,negative_low,2021,0.6378876263166895,1,0.6420837315685839,True,stable_correct,0.003021315966691973,0.6407596673873215,True,stable_correct,0.0020717545988936104,0.6420837315685839,True,stable_correct,0.003021315966691973
annual_head_weighted_slopes,learned_market,2020-12-31,2021-11-12,2621,negative_low,2021,0.7274731794678612,1,0.7420425930318122,True,stable_correct,0.0077288440996053365,0.7299919557729978,True,stable_correct,0.0013665239620658381,0.7420425930318122,True,stable_correct,0.0077288440996053365
annual_head_weighted_slopes,learned_market,2020-12-31,2021-11-19,2626,negative_low,2021,0.7212352635057373,0,0.7309265276963925,True,stable_wrong,-0.014073283566114925,0.7239431962926437,True,stable_wrong,-0.003913446134218845,0.7309265276963925,True,stable_wrong,-0.014073283566114925
annual_head_weighted_slopes,learned_market,2020-12-31,2021-11-26,2631,negative_low,2021,0.6558997703917859,1,0.6595534416987826,True,stable_correct,0.0025011089572814227,0.6585443599254431,True,stable_correct,0.0018130138777003174,0.6595534416987826,True,stable_correct,0.0025011089572814227
annual_head_weighted_slopes,learned_market,2020-12-31,2021-12-03,2636,nonnegative_low,2021,0.5785815413843105,1,0.5844375472219051,True,stable_correct,0.00490136510307726,0.5816165801248004,True,stable_correct,0.002548831235556076,0.5844375472219051,True,stable_correct,0.00490136510307726
annual_head_weighted_slopes,learned_market,2020-12-31,2021-12-10,2641,nonnegative_low,2021,0.6560426279213109,0,0.6313052673177206,True,stable_wrong,0.0318455891068008,0.658850937982694,True,stable_wrong,-0.003692628830776201,0.6313052673177206,True,stable_wrong,0.0318455891068008
annual_head_weighted_slopes,learned_market,2020-12-31,2021-12-17,2646,nonnegative_low,2021,0.7115379518948631,0,0.7102698066895492,True,stable_wrong,0.0018030586919269842,0.7141926006880258,True,stable_wrong,-0.003784813890789329,0.7102698066895492,True,stable_wrong,0.0018030586919269842
annual_head_weighted_slopes,learned_market,2020-12-31,2021-12-24,2651,nonnegative_low,2021,0.6441388994822138,1,0.6253546455071003,True,stable_correct,-0.013722018781380546,0.6471947114105557,True,stable_correct,0.0021655512050488823,0.6253546455071003,True,stable_correct,-0.013722018781380546
annual_head_weighted_slopes,learned_market,2020-12-31,2021-12-31,2656,nonnegative_low,2021,0.7344669159893757,0,0.7346042709837306,True,stable_wrong,-0.00020178426459360743,0.7369646731621499,True,stable_wrong,-0.0036752788060496755,0.7346042709837306,True,stable_wrong,-0.00020178426459360743
