period,history,method,reference_history,n,changed_probability_weeks,recoveries,regressions,brier_difference
recent_2024_2026,annual_head_weighted_slopes,learned_order_extension,annual_head_timeweight2y,125,125,9,5,-0.002721883707178758
recent_2024_2026,annual_head_weighted_slopes,learned_order_extension,weekly_state_validated,125,125,4,9,0.004133492328271726
recent_2024_2026,annual_head_weighted_slopes,learned_order_offset,rolling5_annual20,125,125,5,7,0.003249497307250344
recent_2024_2026,annual_head_weighted_slopes,learned_order_offset,annual_head_timeweight2y,125,125,9,5,-0.002770628594180049
recent_2024_2026,annual_head_weighted_slopes,learned_order_offset,weekly_state_validated,125,125,5,8,0.004141124874391501
recent_2024_2026,annual_head_weighted_slopes,learned_vol_interaction,rolling5_annual20,125,125,8,5,0.002419244837483462
recent_2024_2026,annual_head_weighted_slopes,learned_vol_interaction,annual_head_timeweight2y,125,125,9,4,-0.0028051381594294796
recent_2024_2026,annual_head_weighted_slopes,learned_vol_interaction,weekly_state_validated,125,125,8,6,0.0031057520572183705
pooled_2021_2026,annual_head_weighted_intercept,learned_market,rolling5_annual20,272,272,11,5,0.0004250219905170148
pooled_2021_2026,annual_head_weighted_intercept,learned_market,annual_head_timeweight2y,272,272,12,10,0.0014198894764337752
pooled_2021_2026,annual_head_weighted_intercept,learned_market,weekly_state_validated,272,272,9,4,0.0010146211168696247
pooled_2021_2026,annual_head_weighted_intercept,learned_order_extension,rolling5_annual20,272,272,10,11,0.00029701552966597685
pooled_2021_2026,annual_head_weighted_intercept,learned_order_extension,annual_head_timeweight2y,272,272,14,10,0.0009133610507670591
pooled_2021_2026,annual_head_weighted_intercept,learned_order_extension,weekly_state_validated,272,272,8,11,0.0010205957276577364
pooled_2021_2026,annual_head_weighted_intercept,learned_order_offset,rolling5_annual20,272,272,10,11,0.000320791218867964
pooled_2021_2026,annual_head_weighted_intercept,learned_order_offset,annual_head_timeweight2y,272,272,14,11,0.0007345294465180951
pooled_2021_2026,annual_head_weighted_intercept,learned_order_offset,weekly_state_validated,272,272,8,11,0.001050122873939694
pooled_2021_2026,annual_head_weighted_intercept,learned_vol_interaction,rolling5_annual20,272,272,10,5,0.0003917977838926626
pooled_2021_2026,annual_head_weighted_intercept,learned_vol_interaction,annual_head_timeweight2y,272,272,14,6,0.0006922681883616453
pooled_2021_2026,annual_head_weighted_intercept,learned_vol_interaction,weekly_state_validated,272,272,8,5,0.001004866898276753
pooled_2021_2026,annual_head_weighted_slopes,learned_market,rolling5_annual20,272,272,15,10,-0.001597035882794452
pooled_2021_2026,annual_head_weighted_slopes,learned_market,annual_head_timeweight2y,272,272,10,9,-0.0006021683968776912
pooled_2021_2026,annual_head_weighted_slopes,learned_market,weekly_state_validated,272,272,15,11,-0.001007436756441842
pooled_2021_2026,annual_head_weighted_slopes,learned_order_extension,rolling5_annual20,272,272,9,11,-0.0011395743756421768
pooled_2021_2026,annual_head_weighted_slopes,learned_order_extension,annual_head_timeweight2y,272,272,11,8,-0.0005232288545410945
pooled_2021_2026,annual_head_weighted_slopes,learned_order_extension,weekly_state_validated,272,272,9,13,-0.00041599417765041726
pooled_2021_2026,annual_head_weighted_slopes,learned_order_offset,rolling5_annual20,272,272,10,10,-0.0009738897170874748
pooled_2021_2026,annual_head_weighted_slopes,learned_order_offset,annual_head_timeweight2y,272,272,11,7,-0.0005601514894373441
pooled_2021_2026,annual_head_weighted_slopes,learned_order_offset,weekly_state_validated,272,272,10,12,-0.00024455806201574435
pooled_2021_2026,annual_head_weighted_slopes,learned_vol_interaction,rolling5_annual20,272,272,12,11,-0.0009026319346600715
pooled_2021_2026,annual_head_weighted_slopes,learned_vol_interaction,annual_head_timeweight2y,272,272,9,5,-0.0006021615301910887
pooled_2021_2026,annual_head_weighted_slopes,learned_vol_interaction,weekly_state_validated,272,272,11,12,-0.0002895628202759811
year_2021,annual_head_weighted_intercept,learned_market,rolling5_annual20,50,50,1,1,0.0005136756595214018
year_2021,annual_head_weighted_intercept,learned_market,annual_head_timeweight2y,50,50,1,0,0.0011911766976871816
year_2021,annual_head_weighted_intercept,learned_market,weekly_state_validated,50,50,1,1,0.0005136756595214018
year_2021,annual_head_weighted_intercept,learned_order_extension,rolling5_annual20,50,50,0,0,0.00031037433692424635
year_2021,annual_head_weighted_intercept,learned_order_extension,annual_head_timeweight2y,50,50,0,0,0.0020147286110070556
year_2021,annual_head_weighted_intercept,learned_order_extension,weekly_state_validated,50,50,0,0,0.00031037433692424635
year_2021,annual_head_weighted_intercept,learned_order_offset,rolling5_annual20,50,50,0,0,0.0004038005029137351
year_2021,annual_head_weighted_intercept,learned_order_offset,annual_head_timeweight2y,50,50,0,0,0.0019927433830705895
year_2021,annual_head_weighted_intercept,learned_order_offset,weekly_state_validated,50,50,0,0,0.0004038005029137351
year_2021,annual_head_weighted_intercept,learned_vol_interaction,rolling5_annual20,50,50,0,0,0.00041910068834597565
year_2021,annual_head_weighted_intercept,learned_vol_interaction,annual_head_timeweight2y,50,50,0,0,0.0017490480641091013
year_2021,annual_head_weighted_intercept,learned_vol_interaction,weekly_state_validated,50,50,0,0,0.00041910068834597565
year_2021,annual_head_weighted_slopes,learned_market,rolling5_annual20,50,50,1,1,-0.0011825167192769145
year_2021,annual_head_weighted_slopes,learned_market,annual_head_timeweight2y,50,50,1,0,-0.0005050156811111348
year_2021,annual_head_weighted_slopes,learned_market,weekly_state_validated,50,50,1,1,-0.0011825167192769145
year_2021,annual_head_weighted_slopes,learned_order_extension,rolling5_annual20,50,50,0,0,-0.0020129355165048567
year_2021,annual_head_weighted_slopes,learned_order_extension,annual_head_timeweight2y,50,50,0,0,-0.00030858124242204727
year_2021,annual_head_weighted_slopes,learned_order_extension,weekly_state_validated,50,50,0,0,-0.0020129355165048567
year_2021,annual_head_weighted_slopes,learned_order_offset,rolling5_annual20,50,50,0,0,-0.0019967523863406405
year_2021,annual_head_weighted_slopes,learned_order_offset,annual_head_timeweight2y,50,50,0,0,-0.0004078095061837861
year_2021,annual_head_weighted_slopes,learned_order_offset,weekly_state_validated,50,50,0,0,-0.0019967523863406405
year_2021,annual_head_weighted_slopes,learned_vol_interaction,rolling5_annual20,50,50,0,0,-0.0017445183698316605
year_2021,annual_head_weighted_slopes,learned_vol_interaction,annual_head_timeweight2y,50,50,0,0,-0.0004145709940685349
year_2021,annual_head_weighted_slopes,learned_vol_interaction,weekly_state_validated,50,50,0,0,-0.0017445183698316605
year_2022,annual_head_weighted_intercept,learned_market,rolling5_annual20,49,49,3,0,-0.0021063669127819595
year_2022,annual_head_weighted_intercept,learned_market,annual_head_timeweight2y,49,49,3,2,0.004234894952498986
year_2022,annual_head_weighted_intercept,learned_market,weekly_state_validated,49,49,3,0,-0.0021063669127819595
year_2022,annual_head_weighted_intercept,learned_order_extension,rolling5_annual20,49,49,2,1,-0.0021039047628282122
year_2022,annual_head_weighted_intercept,learned_order_extension,annual_head_timeweight2y,49,49,2,2,0.005753038156920665
year_2022,annual_head_weighted_intercept,learned_order_extension,weekly_state_validated,49,49,2,1,-0.0021039047628282122
year_2022,annual_head_weighted_intercept,learned_order_offset,rolling5_annual20,49,49,2,2,-0.002110360176956962
year_2022,annual_head_weighted_intercept,learned_order_offset,annual_head_timeweight2y,49,49,2,3,0.00601229634371092
year_2022,annual_head_weighted_intercept,learned_order_offset,weekly_state_validated,49,49,2,2,-0.002110360176956962
year_2022,annual_head_weighted_intercept,learned_vol_interaction,rolling5_annual20,49,49,0,1,-0.0021328299693281864
year_2022,annual_head_weighted_intercept,learned_vol_interaction,annual_head_timeweight2y,49,49,2,2,0.00415874872883147
year_2022,annual_head_weighted_intercept,learned_vol_interaction,weekly_state_validated,49,49,0,1,-0.0021328299693281864
year_2022,annual_head_weighted_slopes,learned_market,rolling5_annual20,49,49,4,1,-0.004197732817084223
year_2022,annual_head_weighted_slopes,learned_market,annual_head_timeweight2y,49,49,1,0,0.0021435290481967226
year_2022,annual_head_weighted_slopes,learned_market,weekly_state_validated,49,49,4,1,-0.004197732817084223
year_2022,annual_head_weighted_slopes,learned_order_extension,rolling5_annual20,49,49,2,1,-0.00572210532206651
year_2022,annual_head_weighted_slopes,learned_order_extension,annual_head_timeweight2y,49,49,0,0,0.0021348375976823677
year_2022,annual_head_weighted_slopes,learned_order_extension,weekly_state_validated,49,49,2,1,-0.00572210532206651
year_2022,annual_head_weighted_slopes,learned_order_offset,rolling5_annual20,49,49,2,1,-0.005978188804728428
year_2022,annual_head_weighted_slopes,learned_order_offset,annual_head_timeweight2y,49,49,0,0,0.002144467715939454
year_2022,annual_head_weighted_slopes,learned_order_offset,weekly_state_validated,49,49,2,1,-0.005978188804728428
year_2022,annual_head_weighted_slopes,learned_vol_interaction,rolling5_annual20,49,49,1,2,-0.0041081351206987814
year_2022,annual_head_weighted_slopes,learned_vol_interaction,annual_head_timeweight2y,49,49,0,0,0.0021834435774608757
year_2022,annual_head_weighted_slopes,learned_vol_interaction,weekly_state_validated,49,49,1,2,-0.0041081351206987814
year_2023,annual_head_weighted_intercept,learned_market,rolling5_annual20,48,48,3,0,-0.002505340252760365
year_2023,annual_head_weighted_intercept,learned_market,annual_head_timeweight2y,48,48,3,2,0.006682872559732863
year_2023,annual_head_weighted_intercept,learned_market,weekly_state_validated,48,48,1,0,-0.0009217710717040814
year_2023,annual_head_weighted_intercept,learned_order_extension,rolling5_annual20,48,48,3,1,-0.0027180451893968178
year_2023,annual_head_weighted_intercept,learned_order_extension,annual_head_timeweight2y,48,48,2,2,0.006520029258712517
year_2023,annual_head_weighted_intercept,learned_order_extension,weekly_state_validated,48,48,2,1,-0.000928851065146041
year_2023,annual_head_weighted_intercept,learned_order_offset,rolling5_annual20,48,48,3,1,-0.0028226015530788497
year_2023,annual_head_weighted_intercept,learned_order_offset,annual_head_timeweight2y,48,48,2,1,0.0052522989069016856
year_2023,annual_head_weighted_intercept,learned_order_offset,weekly_state_validated,48,48,2,1,-0.0010116689637691392
year_2023,annual_head_weighted_intercept,learned_vol_interaction,rolling5_annual20,48,48,3,1,-0.0026297460231012398
year_2023,annual_head_weighted_intercept,learned_vol_interaction,annual_head_timeweight2y,48,48,3,1,0.004870068552559209
year_2023,annual_head_weighted_intercept,learned_vol_interaction,weekly_state_validated,48,48,2,1,-0.000943466926317718
year_2023,annual_head_weighted_slopes,learned_market,rolling5_annual20,48,48,2,3,-0.007182283019306371
year_2023,annual_head_weighted_slopes,learned_market,annual_head_timeweight2y,48,48,0,3,0.0020059297931868557
year_2023,annual_head_weighted_slopes,learned_market,weekly_state_validated,48,48,1,4,-0.005598713838250088
year_2023,annual_head_weighted_slopes,learned_order_extension,rolling5_annual20,48,48,3,2,-0.006972673723175306
year_2023,annual_head_weighted_slopes,learned_order_extension,annual_head_timeweight2y,48,48,2,3,0.00226540072493403
year_2023,annual_head_weighted_slopes,learned_order_extension,weekly_state_validated,48,48,3,3,-0.005183479598924528
year_2023,annual_head_weighted_slopes,learned_order_offset,rolling5_annual20,48,48,3,2,-0.005798256160528359
year_2023,annual_head_weighted_slopes,learned_order_offset,annual_head_timeweight2y,48,48,2,2,0.002276644299452178
year_2023,annual_head_weighted_slopes,learned_order_offset,weekly_state_validated,48,48,3,3,-0.003987323571218647
year_2023,annual_head_weighted_slopes,learned_vol_interaction,rolling5_annual20,48,48,3,4,-0.005404103156398936
year_2023,annual_head_weighted_slopes,learned_vol_interaction,annual_head_timeweight2y,48,48,0,1,0.0020957114192615136
year_2023,annual_head_weighted_slopes,learned_vol_interaction,weekly_state_validated,48,48,2,4,-0.0037178240596154144
year_2024,annual_head_weighted_intercept,learned_market,rolling5_annual20,47,47,1,1,-0.00020530229537861223
year_2024,annual_head_weighted_intercept,learned_market,annual_head_timeweight2y,47,47,2,0,0.00037867113039032594
year_2024,annual_head_weighted_intercept,learned_market,weekly_state_validated,47,47,1,1,0.00231853040265713
year_2024,annual_head_weighted_intercept,learned_order_extension,rolling5_annual20,47,47,2,2,0.00014182909690932773
year_2024,annual_head_weighted_intercept,learned_order_extension,annual_head_timeweight2y,47,47,5,1,-0.0036785569860484416
year_2024,annual_head_weighted_intercept,learned_order_extension,weekly_state_validated,47,47,1,2,0.0025020949669033975
year_2024,annual_head_weighted_intercept,learned_order_offset,rolling5_annual20,47,47,2,1,0.00015822744690657337
year_2024,annual_head_weighted_intercept,learned_order_offset,annual_head_timeweight2y,47,47,5,2,-0.003935323460852318
year_2024,annual_head_weighted_intercept,learned_order_offset,weekly_state_validated,47,47,1,1,0.00252957735951603
year_2024,annual_head_weighted_intercept,learned_vol_interaction,rolling5_annual20,47,47,2,2,-6.879706134461839e-05
year_2024,annual_head_weighted_intercept,learned_vol_interaction,annual_head_timeweight2y,47,47,3,0,-0.001897728906937651
year_2024,annual_head_weighted_intercept,learned_vol_interaction,weekly_state_validated,47,47,1,2,0.002522187822891419
year_2024,annual_head_weighted_slopes,learned_market,rolling5_annual20,47,47,2,2,-0.000619735738695634
year_2024,annual_head_weighted_slopes,learned_market,annual_head_timeweight2y,47,47,4,2,-3.576231292669584e-05
year_2024,annual_head_weighted_slopes,learned_market,weekly_state_validated,47,47,2,2,0.0019040969593401079
year_2024,annual_head_weighted_slopes,learned_order_extension,rolling5_annual20,47,47,0,1,0.0033162157475354562
year_2024,annual_head_weighted_slopes,learned_order_extension,annual_head_timeweight2y,47,47,3,0,-0.0005041703354223137
year_2024,annual_head_weighted_slopes,learned_order_extension,weekly_state_validated,47,47,0,2,0.005676481617529526
year_2024,annual_head_weighted_slopes,learned_order_offset,rolling5_annual20,47,47,0,1,0.0036017091270308665
year_2024,annual_head_weighted_slopes,learned_order_offset,annual_head_timeweight2y,47,47,2,1,-0.0004918417807280238
year_2024,annual_head_weighted_slopes,learned_order_offset,weekly_state_validated,47,47,0,2,0.005973059039640326
year_2024,annual_head_weighted_slopes,learned_vol_interaction,rolling5_annual20,47,47,1,1,0.0014969327703635244
year_2024,annual_head_weighted_slopes,learned_vol_interaction,annual_head_timeweight2y,47,47,5,2,-0.00033199907522950826
year_2024,annual_head_weighted_slopes,learned_vol_interaction,weekly_state_validated,47,47,1,2,0.004087917654599562
year_2025,annual_head_weighted_intercept,learned_market,rolling5_annual20,48,48,2,0,0.005981498988086613
year_2025,annual_head_weighted_intercept,learned_market,annual_head_timeweight2y,48,48,1,2,-0.00559779227904246
year_2025,annual_head_weighted_intercept,learned_market,weekly_state_validated,48,48,2,0,0.005981498988086613
year_2025,annual_head_weighted_intercept,learned_order_extension,rolling5_annual20,48,48,1,1,0.005502097543406179
year_2025,annual_head_weighted_intercept,learned_order_extension,annual_head_timeweight2y,48,48,2,2,-0.0062337609877988935
year_2025,annual_head_weighted_intercept,learned_order_extension,weekly_state_validated,48,48,1,1,0.005502097543406179
year_2025,annual_head_weighted_intercept,learned_order_offset,rolling5_annual20,48,48,1,1,0.005641360328002533
year_2025,annual_head_weighted_intercept,learned_order_offset,annual_head_timeweight2y,48,48,2,2,-0.005999485787003873
year_2025,annual_head_weighted_intercept,learned_order_offset,weekly_state_validated,48,48,1,1,0.005641360328002533
year_2025,annual_head_weighted_intercept,learned_vol_interaction,rolling5_annual20,48,48,2,0,0.005860831137817169
year_2025,annual_head_weighted_intercept,learned_vol_interaction,annual_head_timeweight2y,48,48,4,2,-0.00570262709721359
year_2025,annual_head_weighted_intercept,learned_vol_interaction,weekly_state_validated,48,48,2,0,0.005860831137817169
year_2025,annual_head_weighted_slopes,learned_market,rolling5_annual20,48,48,3,1,0.005420877092950311
year_2025,annual_head_weighted_slopes,learned_market,annual_head_timeweight2y,48,48,1,2,-0.0061584141741787635
year_2025,annual_head_weighted_slopes,learned_market,weekly_state_validated,48,48,3,1,0.005420877092950311
year_2025,annual_head_weighted_slopes,learned_order_extension,rolling5_annual20,48,48,2,2,0.0059660376981645405
year_2025,annual_head_weighted_slopes,learned_order_extension,annual_head_timeweight2y,48,48,2,2,-0.005769820833040532
year_2025,annual_head_weighted_slopes,learned_order_extension,weekly_state_validated,48,48,2,2,0.0059660376981645405
year_2025,annual_head_weighted_slopes,learned_order_offset,rolling5_annual20,48,48,3,2,0.00572680130440185
year_2025,annual_head_weighted_slopes,learned_order_offset,annual_head_timeweight2y,48,48,2,1,-0.005914044810604556
year_2025,annual_head_weighted_slopes,learned_order_offset,weekly_state_validated,48,48,3,2,0.00572680130440185
year_2025,annual_head_weighted_slopes,learned_vol_interaction,rolling5_annual20,48,48,2,1,0.00552858848609325
year_2025,annual_head_weighted_slopes,learned_vol_interaction,annual_head_timeweight2y,48,48,2,1,-0.00603486974893751
year_2025,annual_head_weighted_slopes,learned_vol_interaction,weekly_state_validated,48,48,2,1,0.00552858848609325
year_2026,annual_head_weighted_intercept,learned_market,rolling5_annual20,30,30,1,3,0.0011975921919336265
year_2026,annual_head_weighted_intercept,learned_market,annual_head_timeweight2y,30,30,2,4,0.001641995114389766
year_2026,annual_head_weighted_intercept,learned_market,weekly_state_validated,30,30,1,2,5.5575687584573834e-05
year_2026,annual_head_weighted_intercept,learned_order_extension,rolling5_annual20,30,30,2,6,0.0009353453351442683
year_2026,annual_head_weighted_intercept,learned_order_extension,annual_head_timeweight2y,30,30,3,3,0.0008316735636532531
year_2026,annual_head_weighted_intercept,learned_order_extension,weekly_state_validated,30,30,2,6,0.0009353453351442683
year_2026,annual_head_weighted_intercept,learned_order_offset,rolling5_annual20,30,30,2,6,0.0009245241285448291
year_2026,annual_head_weighted_intercept,learned_order_offset,annual_head_timeweight2y,30,30,3,3,0.00087924974541737
year_2026,annual_head_weighted_intercept,learned_order_offset,weekly_state_validated,30,30,2,6,0.0009245241285448291
year_2026,annual_head_weighted_intercept,learned_vol_interaction,rolling5_annual20,30,30,3,1,0.0012754669225139663
year_2026,annual_head_weighted_intercept,learned_vol_interaction,annual_head_timeweight2y,30,30,2,1,0.0008740641695216739
year_2026,annual_head_weighted_intercept,learned_vol_interaction,weekly_state_validated,30,30,3,1,7.670401943962549e-05
year_2026,annual_head_weighted_slopes,learned_market,rolling5_annual20,30,30,3,2,-0.0018634650645110837
year_2026,annual_head_weighted_slopes,learned_market,annual_head_timeweight2y,30,30,3,2,-0.0014190621420549442
year_2026,annual_head_weighted_slopes,learned_market,weekly_state_validated,30,30,4,2,-0.0030054815688601365
year_2026,annual_head_weighted_slopes,learned_order_extension,rolling5_annual20,30,30,2,5,-0.001215930150060668
year_2026,annual_head_weighted_slopes,learned_order_extension,annual_head_timeweight2y,30,30,4,3,-0.001319601921551683
year_2026,annual_head_weighted_slopes,learned_order_extension,weekly_state_validated,30,30,2,5,-0.001215930150060668
year_2026,annual_head_weighted_slopes,learned_order_offset,rolling5_annual20,30,30,2,4,-0.001265987605848217
year_2026,annual_head_weighted_slopes,learned_order_offset,annual_head_timeweight2y,30,30,5,3,-0.001311261988975676
year_2026,annual_head_weighted_slopes,learned_order_offset,weekly_state_validated,30,30,2,4,-0.001265987605848217
year_2026,annual_head_weighted_slopes,learned_vol_interaction,rolling5_annual20,30,30,5,3,-0.0011107494284709621
year_2026,annual_head_weighted_slopes,learned_vol_interaction,annual_head_timeweight2y,30,30,2,1,-0.0015121521814632545
year_2026,annual_head_weighted_slopes,learned_vol_interaction,weekly_state_validated,30,30,5,3,-0.002309512331545303
