cutoff,seed,method,row_index,date,uniform_logit,weighted_logit,intercept_hybrid_logit,slopes_hybrid_logit,intercept_change,slopes_change,identity_residual
2020-12-31,20260910,learned_market,2468,2021-03-26,0.4138225597137807,0.24733739366172863,0.41255621156057226,0.2486037418149371,-0.0012663481532084464,-0.1652188178988436,0.0
2020-12-31,20260910,learned_market,2473,2021-04-02,0.07350503683063259,0.06079705620960474,0.07223868867742411,0.06206340436281316,-0.0012663481532084464,-0.011441632467819512,1.1102230246251565e-16
2020-12-31,20260910,learned_market,2477,2021-04-09,0.776961786632401,0.3039043397581154,0.7756954384791925,0.3051706879113239,-0.0012663481532084464,-0.47179109872107683,-3.3306690738754696e-16
2020-12-31,20260910,learned_market,2482,2021-04-16,0.44699369399896693,0.023487579411034964,0.44572734584575846,0.02475392756424344,-0.0012663481532084464,-0.4222397664347234,-1.1102230246251565e-16
2020-12-31,20260910,learned_market,2487,2021-04-23,0.7485646942824699,0.6438005295930601,0.7472983461292615,0.6450668777462685,-0.0012663481532084464,-0.10349781653620109,-2.0816681711721685e-16
2020-12-31,20260910,learned_market,2492,2021-04-30,0.7858460489780694,0.6760564047755756,0.784579700824861,0.6773227529287841,-0.0012663481532084464,-0.1085232960492853,-6.938893903907228e-17
2020-12-31,20260910,learned_market,2494,2021-05-07,0.8815499017070776,0.7463037404494579,0.8802835535538691,0.7475700886026664,-0.0012663481532084464,-0.13397981310441098,-2.498001805406602e-16
2020-12-31,20260910,learned_market,2499,2021-05-14,0.5312860881145114,0.5499930524543286,0.5300197399613029,0.5512594006075371,-0.0012663481532084464,0.01997331249302554,1.2836953722228372e-16
2020-12-31,20260910,learned_market,2504,2021-05-21,0.4622850259908886,0.5184692200515814,0.46101867783768014,0.5197355682047897,-0.0012663481532084464,0.05745054221390122,-2.7755575615628914e-17
2020-12-31,20260910,learned_market,2509,2021-05-28,0.3865611552655706,0.5111206423592627,0.3852948071123622,0.5123869905124712,-0.0012663481532084464,0.12582583524690064,-1.1102230246251565e-16
2020-12-31,20260910,learned_market,2514,2021-06-04,0.008780350071805276,0.17116624695478855,0.007514001918596858,0.17243259510799697,-0.0012663481532084464,0.16365224503619175,-2.7755575615628914e-17
2020-12-31,20260910,learned_market,2519,2021-06-11,-0.6039838389716852,-0.33823442089991046,-0.6052501871248936,-0.33696807274670204,-0.0012663481532084464,0.26701576622498346,-3.3306690738754696e-16
2020-12-31,20260910,learned_market,2523,2021-06-18,-0.7438693510791138,-0.42147903601850023,-0.7451356992323221,-0.4202126878652918,-0.0012663481532084464,0.3236566632138216,4.440892098500626e-16
2020-12-31,20260910,learned_market,2528,2021-06-25,-0.2670178920903885,-0.18286400037393793,-0.268284240243597,-0.1815976522207295,-0.0012663481532084464,0.0854202398696592,-1.8041124150158794e-16
2020-12-31,20260910,learned_market,2533,2021-07-02,-0.5301866260347932,-0.5129865693279696,-0.5314529741880016,-0.5117202211747611,-0.0012663481532084464,0.018466404860031885,1.249000902703301e-16
2020-12-31,20260910,learned_market,2538,2021-07-09,-0.4581010741327993,-0.3444418535802914,-0.4593674222860078,-0.34317550542708297,-0.0012663481532084464,0.11492556870571648,-9.71445146547012e-17
2020-12-31,20260910,learned_market,2543,2021-07-16,-0.6666397848027263,-0.7864806010604803,-0.6679061329559348,-0.7852142529072719,-0.0012663481532084464,-0.11857446810454544,-1.1102230246251565e-16
2020-12-31,20260910,learned_market,2548,2021-07-23,-0.30524528645781235,-0.48792146602583075,-0.3065116346110208,-0.4866551178726223,-0.0012663481532084464,-0.18140983141480993,-2.7755575615628914e-17
2020-12-31,20260910,learned_market,2553,2021-07-30,-0.21592170756657156,-0.2733312314982279,-0.21718805571978,-0.27206488334501944,-0.0012663481532084464,-0.05614317577844771,-1.942890293094024e-16
2020-12-31,20260910,learned_market,2558,2021-08-06,-0.37355492416524383,-0.3450055909619456,-0.3748212723184523,-0.34373924280873713,-0.0012663481532084464,0.02981568135650671,-4.163336342344337e-17
2020-12-31,20260910,learned_market,2563,2021-08-13,-0.39467721068177736,-0.3029410252418957,-0.3959435588349858,-0.3016746770886873,-0.0012663481532084464,0.09300253359308999,1.1102230246251565e-16
2020-12-31,20260910,learned_market,2568,2021-08-20,0.23383213438617556,0.08379652113981556,0.2325657862329671,0.08506286929302403,-0.0012663481532084464,-0.14876926509315153,-2.7755575615628914e-17
2020-12-31,20260910,learned_market,2573,2021-08-27,0.26257256933401274,0.2576257388462072,0.2613062211808043,0.2588920869994157,-0.0012663481532084464,-0.00368048233459713,4.5102810375396984e-17
2020-12-31,20260910,learned_market,2578,2021-09-03,1.0534476959953598,1.0634930916917538,1.0521813478421513,1.0647594398449622,-0.0012663481532084464,0.011311743849602637,-2.3592239273284576e-16
2020-12-31,20260910,learned_market,2583,2021-09-10,1.028048640916621,1.1045315808473677,1.0267822927634125,1.1057979290005762,-0.0012663481532084464,0.07774928808395533,-1.5265566588595902e-16
2020-12-31,20260910,learned_market,2588,2021-09-17,0.9099546223202204,0.8809401664030257,0.908688274167012,0.8822065145562342,-0.0012663481532084464,-0.0277481077639865,2.983724378680108e-16
2020-12-31,20260910,learned_market,2591,2021-09-24,1.09594666055199,0.9506234929343585,1.0946803123987818,0.951889841087567,-0.0012663481532084464,-0.14405681946442309,0.0
2020-12-31,20260910,learned_market,2596,2021-10-08,0.896979539180035,0.7538430648639195,0.8957131910268266,0.755109413017128,-0.0012663481532084464,-0.1418701261629071,0.0
2020-12-31,20260910,learned_market,2601,2021-10-15,0.8733519245131809,0.7632262885419909,0.8720855763599724,0.7644926366951994,-0.0012663481532084464,-0.1088592878179815,-1.3877787807814457e-17
2020-12-31,20260910,learned_market,2606,2021-10-22,0.24793833518324998,0.4630366623852417,0.2466719870300415,0.4643030105384502,-0.0012663481532084464,0.21636467535520032,-1.3877787807814457e-16
2020-12-31,20260910,learned_market,2611,2021-10-29,0.3139636650748957,0.5127732544321573,0.3126973169216873,0.5140396025853656,-0.0012663481532084464,0.20007593751046998,2.7755575615628914e-17
2020-12-31,20260910,learned_market,2616,2021-11-05,0.648257478482022,0.5919259930463927,0.6469911303288136,0.5931923411996011,-0.0012663481532084464,-0.05506513728242086,3.469446951953614e-17
2020-12-31,20260910,learned_market,2621,2021-11-12,1.0770849844590038,0.9032359424308742,1.0758186363057956,0.9045022905840827,-0.0012663481532084464,-0.17258269387492162,4.996003610813204e-16
2020-12-31,20260910,learned_market,2626,2021-11-19,1.3003945211452286,1.2257318462463522,1.2991281729920203,1.2269981943995605,-0.0012663481532084464,-0.07339632674566789,-1.3877787807814457e-17
2020-12-31,20260910,learned_market,2631,2021-11-26,0.7535629897783362,0.7103602335936288,0.7522966416251278,0.7116265817468372,-0.0012663481532084464,-0.04193640803149918,1.457167719820518e-16
2020-12-31,20260910,learned_market,2636,2021-12-03,0.7645463656237516,0.6533966372265163,0.7632800174705432,0.6546629853797247,-0.0012663481532084464,-0.10988338024402682,1.3877787807814457e-17
2020-12-31,20260910,learned_market,2641,2021-12-10,0.4340414572567763,0.508210028414195,0.43277510910356787,0.5094763765674034,-0.0012663481532084464,0.07543491931062726,-5.551115123125783e-17
2020-12-31,20260910,learned_market,2646,2021-12-17,0.9332227725306439,0.9145378689689462,0.9319564243774354,0.9158042171221547,-0.0012663481532084464,-0.017418555408489092,-1.8041124150158794e-16
2020-12-31,20260910,learned_market,2651,2021-12-24,1.113196317435097,0.9687759202593206,1.1119299692818885,0.970042268412529,-0.0012663481532084464,-0.1431540490225679,-2.7755575615628914e-17
2020-12-31,20260910,learned_market,2656,2021-12-31,1.0500071934873159,0.9617423930487443,1.0487408453341074,0.9630087412019528,-0.0012663481532084464,-0.08699845228536318,8.326672684688674e-17
2020-12-31,20260910,learned_vol_interaction,2418,2021-01-08,0.11480636703194849,0.09293943631410542,0.10602276669284405,0.10172303665320986,-0.008783600339104441,-0.013083330378738708,7.979727989493313e-17
2020-12-31,20260910,learned_vol_interaction,2423,2021-01-15,-0.11298840612842834,-0.1376518819206191,-0.12177200646753278,-0.12886828158151467,-0.008783600339104441,-0.015879875453086383,4.85722573273506e-17
2020-12-31,20260910,learned_vol_interaction,2428,2021-01-22,-0.544624969640053,-0.5082193000123991,-0.5534085699791574,-0.4994356996732947,-0.008783600339104441,0.04518926996675807,2.7755575615628914e-16
2020-12-31,20260910,learned_vol_interaction,2433,2021-01-29,-0.26358544440918413,-0.19389091189364752,-0.2723690447482886,-0.18510731155454307,-0.008783600339104441,0.07847813285464095,1.1102230246251565e-16
2020-12-31,20260910,learned_vol_interaction,2438,2021-02-05,-0.2993873266497751,-0.1176076110003017,-0.30817092698887955,-0.10882401066119729,-0.008783600339104441,0.19056331598857773,8.326672684688674e-17
2020-12-31,20260910,learned_vol_interaction,2443,2021-02-19,-0.08333958162499175,0.012765180589330627,-0.09212318196409619,0.02154878092843507,-0.008783600339104441,0.1048883625534268,1.3877787807814457e-17
2020-12-31,20260910,learned_vol_interaction,2448,2021-02-26,-0.08648261948527247,0.02997936173784116,-0.09526621982437689,0.03876296207694563,-0.008783600339104441,0.12524558156221813,-5.551115123125783e-17
2020-12-31,20260910,learned_vol_interaction,2453,2021-03-05,-0.15621036177220848,-0.04122223796088198,-0.1649939621113129,-0.032438637621777566,-0.008783600339104441,0.12377172415043076,1.8041124150158794e-16
2020-12-31,20260910,learned_vol_interaction,2458,2021-03-12,-0.07589755011715082,-0.34392239981720646,-0.0846811504562553,-0.33513879947810205,-0.008783600339104441,-0.2592412493609513,1.1102230246251565e-16
2020-12-31,20260910,learned_vol_interaction,2463,2021-03-19,0.3527076253882261,0.22229778014819687,0.3439240250491217,0.2310813804873013,-0.008783600339104441,-0.12162624490092466,-1.1102230246251565e-16
2020-12-31,20260910,learned_vol_interaction,2468,2021-03-26,0.31948218371738335,0.17467431632114502,0.3106985833782789,0.18345791666024946,-0.008783600339104441,-0.136024267057134,1.1102230246251565e-16
2020-12-31,20260910,learned_vol_interaction,2473,2021-04-02,0.2679602985875625,0.2328924377687658,0.259176698248458,0.24167603810787028,-0.008783600339104441,-0.026284260479692272,3.8163916471489756e-17
2020-12-31,20260910,learned_vol_interaction,2477,2021-04-09,0.8997301240504268,0.3953267767720747,0.8909465237113224,0.40411037711117914,-0.008783600339104441,-0.4956197469392476,-2.220446049250313e-16
2020-12-31,20260910,learned_vol_interaction,2482,2021-04-16,0.4800566693436995,0.025610685764766716,0.47127306900459504,0.03439428610387113,-0.008783600339104441,-0.4456623832398285,1.6653345369377348e-16
2020-12-31,20260910,learned_vol_interaction,2487,2021-04-23,0.9159308155209285,0.7475910891570464,0.9071472151818241,0.7563746894961508,-0.008783600339104441,-0.15955612602477745,-1.6653345369377348e-16
2020-12-31,20260910,learned_vol_interaction,2492,2021-04-30,0.8196366199817211,0.6431089964683575,0.8108530196426167,0.6518925968074619,-0.008783600339104441,-0.16774402317425935,1.942890293094024e-16
2020-12-31,20260910,learned_vol_interaction,2494,2021-05-07,0.9237312272459972,0.711456893976318,0.9149476269068928,0.7202404943154224,-0.008783600339104441,-0.20349073293057443,-3.885780586188048e-16
2020-12-31,20260910,learned_vol_interaction,2499,2021-05-14,0.7055138779096588,0.654566796815037,0.6967302775705544,0.6633503971541415,-0.008783600339104441,-0.042163480755517485,1.6653345369377348e-16
2020-12-31,20260910,learned_vol_interaction,2504,2021-05-21,0.5620136041257164,0.5707141365704756,0.5532300037866119,0.5794977369095801,-0.008783600339104441,0.017484132783863734,-7.979727989493313e-17
2020-12-31,20260910,learned_vol_interaction,2509,2021-05-28,0.3907972278321004,0.4733279933682977,0.38201362749299594,0.4821115937074021,-0.008783600339104441,0.09131436587530153,1.6653345369377348e-16
2020-12-31,20260910,learned_vol_interaction,2514,2021-06-04,-0.11430380956954186,0.046414928434278996,-0.12308740990864628,0.055198528773383465,-0.008783600339104441,0.16950233834292533,-2.7755575615628914e-17
2020-12-31,20260910,learned_vol_interaction,2519,2021-06-11,-0.8584199273407149,-0.6231621708195891,-0.8672035276798193,-0.6143785704804847,-0.008783600339104441,0.24404135686023004,1.942890293094024e-16
2020-12-31,20260910,learned_vol_interaction,2523,2021-06-18,-0.9185888908029303,-0.6310883676455071,-0.9273724911420347,-0.6223047673064027,-0.008783600339104441,0.2962841234965276,-5.551115123125783e-17
2020-12-31,20260910,learned_vol_interaction,2528,2021-06-25,-0.5335938232565555,-0.44554195100125416,-0.5423774235956599,-0.43675835066214974,-0.008783600339104441,0.0968354725944056,1.5265566588595902e-16
2020-12-31,20260910,learned_vol_interaction,2533,2021-07-02,-0.6697785049143811,-0.6620259823203056,-0.6785621052534855,-0.6532423819812012,-0.008783600339104441,0.016536122933179773,1.0755285551056204e-16
2020-12-31,20260910,learned_vol_interaction,2538,2021-07-09,-0.688322784777436,-0.6055158802363805,-0.6971063851165406,-0.5967322798972761,-0.008783600339104441,0.09159050488016028,-2.914335439641036e-16
2020-12-31,20260910,learned_vol_interaction,2543,2021-07-16,-0.855380359251312,-1.0101912292272026,-0.8641639595904164,-1.0014076288880982,-0.008783600339104441,-0.1460272696367861,-1.1102230246251565e-16
2020-12-31,20260910,learned_vol_interaction,2548,2021-07-23,-0.4164323956830928,-0.6272966141462699,-0.4252159960221973,-0.6185130138071655,-0.008783600339104441,-0.2020806181240727,2.7755575615628914e-17
2020-12-31,20260910,learned_vol_interaction,2553,2021-07-30,-0.17461217826760805,-0.2631850036448995,-0.18339577860671252,-0.254401403305795,-0.008783600339104441,-0.07978922503818714,1.3877787807814457e-16
2020-12-31,20260910,learned_vol_interaction,2558,2021-08-06,-0.23523306267115196,-0.23043473417410365,-0.24401666301025637,-0.22165113383499918,-0.008783600339104441,0.0135819288361525,2.5153490401663703e-16
2020-12-31,20260910,learned_vol_interaction,2563,2021-08-13,-0.18180522720148995,-0.1186294428953158,-0.19058882754059442,-0.10984584255621133,-0.008783600339104441,0.07195938464527848,1.1102230246251565e-16
2020-12-31,20260910,learned_vol_interaction,2568,2021-08-20,0.30375026486044343,0.14188226196722264,0.29496666452133896,0.15066586230632711,-0.008783600339104441,-0.15308440255411632,-2.7755575615628914e-17
2020-12-31,20260910,learned_vol_interaction,2573,2021-08-27,0.3908205024964137,0.3453805502516675,0.38203690215730923,0.354164150590772,-0.008783600339104441,-0.03665635190564154,-2.498001805406602e-16
2020-12-31,20260910,learned_vol_interaction,2578,2021-09-03,1.1047740622755968,1.0282605684092827,1.0959904619364924,1.0370441687483871,-0.008783600339104441,-0.0677298935272097,2.7755575615628914e-17
2020-12-31,20260910,learned_vol_interaction,2583,2021-09-10,1.0226505544415123,1.0297522492304978,1.013866954102408,1.0385358495696022,-0.008783600339104441,0.015885295128089647,2.740863092043355e-16
2020-12-31,20260910,learned_vol_interaction,2588,2021-09-17,1.0606889690983154,0.9963006025329122,1.051905368759211,1.0050842028720166,-0.008783600339104441,-0.055604766226298875,6.245004513516506e-17
2020-12-31,20260910,learned_vol_interaction,2591,2021-09-24,1.2837613402210244,1.1079074812840446,1.27497773988192,1.116691081623149,-0.008783600339104441,-0.16707025859787536,0.0
2020-12-31,20260910,learned_vol_interaction,2596,2021-10-08,1.0404406445775571,0.9071655468529289,1.0316570442384527,0.9159491471920334,-0.008783600339104441,-0.12449149738552359,-1.6653345369377348e-16
2020-12-31,20260910,learned_vol_interaction,2601,2021-10-15,1.1083719629137176,1.001314792985557,1.099588362574613,1.0100983933246614,-0.008783600339104441,-0.09827356958905564,-5.273559366969494e-16
2020-12-31,20260910,learned_vol_interaction,2606,2021-10-22,0.26842811671616895,0.5025733683075924,0.2596445163770645,0.5113569686466968,-0.008783600339104441,0.2429288519305279,-5.551115123125783e-17
2020-12-31,20260910,learned_vol_interaction,2611,2021-10-29,0.39668379888974203,0.6196545551732393,0.3879001985506376,0.6284381555123437,-0.008783600339104441,0.23175435662260144,2.7755575615628914e-16
2020-12-31,20260910,learned_vol_interaction,2616,2021-11-05,0.8709866638553101,0.8485711900352209,0.8622030635162057,0.8573547903743253,-0.008783600339104441,-0.013631873480984939,1.4224732503009818e-16
2020-12-31,20260910,learned_vol_interaction,2621,2021-11-12,1.337841240169132,1.156600354519242,1.3290576398300276,1.1653839548583464,-0.008783600339104441,-0.1724572853107854,-8.326672684688674e-17
2020-12-31,20260910,learned_vol_interaction,2626,2021-11-19,1.691432158438465,1.6006063150743666,1.6826485580993606,1.609389915413471,-0.008783600339104441,-0.08204224302499406,1.3877787807814457e-17
2020-12-31,20260910,learned_vol_interaction,2631,2021-11-26,1.078902815866746,1.0575267136008049,1.0701192155276416,1.0663103139399093,-0.008783600339104441,-0.012592501926836848,1.7867651802561113e-16
2020-12-31,20260910,learned_vol_interaction,2636,2021-12-03,1.0121500862917512,0.9209746982100877,1.0033664859526465,0.9297582985491921,-0.008783600339104441,-0.08239178774255897,-6.938893903907228e-17
2020-12-31,20260910,learned_vol_interaction,2641,2021-12-10,0.567388682818156,0.643778784679407,0.5586050824790516,0.6525623850185114,-0.008783600339104441,0.08517370220035546,-6.938893903907228e-17
2020-12-31,20260910,learned_vol_interaction,2646,2021-12-17,1.16580658723421,1.1108747433058455,1.1570229868951056,1.1196583436449499,-0.008783600339104441,-0.04614824358925992,-2.2898349882893854e-16
2020-12-31,20260910,learned_vol_interaction,2651,2021-12-24,1.3981678043386503,1.2360317535152734,1.3893842039995459,1.2448153538543778,-0.008783600339104441,-0.15335245048427265,1.942890293094024e-16
2020-12-31,20260910,learned_vol_interaction,2656,2021-12-31,1.2547295959531444,1.1620959006190636,1.24594599561404,1.170879500958168,-0.008783600339104441,-0.08385009499497653,2.498001805406602e-16
2020-12-31,20260910,learned_order_extension,2418,2021-01-08,0.1324085091309523,0.1236493220691248,0.12090955160570671,0.1351482795943704,-0.011498957525245601,0.002739770463418159,-7.502679033599691e-17
2020-12-31,20260910,learned_order_extension,2423,2021-01-15,-0.08167601894963694,-0.09890647286949622,-0.09317497647488249,-0.08740751534425062,-0.011498957525245601,-0.005731496394613606,-7.19910242530375e-17
2020-12-31,20260910,learned_order_extension,2428,2021-01-22,-0.5289030254242811,-0.4886922051145409,-0.5404019829495268,-0.4771932475892954,-0.011498957525245601,0.051709777834985954,-1.3877787807814457e-16
2020-12-31,20260910,learned_order_extension,2433,2021-01-29,-0.2746344098399624,-0.20986467213843102,-0.28613336736520806,-0.19836571461318542,-0.011498957525245601,0.07626869522677707,-8.326672684688674e-17
2020-12-31,20260910,learned_order_extension,2438,2021-02-05,-0.32592141033751043,-0.1581032664554001,-0.3374203678627561,-0.1466043089301545,-0.011498957525245601,0.179317101407356,-5.551115123125783e-17
2020-12-31,20260910,learned_order_extension,2443,2021-02-19,-0.08294003177066134,0.015426168285460506,-0.09443898929590694,0.026925125810706108,-0.011498957525245601,0.10986515758136753,-8.326672684688674e-17
2020-12-31,20260910,learned_order_extension,2448,2021-02-26,-0.11650433535870836,-0.01574427273603586,-0.12800329288395396,-0.00424531521079026,-0.011498957525245601,0.11225902014791803,6.938893903907228e-17
2020-12-31,20260910,learned_order_extension,2453,2021-03-05,-0.17566783621566995,-0.07738563655761257,-0.18716679374091555,-0.06588667903236697,-0.011498957525245601,0.10978115718330282,1.5265566588595902e-16
2020-12-31,20260910,learned_order_extension,2458,2021-03-12,-0.08004875322916885,-0.35083121504401593,-0.09154771075441445,-0.3393322575187704,-0.011498957525245601,-0.2592835042896015,0.0
2020-12-31,20260910,learned_order_extension,2463,2021-03-19,0.3634274481018176,0.2494945834746104,0.35192849057657205,0.26099354099985606,-0.011498957525245601,-0.10243390710196162,2.7755575615628914e-17
2020-12-31,20260910,learned_order_extension,2468,2021-03-26,0.29719786201077425,0.14881679206423643,0.2856989044855287,0.16031574958948197,-0.011498957525245601,-0.13688211242129217,-5.551115123125783e-17
2020-12-31,20260910,learned_order_extension,2473,2021-04-02,0.2439983541620354,0.18671358306111863,0.23249939663678976,0.19821254058636423,-0.011498957525245601,-0.04578581357567114,-4.85722573273506e-17
2020-12-31,20260910,learned_order_extension,2477,2021-04-09,0.9356860356257886,0.43436870926576043,0.924187078100543,0.4458676667910062,-0.011498957525245601,-0.48981836883478236,-1.6653345369377348e-16
2020-12-31,20260910,learned_order_extension,2482,2021-04-16,0.5342827685406534,0.07030852859927383,0.5227838110154078,0.08180748612451938,-0.011498957525245601,-0.4524752824161341,1.6653345369377348e-16
2020-12-31,20260910,learned_order_extension,2487,2021-04-23,0.9489909916453572,0.7781509626619476,0.9374920341201118,0.7896499201871929,-0.011498957525245601,-0.1593410714581642,2.498001805406602e-16
2020-12-31,20260910,learned_order_extension,2492,2021-04-30,0.8854927120258389,0.7171103600409884,0.8739937545005934,0.7286093175662341,-0.011498957525245601,-0.15688339445960509,1.6653345369377348e-16
2020-12-31,20260910,learned_order_extension,2494,2021-05-07,0.9689744684391488,0.7660610364479826,0.9574755109139033,0.7775599939732284,-0.011498957525245601,-0.19141447446592055,-2.7755575615628914e-17
2020-12-31,20260910,learned_order_extension,2499,2021-05-14,0.7074758340641507,0.6476367534950804,0.6959768765389052,0.659135711020326,-0.011498957525245601,-0.048340123043825026,3.469446951953614e-16
2020-12-31,20260910,learned_order_extension,2504,2021-05-21,0.5633484435940381,0.5638304062817029,0.5518494860687924,0.5753293638069487,-0.011498957525245601,0.01198092021291056,-1.97758476261356e-16
2020-12-31,20260910,learned_order_extension,2509,2021-05-28,0.35829772482045363,0.4485961100617827,0.346798767295208,0.46009506758702823,-0.011498957525245601,0.10179734276657466,-1.3877787807814457e-17
2020-12-31,20260910,learned_order_extension,2514,2021-06-04,-0.17208288889839135,-0.014987596164601547,-0.18358184642363695,-0.0034886386393559454,-0.011498957525245601,0.16859425025903538,2.7755575615628914e-17
2020-12-31,20260910,learned_order_extension,2519,2021-06-11,-0.995167934926632,-0.7733854160521341,-1.0066668924518776,-0.7618864585268884,-0.011498957525245601,0.23328147639974334,2.220446049250313e-16
2020-12-31,20260910,learned_order_extension,2523,2021-06-18,-1.02749027191981,-0.7588732009903252,-1.0389892294450556,-0.7473742434650796,-0.011498957525245601,0.28011602845473027,1.6653345369377348e-16
2020-12-31,20260910,learned_order_extension,2528,2021-06-25,-0.5946416662333734,-0.5065065223566341,-0.606140623758619,-0.4950075648313885,-0.011498957525245601,0.09963410140198495,2.7755575615628914e-17
2020-12-31,20260910,learned_order_extension,2533,2021-07-02,-0.7467236451657184,-0.7502479129476879,-0.758222602690964,-0.7387489554224423,-0.011498957525245601,0.007974689743275958,1.8388068845354155e-16
2020-12-31,20260910,learned_order_extension,2538,2021-07-09,-0.8019659972475949,-0.7286730908806036,-0.8134649547728405,-0.717174133355358,-0.011498957525245601,0.08479186389223685,1.3877787807814457e-17
2020-12-31,20260910,learned_order_extension,2543,2021-07-16,-1.028027216719809,-1.1936005897719124,-1.0395261742450546,-1.1821016322466669,-0.011498957525245601,-0.1540744155268577,-1.1102230246251565e-16
2020-12-31,20260910,learned_order_extension,2548,2021-07-23,-0.49939541700833157,-0.7178606722193898,-0.5108943745335772,-0.7063617146941442,-0.011498957525245601,-0.20696629768581234,-2.498001805406602e-16
2020-12-31,20260910,learned_order_extension,2553,2021-07-30,-0.2295242150126373,-0.3290316640619574,-0.2410231725378829,-0.31753270653671173,-0.011498957525245601,-0.08800849152407447,0.0
2020-12-31,20260910,learned_order_extension,2558,2021-08-06,-0.3106685749669902,-0.32238788647557204,-0.32216753249223584,-0.3108889289503265,-0.011498957525245601,-0.00022035398333621233,-3.9898639947466563e-17
2020-12-31,20260910,learned_order_extension,2563,2021-08-13,-0.2182142767371631,-0.17206553065968044,-0.22971323426240875,-0.1605665731344348,-0.011498957525245601,0.05764770360272818,6.938893903907228e-17
2020-12-31,20260910,learned_order_extension,2568,2021-08-20,0.2938761440406561,0.1339785801208248,0.28237718651541044,0.14547753764607035,-0.011498957525245601,-0.14839860639458577,8.326672684688674e-17
2020-12-31,20260910,learned_order_extension,2573,2021-08-27,0.37733694955767194,0.32392932412154535,0.3658379920324264,0.335428281646791,-0.011498957525245601,-0.041908667910880985,-6.938893903907228e-18
2020-12-31,20260910,learned_order_extension,2578,2021-09-03,1.114811510510787,1.0552150464330565,1.1033125529855412,1.0667140039583023,-0.011498957525245601,-0.04809750655248474,-1.1102230246251565e-16
2020-12-31,20260910,learned_order_extension,2583,2021-09-10,1.0915515314840503,1.1185701678349245,1.0800525739588045,1.13006912536017,-0.011498957525245601,0.03851759387612001,-2.0816681711721685e-16
2020-12-31,20260910,learned_order_extension,2588,2021-09-17,1.1434353316437647,1.077658341231163,1.1319363741185189,1.0891572987564087,-0.011498957525245601,-0.05427803288735532,-6.245004513516506e-16
2020-12-31,20260910,learned_order_extension,2591,2021-09-24,1.4523744201806141,1.2769582258266472,1.4408754626553688,1.2884571833518927,-0.011498957525245601,-0.16391723682872128,-5.551115123125783e-17
2020-12-31,20260910,learned_order_extension,2596,2021-10-08,1.1318537064993626,0.9955207307545686,1.1203547489741172,1.0070196882798141,-0.011498957525245601,-0.12483401821954858,2.0816681711721685e-16
2020-12-31,20260910,learned_order_extension,2601,2021-10-15,1.2052408474481802,1.0863959113930077,1.1937418899229346,1.0978948689182535,-0.011498957525245601,-0.10734597852992696,1.249000902703301e-16
2020-12-31,20260910,learned_order_extension,2606,2021-10-22,0.2473896385586572,0.4704698442057153,0.2358906810334116,0.4819688017309609,-0.011498957525245601,0.23457916317230393,-2.220446049250313e-16
2020-12-31,20260910,learned_order_extension,2611,2021-10-29,0.42069873778957434,0.6277942493287968,0.40919978026432874,0.6392932068540425,-0.011498957525245601,0.21859446906446797,8.326672684688674e-17
2020-12-31,20260910,learned_order_extension,2616,2021-11-05,0.9644405243903713,0.9249568888822208,0.9529415668651258,0.9364558464074665,-0.011498957525245601,-0.027984677982905083,2.0122792321330962e-16
