window,partition,state,method,sparse,sample_share,brier_difference_vs_frequency,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
early_2015_2017,trend_volatility,low_trend__low_vol,native_mse,True,0.025,,3,0.0,1.0,0,0.0,0.3333333333333333,0.6666666666666666,0,0,1,2,0.0,,,,,,
early_2015_2017,trend_volatility,low_trend__low_vol,learned_probe,True,0.025,0.09813114436637899,3,0.3333333333333333,0.6666666666666666,1,0.25,0.6666666666666666,0.6666666666666666,1,0,1,1,0.0,0.34704688220745855,0.892577397937027,0.5162044594486513,0.10559915474787551,-0.1504622072180153,0.0
early_2015_2017,trend_volatility,low_trend__low_vol,learned_clip,True,0.025,0.10028774934094736,3,0.3333333333333333,0.6666666666666666,1,0.25,0.6666666666666666,0.6666666666666666,1,0,1,1,0.0,0.34920348718202693,0.897263479723415,0.5164572039193481,0.10790272273123572,-0.1502094627473185,0.0
early_2015_2017,trend_volatility,low_trend__low_vol,raw25_probe,True,0.025,0.14750688830950032,3,0.0,1.0,0,0.0,0.3333333333333333,0.6666666666666666,0,0,1,2,0.0,0.3964226261505799,0.9976668863420036,0.40199891312499497,0.10006424088744395,-0.26466775354167166,0.0
early_2015_2017,trend_volatility,low_trend__low_vol,raw25_clip,True,0.025,0.14487620508492105,3,0.0,1.0,0,0.0,0.3333333333333333,0.6666666666666666,0,0,1,2,0.0,0.3937919429260006,0.991983716738675,0.40730384630162714,0.10144624956822124,-0.2593628203650395,0.0
early_2015_2017,trend_volatility,low_trend__low_vol,training_frequency,True,0.025,0.0,3,0.6666666666666666,0.3333333333333333,2,0.5,1.0,0.6666666666666666,2,0,1,0,0.25,0.24891573784107957,0.6909786289597216,0.5057694486441718,0.0017027867434079315,-0.1608972180224948,0.0
early_2015_2017,trend_volatility,low_trend__low_vol,neutral_50,True,0.025,0.0010842621589204349,3,0.3333333333333333,0.6666666666666666,1,0.5,0.0,0.6666666666666666,0,1,0,2,0.5,0.25,0.6931471805599453,0.5,0.0,-0.16666666666666663,0.0
early_2015_2017,trend_volatility,low_trend__low_vol,learned_market,True,0.025,0.14542786357153153,3,0.0,1.0,0,0.0,0.3333333333333333,0.6666666666666666,0,0,1,2,0.0,0.3943436014126111,0.9899883346682111,0.46581986736891695,0.12614666683558037,-0.20084679929774968,0.0
early_2015_2017,trend_volatility,low_trend__low_vol,raw_trend,True,0.025,0.1380302691213116,3,0.0,1.0,0,0.0,0.3333333333333333,0.6666666666666666,0,0,1,2,0.0,0.3869460069623912,0.9787369781395685,0.3918075734009161,0.0866535791963968,-0.27485909326575053,0.0
early_2015_2017,trend_volatility,low_trend__low_vol,market4,True,0.025,0.05990455398010647,3,0.3333333333333333,0.6666666666666666,1,0.5,0.0,0.6666666666666666,0,1,0,2,0.0,0.30882029182118603,0.8124485703207238,0.4305491271048019,0.03277889088802576,-0.2361175395618647,0.0
early_2015_2017,trend_volatility,low_trend__low_vol,learned_vol_interaction,True,0.025,0.13156371709665954,3,0.0,1.0,0,0.0,0.3333333333333333,0.6666666666666666,0,0,1,2,0.0,0.3804794549377391,0.9603968833979604,0.46515653588653344,0.11474262918830253,-0.2015101307801332,0.0
early_2015_2017,trend_volatility,low_trend__low_vol,raw_vol_interaction,True,0.025,0.12522677193054382,3,0.0,1.0,0,0.0,0.3333333333333333,0.6666666666666666,0,0,1,2,0.0,0.3741425097716234,0.9509322415672115,0.3974749627456002,0.07870951600857319,-0.26919170392106645,0.0
early_2015_2017,trend_volatility,low_trend__high_vol,native_mse,True,0.1,,12,0.3333333333333333,0.6666666666666666,4,0.34285714285714286,0.4166666666666667,0.5833333333333334,2,2,3,5,0.2571428571428571,,,,,,
early_2015_2017,trend_volatility,low_trend__high_vol,learned_probe,True,0.1,0.06536384297141909,12,0.3333333333333333,0.6666666666666666,4,0.37142857142857144,0.25,0.5833333333333334,1,3,2,6,0.22857142857142856,0.31482341579524015,0.8269055270692908,0.4388188117352694,0.08769023073668224,-0.144514521598064,0.0
early_2015_2017,trend_volatility,low_trend__high_vol,learned_clip,True,0.1,0.06555219967023826,12,0.3333333333333333,0.6666666666666666,4,0.37142857142857144,0.25,0.5833333333333334,1,3,2,6,0.2571428571428571,0.3150117724940593,0.827410559174869,0.43956836063613935,0.08802959216249985,-0.14376497269719402,0.0
early_2015_2017,trend_volatility,low_trend__high_vol,raw25_probe,True,0.1,0.03542127842735923,12,0.5,0.5,6,0.4857142857142857,0.5833333333333334,0.5833333333333334,4,2,3,3,0.42857142857142855,0.2848808512511803,0.7817488976032695,0.5648257339904554,0.171512232695803,-0.018507599342877934,0.0
early_2015_2017,trend_volatility,low_trend__high_vol,raw25_clip,True,0.1,0.010048622937494284,12,0.5,0.5,6,0.4571428571428572,0.75,0.5833333333333334,5,1,4,2,0.45714285714285713,0.25950819576131534,0.7128855079004177,0.5758270504344645,0.11845270756129452,-0.007506282898868899,0.0
early_2015_2017,trend_volatility,low_trend__high_vol,training_frequency,True,0.1,0.0,12,0.5833333333333334,0.4166666666666667,7,0.5285714285714286,0.8333333333333334,0.5833333333333334,6,1,4,1,0.5285714285714286,0.24945957282382106,0.6920663123402742,0.501485738213577,0.004193983240024989,-0.08184759511975637,0.0
early_2015_2017,trend_volatility,low_trend__high_vol,neutral_50,True,0.1,0.0005404271761789425,12,0.4166666666666667,0.5833333333333334,5,0.5,0.0,0.5833333333333334,0,5,0,7,0.5,0.25,0.6931471805599453,0.5,0.0,-0.08333333333333337,0.0
early_2015_2017,trend_volatility,low_trend__high_vol,learned_market,True,0.1,0.07255351138160185,12,0.3333333333333333,0.6666666666666666,4,0.2857142857142857,0.75,0.5833333333333334,4,0,5,3,0.22857142857142856,0.3220130842054229,0.8598847300129848,0.6005548885809721,0.12977488106918172,0.017221555247638687,0.0
early_2015_2017,trend_volatility,low_trend__high_vol,raw_trend,True,0.1,0.01105994313858763,12,0.5,0.5,6,0.4571428571428572,0.75,0.5833333333333334,5,1,4,2,0.4857142857142857,0.2605195159624087,0.7174194471095111,0.6160781884865786,0.1146390144654854,0.03274485515324521,0.0
early_2015_2017,trend_volatility,low_trend__high_vol,market4,True,0.1,0.02180069848901431,12,0.5833333333333334,0.4166666666666667,7,0.5,1.0,0.5833333333333334,7,0,5,0,0.3142857142857143,0.27126027131283537,0.7406455699588723,0.6455097557238925,0.059783389294886705,0.062176422390559094,0.0
early_2015_2017,trend_volatility,low_trend__high_vol,learned_vol_interaction,True,0.1,0.04231663696502588,12,0.4166666666666667,0.5833333333333334,5,0.35714285714285715,0.8333333333333334,0.5833333333333334,5,0,5,2,0.2857142857142857,0.29177620978884694,0.7870972888670839,0.6554960527290924,0.11285894212008091,0.07216271939575902,0.0
early_2015_2017,trend_volatility,low_trend__high_vol,raw_vol_interaction,True,0.1,0.01973345474337193,12,0.5,0.5,6,0.4571428571428572,0.75,0.5833333333333334,5,1,4,2,0.5142857142857142,0.269193027567193,0.7475367825415601,0.6436687454445035,0.14464026270908473,0.060335412111170106,0.0
early_2015_2017,trend_volatility,mid_trend__low_vol,native_mse,False,0.2833333333333333,,34,0.5588235294117647,0.4411764705882353,19,0.5454545454545454,0.5588235294117647,0.6470588235294118,13,6,6,9,0.5984848484848485,,,,,,
