job,method,cutoff,seed,split,n,volatility_mean,signal_mean,signal_std,product_mean,product_std,interaction_feature_mean,interaction_feature_std,refitted_additive_mean,refitted_additive_std,interaction_logit_mean,interaction_logit_std,total_logit_mean,total_logit_std
learned_vol_interaction_2015-12-31_20260912,learned_vol_interaction,2015-12-31,20260912,validation,48,-0.3096323312562928,-0.031541218326057496,0.5995512103631082,-0.3001696966265021,0.9777732171695048,-0.6022178766104022,2.2541109414046896,-0.14063384170524582,0.7045853825319204,0.11471911963800535,0.42939546102453713,-0.025914722067240454,0.8605355267070334
learned_vol_interaction_2016-12-31_20260910,learned_vol_interaction,2016-12-31,20260910,training,1434,1.4864910789960254e-17,4.756771452787281e-16,0.6381161251167993,0.01761454534769743,0.6558685176736229,0.0,1.0,0.036567795278764754,0.6871441963952036,-4.954970263320085e-18,0.12621846453196878,0.03656779527876475,0.6986402847162609
learned_vol_interaction_2016-12-31_20260910,learned_vol_interaction,2016-12-31,20260910,validation,50,-1.4447463226159951,-0.06299626070501309,0.7327126719036806,0.058384913480948486,1.0806249731288884,0.15029941071750036,1.8176991444242225,-0.2736952557906483,0.7431062979475449,0.018970560840822624,0.2294271949902987,-0.25472469494982564,0.5255509706318576
learned_vol_interaction_2016-12-31_20260911,learned_vol_interaction,2016-12-31,20260911,training,1434,1.4864910789960254e-17,-3.8648768053896665e-16,0.4893737585114028,-0.021034266881367728,0.48180323123955127,-2.972982157992051e-17,0.9999999999999998,0.031581333025710395,0.5456509821556824,-1.2387425658300212e-18,0.1024999460335946,0.0315813330257104,0.5551947705664657
learned_vol_interaction_2016-12-31_20260911,learned_vol_interaction,2016-12-31,20260911,validation,50,-1.4447463226159951,0.1156715959339428,0.5889883893381441,-0.16720831550608847,0.8913209304040127,-0.18613592680492885,1.8277533749780337,-0.22266232052150944,0.5952459301648861,-0.01907892245241832,0.18734462229796883,-0.24174124297392766,0.42415954990031346
learned_vol_interaction_2016-12-31_20260912,learned_vol_interaction,2016-12-31,20260912,training,1434,1.4864910789960254e-17,-1.6450501274222682e-15,0.4178337948935496,0.045678193055936844,0.42202111921056756,-1.981988105328034e-17,1.0,0.027472575996276293,0.47603013407990713,1.5484282072875265e-19,0.005486874932329962,0.027472575996276293,0.47606175476366236
learned_vol_interaction_2016-12-31_20260912,learned_vol_interaction,2016-12-31,20260912,validation,50,-1.4447463226159951,0.03305162848104593,0.4922876379694937,-0.04927677688595063,0.7704818849715315,-0.1536507948261008,2.0866596025471322,-0.16339722321270503,0.5013002651564782,0.0008430626944639066,0.011449240265521462,-0.16255416051824112,0.5124162147228455
learned_vol_interaction_2017-12-31_20260910,learned_vol_interaction,2017-12-31,20260910,training,1678,3.387569657974256e-17,1.0924912146966975e-15,0.6137345728077895,-0.03258274736448089,0.6247807479243499,1.693784828987128e-17,1.0,0.07895830094894207,0.6041806692341622,5.293077590584775e-19,0.08877134508215194,0.07895830094894207,0.6106673667258917
learned_vol_interaction_2017-12-31_20260910,learned_vol_interaction,2017-12-31,20260910,validation,49,0.2029986304684627,0.036091061532181244,0.4007690415795547,0.014242014427565513,0.27564307893129003,0.3415157870825063,0.6613994522246331,0.2344246856126671,0.3680104418975362,0.030316815786103894,0.058713319010579176,0.26474150139877095,0.3893755750462463
learned_vol_interaction_2017-12-31_20260911,learned_vol_interaction,2017-12-31,20260911,training,1678,3.387569657974256e-17,4.1286005206561243e-17,0.56698744683084,-0.018240525763083607,0.5621333265028203,1.693784828987128e-17,0.9999999999999999,0.0866156281561793,0.5738922173116598,1.058615518116955e-18,0.07414985634509581,0.0866156281561793,0.5786626636365022
learned_vol_interaction_2017-12-31_20260911,learned_vol_interaction,2017-12-31,20260911,validation,49,0.2029986304684627,0.08984811429114059,0.43583948257596605,0.11049729408581122,0.3464946342959629,0.23528431492654653,0.7475481072861621,0.17144576005712936,0.45470511844333666,0.01744629815205771,0.055430584766317195,0.18889205820918706,0.4756638018179394
learned_vol_interaction_2017-12-31_20260912,learned_vol_interaction,2017-12-31,20260912,training,1678,3.387569657974256e-17,-3.3028804165248995e-16,0.6446569708317712,0.05113646301452108,0.6420620859111499,2.752400347104083e-17,1.0,0.09316652919843961,0.6535210637616102,5.293077590584775e-18,0.19133192816270667,0.09316652919843961,0.6809535134754545
learned_vol_interaction_2017-12-31_20260912,learned_vol_interaction,2017-12-31,20260912,validation,49,0.2029986304684627,0.06253778197343396,0.5511044768038134,0.024889465831508344,0.4105449343401029,-0.07053706223254938,0.7219066660510003,0.1425484812628564,0.5694049583344526,-0.013495992123886509,0.13812379436904906,0.12905248913896994,0.5934971149428987
learned_vol_interaction_2018-12-31_20260910,learned_vol_interaction,2018-12-31,20260910,training,1921,1.6274794572329208e-16,-2.14531382998885e-16,0.7611130662708971,0.013707729488725808,0.7569087157655595,-1.4795267793026552e-17,1.0,0.05147243061990148,0.7497487055031383,0.0,0.030378846321141868,0.05147243061990148,0.7503639088518551
learned_vol_interaction_2018-12-31_20260910,learned_vol_interaction,2018-12-31,20260910,validation,46,-0.10726708943638774,-0.14468664273890977,0.8348609137153817,0.17978871868077634,0.5662136079030902,0.33726721100721785,0.9141289560280258,-0.15188967587777952,0.8565656107258178,0.010245788772348396,0.027770183072881243,-0.14164388710543108,0.846356002591359
learned_vol_interaction_2018-12-31_20260911,learned_vol_interaction,2018-12-31,20260911,training,1921,1.6274794572329208e-16,2.0713374910237173e-16,0.6424450145146107,-0.005260212515560036,0.6506040902326043,-9.247042370641595e-19,0.9999999999999999,0.04870899459063458,0.6367910449324702,-2.022790518577849e-19,0.021336409915014242,0.04870899459063457,0.6371483950338797
learned_vol_interaction_2018-12-31_20260911,learned_vol_interaction,2018-12-31,20260911,validation,46,-0.10726708943638774,-0.08004260206277619,0.588264506902355,0.19924663148013502,0.46018896559335853,0.35636975618612626,0.7976511942412914,-0.09068539194452985,0.6060035756406568,-0.007603651199300873,0.017019012849532843,-0.09828904314383072,0.6121614802391129
learned_vol_interaction_2018-12-31_20260912,learned_vol_interaction,2018-12-31,20260912,training,1921,1.6274794572329208e-16,-1.0208734777188321e-15,0.5992227279390349,-0.013567594878181207,0.613549366267237,1.4795267793026552e-17,0.9999999999999999,0.048799308011123456,0.6059706340073114,4.623521185320798e-19,0.07566450653433988,0.04879930801112344,0.6106762864466805
learned_vol_interaction_2018-12-31_20260912,learned_vol_interaction,2018-12-31,20260912,validation,46,-0.10726708943638774,0.09185278984117613,0.5779345374813326,0.03062321028430312,0.5525968689783962,0.2255263976329404,1.052023803300237,0.07273732253529042,0.5921251856065282,-0.017064343587363754,0.0796008619390919,0.055672978947926666,0.5786692732194844
learned_vol_interaction_2019-12-31_20260910,learned_vol_interaction,2019-12-31,20260910,training,2165,-1.706615346860287e-16,8.533076734301435e-17,0.5977142106870993,0.022103503978990118,0.5657925959584514,-6.563905180231872e-18,1.0,0.09258431859593357,0.5932340072886961,-8.20488147528984e-19,0.049102013670969655,0.09258431859593357,0.5952626270398208
learned_vol_interaction_2019-12-31_20260910,learned_vol_interaction,2019-12-31,20260910,validation,46,0.31106730834994245,0.03544469492207549,0.6797032001307747,-0.09195868279574532,0.6126698132636255,-0.3083773057992336,1.3200982239761072,0.06244142889386338,0.6877956641497174,0.015141946685170759,0.0648194810406976,0.07758337557903416,0.682756975986538
learned_vol_interaction_2019-12-31_20260911,learned_vol_interaction,2019-12-31,20260911,training,2165,-1.706615346860287e-16,-1.3784200878486932e-16,0.686252154591672,-0.04643369346154906,0.6351423202586995,1.3127810360463745e-17,1.0,0.10001323855430837,0.6843563852853239,-4.10244073764492e-19,0.04212577872850956,0.1000132385543084,0.6856516924169866
learned_vol_interaction_2019-12-31_20260911,learned_vol_interaction,2019-12-31,20260911,validation,46,0.31106730834994245,-0.014525557276859205,0.6175056197897202,0.1354864464575409,0.6989026396230044,0.38798884894332863,1.2428996719155905,0.07528570279558626,0.6263609165935676,-0.016344332399715777,0.052358116560853284,0.05894137039587046,0.609003735193966
learned_vol_interaction_2019-12-31_20260912,learned_vol_interaction,2019-12-31,20260912,training,2165,-1.706615346860287e-16,-2.9865768570055017e-16,0.5601013940901693,-0.05974519406420711,0.5486514568505215,1.3127810360463745e-17,1.0,0.09557765291590431,0.5576252317773998,-2.05122036882246e-19,0.01857824397273338,0.09557765291590432,0.5579346290237855
learned_vol_interaction_2019-12-31_20260912,learned_vol_interaction,2019-12-31,20260912,validation,46,0.31106730834994245,0.17999756039589646,0.6737085329199366,-0.0637519289230724,0.5316173578509872,-0.009443979248177928,1.016037498376697,0.2064798743383211,0.6701755331518525,-0.00017545255054608034,0.018876192530287973,0.20630442178777503,0.676807118163576
raw_vol_interaction_2014-12-31_-1,raw_vol_interaction,2014-12-31,-1,training,1077,-1.3194851174746522e-17,-4.255339503855753e-16,0.5859144493967681,0.26753351661757657,0.6793094004693079,3.2987127936866304e-18,1.0,-0.025272184099385295,0.5510431840200932,-4.123390992108288e-19,0.032712780092514764,-0.025272184099385295,0.5520133301256261
raw_vol_interaction_2014-12-31_-1,raw_vol_interaction,2014-12-31,-1,validation,22,1.7150321452243928,-0.6670602004289853,0.8420271712459454,-0.9222214742685302,1.312116888044945,-2.27224738490835,2.490806472135647,-0.4620194211044028,0.7032997479955739,-0.0743315290182986,0.08148120437598594,-0.5363509501227014,0.6828670191631806
raw_vol_interaction_2015-12-31_-1,raw_vol_interaction,2015-12-31,-1,training,1190,6.56804209526143e-17,-2.0360930495310433e-15,0.501320024764183,0.21934301233888204,0.5745156093456241,-2.3883789437314293e-17,1.0,0.019413423965214224,0.45613485810844284,-1.4460888135873888e-18,0.0713187329704232,0.019413423965214217,0.46167669472707396
raw_vol_interaction_2015-12-31_-1,raw_vol_interaction,2015-12-31,-1,validation,48,-0.3096323312562928,-0.30084875611954603,0.7536963124788179,1.1338961605359248,1.0231529075264214,1.944751577437075,1.7627581647697887,-0.2880354509978858,0.6267977176520809,0.13869721844504404,0.12571767884464982,-0.14933823255284182,0.6732100642371632
raw_vol_interaction_2016-12-31_-1,raw_vol_interaction,2016-12-31,-1,training,1434,1.4864910789960254e-17,-4.10767034829235e-15,0.49455396143723307,0.1582913159504239,0.6414817661504187,0.0,0.9999999999999998,0.030017266732632723,0.39843803192089916,0.0,0.0420931507985066,0.030017266732632723,0.4006553364491046
raw_vol_interaction_2016-12-31_-1,raw_vol_interaction,2016-12-31,-1,validation,50,-1.4447463226159951,-0.4640298179901257,0.2655995712614082,0.670180300411809,0.421234576385111,0.04323549519604583,1.4687631292095464,-0.20362092197569692,0.31891104226330885,0.0018199182191352642,0.06182486788510388,-0.20180100375656163,0.261796345076893
raw_vol_interaction_2017-12-31_-1,raw_vol_interaction,2017-12-31,-1,training,1678,3.387569657974256e-17,-1.7318949876393384e-15,0.3459643817176026,0.06595213093980816,0.42745591019754353,6.3516931087017296e-18,0.9999999999999999,0.08270004304161345,0.2943017386737415,0.0,0.061225913917727304,0.08270004304161345,0.30060293731340715
raw_vol_interaction_2017-12-31_-1,raw_vol_interaction,2017-12-31,-1,validation,49,0.2029986304684627,0.22915097255309158,0.32069425807673996,0.1699360631288085,0.38301873133914527,0.02993823159541396,1.136443170940189,0.1787387438288279,0.2754076776032159,0.0018329955905097976,0.06957977175637307,0.1805717394193377,0.2965513612744067
raw_vol_interaction_2018-12-31_-1,raw_vol_interaction,2018-12-31,-1,training,1921,1.6274794572329208e-16,-2.9590535586053105e-16,0.36830817706372215,0.08265807955592751,0.4548066896413351,1.849408474128319e-18,0.9999999999999999,0.04619977141279411,0.30489540505223045,1.4448503704127493e-20,0.007918740413037067,0.04619977141279411,0.30499822044020647
raw_vol_interaction_2018-12-31_-1,raw_vol_interaction,2018-12-31,-1,validation,46,-0.10726708943638774,-0.31708585698537367,0.33764176482101416,0.031126168871611345,0.5199486518981628,-0.34274632087954676,1.1917695501453582,-0.1930888743027586,0.2677344720836088,-0.002714119142568638,0.009437313699763056,-0.19580299344532717,0.2691943437304243
raw_vol_interaction_2019-12-31_-1,raw_vol_interaction,2019-12-31,-1,training,2165,-1.706615346860287e-16,-1.4768786655521712e-16,0.31463872148317035,0.05020449681360303,0.40621378090649285,-1.9691715540695617e-17,1.0,0.08752476470725026,0.255569765983497,6.15366110646738e-19,0.03394007555714344,0.08752476470725026,0.2578135644485837
raw_vol_interaction_2019-12-31_-1,raw_vol_interaction,2019-12-31,-1,validation,46,0.31106730834994245,-0.016436815434235905,0.4029005828279363,0.11723393570087018,0.5759863992797652,0.08435388517292235,1.4338516851576122,0.14125962138635187,0.34232756309448875,-0.0028629772363075886,0.048665034531986805,0.13839664415004427,0.3266913697752429
