schedule,mse,rmse,accuracy,correlation,forecast_std,n,balanced_accuracy,predicted_up_fraction,mse_skill_vs_training_mean,within_fold_forecast_std,between_fold_variance_share,mae,reassigned_mse,reassignment_mse_relative_change
archived20,0.0009241108443090148,0.030399191507489386,0.5957446808510638,0.1237952411233704,0.006587837813449706,141,0.5819722335647203,0.624113475177305,0.0112088643707694,0.006102895770451835,0.14180474637322815,0.023884812476534102,0.0009630703673001677,0.04215892847820024
constant40,0.0009767924420618517,0.03125367885644587,0.6028368794326241,0.11719427212713011,0.011197973171779573,141,0.596978358513679,0.5602836879432624,-0.04516001950239845,0.010926618898784707,0.047877679306118304,0.02446697872345871,0.0009562625479426366,-0.02101766274509642
decay40,0.0009233090444855494,0.030386000797827106,0.5815602836879432,0.14821295408885407,0.008166536007357311,141,0.5710494079216006,0.5957446808510638,0.012066783702496808,0.008000579250551662,0.04023015548036113,0.023886947368280464,0.0009666208388237768,0.04690931448890967
