seed,archived20,constant40,decay40
20260910,0.0009339421362610295,0.0010970685438463155,0.00096994679856896
20260911,0.0009748452506210802,0.0011329909670068355,0.0009967658248773404
20260912,0.0009515623200011166,0.000970515748592976,0.0009249006890485042
