year,archived20,constant40,decay40
2018,0.0009424487150258133,0.0010118717504429492,0.0009442295792704007
2019,0.0006540511204060153,0.0006787575850346717,0.000611083468366201
2020,0.0011746367494049896,0.001237460209726559,0.0012132497031166862
