schedule,cutoff,seed,epoch,train_n,presentations,optimizer_steps,learning_rate,training_order_sha256,batch_boundaries_sha256,online_joint_mse,online_return_mse,online_auxiliary_mse,raw_gradient_norm_mean,raw_gradient_norm_max,gradient_clipping_fraction
decay40,2017-12-31,20260910,33,1678,1678,14,0.0001,440e9b853d9590c672b55995b06125b674018448fce5c77fead3d0a1a422d9ff,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0121402783104005,0.9087213874218433,1.0341888371326642,0.8959734695298331,1.774203896522522,0.21428571428571427
decay40,2017-12-31,20260910,34,1678,1678,14,0.0001,81d1d0e3dc0916a6501e833d3700138c19fd43e5e3f1e4a9fcb36f3761d2f5b9,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.016048761033614,0.9128598939534166,1.0318887202475437,1.0018697082996368,2.1748740673065186,0.21428571428571427
decay40,2017-12-31,20260910,35,1678,1678,14,0.0001,c9866e3d372536d91811f96fb4623efbafc15b4c51cd8c8cd8e70c7c0805aa8b,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9926021750550162,0.889589118801226,1.0301306388375302,0.9869334357125419,2.3723466396331787,0.35714285714285715
decay40,2017-12-31,20260910,36,1678,1678,14,0.0001,2fcdfa714ed910a56f5e3b7b21b97d72860b74781e91f5983589785edc65811e,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9969170991513385,0.8938566056991505,1.0306050002361793,1.059182264975139,3.065634250640869,0.35714285714285715
decay40,2017-12-31,20260910,37,1678,1678,14,0.0001,5c152597fd4701e52eba9afdb934eb4daee9f8b1ae6b8465a36866e02c538629,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0033620468410747,0.9003556755785437,1.0300637181666241,0.9790363609790802,2.164485454559326,0.21428571428571427
decay40,2017-12-31,20260910,38,1678,1678,14,0.0001,a899f17326e6860baa478fa04c63d517ffbd2d4d63c15780d8606f2e79329715,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9909716009099094,0.887923980924313,1.0304762549849318,1.178760554109301,4.2012176513671875,0.42857142857142855
decay40,2017-12-31,20260910,39,1678,1678,14,0.0001,2cf48a7987218202ceae364081254ba025490c6c8c58e48223387716b1b81265,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9981639415771657,0.8951514636092022,1.0301247640502893,1.0035685811723982,2.0956337451934814,0.35714285714285715
decay40,2017-12-31,20260910,40,1678,1678,14,0.0001,84a86b4d414e6b1611cc6133a94f99aa64556b125ac7b8f38834476102271e9a,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.014591906082076,0.9118447732158156,1.0274712902996623,1.0302089410168784,1.8522990942001343,0.5
constant40,2017-12-31,20260911,21,1678,1678,14,0.001,aa6ba4908b69e9d756c68cf2c8ef9f98432071e9feecb3e4bec1442d7e28c117,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.051746908046918,0.949512620719596,1.022342909646972,0.8448371546609061,1.9795796871185303,0.14285714285714285
constant40,2017-12-31,20260911,22,1678,1678,14,0.001,6b2f138e94a2129706aa7368636d83ee44f9f10cc5ad2e4595c68ff819bd6810,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0336387965903664,0.9330498390032935,1.0058896552251833,0.8267990627459118,1.8476892709732056,0.14285714285714285
constant40,2017-12-31,20260911,23,1678,1678,14,0.001,9c2daab2bae7ea070661c9d636af9e7e27d7ba42550c08e64e0e6c70d7f5e7b2,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0415381351585753,0.9396513164824893,1.0188680711036928,0.8765839338302612,1.7420696020126343,0.2857142857142857
constant40,2017-12-31,20260911,24,1678,1678,14,0.001,6d72a7584a1b2764ee155ff65b5e897519d4f78530402bf3114a07d5c3692f25,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.030804965365345,0.9304473143297384,1.0035766144333067,0.8796453773975372,1.805556058883667,0.14285714285714285
constant40,2017-12-31,20260911,25,1678,1678,14,0.001,a17ac95a7b2d2f549b46fed76fed00291cccb384779b2c51d268cdb731401a57,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.033094573219854,0.9330605736648369,1.0003400268799074,0.88626743214471,1.3992522954940796,0.35714285714285715
constant40,2017-12-31,20260911,26,1678,1678,14,0.001,d4d93f66f351eb1e71d1695b86708ed8e2194687990434f7336b5468b842edc2,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.010543375958703,0.9110746986107263,0.99468680331761,0.924266402210508,1.4749112129211426,0.21428571428571427
constant40,2017-12-31,20260911,27,1678,1678,14,0.001,07753df93a37d247819f31ed5b5a39c808d9d60c79eb42ceb73132e4bbd8de4b,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.010832470989341,0.9110881455322557,0.9974432581229773,1.0817646852561407,2.681446075439453,0.42857142857142855
constant40,2017-12-31,20260911,28,1678,1678,14,0.001,9679049ca1d5a23aecb61b4a05b28eb3a86b680d658aa954e7335a392bf94bbc,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9865183851573975,0.8884075458768724,0.9811084377751447,0.9915837560381208,2.424516201019287,0.2857142857142857
constant40,2017-12-31,20260911,29,1678,1678,14,0.001,45f9a110f70ee8263ba0c5b01952956929ee468ecbd66b5920a7ba8593ef3700,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.990325257661658,0.891887711114622,0.9843754690224849,1.0774769612721034,2.982330322265625,0.21428571428571427
constant40,2017-12-31,20260911,30,1678,1678,14,0.001,b09907f1d8efb4bd08ef81b252f529e54597947711ac0af3b906954dbc1efb78,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9888464006394396,0.8910653981889672,0.9778099598560629,1.2164016919476646,3.699073076248169,0.6428571428571429
constant40,2017-12-31,20260911,31,1678,1678,14,0.001,51a6b8bdbb5bcf8ed626d5809f0469ff4797ff04475fb9dadd59e1e474154dfb,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9736922003231117,0.8764484825947003,0.9724372500316179,1.0646606513432093,2.1857540607452393,0.35714285714285715
constant40,2017-12-31,20260911,32,1678,1678,14,0.001,5f35c20d4609bf53dcf038ef831be4514e144251247a2395a06b1eed8304d942,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9634685112836108,0.8665292368173884,0.9693927456568194,1.2522351784365517,2.694392442703247,0.7142857142857143
constant40,2017-12-31,20260911,33,1678,1678,14,0.001,db9b59f518ff46b461771749c8528c22e4a8930da76105a6628ace33291ef59d,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9696432917564219,0.8727933822002115,0.9684990925783196,1.2952919134071894,2.998408079147339,0.7857142857142857
constant40,2017-12-31,20260911,34,1678,1678,14,0.001,d804d1ba1961dd3fd2579aba881acfcb5d6eabe1fcfef41ecfa81e75545406da,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9434077264441353,0.8470844524835943,0.9632327491961447,1.1873101038592202,3.3686001300811768,0.35714285714285715
constant40,2017-12-31,20260911,35,1678,1678,14,0.001,6c4760e198a1aa8d47fd0d273dc826c0e03f0b3a5c0d335e9418a047b97c9b69,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9272945510474376,0.8316045497967035,0.9569000019220119,1.2280082191739763,3.322293519973755,0.7857142857142857
constant40,2017-12-31,20260911,36,1678,1678,14,0.001,0c28e9ea9d5543e2f68819d130c8420fb66d6259a929bc5aed18fc22fb3f9f9a,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9316404777999714,0.8364804370752819,0.9516003748515224,1.423234441450664,3.8932130336761475,0.8571428571428571
constant40,2017-12-31,20260911,37,1678,1678,14,0.001,90b5bcd8fa20aa617e5b3315fedb91de05a61ffd1f8f2f4ae5d3f13d0d7f02d3,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9295365950347982,0.8341294639300959,0.9540712974068661,1.5136269160679408,2.8685553073883057,0.9285714285714286
constant40,2017-12-31,20260911,38,1678,1678,14,0.001,1a62179fd3e4a31b2993164348d7624b3d41b2888daf250b4ac9210e563e4b4f,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.8972437254578337,0.8033654433325448,0.9387827722335743,1.5421755909919739,3.6410930156707764,1.0
constant40,2017-12-31,20260911,39,1678,1678,14,0.001,a172f94e320420e6bc25b1cfdf57f881be603ff53e552d5ca6e295e7e48b00a1,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.8975113503128752,0.8033825763644422,0.9412877586658009,1.53810749735151,3.147660255432129,0.8571428571428571
constant40,2017-12-31,20260911,40,1678,1678,14,0.001,03fb810dea993bf3c619b7548d92d2e59dc9a092e3053b0b212e0395f8067302,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.8945463216631574,0.8008899185029486,0.936564115432221,1.4954240918159485,4.1454315185546875,0.8571428571428571
decay40,2017-12-31,20260911,21,1678,1678,14,0.0001,aa6ba4908b69e9d756c68cf2c8ef9f98432071e9feecb3e4bec1442d7e28c117,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0481343890969888,0.9456801842165505,1.0245420760846962,0.841803789138794,2.5306851863861084,0.21428571428571427
decay40,2017-12-31,20260911,22,1678,1678,14,0.0001,6b2f138e94a2129706aa7368636d83ee44f9f10cc5ad2e4595c68ff819bd6810,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0413387243739185,0.9398093955309371,1.0152933480344597,0.888628391282899,2.2459158897399902,0.21428571428571427
decay40,2017-12-31,20260911,23,1678,1678,14,0.0001,9c2daab2bae7ea070661c9d636af9e7e27d7ba42550c08e64e0e6c70d7f5e7b2,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0447893999472562,0.9433374911440143,1.0145190567026832,0.7791540282113212,1.5981392860412598,0.14285714285714285
decay40,2017-12-31,20260911,24,1678,1678,14,0.0001,6d72a7584a1b2764ee155ff65b5e897519d4f78530402bf3114a07d5c3692f25,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0454604240296423,0.944059572678783,1.0140085185526095,0.7773974921022143,1.8940210342407227,0.14285714285714285
decay40,2017-12-31,20260911,25,1678,1678,14,0.0001,a17ac95a7b2d2f549b46fed76fed00291cccb384779b2c51d268cdb731401a57,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0390483543045899,0.9379738692873567,1.010744813301282,0.7795095209564481,1.3875715732574463,0.14285714285714285
decay40,2017-12-31,20260911,26,1678,1678,14,0.0001,d4d93f66f351eb1e71d1695b86708ed8e2194687990434f7336b5468b842edc2,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0354292875109186,0.93420989827405,1.0121939787563465,0.7915328655924115,1.4536799192428589,0.14285714285714285
decay40,2017-12-31,20260911,27,1678,1678,14,0.0001,07753df93a37d247819f31ed5b5a39c808d9d60c79eb42ceb73132e4bbd8de4b,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.03809125502999,0.9371320944150667,1.0095916571577344,0.8780560365744999,2.84865403175354,0.14285714285714285
decay40,2017-12-31,20260911,28,1678,1678,14,0.0001,9679049ca1d5a23aecb61b4a05b28eb3a86b680d658aa954e7335a392bf94bbc,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0300301040597126,0.9288933142149406,1.01136792672263,0.8138466115508761,2.189150094985962,0.14285714285714285
decay40,2017-12-31,20260911,29,1678,1678,14,0.0001,45f9a110f70ee8263ba0c5b01952956929ee468ecbd66b5920a7ba8593ef3700,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0288753871838157,0.9279735962170952,1.0090179389367087,0.7812204275812421,1.7370610237121582,0.21428571428571427
decay40,2017-12-31,20260911,30,1678,1678,14,0.0001,b09907f1d8efb4bd08ef81b252f529e54597947711ac0af3b906954dbc1efb78,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0358724959274583,0.9345864398544821,1.0128605117104477,0.868460876601083,2.718686819076538,0.21428571428571427
decay40,2017-12-31,20260911,31,1678,1678,14,0.0001,51a6b8bdbb5bcf8ed626d5809f0469ff4797ff04475fb9dadd59e1e474154dfb,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0360877391692425,0.934930895522894,1.011568347589336,0.7736163884401321,1.5423412322998047,0.07142857142857142
decay40,2017-12-31,20260911,32,1678,1678,14,0.0001,5f35c20d4609bf53dcf038ef831be4514e144251247a2395a06b1eed8304d942,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0371474503618316,0.9357943268441756,1.0135313316522536,0.9552343615463802,2.188829183578491,0.2857142857142857
decay40,2017-12-31,20260911,33,1678,1678,14,0.0001,db9b59f518ff46b461771749c8528c22e4a8930da76105a6628ace33291ef59d,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0285644619342682,0.9274742034962123,1.0109026132238068,0.8979158827236721,2.872342824935913,0.14285714285714285
decay40,2017-12-31,20260911,34,1678,1678,14,0.0001,d804d1ba1961dd3fd2579aba881acfcb5d6eabe1fcfef41ecfa81e75545406da,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0324345869017728,0.9312397829824182,1.011948006869215,0.876478740147182,2.2565560340881348,0.21428571428571427
decay40,2017-12-31,20260911,35,1678,1678,14,0.0001,6c4760e198a1aa8d47fd0d273dc826c0e03f0b3a5c0d335e9418a047b97c9b69,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0366713685273272,0.9354793415876622,1.0119202850970381,0.8237071420465197,2.2654192447662354,0.07142857142857142
decay40,2017-12-31,20260911,36,1678,1678,14,0.0001,0c28e9ea9d5543e2f68819d130c8420fb66d6259a929bc5aed18fc22fb3f9f9a,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0321178081066873,0.9313421078887685,1.007757072369163,0.9815549509865897,3.0973668098449707,0.2857142857142857
decay40,2017-12-31,20260911,37,1678,1678,14,0.0001,90b5bcd8fa20aa617e5b3315fedb91de05a61ffd1f8f2f4ae5d3f13d0d7f02d3,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0371998541403442,0.9358734163112663,1.0132643510104646,0.8426945017916816,1.385570764541626,0.21428571428571427
decay40,2017-12-31,20260911,38,1678,1678,14,0.0001,1a62179fd3e4a31b2993164348d7624b3d41b2888daf250b4ac9210e563e4b4f,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0226666053515083,0.9222089624802745,1.004576517089189,0.9101030230522156,1.3570384979248047,0.35714285714285715
decay40,2017-12-31,20260911,39,1678,1678,14,0.0001,a172f94e320420e6bc25b1cfdf57f881be603ff53e552d5ca6e295e7e48b00a1,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0210451830413827,0.9204745025543831,1.0057067745348551,0.8822812459298542,1.667562484741211,0.35714285714285715
decay40,2017-12-31,20260911,40,1678,1678,14,0.0001,03fb810dea993bf3c619b7548d92d2e59dc9a092e3053b0b212e0395f8067302,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0177168584694027,0.916973806677899,1.0074306594316667,1.0468295514583588,3.4307541847229004,0.2857142857142857
constant40,2017-12-31,20260912,21,1678,1678,14,0.001,7870d852b1785c818e8b4c2ae4b5583b5e468bdf664e945fd6c6fe148ada9aa8,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.023556424196059,0.9163780160541329,1.071784224925081,1.0092793192182268,1.851326823234558,0.35714285714285715
constant40,2017-12-31,20260912,22,1678,1678,14,0.001,10da7505e388755f0dd063e261db5705245636508f53cab38d6dcf7da7f75469,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,1.0070843335698416,0.9016043199259561,1.0548001534890503,1.3748795688152313,5.0510053634643555,0.5
constant40,2017-12-31,20260912,23,1678,1678,14,0.001,67597c5a19b2fe98a3393811b7667a371e2c8e7d9519fe3ceb53759ca400a393,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9972086158781995,0.8933192322450259,1.0388938630437112,1.1525270087378365,2.902644634246826,0.5
constant40,2017-12-31,20260912,24,1678,1678,14,0.001,a1e53c116fdcc3e628eedc26f6087074f644d1b0184cb743071f3ccb3b8df4ca,11160b7c6491943305a0f55c59eec9c7321c416054adc973398d0781b5b62f19,0.9925818507236576,0.8892054668626569,1.033763774458643,1.079183885029384,2.411924362182617,0.35714285714285715
