cutoff,split,gate,n,missing,mean,std,p10,p90,high_state_share,adjacent_pairs,switches,switch_rate,lag1_correlation,runs,censored_runs,median_observed_run,max_observed_run
2014-12-31,training,excess_order,1092,0,0.007487427826410879,0.1211401278038248,-0.14576271186440679,0.16949152542372883,0.3324175824175824,1091,118,0.10815765352887259,0.9819928887346672,119,2,4.0,152
2015-12-31,training,excess_order,1215,121,0.008291832321964149,0.11958842118546102,-0.1401129943502825,0.16949152542372883,0.3366255144032922,1213,135,0.11129431162407255,0.9811768122215051,137,4,4.0,152
2016-12-31,training,excess_order,1459,121,-0.0022699550423438374,0.12333365176324726,-0.1536723163841808,0.16836158192090397,0.31939684715558603,1457,155,0.10638297872340426,0.9819054794774905,157,4,4.0,152
2017-12-31,training,excess_order,1703,121,0.0043545620722487115,0.1212640892947987,-0.14576271186440679,0.16836158192090397,0.3458602466236054,1701,172,0.1011169900058789,0.981247161251167,174,4,4.0,152
2018-12-31,training,excess_order,1946,121,0.004030867315832564,0.11506002773419152,-0.1401129943502825,0.16271186440677965,0.32939362795477906,1944,211,0.10853909465020577,0.9787990697783163,213,4,4.0,152
2019-12-31,training,excess_order,2190,121,0.0015313572220932335,0.11219372631986253,-0.1401129943502825,0.15141242937853108,0.3232876712328767,2188,233,0.10648994515539305,0.9779120167839772,235,4,4.0,152
