job,iteration,objective,gradient_inf,last_step,last_backtracks
learned_order_extension_2014-12-31_20260910,0,0.6930225987958569,0.09000571349941608,0.0,0
learned_order_extension_2014-12-31_20260910,1,0.6367092659967675,0.0060377704093657605,1.0,0
learned_order_extension_2014-12-31_20260910,2,0.6363048740388804,0.00020809722125486618,1.0,0
learned_order_extension_2014-12-31_20260910,3,0.6363045664026686,3.339471211426205e-07,1.0,0
learned_order_extension_2014-12-31_20260910,4,0.6363045664021426,7.866700997213871e-13,1.0,0
learned_order_extension_2014-12-31_20260911,0,0.6930225987958569,0.1335564116441424,0.0,0
learned_order_extension_2014-12-31_20260911,1,0.632729284306986,0.008798396938994328,1.0,0
learned_order_extension_2014-12-31_20260911,2,0.6322366032829749,0.00025582684024205347,1.0,0
learned_order_extension_2014-12-31_20260911,3,0.6322360672501169,3.9494855464099893e-07,1.0,0
learned_order_extension_2014-12-31_20260911,4,0.6322360672491205,7.962742878259155e-13,1.0,0
learned_order_extension_2014-12-31_20260912,0,0.6930225987958569,0.08308445399327574,0.0,0
learned_order_extension_2014-12-31_20260912,1,0.634578390681135,0.006230112465749095,1.0,0
learned_order_extension_2014-12-31_20260912,2,0.6341313155500807,0.00017541373367024383,1.0,0
learned_order_extension_2014-12-31_20260912,3,0.6341309692326345,1.9376563594321154e-07,1.0,0
learned_order_extension_2014-12-31_20260912,4,0.6341309692323001,1.9604912311621536e-13,1.0,0
learned_order_extension_2015-12-31_20260910,0,0.693124583115526,0.1365628583089173,0.0,0
learned_order_extension_2015-12-31_20260910,1,0.6270598751268326,0.010190444256185555,1.0,0
learned_order_extension_2015-12-31_20260910,2,0.6263447463699865,0.0003642974115221757,1.0,0
learned_order_extension_2015-12-31_20260910,3,0.6263437169650856,6.608108664173974e-07,1.0,0
learned_order_extension_2015-12-31_20260910,4,0.6263437169622594,1.9272166328077045e-12,1.0,0
learned_order_extension_2015-12-31_20260911,0,0.693124583115526,0.08008642430881523,0.0,0
learned_order_extension_2015-12-31_20260911,1,0.6430527863126827,0.007125249920668166,1.0,0
learned_order_extension_2015-12-31_20260911,2,0.6426343593072668,0.0002474937017885306,1.0,0
