date,history,method,seed,new_probability,archived_probability,absolute_gap
2026-07-03,rolling5_annual20,learned_market,20260910,0.48746890753232025,0.48746869649780666,2.1103451358639447e-07
2026-07-03,weekly_state_validated,learned_market,20260910,0.5041348062338427,0.5041345950811301,2.1115271253702161e-07
2026-07-03,annual_head_timeweight2y,learned_market,20260910,0.515309850050043,0.5153095908450761,2.5920496693476736e-07
2026-07-03,annual_head_weighted_intercept,learned_market,20260910,0.5084369525426442,0.5084367414356153,2.1110702885795973e-07
2026-07-03,annual_head_weighted_slopes,learned_market,20260910,0.4943434082209651,0.49434314880596036,2.594150047552368e-07
2026-07-03,rolling5_annual20,learned_vol_interaction,20260910,0.49593460555777885,0.49593440700267954,1.9855509930666315e-07
2026-07-03,weekly_state_validated,learned_vol_interaction,20260910,0.5130193962588523,0.5130191978252561,1.9843359622129242e-07
2026-07-03,annual_head_timeweight2y,learned_vol_interaction,20260910,0.5080668468162078,0.5080665765880343,2.7022817350452755e-07
2026-07-03,annual_head_weighted_intercept,learned_vol_interaction,20260910,0.5167917297563609,0.5167915314120859,1.9834427500420304e-07
2026-07-03,annual_head_weighted_slopes,learned_vol_interaction,20260910,0.48720680877958894,0.4872065386580183,2.7012157066685916e-07
2026-07-03,rolling5_annual20,learned_order_extension,20260910,0.5209646847332555,0.5209645843255333,1.0040772224773065e-07
2026-07-03,weekly_state_validated,learned_order_extension,20260910,0.5209646847332555,0.5209645843255333,1.0040772224773065e-07
2026-07-03,annual_head_timeweight2y,learned_order_extension,20260910,0.5194434802667393,0.5194432558894804,2.2437725888391213e-07
2026-07-03,annual_head_weighted_intercept,learned_order_extension,20260910,0.5409340995384393,0.5409339996280393,9.991039995327355e-08
2026-07-03,annual_head_weighted_slopes,learned_order_extension,20260910,0.4994043524086397,0.49940412769188747,2.2471675220625542e-07
2026-07-03,rolling5_annual20,learned_order_offset,20260910,0.5200346972096982,0.5200345973909772,9.981872095554678e-08
2026-07-03,weekly_state_validated,learned_order_offset,20260910,0.5200346972096982,0.5200345973909772,9.981872095554678e-08
2026-07-03,annual_head_timeweight2y,learned_order_offset,20260910,0.5189917832668036,0.5189915580000806,2.2526672305289708e-07
2026-07-03,annual_head_weighted_intercept,learned_order_offset,20260910,0.5408179206285797,0.5408178213156384,9.9312941315155e-08
2026-07-03,annual_head_weighted_slopes,learned_order_offset,20260910,0.4981374023620026,0.4981371767729408,2.2558906181968652e-07
2026-07-03,rolling5_annual20,learned_market,20260911,0.47689451800066246,0.47689492186403626,4.0386337379905157e-07
2026-07-03,weekly_state_validated,learned_market,20260911,0.4950394876190497,0.49503989230685247,4.046878027685885e-07
2026-07-03,annual_head_timeweight2y,learned_market,20260911,0.46177490206352595,0.46177510499110536,2.0292757940687522e-07
2026-07-03,annual_head_weighted_intercept,learned_market,20260911,0.4998952541228264,0.49989565885044435,4.047276179197645e-07
2026-07-03,annual_head_weighted_slopes,learned_market,20260911,0.4389885118675997,0.4389887129489172,2.010813175412629e-07
2026-07-03,rolling5_annual20,learned_vol_interaction,20260911,0.4989811557798432,0.49898148490775307,3.291279098704969e-07
2026-07-03,weekly_state_validated,learned_vol_interaction,20260911,0.5177331872092412,0.5177335159245099,3.287152686715089e-07
2026-07-03,annual_head_timeweight2y,learned_vol_interaction,20260911,0.4923250942875573,0.492325181923975,8.763641773379405e-08
2026-07-03,annual_head_weighted_intercept,learned_vol_interaction,20260911,0.521621635150771,0.5216219636645724,3.285138013842115e-07
2026-07-03,annual_head_weighted_slopes,learned_vol_interaction,20260911,0.46970766269688724,0.46970775003221354,8.733532630422758e-08
2026-07-03,rolling5_annual20,learned_order_extension,20260911,0.45066882049930007,0.4506693788167256,5.583174255141543e-07
2026-07-03,weekly_state_validated,learned_order_extension,20260911,0.45066882049930007,0.4506693788167256,5.583174255141543e-07
2026-07-03,annual_head_timeweight2y,learned_order_extension,20260911,0.45645278050010535,0.4564530400523611,2.595522557435892e-07
2026-07-03,annual_head_weighted_intercept,learned_order_extension,20260911,0.47395392540796516,0.473954487683654,5.62275688842373e-07
2026-07-03,annual_head_weighted_slopes,learned_order_extension,20260911,0.43331923754587126,0.4333194944305027,2.5688463145545626e-07
2026-07-03,rolling5_annual20,learned_order_offset,20260911,0.45110508336142724,0.4511056441001019,5.607386746597776e-07
2026-07-03,weekly_state_validated,learned_order_offset,20260911,0.45110508336142724,0.4511056441001019,5.607386746597776e-07
2026-07-03,annual_head_timeweight2y,learned_order_offset,20260911,0.4573855782365096,0.45738583692213564,2.586856260311521e-07
2026-07-03,annual_head_weighted_intercept,learned_order_offset,20260911,0.4736267972009452,0.4736273617784847,5.645775394969021e-07
2026-07-03,annual_head_weighted_slopes,learned_order_offset,20260911,0.43499793041316137,0.4349981865875673,2.561744059104143e-07
2026-07-03,rolling5_annual20,learned_market,20260912,0.5044751057986318,0.5044753570507676,2.5125213587440243e-07
2026-07-03,weekly_state_validated,learned_market,20260912,0.5207496313616625,0.5207498822011845,2.508395219313897e-07
2026-07-03,annual_head_timeweight2y,learned_market,20260912,0.5201537590439488,0.5201540694283519,3.1038440306829784e-07
