job,method,cutoff,seed,feature,name,train_n,validation_n,lower,upper,training_lower_fraction,training_upper_fraction,validation_lower_fraction,validation_upper_fraction,validation_raw_mean,training_clipped_mean,training_clipped_sd,standardized_validation_mean_before,standardized_validation_mean_after
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,0,decoded_feature_00,1077,22,-0.7470044374465943,0.6971286153793336,0.01021355617455896,0.01021355617455896,0.0,0.0,-0.23266452686353165,-0.3921560640310734,0.47835138436966285,0.3334192026593762,0.3334192026593762
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,1,decoded_feature_01,1077,22,-0.9450561809539795,-0.7924861812591552,0.01021355617455896,0.01021355617455896,0.0,0.0,-0.9121657528660514,-0.9088412287352591,0.023743675979170098,-0.14001724643264515,-0.14001724643264515
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,2,decoded_feature_02,1077,22,-0.9076829648017883,1.482192072868347,0.01021355617455896,0.01021355617455896,0.0,0.0,1.2675751528956674,1.0625772998511736,0.5076224175613753,0.4038392434071492,0.4038392434071492
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,3,decoded_feature_03,1077,22,-1.1569543838500977,1.2943797969818116,0.01021355617455896,0.01021355617455896,0.0,0.0,0.3217244425957853,0.3156683885641639,1.0388902383628558,0.00582934924979646,0.00582934924979646
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,4,decoded_feature_04,1077,22,-1.7709514617919921,0.986395092010498,0.01021355617455896,0.01021355617455896,0.0,0.045454545454545456,-0.5883892422372644,-0.16371907167780034,1.1187835743326227,-0.3795820570683554,-0.38004228793469286
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,5,decoded_feature_05,1077,22,-0.697949366569519,0.3005762958526612,0.01021355617455896,0.01021355617455896,0.0,0.0,-0.2854943803765557,-0.4101431640265934,0.31516557570193116,0.3955025334617277,0.3955025334617277
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,6,decoded_feature_06,1077,22,-0.7604659080505372,-0.6333434391021728,0.01021355617455896,0.01021355617455896,0.0,0.0,-0.713548405603929,-0.7176675142506928,0.020212711566732083,0.20378802879388802,0.20378802879388802
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,7,decoded_feature_07,1077,22,-0.43982026100158694,1.2655813217163085,0.01021355617455896,0.01021355617455896,0.0,0.0,1.112433677369898,0.9682310728713553,0.359124997870783,0.40153875490012053,0.40153875490012053
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,8,decoded_feature_08,1077,22,-0.8999983620643616,0.8082503390312195,0.01021355617455896,0.01021355617455896,0.0,0.0,0.15122686461968857,0.1344604595042869,0.7039864386101637,0.023816375139985003,0.023816375139985003
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,9,decoded_feature_09,1077,22,-1.2716209888458252,0.6962518906593324,0.01021355617455896,0.01021355617455896,0.0,0.09090909090909091,-0.42647277767008,-0.14063922330584916,0.7865136783494492,-0.3634184150033748,-0.36377952020659676
