window,method,seed,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
early_2015_2017,learned_clip,20260910,120,0.5,0.5,60,0.49901436215150663,0.5083333333333333,0.5583333333333333,34,26,27,33,0.518445508307519,0.27158946972520515,0.7388479283814059,0.4872965329158551,0.16010918675620303,-0.07103680041747823,0.0
early_2015_2017,learned_clip,20260911,120,0.5416666666666666,0.4583333333333333,65,0.5363277949873275,0.55,0.5583333333333333,39,26,27,28,0.5170374542382428,0.2644632551203856,0.7249873787379271,0.5085304818195797,0.13366107462623747,-0.04980285151375363,0.0
early_2015_2017,learned_clip,20260912,120,0.45,0.55,54,0.4522669670515348,0.475,0.5583333333333333,29,25,28,38,0.47873838355392845,0.27397782087750894,0.7448259741524728,0.49060405729745593,0.12912565507813833,-0.06772927603587742,0.0
early_2015_2017,learned_probe,20260910,120,0.5,0.5,60,0.49901436215150663,0.5083333333333333,0.5583333333333333,34,26,27,33,0.5190087299352295,0.2713950804574682,0.7384520108415558,0.48734650789244577,0.16038491339865402,-0.07098682544088758,0.0
early_2015_2017,learned_probe,20260911,120,0.55,0.45,66,0.5437904815544916,0.5583333333333333,0.5583333333333333,40,26,27,27,0.5156294001689665,0.2646035007187896,0.7255267964429505,0.5102507286641182,0.13420899822928195,-0.0480826046692151,0.0
early_2015_2017,learned_probe,20260912,120,0.45,0.55,54,0.4522669670515348,0.475,0.5583333333333333,29,25,28,38,0.4798648268093495,0.2729042787640125,0.7424730784535759,0.4904621249015728,0.12845379696795714,-0.06787120843176053,0.0
early_2015_2017,native_mse,20260910,120,0.475,0.525,57,0.4785975781470009,0.4666666666666667,0.5583333333333333,30,27,26,37,0.507181075753309,,,,,,
early_2015_2017,native_mse,20260911,120,0.48333333333333334,0.5166666666666667,58,0.4584624049563504,0.7083333333333334,0.5583333333333333,45,13,40,22,0.46127851309490286,,,,,,
early_2015_2017,native_mse,20260912,120,0.525,0.475,63,0.48789073500422414,0.8166666666666667,0.5583333333333333,54,9,44,13,0.4584624049563503,,,,,,
late_2018_2020,learned_clip,20260910,141,0.5319148936170213,0.46808510638297873,75,0.5302164148632095,0.5177304964539007,0.5602836879432624,43,32,30,36,0.578399346672111,0.2496295428687699,0.693756096382145,0.51465532751425,0.1506113344169165,-0.045628360429012416,0.0
late_2018_2020,learned_clip,20260911,141,0.5460992907801419,0.45390070921985815,77,0.5428746427113107,0.5319148936170213,0.5602836879432624,45,32,30,34,0.5467537770518579,0.25686999323360443,0.7101781357745618,0.5153749620230121,0.12992543226159475,-0.0449087259202503,0.0
late_2018_2020,learned_clip,20260912,141,0.5673758865248227,0.4326241134751773,80,0.5583911800734994,0.5815602836879432,0.5602836879432624,50,30,32,29,0.5865659452837892,0.24564552267215786,0.6858014066323355,0.5374793863584694,0.1371825424992659,-0.022804301584793074,0.0
late_2018_2020,learned_probe,20260910,141,0.5390070921985816,0.46099290780141844,76,0.53654552878726,0.524822695035461,0.5602836879432624,44,32,30,35,0.5771743568803593,0.24982964446150652,0.6940771714274969,0.5161015594436311,0.15162865839287176,-0.044182128499631323,0.0
late_2018_2020,learned_probe,20260911,141,0.5531914893617021,0.44680851063829785,78,0.5492037566353614,0.5390070921985816,0.5602836879432624,46,32,30,33,0.5443037974683544,0.2574859312009133,0.7115362413144559,0.5150654669456427,0.13133321156338304,-0.04521822099761974,0.0
late_2018_2020,learned_probe,20260912,141,0.5602836879432624,0.4397163120567376,79,0.5503266639444672,0.5886524822695035,0.5602836879432624,50,29,33,29,0.583707635769702,0.24558905416792656,0.6856888772642649,0.5380623951637246,0.13743560845505415,-0.022221292779537882,0.0
late_2018_2020,native_mse,20260910,141,0.574468085106383,0.425531914893617,81,0.569926500612495,0.5460992907801419,0.5602836879432624,48,33,29,31,0.5988158432013067,,,,,,
late_2018_2020,native_mse,20260911,141,0.5531914893617021,0.44680851063829785,78,0.5457329522253982,0.5673758865248227,0.5602836879432624,48,30,32,31,0.5639036341363822,,,,,,
late_2018_2020,native_mse,20260912,141,0.5815602836879432,0.41843971631205673,82,0.5623723968966925,0.6666666666666666,0.5602836879432624,57,25,37,22,0.5749285422621478,,,,,,
pooled_2015_2020,learned_clip,20260910,261,0.5172413793103449,0.4827586206896552,135,0.5158725431804645,0.5134099616858238,0.5593869731800766,77,58,57,69,0.5460988683740322,0.2597260609636826,0.7144879731634145,0.502076571377057,0.15564880928550628,-0.057310401803019606,0.0
pooled_2015_2020,learned_clip,20260911,261,0.5440613026819924,0.4559386973180077,142,0.5398451459201905,0.5402298850574713,0.5593869731800766,84,58,57,62,0.530196545562835,0.26036114812407857,0.7169869831140402,0.512228074573158,0.13170031647989708,-0.047158898606918576,0.0
pooled_2015_2020,learned_clip,20260912,261,0.5134099616858238,0.48659003831417624,134,0.5096783799880882,0.5325670498084292,0.5593869731800766,79,55,60,67,0.5348421679571174,0.25867186667461817,0.712939138825502,0.5159275109281184,0.13556669263734783,-0.04345946225195818,0.0
