job,method,cutoff,seed,date,row_index,clipped_coordinates,coordinate_clip_fraction,maximum_standardized_distance_before,maximum_standardized_distance_after
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,2015-11-13,1161,0,0.0,1.4904349680012823,1.4904349680012823
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,2015-11-20,1166,0,0.0,1.4924938782715629,1.4924938782715629
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,2015-11-27,1171,0,0.0,1.4758806717152286,1.4758806717152286
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,2015-12-04,1176,0,0.0,1.4851981088427868,1.4851981088427868
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,2015-12-11,1181,0,0.0,1.481986943607019,1.481986943607019
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,2015-12-18,1186,0,0.0,1.6400185746760996,1.6400185746760996
learned_2014-12-31_20260910_clip,learned_clip,2014-12-31,20260910,2015-12-25,1191,0,0.0,1.3673921662659987,1.3673921662659987
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-01-09,1087,0,0.0,1.309243871554545,1.309243871554545
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-01-16,1092,0,0.0,1.360102484770347,1.360102484770347
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-01-23,1097,0,0.0,1.8059714056349132,1.8059714056349132
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-01-30,1102,0,0.0,1.5579750267211596,1.5579750267211596
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-02-06,1107,0,0.0,1.377658965491234,1.377658965491234
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-02-13,1112,0,0.0,1.2673425704478865,1.2673425704478865
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-02-27,1117,0,0.0,1.39540348732104,1.39540348732104
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-03-06,1122,0,0.0,3.0385336770762366,3.0385336770762366
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-03-13,1127,0,0.0,1.3039800095131486,1.3039800095131486
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-09-25,1131,2,0.08,1.6409741059950895,1.6409741059950895
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-10-09,1136,0,0.0,1.5382172035336041,1.5382172035336041
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-10-16,1141,0,0.0,1.6837824894749793,1.6837824894749793
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-10-23,1146,3,0.12,1.4359084363532266,1.379269075872365
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-10-30,1151,0,0.0,1.315764373545467,1.315764373545467
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-11-06,1156,0,0.0,1.9277063382156392,1.9277063382156392
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-11-13,1161,0,0.0,1.5455098033285708,1.5455098033285708
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-11-20,1166,0,0.0,2.6370253892366895,2.6370253892366895
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-11-27,1171,0,0.0,2.576916796140666,2.576916796140666
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-12-04,1176,8,0.32,4.003628001911074,3.1424522822159697
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-12-11,1181,0,0.0,2.5233866071188187,2.5233866071188187
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-12-18,1186,0,0.0,2.1830114731796932,2.1830114731796932
learned_2014-12-31_20260911_clip,learned_clip,2014-12-31,20260911,2015-12-25,1191,0,0.0,1.5127790046781817,1.5127790046781817
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-01-09,1087,3,0.12,2.8768573892145373,2.4984481296804963
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-01-16,1092,4,0.16,2.913915482174977,2.5538405953278462
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-01-23,1097,3,0.12,2.709687399633437,2.4962008243250873
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-01-30,1102,1,0.04,2.526479815908571,2.295981216996866
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-02-06,1107,0,0.0,2.243105713395104,2.243105713395104
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-02-13,1112,0,0.0,1.7291801641868316,1.7291801641868316
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-02-27,1117,0,0.0,1.895501675579253,1.895501675579253
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-03-06,1122,0,0.0,1.588093819582586,1.588093819582586
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-03-13,1127,0,0.0,1.5996342606589087,1.5996342606589087
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-09-25,1131,0,0.0,2.0599815999874798,2.0599815999874798
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-10-09,1136,0,0.0,2.000467912529493,2.000467912529493
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-10-16,1141,0,0.0,1.3046958224612808,1.3046958224612808
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-10-23,1146,1,0.04,2.5073895444980754,2.202613027415026
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-10-30,1151,1,0.04,2.228304716021995,2.202613027415026
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-11-06,1156,0,0.0,2.675349060547769,2.675349060547769
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-11-13,1161,0,0.0,2.171046134368156,2.171046134368156
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-11-20,1166,0,0.0,1.7832849974934992,1.7832849974934992
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-11-27,1171,0,0.0,1.517259064309442,1.517259064309442
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-12-04,1176,0,0.0,1.9775166060755847,1.9775166060755847
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-12-11,1181,0,0.0,1.6691023783738508,1.6691023783738508
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-12-18,1186,0,0.0,1.6228217086892107,1.6228217086892107
learned_2014-12-31_20260912_clip,learned_clip,2014-12-31,20260912,2015-12-25,1191,0,0.0,1.960118983314554,1.960118983314554
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-01-08,1200,2,0.08,1.5627133257061567,1.5336311190826994
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-01-15,1205,0,0.0,1.663225394877837,1.663225394877837
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-01-22,1210,4,0.16,2.0677835870977024,2.0074899023656525
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-01-29,1215,0,0.0,1.8643672296065579,1.8643672296065579
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-02-05,1220,0,0.0,1.2688905688059375,1.2688905688059375
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-02-19,1225,0,0.0,0.6693154265381734,0.6693154265381734
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-02-26,1230,1,0.04,1.500676683826734,1.500676683826734
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-03-04,1235,0,0.0,1.455662002195698,1.455662002195698
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-03-11,1240,0,0.0,1.447932041507837,1.447932041507837
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-03-18,1245,0,0.0,1.337431018212102,1.337431018212102
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-03-25,1250,0,0.0,1.1761052044173936,1.1761052044173936
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-04-01,1255,2,0.08,1.4221013497494452,1.4221013497494452
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-04-08,1259,0,0.0,1.113010805905886,1.113010805905886
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-04-15,1264,0,0.0,1.4095318246933204,1.4095318246933204
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-04-22,1269,0,0.0,1.3634225987820996,1.3634225987820996
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-04-29,1274,0,0.0,1.4864290322203098,1.4864290322203098
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-05-06,1278,0,0.0,2.251046947209445,2.251046947209445
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-05-13,1283,9,0.36,1.6260130028567592,1.5581770979660687
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-05-20,1288,6,0.24,1.6409268689568455,1.5581770979660687
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-05-27,1293,5,0.2,1.5996225437892795,1.5581770979660687
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-06-03,1298,0,0.0,1.9003088088833096,1.9003088088833096
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-06-17,1306,5,0.2,1.980562391741964,1.9239664581429925
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-06-24,1311,3,0.12,1.3592227808788802,1.3503594006491662
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-07-01,1316,0,0.0,1.8774343447663802,1.8774343447663802
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-07-08,1321,0,0.0,1.2846741006253377,1.2846741006253377
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-07-15,1326,1,0.04,1.366004792602754,1.366004792602754
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-07-22,1331,0,0.0,1.240691597466414,1.240691597466414
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-07-29,1336,0,0.0,1.6440253628064194,1.6440253628064194
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-08-05,1341,0,0.0,1.7857655778383539,1.7857655778383539
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-08-12,1346,0,0.0,1.5568795390879426,1.5568795390879426
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-08-19,1351,0,0.0,1.8831211300942705,1.8831211300942705
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-08-26,1356,0,0.0,1.7026948897975573,1.7026948897975573
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-09-02,1361,0,0.0,1.2738843084880231,1.2738843084880231
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-09-09,1366,0,0.0,1.7633436160703557,1.7633436160703557
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-09-23,1374,0,0.0,1.3307265159720147,1.3307265159720147
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-09-30,1379,0,0.0,2.138319853791203,2.138319853791203
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-10-14,1384,5,0.2,2.078092376383611,2.023353169684405
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-10-21,1389,0,0.0,1.7996027463513393,1.7996027463513393
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-10-28,1394,0,0.0,1.5853034376890265,1.5853034376890265
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-11-04,1399,0,0.0,1.357846575813049,1.357846575813049
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-11-11,1404,0,0.0,1.9349529238095817,1.9349529238095817
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-11-18,1409,0,0.0,1.3658067203748012,1.3658067203748012
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-11-25,1414,0,0.0,1.3706086204350945,1.3706086204350945
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-12-02,1419,0,0.0,1.8755458087090457,1.8755458087090457
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-12-09,1424,1,0.04,1.4617193178410888,1.4617193178410888
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-12-16,1429,0,0.0,1.4890527039071917,1.4890527039071917
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-12-23,1434,0,0.0,0.9327499472452548,0.9327499472452548
learned_2015-12-31_20260910_clip,learned_clip,2015-12-31,20260910,2016-12-30,1439,0,0.0,1.4252036531165728,1.4252036531165728
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-01-08,1200,0,0.0,1.6017248722698538,1.6017248722698538
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-01-15,1205,2,0.08,1.9291852895154866,1.9291852895154866
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-01-22,1210,0,0.0,1.8574133810039275,1.8574133810039275
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-01-29,1215,0,0.0,2.2408332207604227,2.2408332207604227
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-02-05,1220,0,0.0,1.7026292500778948,1.7026292500778948
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-02-19,1225,0,0.0,1.888613459232846,1.888613459232846
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-02-26,1230,0,0.0,1.71479276345002,1.71479276345002
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-03-04,1235,1,0.04,2.216176965151215,1.7374950844630768
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-03-11,1240,1,0.04,2.5350842809497673,2.5350842809497673
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-03-18,1245,0,0.0,2.235792284140908,2.235792284140908
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-03-25,1250,0,0.0,1.6443009442060486,1.6443009442060486
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-04-01,1255,0,0.0,1.191488810793853,1.191488810793853
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-04-08,1259,0,0.0,1.1993609101208265,1.1993609101208265
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-04-15,1264,0,0.0,1.1207325745831285,1.1207325745831285
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-04-22,1269,0,0.0,2.069634506075409,2.069634506075409
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-04-29,1274,0,0.0,1.7117571869107224,1.7117571869107224
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-05-06,1278,0,0.0,1.6028154051261292,1.6028154051261292
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-05-13,1283,2,0.08,1.8807550487000713,1.8271117487077928
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-05-20,1288,3,0.12,2.0196146830016057,1.8271117487077928
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-05-27,1293,2,0.08,1.8343334511299467,1.8271117487077928
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-06-03,1298,0,0.0,1.596504809684974,1.596504809684974
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-06-17,1306,0,0.0,2.4416942500933523,2.4416942500933523
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-06-24,1311,3,0.12,2.393332514790878,2.090102691590909
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-07-01,1316,2,0.08,2.0724384856299136,2.0724384856299136
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-07-08,1321,4,0.16,2.4828036007750094,2.4828036007750094
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-07-15,1326,0,0.0,2.53726313835,2.53726313835
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-07-22,1331,3,0.12,2.560594099211083,2.435990106956757
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-07-29,1336,0,0.0,1.8765687459286526,1.8765687459286526
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-08-05,1341,7,0.28,2.899852185303977,2.7903446099519917
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-08-12,1346,4,0.16,2.7220114660029027,2.608471843119569
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-08-19,1351,0,0.0,1.6770525388113557,1.6770525388113557
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-08-26,1356,1,0.04,1.4700312144413696,1.4700312144413696
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-09-02,1361,0,0.0,1.6604738776306531,1.6604738776306531
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-09-09,1366,0,0.0,1.1533949679307145,1.1533949679307145
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-09-23,1374,2,0.08,2.0913794106387367,1.9560957862511028
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-09-30,1379,1,0.04,2.0250760135969252,2.0250760135969252
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-10-14,1384,0,0.0,1.8825978369886853,1.8825978369886853
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-10-21,1389,0,0.0,1.5922043600620648,1.5922043600620648
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-10-28,1394,0,0.0,1.1111759628713866,1.1111759628713866
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-11-04,1399,0,0.0,1.2840972935360906,1.2840972935360906
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-11-11,1404,0,0.0,1.8028285752182072,1.8028285752182072
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-11-18,1409,0,0.0,1.007563916055095,1.007563916055095
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-11-25,1414,0,0.0,1.2976799773413161,1.2976799773413161
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-12-02,1419,3,0.12,2.1350976649502744,2.090102691590909
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-12-09,1424,0,0.0,0.8395569300332195,0.8395569300332195
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-12-16,1429,2,0.08,2.1986764062009634,2.1335244003601908
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-12-23,1434,4,0.16,2.352752478011805,2.2050069819610836
learned_2015-12-31_20260911_clip,learned_clip,2015-12-31,20260911,2016-12-30,1439,1,0.04,2.3666482829320126,2.3666482829320126
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-01-08,1200,1,0.04,2.5365992873190577,2.4615369910501252
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-01-15,1205,2,0.08,2.17745455024582,2.1602316813966
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-01-22,1210,0,0.0,1.9743670411842653,1.9743670411842653
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-01-29,1215,1,0.04,2.24275611860188,2.176745889049459
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-02-05,1220,0,0.0,1.5860411376986543,1.5860411376986543
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-02-19,1225,0,0.0,1.065228251633038,1.065228251633038
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-02-26,1230,0,0.0,1.1978198039153956,1.1978198039153956
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-03-04,1235,0,0.0,2.007001424261134,2.007001424261134
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-03-11,1240,0,0.0,1.4539558350250303,1.4539558350250303
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-03-18,1245,0,0.0,2.1581651433667557,2.1581651433667557
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-03-25,1250,1,0.04,1.4364849242039501,1.4364849242039501
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-04-01,1255,0,0.0,1.4777054838510286,1.4777054838510286
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-04-08,1259,1,0.04,1.810889622085326,1.6407780543521095
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-04-15,1264,0,0.0,1.07187895481076,1.07187895481076
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-04-22,1269,0,0.0,1.4725023669584347,1.4725023669584347
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-04-29,1274,0,0.0,1.8780389890701834,1.8780389890701834
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-05-06,1278,2,0.08,2.2985281906760187,2.093906343818283
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-05-13,1283,0,0.0,1.7972616076942172,1.7972616076942172
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-05-20,1288,0,0.0,2.1262962312163602,2.1262962312163602
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-05-27,1293,3,0.12,2.56887376448082,2.4615369910501252
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-06-03,1298,2,0.08,2.5256586782444628,2.394397873885973
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-06-17,1306,1,0.04,2.1696917169618852,2.083731593247423
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-06-24,1311,0,0.0,1.714987239628941,1.714987239628941
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-07-01,1316,0,0.0,2.0183958216720463,2.0183958216720463
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-07-08,1321,3,0.12,2.385139099870519,2.159800754408464
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-07-15,1326,1,0.04,2.396297155491409,2.2967271092938284
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-07-22,1331,2,0.08,2.808312876640263,2.159800754408464
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-07-29,1336,0,0.0,2.496930684874243,2.496930684874243
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-08-05,1341,0,0.0,1.8624665092893613,1.8624665092893613
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-08-12,1346,0,0.0,1.5262921709984214,1.5262921709984214
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-08-19,1351,0,0.0,2.01427905332166,2.01427905332166
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-08-26,1356,0,0.0,1.503812803471755,1.503812803471755
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-09-02,1361,0,0.0,1.7319259473208064,1.7319259473208064
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-09-09,1366,0,0.0,2.1852345954943826,2.1852345954943826
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-09-23,1374,0,0.0,1.8776374911813374,1.8776374911813374
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-09-30,1379,0,0.0,2.131744829147897,2.131744829147897
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-10-14,1384,0,0.0,2.062543476404858,2.062543476404858
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-10-21,1389,0,0.0,2.5103849544996892,2.5103849544996892
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-10-28,1394,0,0.0,1.4816900251516023,1.4816900251516023
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-11-04,1399,1,0.04,1.9255176929920812,1.9255176929920812
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-11-11,1404,1,0.04,2.415652318711302,2.415652318711302
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-11-18,1409,0,0.0,1.936534578058697,1.936534578058697
learned_2015-12-31_20260912_clip,learned_clip,2015-12-31,20260912,2016-11-25,1414,0,0.0,2.548634349862064,2.548634349862064
