job,iteration,objective,gradient_inf,last_step,last_backtracks
learned_2014-12-31_20260910_clip,0,0.6930225987958569,0.09000571349941608,0.0,0
learned_2014-12-31_20260910_clip,1,0.6540836129771685,0.005132181719352658,1.0,0
learned_2014-12-31_20260910_clip,2,0.653867564055721,0.0002085802393212941,1.0,0
learned_2014-12-31_20260910_clip,3,0.6538673544381407,3.1923867869836867e-07,1.0,0
learned_2014-12-31_20260910_clip,4,0.6538673544376851,7.198068096431198e-13,1.0,0
learned_2014-12-31_20260911_clip,0,0.6930225987958569,0.1335564116441424,0.0,0
learned_2014-12-31_20260911_clip,1,0.6443128918319436,0.006279813671544381,1.0,0
learned_2014-12-31_20260911_clip,2,0.6441536406412793,6.561440651030466e-05,1.0,0
learned_2014-12-31_20260911_clip,3,0.6441536190117879,9.333255479289457e-09,1.0,0
learned_2014-12-31_20260911_clip,4,0.6441536190117876,2.0469737016526324e-16,1.0,0
learned_2014-12-31_20260912_clip,0,0.6930225987958569,0.08308445399327574,0.0,0
learned_2014-12-31_20260912_clip,1,0.6448938046914859,0.00561683538231042,1.0,0
learned_2014-12-31_20260912_clip,2,0.6446706350300936,8.36945978970236e-05,1.0,0
learned_2014-12-31_20260912_clip,3,0.644670591038322,1.8855406793858928e-08,1.0,0
learned_2014-12-31_20260912_clip,4,0.6446705910383199,9.139824314052802e-16,1.0,0
learned_2015-12-31_20260910_clip,0,0.693124583115526,0.1365628583089173,0.0,0
learned_2015-12-31_20260910_clip,1,0.6441880368587148,0.006470259559594427,1.0,0
learned_2015-12-31_20260910_clip,2,0.6440237014882887,6.732938602490223e-05,1.0,0
learned_2015-12-31_20260910_clip,3,0.6440236811773853,8.6192545288577e-09,1.0,0
learned_2015-12-31_20260910_clip,4,0.6440236811773848,1.5027042110649091e-16,1.0,0
learned_2015-12-31_20260911_clip,0,0.693124583115526,0.08008642430881523,0.0,0
learned_2015-12-31_20260911_clip,1,0.6644869166974378,0.0029388627737484867,1.0,0
learned_2015-12-31_20260911_clip,2,0.6644376175933019,1.641950340595965e-05,1.0,0
learned_2015-12-31_20260911_clip,3,0.6644376159343018,5.566536396325178e-10,1.0,0
learned_2015-12-31_20260912_clip,0,0.693124583115526,0.06624219204672044,0.0,0
learned_2015-12-31_20260912_clip,1,0.65398166482439,0.0032175104723796916,1.0,0
learned_2015-12-31_20260912_clip,2,0.65387424806998,2.7567895790291813e-05,1.0,0
learned_2015-12-31_20260912_clip,3,0.653874239979792,2.200014682582352e-09,1.0,0
learned_2015-12-31_20260912_clip,4,0.653874239979792,2.211772431870429e-17,1.0,0
learned_2016-12-31_20260910_clip,0,0.6930499179826164,0.10941436398197034,0.0,0
learned_2016-12-31_20260910_clip,1,0.6437157960048017,0.006939708289642712,1.0,0
learned_2016-12-31_20260910_clip,2,0.6434476868300433,0.00010995657558410254,1.0,0
learned_2016-12-31_20260910_clip,3,0.6434476131958831,3.165042467391868e-08,1.0,0
learned_2016-12-31_20260910_clip,4,0.6434476131958766,2.7265516233665466e-15,1.0,0
learned_2016-12-31_20260911_clip,0,0.6930499179826164,0.06254488648281083,0.0,0
learned_2016-12-31_20260911_clip,1,0.6642223675452337,0.0031540759593929415,1.0,0
learned_2016-12-31_20260911_clip,2,0.6641583327063328,2.513064157606121e-05,1.0,0
learned_2016-12-31_20260911_clip,3,0.6641583294533212,1.5808894531996187e-09,1.0,0
learned_2016-12-31_20260911_clip,4,0.6641583294533212,4.215595794340291e-17,1.0,0
learned_2016-12-31_20260912_clip,0,0.6930499179826164,0.07405814497401954,0.0,0
learned_2016-12-31_20260912_clip,1,0.6667460447410707,0.002569960084001308,1.0,0
learned_2016-12-31_20260912_clip,2,0.6667052137014727,1.2463573312133328e-05,1.0,0
learned_2016-12-31_20260912_clip,3,0.666705212638071,3.34312840431783e-10,1.0,0
learned_2017-12-31_20260910_clip,0,0.6923258407995493,0.0931853378549428,0.0,0
learned_2017-12-31_20260910_clip,1,0.6530708123209815,0.00802113334005668,1.0,0
learned_2017-12-31_20260910_clip,2,0.6527982771728265,0.00025207190799360303,1.0,0
learned_2017-12-31_20260910_clip,3,0.6527980547188762,3.037399558592814e-07,1.0,0
learned_2017-12-31_20260910_clip,4,0.6527980547185818,4.5069156739963034e-13,1.0,0
learned_2017-12-31_20260911_clip,0,0.6923258407995493,0.09118569448381114,0.0,0
learned_2017-12-31_20260911_clip,1,0.6537321441906699,0.004354927748037581,1.0,0
learned_2017-12-31_20260911_clip,2,0.6536090737316165,4.23805185135219e-05,1.0,0
learned_2017-12-31_20260911_clip,3,0.653609061562516,4.35464887413306e-09,1.0,0
learned_2017-12-31_20260911_clip,4,0.6536090615625159,1.0424054679957891e-16,1.0,0
learned_2017-12-31_20260912_clip,0,0.6923258407995493,0.11457443369754154,0.0,0
learned_2017-12-31_20260912_clip,1,0.6446719873394766,0.007740277304369,1.0,0
learned_2017-12-31_20260912_clip,2,0.6444074029897023,0.00013884727239527392,1.0,0
learned_2017-12-31_20260912_clip,3,0.6444073164497159,5.101471920783028e-08,1.0,0
learned_2017-12-31_20260912_clip,4,0.6444073164497038,7.370731629208205e-15,1.0,0
learned_2018-12-31_20260910_clip,0,0.6928966339915423,0.11867653738451778,0.0,0
learned_2018-12-31_20260910_clip,1,0.6332032652745632,0.00996873813216136,1.0,0
learned_2018-12-31_20260910_clip,2,0.6326523001559697,0.000267052484094629,1.0,0
