history,method,cutoff,seed,alpha,annual_norm,endpoint_drift,policy_drift,intercept_change,maximum_abs_change
fixed_transform_step25,learned_market,2021-03-31,20260910,0.25,0.7113353164472896,0.2649831403077881,0.06624578507694702,-0.002592071923444461,0.030039448190520613
fixed_transform_step50,learned_market,2021-03-31,20260910,0.5,0.7113353164472896,0.2649831403077881,0.132491570153894,-0.00518414384688895,0.060078896381041226
fixed_transform_step100,learned_market,2021-03-31,20260910,1.0,0.7113353164472896,0.2649831403077881,0.2649831403077881,-0.0103682876937779,0.12015779276208245
fixed_transform_step25,learned_vol_interaction,2021-03-31,20260910,0.25,0.7493633458098397,0.34511202161642757,0.08627800540410689,-0.0032417400492478765,0.03615241634664937
fixed_transform_step50,learned_vol_interaction,2021-03-31,20260910,0.5,0.7493633458098397,0.34511202161642757,0.17255601080821378,-0.006483480098495753,0.07230483269329874
fixed_transform_step100,learned_vol_interaction,2021-03-31,20260910,1.0,0.7493633458098397,0.34511202161642757,0.34511202161642757,-0.012966960196991478,0.14460966538659747
fixed_transform_step25,learned_order_extension,2021-03-31,20260910,0.25,0.7517803974344213,0.3423328205196761,0.08558320512991903,-0.003128656538775504,0.03579957258694483
fixed_transform_step50,learned_order_extension,2021-03-31,20260910,0.5,0.7517803974344213,0.3423328205196761,0.17116641025983803,-0.0062573130775510355,0.07159914517388963
fixed_transform_step100,learned_order_extension,2021-03-31,20260910,1.0,0.7517803974344213,0.3423328205196761,0.3423328205196761,-0.012514626155102043,0.14319829034777926
fixed_transform_step25,learned_order_offset,2021-03-31,20260910,0.25,0.751237249332967,0.3461326001590113,0.08653315003975284,-0.0032417400492478765,0.03615241634664937
fixed_transform_step50,learned_order_offset,2021-03-31,20260910,0.5,0.751237249332967,0.3461326001590113,0.17306630007950566,-0.006483480098495753,0.07230483269329874
fixed_transform_step100,learned_order_offset,2021-03-31,20260910,1.0,0.751237249332967,0.3461326001590113,0.3461326001590113,-0.012966960196991478,0.14460966538659747
fixed_transform_step25,learned_market,2021-03-31,20260911,0.25,0.9781885052196915,0.25572159432028546,0.06393039858007135,-0.001028307162710962,0.02352393118321792
fixed_transform_step50,learned_market,2021-03-31,20260911,0.5,0.9781885052196915,0.25572159432028546,0.12786079716014273,-0.0020566143254218683,0.04704786236643584
fixed_transform_step100,learned_market,2021-03-31,20260911,1.0,0.9781885052196915,0.25572159432028546,0.25572159432028546,-0.004113228650843792,0.09409572473287169
fixed_transform_step25,learned_vol_interaction,2021-03-31,20260911,0.25,0.9853111192577458,0.28411524820879897,0.07102881205219977,-0.000636249624824281,0.026079725108230103
fixed_transform_step50,learned_vol_interaction,2021-03-31,20260911,0.5,0.9853111192577458,0.28411524820879897,0.1420576241043995,-0.001272499249648562,0.05215945021646019
fixed_transform_step100,learned_vol_interaction,2021-03-31,20260911,1.0,0.9853111192577458,0.28411524820879897,0.28411524820879897,-0.0025449984992970687,0.10431890043292039
fixed_transform_step25,learned_order_extension,2021-03-31,20260911,0.25,0.9925238231918141,0.2716958207773718,0.06792395519434295,-0.001024977472970423,0.024337097673875686
fixed_transform_step50,learned_order_extension,2021-03-31,20260911,0.5,0.9925238231918141,0.2716958207773718,0.1358479103886859,-0.002049954945940846,0.04867419534775137
fixed_transform_step100,learned_order_extension,2021-03-31,20260911,1.0,0.9925238231918141,0.2716958207773718,0.2716958207773718,-0.004099909891881637,0.09734839069550275
fixed_transform_step25,learned_order_offset,2021-03-31,20260911,0.25,0.992030788266841,0.28423074112970476,0.0710576852824262,-0.000636249624824281,0.026079725108230103
fixed_transform_step50,learned_order_offset,2021-03-31,20260911,0.5,0.992030788266841,0.28423074112970476,0.14211537056485238,-0.001272499249648562,0.05215945021646019
fixed_transform_step100,learned_order_offset,2021-03-31,20260911,1.0,0.992030788266841,0.28423074112970476,0.28423074112970476,-0.0025449984992970687,0.10431890043292039
fixed_transform_step25,learned_market,2021-03-31,20260912,0.25,0.6564639714750942,0.33652800259797655,0.08413200064949414,0.0006437505677287514,0.032453221472162425
fixed_transform_step50,learned_market,2021-03-31,20260912,0.5,0.6564639714750942,0.33652800259797655,0.16826400129898825,0.0012875011354575028,0.06490644294432485
fixed_transform_step100,learned_market,2021-03-31,20260912,1.0,0.6564639714750942,0.33652800259797655,0.33652800259797655,0.0025750022709150056,0.12981288588864967
fixed_transform_step25,learned_vol_interaction,2021-03-31,20260912,0.25,0.6575042459584366,0.3409780973933629,0.0852445243483407,0.00045423139274214375,0.03221107744447706
fixed_transform_step50,learned_vol_interaction,2021-03-31,20260912,0.5,0.6575042459584366,0.3409780973933629,0.17048904869668144,0.0009084627854842875,0.06442215488895411
fixed_transform_step100,learned_vol_interaction,2021-03-31,20260912,1.0,0.6575042459584366,0.3409780973933629,0.3409780973933629,0.001816925570968575,0.12884430977790823
fixed_transform_step25,learned_order_extension,2021-03-31,20260912,0.25,0.6577319472977651,0.3617087391942445,0.09042718479856113,1.339523651755492e-05,0.032806747161796074
fixed_transform_step50,learned_order_extension,2021-03-31,20260912,0.5,0.6577319472977651,0.3617087391942445,0.18085436959712228,2.6790473035165352e-05,0.06561349432359215
fixed_transform_step100,learned_order_extension,2021-03-31,20260912,1.0,0.6577319472977651,0.3617087391942445,0.3617087391942445,5.358094607027519e-05,0.1312269886471843
fixed_transform_step25,learned_order_offset,2021-03-31,20260912,0.25,0.6577899315829975,0.34791300646714196,0.08697825161678549,0.00045423139274214375,0.03221107744447706
fixed_transform_step50,learned_order_offset,2021-03-31,20260912,0.5,0.6577899315829975,0.34791300646714196,0.17395650323357098,0.0009084627854842875,0.06442215488895411
fixed_transform_step100,learned_order_offset,2021-03-31,20260912,1.0,0.6577899315829975,0.34791300646714196,0.34791300646714196,0.001816925570968575,0.12884430977790823
fixed_transform_step25,learned_market,2021-06-30,20260910,0.25,0.7113353164472896,0.3834060327456536,0.09585150818641341,-0.00810791275831535,0.03469920270477301
fixed_transform_step50,learned_market,2021-06-30,20260910,0.5,0.7113353164472896,0.3834060327456536,0.1917030163728268,-0.016215825516630672,0.06939840540954602
fixed_transform_step100,learned_market,2021-06-30,20260910,1.0,0.7113353164472896,0.3834060327456536,0.3834060327456536,-0.032431651033261344,0.13879681081909204
fixed_transform_step25,learned_vol_interaction,2021-06-30,20260910,0.25,0.7493633458098397,0.4485143412023008,0.1121285853005752,-0.010154112768027385,0.041578641255162
fixed_transform_step50,learned_vol_interaction,2021-06-30,20260910,0.5,0.7493633458098397,0.4485143412023008,0.2242571706011504,-0.02030822553605477,0.083157282510324
fixed_transform_step100,learned_vol_interaction,2021-06-30,20260910,1.0,0.7493633458098397,0.4485143412023008,0.4485143412023008,-0.04061645107210954,0.166314565020648
fixed_transform_step25,learned_order_extension,2021-06-30,20260910,0.25,0.7517803974344213,0.44847995762605913,0.11211998940651476,-0.010224389828011604,0.04136768582118994
fixed_transform_step50,learned_order_extension,2021-06-30,20260910,0.5,0.7517803974344213,0.44847995762605913,0.22423997881302957,-0.020448779656023236,0.0827353716423799
fixed_transform_step100,learned_order_extension,2021-06-30,20260910,1.0,0.7517803974344213,0.44847995762605913,0.44847995762605913,-0.040897559312046444,0.1654707432847598
fixed_transform_step25,learned_order_offset,2021-06-30,20260910,0.25,0.751237249332967,0.4505653225462795,0.11264133063656988,-0.010154112768027385,0.041578641255162
fixed_transform_step50,learned_order_offset,2021-06-30,20260910,0.5,0.751237249332967,0.4505653225462795,0.22528266127313973,-0.02030822553605477,0.083157282510324
fixed_transform_step100,learned_order_offset,2021-06-30,20260910,1.0,0.751237249332967,0.4505653225462795,0.4505653225462795,-0.04061645107210954,0.166314565020648
fixed_transform_step25,learned_market,2021-06-30,20260911,0.25,0.9781885052196915,0.38888488758317136,0.09722122189579284,-0.006509241024041573,0.037343249409136026
fixed_transform_step50,learned_market,2021-06-30,20260911,0.5,0.9781885052196915,0.38888488758317136,0.19444244379158568,-0.013018482048083146,0.0746864988182721
