policy,cutoff,end,seed,job_index,worker,epoch,train_n,presentations,optimizer_steps,training_order_sha256,online_joint_loss,final_model_train_return_mse,final_model_train_auxiliary_mse,validation_mse
disjoint0,2017-12-31,2018-12-31,20260910,0,0,1,271,1678,14,4ae3adec29884a83e9d34e00aa01999fdd73f2bd24b27ab727e5c60ac9381bf5,1.1149263891332624,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,2,271,1678,14,9a248adcbe11e62a361585adab142d451897e235e6182654f9e5fcfd3d402ced,1.1202341494315855,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,3,271,1678,14,634b32aef85a0f0d44fc51001d40639036db5aea238ab9ab80d88fa6bc596bf4,1.0976035832222084,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,4,271,1678,14,b1225f449ab71d124e41ba0e8ac510fde2a23492b662963f8e1823ae0347b419,1.105114036507203,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,5,271,1678,14,10345f369cb7f5adbee014538f710723abfb1893b86d078e9505f7b0a48f6153,1.11037931695172,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,6,271,1678,14,86014712a9b97b0f93588fc1ed5252bef48556c3e1162e4066a193ae8622353a,1.1054828884490766,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,7,271,1678,14,a4de27189e9ec87b4bdf862b825731ae500d4f497d6a2db2c1ab67510a1328c7,1.1023485621479612,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,8,271,1678,14,e45ec3a1f6cc90259fd798c2e8656a757902a019c85f930e7e41dbfbef2c3270,1.0956612961795247,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,9,271,1678,14,9076e561de28a3a6dbb350374aa02c8aa0c0cb5fd08c8c09b0d34ca78456e499,1.0887132734593106,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,10,271,1678,14,2675879ead487077d305387c6602a7308fe3f58f641ac800181e0e4950f51a18,1.1053841545982497,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,11,271,1678,14,3de185d0580cff8e9fdd70d471ae25dc569a689c1dcde5dfb15216ba83077e91,1.1118312808413044,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,12,271,1678,14,5771d9a822ad5819ea1ac82d62fa4132de17186908e5209f9708fd6bcf30857c,1.0895794233633593,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,13,271,1678,14,4ea8788ca3404fffe912ec91beb83f925a1932d59cdce3de9eb9907f6c45c3fa,1.075381671075173,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,14,271,1678,14,1d5a21b8d379ee100eeb9741f291e07477f5e8b00691f5911e1f07740c9c0e72,1.0423372620905398,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,15,271,1678,14,cd348705e991c02ed74aa786ca48305f5ca08a96b05d8f70801662b299213102,1.0394462995648526,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,16,271,1678,14,ae5d244d7ef8b9f18dbf4265319de59605dd8710ea2a05bc8943f4d27ae9bf8a,1.0278785376497617,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,17,271,1678,14,37ebb5559eb6e23d32b34cf2646d89c2ff88781a2913bd619c34bf33119b08e2,0.9931497146887205,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,18,271,1678,14,52768b9fc40f035a260db377ef3c4a73fa841810eb6512d0a4cae18055882c59,0.9607864469112174,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,19,271,1678,14,5f2331d812cac9845a1f291372b593f23e7c1eba9643e4b6006a094b62a997ef,0.9379581653460842,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,20,271,1678,14,13496d68d0f912db08f21463ebe645e6603de9c734d6c0bef1b89a60501c144d,0.9445458468720228,0.7359589551220315,1.055009486160595,0.000993179318520737
disjoint0,2017-12-31,2018-12-31,20260912,2,0,1,271,1678,14,156ac8988eb106bfe6629f4f9f718dd59b8871d0b0a7b1764b52313dc528d884,1.114198932062315,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,2,271,1678,14,de1be31a08c8dde43d6b99cd5653d6c96c906a3f12524081e35f3970552c59d7,1.1018944498466792,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,3,271,1678,14,aa1d07b2353c2a9e1d050f67f854715f90eae1f13a6c68c90f992ccbe4410403,1.1003144483600384,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,4,271,1678,14,499d352f71107b82e5dbe6acebfbb394a3dc7515a5fc856ca9eae8a2703b4d3d,1.0962343760127817,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,5,271,1678,14,5bca85724ff536b8eddbbf406859cc9dbb850c4f7c6566db8706f7aa344c554b,1.1065545977938018,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,6,271,1678,14,a3362ac55f0fcbc238b92b67f4671885de898581c431f5660ef961ac241de523,1.1044817835412235,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,7,271,1678,14,3ec9b15bc33418239ac60e57f9772a05118c32ffd2a92de1d2e9b452992dbda7,1.1000279338766197,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,8,271,1678,14,e36a289868ce287831b58d1eab5f8e2a1acd7a1b2504980f759263391fac028f,1.0932757261967347,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,9,271,1678,14,36d7e747470edec7f363d2544490880901415d9b81b7fb387ac75972259fcb74,1.1059081028698454,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,10,271,1678,14,9fb8e3e0118ca6b28dedf81fa8961a972f20e807764ad626905f17b602d415c4,1.095055561383944,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,11,271,1678,14,3358eb0c7e360b81ec2875234e1d7a5769565de54eddc5318c2ebdbea1b7b39e,1.1019557691728685,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,12,271,1678,14,d0da266f3703edee6261b57f73b8ae0cb57462a7ff9f8d7c5ba3393b017f17b1,1.1002682230043468,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,13,271,1678,14,7acb5f0a0cf562d7cfeaf6d9d6e6ab3ef7a3a895764006a837a33ffbd717e61b,1.0982865654242906,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,14,271,1678,14,55f9ffba318fcdb071d4c20a21f650038d2b6a2192537c6408d133f39de1e45d,1.0858971541203533,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,15,271,1678,14,6c208fdf7159dc734712e7c27e91f56dae20a8d0d1c60cfe96b4f54a033dc41a,1.0695717697774412,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,16,271,1678,14,9ec10a5a5569b479d70b7d16f161aa74c4db42680b7b3a4525eb20f62f73df2e,1.0244717984432543,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,17,271,1678,14,fec8f5e59479b8eb15e47ec7e7bb91479f01b491b4ae866d13ef7a5ed88f1e93,0.9778940069519152,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,18,271,1678,14,a25f3fe1e265a60f9d5b6a41a4d3445c739519f815e43a07eeeddca4507a5114,0.9285354403261633,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,19,271,1678,14,df19f222b1043cd6630f6274c2c08ab57494c375102fde1470a71eaaaac8cd38,0.8617008338383753,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,20,271,1678,14,4e428411b262030d2b7e148e4370d358d28fbefc396e7f257e006e8c2d05d2b4,0.8396686629544282,0.6071660043721414,1.0433917480531214,0.0012233834442554516
disjoint1,2017-12-31,2018-12-31,20260911,4,0,1,271,1678,14,664571894a497cb67371b2b9d7b1897f2d0de2099ef66fb5458348f7ff950b12,1.1371673204901676,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,2,271,1678,14,452b85e977c33c9562ed184e20dceef07d91bfa389a1eb28c11624d1c5df8db6,1.1074319820722323,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,3,271,1678,14,d1446e7f116edd8b6b17e4133f852dffaf075653510abc0ffd57141b137089f3,1.1087647781610772,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,4,271,1678,14,955f2736cef643f0c53b35b83765ec5e0d9b2f9f61621b224c95a076059d7850,1.0950935023333943,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,5,271,1678,14,cde9179ee6760d0e0d83402dfca0c3eaa33f92ddee91b8d8808cf359a185249f,1.0967475930328734,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,6,271,1678,14,2186150ac07ea22186c57aa14f55ca184fcbbd04b5a2cbb85bb7ef020445a1b4,1.0970358424448143,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,7,271,1678,14,0856b3d597e7426bb3c21767bc6ae067a01353e2478102de78e083d1490087f9,1.0905553777396892,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,8,271,1678,14,eded3dce08150c142a67af2d1ebe74220fb690f865c61beb6b7e84c9dd753298,1.1136267142585692,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,9,271,1678,14,41fa73db14a6ce177955633b64613127e7b558b50d0ca06f02affb71562a4249,1.1041568088588327,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,10,271,1678,14,eeb50e3e33694f529f200756cc73d1ee4bca8c1cf7c5e76e83075e7d077d6211,1.0827101145086186,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,11,271,1678,14,4a95f698c8e35ec8bc2c54c00a27d805167e55f9cc1531865c6e0480ed6c7bca,1.0867705421169267,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,12,271,1678,14,65ab5b1bf1c257f5a79625399238aa23e9c38cfd3acefbb091abdd6a7b2f07e5,1.1109353183137078,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,13,271,1678,14,f1d756dcb51145150dd77709909302737c32f1e652f791abc56715b517d61dde,1.0533744652308212,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,14,271,1678,14,01ff769b6317329a34b4c9a1aaa0fff2c651c2e0a775c655e811bbe885c90d2a,1.0244439571065755,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,15,271,1678,14,966493fd849cf0bc75e67eb0a5d25903e480264d373aca549b47d02a6c68b8f6,1.0013347854205052,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,16,271,1678,14,6c3927b6a47deadc11939c9295dd47719c10c88aa790dcec165fe95dd03a863f,0.9354853322451958,,,
disjoint1,2017-12-31,2018-12-31,20260911,4,0,17,271,1678,14,89b252d0966232ddba2ece4f0262444d005ccd480fecedfa69f1ee7b4b5819d1,0.9539068655973396,,,
