policy,cutoff,end,seed,job_index,worker,epoch,train_n,presentations,optimizer_steps,training_order_sha256,online_joint_loss,final_model_train_return_mse,final_model_train_auxiliary_mse,validation_mse
disjoint1,2017-12-31,2018-12-31,20260910,3,1,14,271,1678,14,5ec4dbdbd7f1958c3ecddcecfbfac51127a17cf54b938604cd7e653f77e14b54,1.089849659669101,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,15,271,1678,14,a808dcabe6ad7cd00f3bf3f50362ba16149ce7eee9b8b478f017b025c8ce7279,1.0773386838751555,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,16,271,1678,14,adfea168a589e3fda425e92702ac0206ef36b5a7306868bc626fcb8975e3f32a,1.0408100882929188,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,17,271,1678,14,27afe88bbca48c512fdc841568a11e1c7161751645c40c26529eff52db673b15,0.9687443113440695,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,18,271,1678,14,1fb9d272da19506d5351f52d30eea7fb4c3f0ad7c55190d2c1b1cf1baf0c50e7,0.9393046717819923,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,19,271,1678,14,b34cdf65949e9d39f4f68a2acf6bdac88bb6ac023bdc28bd55f4d5ddb3c23de9,0.8942178406078852,,,
disjoint1,2017-12-31,2018-12-31,20260910,3,1,20,271,1678,14,ed17ded5e61b671d21d07d3b9a4245ccbe46fb64ce427007d49f9b0e6fde4158,0.872494008316613,0.7003134732893002,1.0162536977511931,0.0011766557506782958
disjoint1,2017-12-31,2018-12-31,20260912,5,1,1,271,1678,14,fd45d4a52b4121b0a6f73a6756a805305bf1c20a31dc077d79474da9da4e379b,1.1105800843636668,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,2,271,1678,14,1f869893de63605f687c6e6f3d4fb26b7e1347762a128ed29a1438ee9a1109c4,1.0961237437534674,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,3,271,1678,14,1cab83f2060782999399a8b81ffa0e42700eebd9a9a47ef674780b65eb7cffac,1.1225556554328273,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,4,271,1678,14,2ce5d8d5c624c36a5c1b801d6724ff389ff3485c1eb063c1048c5e8ea9f30aaf,1.0989772109792115,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,5,271,1678,14,949bed2fdc33fc52878d33eb128635e4380258149263c7de334f78eab32bc765,1.0901010217626843,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,6,271,1678,14,cfa36c0e4da91ac57bef794ce6532b0da246ac095f24d496c2f27c0cca8b0147,1.101089957360005,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,7,271,1678,14,2f83a106214492aa9a8dcc83f167db89585a4914c58aa368534812c1ed8ed55e,1.1043412469425133,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,8,271,1678,14,44f3b8adef3132a168eb24d7913d1458c80657bb306435d7d350fa07d6038311,1.0887551421346198,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,9,271,1678,14,de46dafaf8d5cec56ead748db4831914b7436ac4acc056504817c5d385b3aa85,1.099042557845951,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,10,271,1678,14,4770e1b94feb91c086d206f0903167d5d644a97be00556fd37e140b0e16602e4,1.1077511223195136,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,11,271,1678,14,94531d3b1e44b127a4f3d70056319166065939a5ae3727dfc8d8dfdb8921f8cf,1.090848834210556,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,12,271,1678,14,22e037a5035a9d80efcc8304111d5e4cdaaeb8b76fb316366ef4b0a49a30dfef,1.091405085713133,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,13,271,1678,14,4b67f2db4091acd1629568c2c3083423f81df2b524d46f6007c4709d69abaad0,1.1003294950162412,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,14,271,1678,14,e23ef41fc0c5348a4697df56bb5f1cfc7bbdb1e69192546c3b7e831d367a808d,1.081055518483945,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,15,271,1678,14,2ef9111e249d925922deb59d952a899519eaa65c07de0d5fb83d28d8aabad00e,1.0704414681115224,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,16,271,1678,14,85883cdc5c999976236e5f2d15f1d305431e02f49213bd7f755df782fd9c16f9,1.0523923577227952,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,17,271,1678,14,f6fb3c46a351c1e1fe72acc126e3a264ac2c8582d856aa527fcd9c6bf25fe0d0,1.0360261945673337,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,18,271,1678,14,394af4ad1b044687069d7bf7226db9061718aff5bccc34f7e5480191f0b4cf6a,0.9937302688307643,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,19,271,1678,14,1caa950630eeb94eee21394e21cc9b3e267947b9a80f63c5c1913d3f63625f27,0.9684566422781871,,,
disjoint1,2017-12-31,2018-12-31,20260912,5,1,20,271,1678,14,408d551af89bdf0aa7dbc3d179051f83f32ea44e2d2a701820f82d5cd4a26d27,0.9336658067939108,0.799119791030172,1.0928681451016247,0.0012661890179732351
disjoint2,2017-12-31,2018-12-31,20260911,7,1,1,273,1678,14,79dff31ad240798e2991b0eac05e1cd5e5f3c553beee23e47b6d0c7b9bd25c15,1.1179116133143137,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,2,273,1678,14,28f77420ac330114fa5df4c3d9e36ba25000e5ffd4b80a98eb5db3bcceb49747,1.1159018289488747,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,3,273,1678,14,5ea1e9dfd6e0cc657319ea731fc9a9be214e34d096772ec96e20713584f22f15,1.1010993141525551,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,4,273,1678,14,7045dc19d3726af96c89b5c6f33484699c3b5d27058f927a07194a929f0c4583,1.109398838305786,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,5,273,1678,14,ad974ac9fd6f9aef5b95477d262288a8df337bf45bf82817bb15907c733abc08,1.1003661330465195,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,6,273,1678,14,03451e4760ed51fca9d59f6814ddb71cacef806953da36e0f5b731e566504e01,1.0984180293293477,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,7,273,1678,14,8998da2b019061183663a90789154cd885496ecd4d0987e4b34054973e30e921,1.0916306537723655,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,8,273,1678,14,664a0c1112e47e1a191e0fb3af201ea1190b8a50103c123780a1169f133c7fb7,1.1114372692744694,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,9,273,1678,14,a2844a897f7c4f83e70d8b4172e1f406fb846a502f175bbf5136e1c70edc78c3,1.0875974308179872,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,10,273,1678,14,6c3d7ab454116c1f12c7aa8eb4779e6edbbcc054715e4568b10fcafadca6b438,1.0477205668359604,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,11,273,1678,14,c495ac6ed75b8c6a75ab8a4436bc137f8a543e7f6e07bee23a36d3299c8849ff,1.0177581335847512,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,12,273,1678,14,4fb441667f827937ca457dd8a5b7dde51449262c817a0dc0d6e21ca6b62df3a7,0.9847541567963838,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,13,273,1678,14,ca205a5d0eb01fa4106c660615c6a150cfcb5ec5e960f253cabe8a8b8aaa8681,0.9558329732113998,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,14,273,1678,14,d1c386215d95be1961a6b5e59438b55c811ccb4f61e7c3c82ca96b87beb308c7,0.9217867685728335,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,15,273,1678,14,52fdf14a32fa046c705de46710a6a5be4df86317948928a543de30da7a119131,0.9010835714078773,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,16,273,1678,14,211b4a65d74694c2fea334cec668cb72363abe952cd252dcd6c004ce146108f3,0.8744058476869767,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,17,273,1678,14,99484e095ee31f547e0d24b09967c793cadd3c04bc6a95316f7f0544620dd84c,0.8342864097088256,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,18,273,1678,14,6f3b6a486d9ff774083360abcc025f15a504059222212788d394cea90f3ffb26,0.8377131479431534,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,19,273,1678,14,3a69964a97225adfcf237d14426c2822c3d4db385d064a675e51abfd3addc178,0.8004536577750162,,,
disjoint2,2017-12-31,2018-12-31,20260911,7,1,20,273,1678,14,6d91a983e4238746cce07966948bfe50330e4051e7dd3d85882dda18dd21cc29,0.7954894671565159,0.590117228151136,0.9079436946646634,0.0011831856747410185
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,1,1678,1678,14,70819786afeff1a0822618e20c027ee1a395acb9c345dc7190b8aafb57aff93f,1.1152238469655238,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,2,1678,1678,14,eaf5f9808587a8b58fb1f34a8722fa719d35fa9fd135d837800e083848722456,1.107453175466308,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,3,1678,1678,14,ed01a5b4a389a41f83aa336d816591aa97889d6b63933d7923ab3d0ffd651f0a,1.105944857303235,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,4,1678,1678,14,9598ee712dae6f2aa591aa9f9016d6db4882acac98b48dc66a5132168b44be2b,1.1030108768124405,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,5,1678,1678,14,b9c558c5cb5e236435ba5364075b8602b0ddc01f08152f77fc8e83ac8b0eb854,1.1030137782585636,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,6,1678,1678,14,9a6e06a8e7fa2c6288210818de46a40ac51e03f5998ebef5ebe657f0a16098d1,1.1024193687007027,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,7,1678,1678,14,a5c6260a93c58976ffffdcefeb05b469deba6288fb23f5cbbb8d4e69fab75253,1.1018554104383285,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,8,1678,1678,14,0499b7d5cee67bc22a8778c4b3ede19afe7d1b0b751329ff28746ba3638c9b97,1.1021797776364315,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,9,1678,1678,14,0ebf93cc4384855811859b5d7c4bc592dd97e527d319d3737dd07cef0eff3c38,1.1014743335056647,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,10,1678,1678,14,56d196e3f815784ebae334dd4d6173b0aa2d7029530fdbc7a92c4b649ff1431c,1.101228502282653,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,11,1678,1678,14,86b41fed7841bba2c0f9eb46d1a20eba09e67807bd4b5d1baf3f0d7322a67f8f,1.1020645754982377,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,12,1678,1678,14,acb73fcf4d43a8181c97b413213007ad6502dbbd7a950b9470fea47171154787,1.1000950715823168,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,13,1678,1678,14,236ddfd224b689180b592cb1b5da9c77d50daa67a2bee7875fd2bf03f50989ba,1.100161846474044,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,14,1678,1678,14,1d1fc065f41b73da0904898c8f3132f644e8333e511ac5fac7031536edb95f90,1.0982246461443168,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,15,1678,1678,14,f6701c887be8ab8ed399c260f8d1252b2650fd740361dadcd366e4be2f55c44e,1.0958533570507853,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,16,1678,1678,14,46865589023a109685c6a56366ac3b2c30d1f4e1f0be15af1f4cf385cf59f4d6,1.0931882326878581,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,17,1678,1678,14,74d7f27fc29798d0691f832f3365ebe866b38cf5231e7dd4fe447edce48ceba9,1.0733497367286,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,18,1678,1678,14,7c1389e30574f192219afb7fa6f198aeee6a24a4f8a568043f86244b22009600,1.055937040761486,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,19,1678,1678,14,7304dd63d9fbea56e11f518d264615691add0532fb8f02ab8b449b51426958e8,1.0412760196482325,,,
quarter_equal,2017-12-31,2018-12-31,20260910,9,1,20,1678,1678,14,3cea0dd4db06c5b05e2d3534de0c96c6eb2dfa9daf163b0cdcd10ce2d4d4a4f5,1.0204712379106606,0.8391137131699242,1.0490529610332455,0.0011854139535517776
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,1,1678,1678,14,dcdad8c2c521c714815b9a8446c1d367625d81c60a42984d904609a3b887e39d,1.1211583723754792,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,2,1678,1678,14,b732df7ba97f4634ae91f86a1efba7536e3c0fee984d643fd9fa71ebb082bee0,1.1088916431308786,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,3,1678,1678,14,29d9a468fca6873d461e72d575551b999c0883481e70bb9e3123a2afe623286e,1.1084726193522383,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,4,1678,1678,14,dc2f1c98c37d6712e5fde9d9f1cc7946641a03d5ec6a8e77a2b101f280561dbb,1.1049117539011395,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,5,1678,1678,14,d2fdaa10233a9c6f7ae4073219b001bfca9cf0e18798aac386e8e6c01ae5c1ad,1.1042560574479836,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,6,1678,1678,14,053d64ed7eaa688e8c4dfa2f302b3fae75ddd5783e47c521c904ea287feea4eb,1.102363088489005,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,7,1678,1678,14,0e0d824e68e1f42158ad1447ca91815fcbef96ff4019bafb9de91374c50088cb,1.1028341518113383,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,8,1678,1678,14,b8cbf45837af118905af86269f54196b0b806674a2b21bfc4fdb46f9f3c189bd,1.1020474068030128,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,9,1678,1678,14,83eca930738b78da251ef32e957526a202540d64f0d45e6ab67ab5afcee2ef05,1.1030627562263726,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,10,1678,1678,14,ef395a29ae682e2e3ff7f5e337062bd5bcb6b737d80bd21c1d7fcb7fcd7a5b45,1.1007331675795462,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,11,1678,1678,14,0448ffe69e5ac4a9045a42ee2dc8a02c4c25539db3177fb39e0f314c17db0090,1.1009258467335525,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,12,1678,1678,14,0ae5071ce42560180bf8309772270e4e99c8628bfd2baab1e6ea39682ce7c447,1.1004481723396655,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,13,1678,1678,14,5ca0877cc9afbde39ccbd87142e05c045bfb50e636c19e945df6bbab77f049c5,1.0997362037381342,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,14,1678,1678,14,4aac69f0598b892cf59e8e02473a4c9e25948ae87b241a4363116f7e9d848db6,1.0955918774417246,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,15,1678,1678,14,d3a20dadd16e810d362aa0d5f48c01bb3e16a9bb2e79315c986f25f6cc82a281,1.090042390968291,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,16,1678,1678,14,53f7ef368fd273cc3e6b7ed38f354df9c164ae40004e52b145dfb464a9a61b53,1.0751197633640985,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,17,1678,1678,14,0fb56ff3e0432d59af1bb34588f2793c01e0285d73dda141965501220024dd69,1.0448160364389136,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,18,1678,1678,14,974a78dee1f1ea797ec1e450ba2485b1efa174c02fd60687d005f2599a2615da,1.0587887756162377,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,19,1678,1678,14,825dec6e4e381d6dfd9c6b58b71e1a3bdfdfa6311a3323b8e3cb9fff3da49e02,1.0401629876252152,,,
quarter_equal,2017-12-31,2018-12-31,20260912,11,1,20,1678,1678,14,d972498d4d099b9526fb54fc05daca45276a84b7ae6578d65591be22ad447d97,1.022476226695246,0.8960419727647947,1.0577933342490162,0.001022791969615358
recent3y,2017-12-31,2018-12-31,20260911,13,1,1,595,1678,14,242bf9a152e139f91cb6119a1aaf2256d073098aafbcc8f38190db1823f6c7e7,1.123656298427957,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,2,595,1678,14,43588005a5596f573141aab466524220669b1ade14806bbad287de0401705402,1.1020430313674145,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,3,595,1678,14,a79e123e4fdf33d79cf93045ce13e1c367a9a8cd8357c10a517943fa5af1534b,1.116804897074762,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,4,595,1678,14,4f0d6018b5538e4b43e60e3dbd39d287e740a0d09a29db66ef262c4d018604c2,1.0871013080405962,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,5,595,1678,14,7825ae85f8e7fa24ba728174afb8f9092ac47ffbeb6edd167254b8ef27421a2c,1.0994475838396347,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,6,595,1678,14,590bbac1b7abdfbc6e1dc497c9b40ba757c865bf9f4343430ac6a4f3ec65cf08,1.0619234100996524,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,7,595,1678,14,315e4b9f4d5cd42a097995e66e26d9b0b561650a70f4299b50aea8374f8125b7,1.0016416328314235,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,8,595,1678,14,a71ca2ca5922d198f4c91d43198a698ac0002675ee043cda4969b03632220aec,0.9845717653046063,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,9,595,1678,14,e79bb3e3cc6b75ca0360af99ec819e6d61ffd6e496d32ec9d4d33046eda1e0c8,0.9563044029708698,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,10,595,1678,14,732d020f78cf97e09cb68de8014f6e4917b98f9c6b8a79b6adca34d2c40f5549,0.90967075574668,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,11,595,1678,14,366e6bc738a28d3a534d2a86aec71748bdc03918b83c33fbb2fefcdd7761b209,0.8695351950318083,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,12,595,1678,14,cf7799c1529cef4f71f560b147f073e3b81d75552cf178493dbb6323f841a7da,0.8424785654365803,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,13,595,1678,14,c577644466a461d7bb8d93644fc0b5eb38b85e7550eecdd07de45d23a244323b,0.8198293838938598,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,14,595,1678,14,6a44c7a3c3b24b25e3432b0a8ce00ee7092b37e56eb776e092f32ddf68437034,0.7839917957569618,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,15,595,1678,14,5ce401edec5d2aa78fad13f614944afa0b9068bf2eaed6dd11fcf0691b8704c0,0.7935625914311096,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,16,595,1678,14,2dcb591fbe69dd0cc5b208d5dc160c2406613f3f845120008139c0dbcefa0bdc,0.7640802681232948,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,17,595,1678,14,b3045d40b46266062c85e8122cf24c2086eabc9806b168575f853fd062ea8645,0.7444461668631743,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,18,595,1678,14,f559f4cadc80ca12ca96c88e7362650af2f682c86c8151181aa364e99eaf6d7c,0.7278942239867063,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,19,595,1678,14,79dc4e411e68e7231ed047b55144522883e9ca5f7f26985119d344ae81b35bb1,0.7081281306916966,,,
recent3y,2017-12-31,2018-12-31,20260911,13,1,20,595,1678,14,9926a451f9b7b7510eaa0a70cc9ee9a630c61b4906bad4ac9bfae4c64fc90e24,0.6819912016889051,0.5004627130163701,0.9562038194544676,0.0014563472293097973
disjoint0,2018-12-31,2019-12-31,20260910,15,1,1,310,1921,16,4ea7e36272c49a694495d66c7487f18daec99369771f22b5e51b6ea3c80e947e,1.1136713301310124,,,
disjoint0,2018-12-31,2019-12-31,20260910,15,1,2,310,1921,16,0594ed245d5a69bd58316c7b9e2d7126b0083971602cbba876552a14e20edc67,1.105103837519124,,,
disjoint0,2018-12-31,2019-12-31,20260910,15,1,3,310,1921,16,61da9bb1891e02c51808faa96f3f8d120dba95387a80b68b9186e5e98bcd30e0,1.1064262126399353,,,
disjoint0,2018-12-31,2019-12-31,20260910,15,1,4,310,1921,16,04ff170f85236a1a57e5d3d643b342eddfb5dc4ff5e8e7319318c82fc885880a,1.1041350849961813,,,
disjoint0,2018-12-31,2019-12-31,20260910,15,1,5,310,1921,16,77197c36126ecb555d2951e5b4477b7b217a6754238c042c0d28dae05ce59822,1.1035022489466684,,,
disjoint0,2018-12-31,2019-12-31,20260910,15,1,6,310,1921,16,9f3c0ef00fa0b4940f2ae5e6ec48605f98f036f019866e3cc52a4108056cd791,1.1047054141340995,,,
disjoint0,2018-12-31,2019-12-31,20260910,15,1,7,310,1921,16,45f938461519b125ccbecbf2af0e628639d9c1274f5d2a5e53ff9c3e75bca81d,1.093910508249527,,,
disjoint0,2018-12-31,2019-12-31,20260910,15,1,8,310,1921,16,566ce69ada6b30c52c70f90e6f641ba1d14147586f6add7e4ad8963734704417,1.0939722487170642,,,
