cutoff,train_n,adjacent_return_correlation,top_one_percent_rows,top_one_percent_mean_loss_share,top_one_percent_fitted_loss_share,training_mean_mse,fitted_mean_seed_mse,fitted_ensemble_mse
2017-12-31,1678,0.7795798582537197,17,0.14508672547398035,0.13988097694644294,0.0008790234860991678,0.0007930742704558431,0.0007720590535202401
2018-12-31,1921,0.7762086370360087,20,0.14025051353697568,0.1323702159561348,0.0008817294176495534,0.0007729084348864554,0.0007401755463419793
2019-12-31,2165,0.7793027626908622,22,0.13559828975561297,0.12748943173807328,0.0008701222910330745,0.0007806096352867178,0.0007547335060158655
