cutoff,grouping,period,rows,sample_share,mean_loss_share,fitted_loss_share,fitted_auxiliary_loss_share,mean_return,return_sd,fitted_mse,fitted_ensemble_mse
2019-12-31,quarter,2018Q3,64,0.02956120092378753,0.033372619634608525,0.03603615152853243,0.030434512950386572,-0.003498947738934011,0.030903108835207697,0.0009515908089914102,0.0009349503991353659
2019-12-31,quarter,2018Q4,60,0.02771362586605081,0.02747045089049164,0.028763664910124918,0.034717526404895976,-0.00486560645173767,0.028618671865695507,0.0008101860825979879,0.0007942930237999777
2019-12-31,quarter,2019Q1,58,0.02678983833718245,0.04570316095832647,0.03931928969781625,0.04471317417229046,0.025689741963280374,0.03016940644434656,0.001145696215275228,0.0011161419904913799
2019-12-31,quarter,2019Q2,60,0.02771362586605081,0.0281181963829207,0.022612617273433118,0.032803596375876015,-0.002167414561970579,0.029456071598173213,0.0006369295381271638,0.0006101875581335539
2019-12-31,quarter,2019Q3,65,0.03002309468822171,0.01792127346994141,0.01980226582373594,0.018557391850498588,1.619964380306948e-05,0.022725849028265202,0.0005148649618915326,0.0005017288118452946
2019-12-31,quarter,2019Q4,55,0.025404157043879907,0.00787459081183324,0.010312036138080015,0.010872672468514168,0.003178897762259701,0.01635864392695031,0.0003168644704449792,0.0002743079618426749
2019-12-31,index_block,0,433,0.2,0.22037400322900091,0.21814330064432708,0.2190499577674092,0.00010174885501800089,0.030921207646343655,0.0008514238117810449,0.0008224394124418801
2019-12-31,index_block,1,433,0.2,0.20398494515431242,0.21756402446746248,0.1929918517039892,-0.0015270368676839575,0.029612028071768545,0.0008491628689552822,0.0008211733353922571
2019-12-31,index_block,2,433,0.2,0.3117703571413348,0.29758648445675173,0.2830818585830176,0.006624330589250215,0.03650212660078348,0.0011614943854902074,0.0011379415927623695
2019-12-31,index_block,3,433,0.2,0.07561116367210624,0.0831030609677804,0.10689440100126384,0.0030534179529617517,0.01808852419722218,0.00032435525056634466,0.00029887089050234354
2019-12-31,index_block,4,433,0.2,0.18825953080324564,0.18360312946367846,0.19798193094432015,0.00038121537670369934,0.028587298713103913,0.0007166118596407103,0.0006932422989804771
