job,solver,solver_success,iterations,probability_gap,objective_gap,gradient_inf,coefficient_gap
rolling5_learned_market_2021-06-30_20260910,L-BFGS-B,True,76,6.85138054068446e-08,1.6653345369377348e-15,3.8450701507312945e-09,
rolling5_learned_vol_interaction_2021-06-30_20260910,L-BFGS-B,True,80,5.71461048481936e-08,1.3322676295501878e-15,6.246987236204794e-09,
rolling5_learned_order_extension_2021-06-30_20260910,L-BFGS-B,True,76,7.080558805938608e-08,2.4424906541753444e-15,6.106040925917683e-09,
rolling5_learned_order_offset_2021-06-30_20260910,brentq,True,11,,0.0,3.905296225292787e-15,2.4591439995447217e-14
rolling5_learned_market_2021-06-30_20260911,L-BFGS-B,True,81,6.079368114475514e-08,1.2212453270876722e-15,7.572984010066966e-09,
rolling5_learned_vol_interaction_2021-06-30_20260911,L-BFGS-B,True,74,1.2873412602587564e-07,8.43769498715119e-15,8.485003935522397e-09,
rolling5_learned_order_extension_2021-06-30_20260911,L-BFGS-B,True,75,2.1328134325315773e-07,1.021405182655144e-14,3.3846944794547855e-08,
rolling5_learned_order_offset_2021-06-30_20260911,brentq,True,11,,0.0,3.686287386450715e-18,2.0539125955565396e-15
rolling5_learned_market_2021-06-30_20260912,L-BFGS-B,True,82,7.297499460268142e-08,1.6653345369377348e-15,6.701000695302772e-09,
rolling5_learned_vol_interaction_2021-06-30_20260912,L-BFGS-B,True,76,6.663590768063443e-08,1.3322676295501878e-15,9.466726118832237e-09,
rolling5_learned_order_extension_2021-06-30_20260912,L-BFGS-B,True,82,4.665549341309472e-08,5.551115123125783e-16,7.215065353765454e-09,
rolling5_learned_order_offset_2021-06-30_20260912,brentq,True,12,,1.1102230246251565e-16,3.0357660829594124e-18,6.078471059822732e-15
rolling5_learned_market_2021-09-30_20260910,L-BFGS-B,True,78,1.4585406993283812e-07,5.329070518200751e-15,1.7476967342083816e-08,
rolling5_learned_vol_interaction_2021-09-30_20260910,L-BFGS-B,True,81,1.2860008014037305e-07,4.6629367034256575e-15,2.801798252780041e-08,
rolling5_learned_order_extension_2021-09-30_20260910,L-BFGS-B,True,80,8.834558407055937e-08,2.6645352591003757e-15,1.0316766628601544e-08,
rolling5_learned_order_offset_2021-09-30_20260910,brentq,True,11,,0.0,2.6020852139652106e-18,6.938893903907228e-17
rolling5_learned_market_2021-09-30_20260911,L-BFGS-B,True,71,9.107999410229439e-08,1.6653345369377348e-15,1.6932226908875254e-08,
rolling5_learned_vol_interaction_2021-09-30_20260911,L-BFGS-B,True,73,5.436675643011313e-08,1.6653345369377348e-15,1.1359860683200773e-08,
rolling5_learned_order_extension_2021-09-30_20260911,L-BFGS-B,True,75,6.341055902581161e-08,2.886579864025407e-15,4.888410105093749e-09,
rolling5_learned_order_offset_2021-09-30_20260911,brentq,True,11,,0.0,5.204170427930421e-18,1.3877787807814457e-17
rolling5_learned_market_2021-09-30_20260912,L-BFGS-B,True,71,8.036834753255562e-08,2.6645352591003757e-15,8.147179323664115e-09,
rolling5_learned_vol_interaction_2021-09-30_20260912,L-BFGS-B,True,74,1.0061298566510501e-07,3.1086244689504383e-15,5.102414905953229e-09,
rolling5_learned_order_extension_2021-09-30_20260912,L-BFGS-B,True,74,8.41225856751393e-08,2.4424906541753444e-15,6.172174234436809e-09,
rolling5_learned_order_offset_2021-09-30_20260912,brentq,True,10,,1.1102230246251565e-16,8.131516293641283e-18,1.2424783424336283e-12
rolling5_learned_market_2021-12-31_20260910,L-BFGS-B,True,76,6.968170662702278e-08,2.9976021664879227e-15,7.748110189900737e-09,
rolling5_learned_vol_interaction_2021-12-31_20260910,L-BFGS-B,True,85,5.5969771040054184e-08,1.2212453270876722e-15,8.305175576124937e-09,
rolling5_learned_order_extension_2021-12-31_20260910,L-BFGS-B,True,77,4.8419283138478875e-08,2.220446049250313e-15,5.92230684577557e-09,
rolling5_learned_order_offset_2021-12-31_20260910,brentq,True,11,,0.0,1.3118846287074604e-17,2.7755575615628914e-17
rolling5_learned_market_2021-12-31_20260911,L-BFGS-B,True,81,5.4088638679061773e-08,1.5543122344752192e-15,4.222548033883805e-09,
rolling5_learned_vol_interaction_2021-12-31_20260911,L-BFGS-B,True,79,7.293579096234737e-08,2.4424906541753444e-15,1.3966141098427018e-08,
rolling5_learned_order_extension_2021-12-31_20260911,L-BFGS-B,True,77,7.717155786624019e-08,2.886579864025407e-15,6.7520650345832475e-09,
rolling5_learned_order_offset_2021-12-31_20260911,brentq,True,11,,1.1102230246251565e-16,1.474514954580286e-17,5.0074194790639126e-11
rolling5_learned_market_2021-12-31_20260912,L-BFGS-B,True,77,1.435900578439231e-07,5.995204332975845e-15,2.6445900309923775e-08,
rolling5_learned_vol_interaction_2021-12-31_20260912,L-BFGS-B,True,78,5.858820328885628e-08,1.7763568394002505e-15,7.242341978951419e-09,
rolling5_learned_order_extension_2021-12-31_20260912,L-BFGS-B,True,78,8.650269589516313e-08,3.885780586188048e-15,7.95559058691317e-09,
rolling5_learned_order_offset_2021-12-31_20260912,brentq,True,10,,1.1102230246251565e-16,2.3852447794681098e-18,1.9981238885691255e-13
rolling5_learned_market_2022-03-31_20260910,L-BFGS-B,True,69,9.516354387839598e-08,4.440892098500626e-15,8.66415482631347e-09,
rolling5_learned_vol_interaction_2022-03-31_20260910,L-BFGS-B,True,75,7.190974926629679e-08,4.440892098500626e-15,6.296958687227079e-09,
rolling5_learned_order_extension_2022-03-31_20260910,L-BFGS-B,True,73,8.440966992040444e-08,6.328271240363392e-15,8.013742931886007e-09,
rolling5_learned_order_offset_2022-03-31_20260910,brentq,True,11,,0.0,2.4936649967166602e-18,8.326672684688674e-17
rolling5_learned_market_2022-03-31_20260911,L-BFGS-B,True,63,7.169588012168049e-08,2.886579864025407e-15,7.745301149790842e-09,
rolling5_learned_vol_interaction_2022-03-31_20260911,L-BFGS-B,True,70,8.552128760719313e-08,4.218847493575595e-15,5.18235533566308e-09,
rolling5_learned_order_extension_2022-03-31_20260911,L-BFGS-B,True,72,6.790195233863372e-08,2.7755575615628914e-15,8.980975856444709e-09,
rolling5_learned_order_offset_2022-03-31_20260911,brentq,True,12,,1.1102230246251565e-16,1.0842021724855044e-17,1.2490009027033011e-15
rolling5_learned_market_2022-03-31_20260912,L-BFGS-B,True,58,8.543129614846379e-08,1.887379141862766e-15,1.6447364524149743e-08,
rolling5_learned_vol_interaction_2022-03-31_20260912,L-BFGS-B,True,58,6.277572522916941e-08,7.771561172376096e-16,6.080364847466796e-09,
rolling5_learned_order_extension_2022-03-31_20260912,L-BFGS-B,True,57,4.2325764670891886e-08,3.3306690738754696e-16,2.4768480536962317e-09,
rolling5_learned_order_offset_2022-03-31_20260912,brentq,True,12,,0.0,3.903127820947816e-18,4.08006961549745e-15
rolling5_learned_market_2022-06-30_20260910,L-BFGS-B,True,76,7.946758417975985e-08,1.9984014443252818e-15,1.3884027069742746e-08,
rolling5_learned_vol_interaction_2022-06-30_20260910,L-BFGS-B,True,76,9.846126236556785e-08,4.218847493575595e-15,6.5774170960025e-09,
rolling5_learned_order_extension_2022-06-30_20260910,L-BFGS-B,True,76,5.994566038003413e-08,2.1094237467877974e-15,5.7916753021074185e-09,
rolling5_learned_order_offset_2022-06-30_20260910,brentq,True,9,,0.0,7.83336069620777e-18,2.688821387764051e-16
rolling5_learned_market_2022-06-30_20260911,L-BFGS-B,True,72,9.09024520656665e-08,4.3298697960381105e-15,5.5485662602038424e-09,
rolling5_learned_vol_interaction_2022-06-30_20260911,L-BFGS-B,True,71,9.791741373277318e-08,1.4432899320127035e-15,1.0953390372991055e-08,
rolling5_learned_order_extension_2022-06-30_20260911,L-BFGS-B,True,72,1.5130150066156034e-07,6.5503158452884236e-15,1.1583881712277097e-08,
rolling5_learned_order_offset_2022-06-30_20260911,brentq,True,13,,1.1102230246251565e-16,5.074066167232161e-17,1.0669798378160067e-12
rolling5_learned_market_2022-06-30_20260912,L-BFGS-B,True,77,4.752885451875244e-08,7.771561172376096e-16,3.3434907222408897e-09,
rolling5_learned_vol_interaction_2022-06-30_20260912,L-BFGS-B,True,75,7.31040675772121e-08,2.886579864025407e-15,1.5085888472243444e-08,
rolling5_learned_order_extension_2022-06-30_20260912,L-BFGS-B,True,76,5.5756400940687456e-08,9.992007221626409e-16,4.908302391587981e-09,
rolling5_learned_order_offset_2022-06-30_20260912,brentq,True,10,,0.0,3.152859917587847e-15,1.5501488981328748e-14
rolling5_learned_market_2022-09-30_20260910,L-BFGS-B,True,83,6.443346867168742e-08,1.4432899320127035e-15,9.120510984810703e-09,
rolling5_learned_vol_interaction_2022-09-30_20260910,L-BFGS-B,True,79,1.3284915301170486e-07,7.327471962526033e-15,1.254500686453464e-08,
rolling5_learned_order_extension_2022-09-30_20260910,L-BFGS-B,True,82,6.751621134393204e-08,1.7763568394002505e-15,9.617499801948702e-09,
rolling5_learned_order_offset_2022-09-30_20260910,brentq,True,11,,1.1102230246251565e-16,2.0057740190981832e-17,3.2612801348363973e-16
rolling5_learned_market_2022-09-30_20260911,L-BFGS-B,True,71,5.6346849519606224e-08,9.992007221626409e-16,3.774194440482603e-09,
rolling5_learned_vol_interaction_2022-09-30_20260911,L-BFGS-B,True,71,9.057472993845295e-08,2.3314683517128287e-15,6.5177501746421784e-09,
rolling5_learned_order_extension_2022-09-30_20260911,L-BFGS-B,True,70,1.3837548462625193e-07,6.8833827526759706e-15,8.09035310533196e-09,
rolling5_learned_order_offset_2022-09-30_20260911,brentq,True,13,,0.0,9.974659986866641e-18,1.3717693647663509e-11
rolling5_learned_market_2022-09-30_20260912,L-BFGS-B,True,72,7.190646456045613e-08,1.5543122344752192e-15,9.353259929479989e-09,
rolling5_learned_vol_interaction_2022-09-30_20260912,L-BFGS-B,True,75,6.88991510511272e-08,1.887379141862766e-15,5.563622599408756e-09,
rolling5_learned_order_extension_2022-09-30_20260912,L-BFGS-B,True,75,6.685508702197751e-08,2.1094237467877974e-15,5.51550473403082e-09,
rolling5_learned_order_offset_2022-09-30_20260912,brentq,True,11,,0.0,3.0357660829594124e-18,1.3877787807814457e-17
rolling5_learned_market_2022-12-31_20260910,L-BFGS-B,True,80,8.013345287327667e-08,2.7755575615628914e-15,6.72020792919642e-09,
rolling5_learned_vol_interaction_2022-12-31_20260910,L-BFGS-B,True,80,7.691078512950256e-08,1.887379141862766e-15,6.432057735820257e-09,
rolling5_learned_order_extension_2022-12-31_20260910,L-BFGS-B,True,80,8.153116359821411e-08,3.4416913763379853e-15,1.1296830806472712e-08,
rolling5_learned_order_offset_2022-12-31_20260910,brentq,True,11,,0.0,5.5348520905385e-16,2.858824288409778e-15
rolling5_learned_market_2022-12-31_20260911,L-BFGS-B,True,73,6.678002506532721e-08,1.1102230246251565e-15,4.642645854563421e-09,
rolling5_learned_vol_interaction_2022-12-31_20260911,L-BFGS-B,True,73,7.285786562949426e-08,2.7755575615628914e-15,9.126350066320692e-09,
rolling5_learned_order_extension_2022-12-31_20260911,L-BFGS-B,True,73,9.516080035076868e-08,3.774758283725532e-15,6.175205375692772e-09,
rolling5_learned_order_offset_2022-12-31_20260911,brentq,True,9,,0.0,2.57316412101416e-15,5.73815387566734e-12
rolling5_learned_market_2022-12-31_20260912,L-BFGS-B,True,76,7.866217333063474e-08,1.3322676295501878e-15,1.2899481186771228e-08,
rolling5_learned_vol_interaction_2022-12-31_20260912,L-BFGS-B,True,77,7.390417522401549e-08,1.4432899320127035e-15,1.0757964000532305e-08,
rolling5_learned_order_extension_2022-12-31_20260912,L-BFGS-B,True,74,6.887604159233618e-08,1.4432899320127035e-15,8.229470102117178e-09,
rolling5_learned_order_offset_2022-12-31_20260912,brentq,True,11,,0.0,6.071532165918825e-18,2.0496659924873484e-12
rolling5_learned_market_2023-03-31_20260910,L-BFGS-B,True,74,8.089869263372407e-08,3.3306690738754696e-15,6.476498311171891e-09,
rolling5_learned_vol_interaction_2023-03-31_20260910,L-BFGS-B,True,76,1.6987223405706686e-07,7.771561172376096e-15,3.9485194005921265e-08,
rolling5_learned_order_extension_2023-03-31_20260910,L-BFGS-B,True,76,8.42409469958838e-08,2.4424906541753444e-15,1.8789627416023933e-08,
rolling5_learned_order_offset_2023-03-31_20260910,brentq,True,11,,1.1102230246251565e-16,5.126975233249453e-15,8.479328350574633e-15
rolling5_learned_market_2023-03-31_20260911,L-BFGS-B,True,72,8.742185614307729e-08,2.6645352591003757e-15,1.3242116062104486e-08,
rolling5_learned_vol_interaction_2023-03-31_20260911,L-BFGS-B,True,76,9.206518447602008e-08,3.9968028886505635e-15,1.0372536824463166e-08,
rolling5_learned_order_extension_2023-03-31_20260911,L-BFGS-B,True,71,8.549022478820945e-08,2.55351295663786e-15,1.0367579485453388e-08,
rolling5_learned_order_offset_2023-03-31_20260911,brentq,True,10,,0.0,3.458604930228759e-17,5.259681579161679e-15
rolling5_learned_market_2023-03-31_20260912,L-BFGS-B,True,75,7.78407105439527e-08,2.6645352591003757e-15,1.1467255061638724e-08,
rolling5_learned_vol_interaction_2023-03-31_20260912,L-BFGS-B,True,78,1.215869073201148e-07,1.9984014443252818e-15,1.6798306991781548e-08,
rolling5_learned_order_extension_2023-03-31_20260912,L-BFGS-B,True,75,7.434538484840658e-08,1.5543122344752192e-15,7.308435182506925e-09,
rolling5_learned_order_offset_2023-03-31_20260912,brentq,True,11,,0.0,2.0326622329758237e-15,1.3238743434840217e-11
rolling5_learned_market_2023-06-30_20260910,L-BFGS-B,True,77,6.837025634531813e-08,1.6653345369377348e-15,7.682592671840599e-09,
rolling5_learned_vol_interaction_2023-06-30_20260910,L-BFGS-B,True,72,6.682118469658604e-08,1.7763568394002505e-15,9.407806513851702e-09,
rolling5_learned_order_extension_2023-06-30_20260910,L-BFGS-B,True,75,5.342989306544865e-08,1.4432899320127035e-15,7.751891464239519e-09,
rolling5_learned_order_offset_2023-06-30_20260910,brentq,True,11,,0.0,1.3129688308799459e-16,6.522560269672795e-16
rolling5_learned_market_2023-06-30_20260911,L-BFGS-B,True,74,7.137860491557291e-08,4.551914400963142e-15,7.270541048333065e-09,
rolling5_learned_vol_interaction_2023-06-30_20260911,L-BFGS-B,True,77,9.539460441021497e-08,2.7755575615628914e-15,1.2999436969046127e-08,
rolling5_learned_order_extension_2023-06-30_20260911,L-BFGS-B,True,79,8.451063177039586e-08,9.992007221626409e-16,8.370589325411987e-09,
rolling5_learned_order_offset_2023-06-30_20260911,brentq,True,12,,0.0,2.6020852139652106e-18,2.7755575615628914e-17
rolling5_learned_market_2023-06-30_20260912,L-BFGS-B,True,64,4.525524543996795e-08,6.661338147750939e-16,4.2585287097877955e-09,
rolling5_learned_vol_interaction_2023-06-30_20260912,L-BFGS-B,True,69,6.295826848745634e-08,6.661338147750939e-16,4.15201584008304e-09,
rolling5_learned_order_extension_2023-06-30_20260912,L-BFGS-B,True,62,1.1510788422430807e-07,4.107825191113079e-15,1.4236802399741205e-08,
rolling5_learned_order_offset_2023-06-30_20260912,brentq,True,11,,0.0,1.5573480005581786e-15,2.862532433312026e-11
rolling5_learned_market_2023-09-30_20260910,L-BFGS-B,True,74,9.742329942774575e-08,4.440892098500626e-15,8.571025920006995e-09,
rolling5_learned_vol_interaction_2023-09-30_20260910,L-BFGS-B,True,80,1.0519283177856664e-07,3.3306690738754696e-15,9.807946203978365e-09,
rolling5_learned_order_extension_2023-09-30_20260910,L-BFGS-B,True,81,1.2123998721635942e-07,7.105427357601002e-15,8.300832701594891e-09,
rolling5_learned_order_offset_2023-09-30_20260910,brentq,True,11,,1.1102230246251565e-16,3.928498151783977e-15,2.7395030688381894e-12
rolling5_learned_market_2023-09-30_20260911,L-BFGS-B,True,61,1.1074692274348763e-07,2.7755575615628914e-15,1.2717770651480761e-08,
rolling5_learned_vol_interaction_2023-09-30_20260911,L-BFGS-B,True,61,7.773316812453857e-08,3.3306690738754696e-15,6.364207055152777e-09,
rolling5_learned_order_extension_2023-09-30_20260911,L-BFGS-B,True,63,7.622885939140289e-08,3.552713678800501e-15,1.4941193883250686e-08,
rolling5_learned_order_offset_2023-09-30_20260911,brentq,True,12,,0.0,1.3010426069826053e-18,1.1102230246251565e-16
rolling5_learned_market_2023-09-30_20260912,L-BFGS-B,True,75,7.091810627635198e-08,1.1102230246251565e-15,1.0798479782667819e-08,
rolling5_learned_vol_interaction_2023-09-30_20260912,L-BFGS-B,True,74,8.402512574612331e-08,2.4424906541753444e-15,6.491715780383711e-09,
rolling5_learned_order_extension_2023-09-30_20260912,L-BFGS-B,True,71,4.4873224525066036e-08,7.771561172376096e-16,5.081939521544426e-09,
rolling5_learned_order_offset_2023-09-30_20260912,brentq,True,12,,0.0,8.890457814381136e-18,2.6183222257003536e-12
rolling5_learned_market_2023-12-31_20260910,L-BFGS-B,True,89,5.134610842061349e-08,2.3314683517128287e-15,9.473649753132668e-09,
rolling5_learned_vol_interaction_2023-12-31_20260910,L-BFGS-B,True,82,1.5447626855458196e-07,4.884981308350689e-15,8.513659924616612e-09,
rolling5_learned_order_extension_2023-12-31_20260910,L-BFGS-B,True,88,3.858379366006304e-08,8.881784197001252e-16,4.072872494776877e-09,
rolling5_learned_order_offset_2023-12-31_20260910,brentq,True,12,,0.0,9.540979117872439e-18,8.548717289613705e-15
rolling5_learned_market_2023-12-31_20260911,L-BFGS-B,True,78,8.47966636907671e-08,1.4432899320127035e-15,1.0337448206037408e-08,
rolling5_learned_vol_interaction_2023-12-31_20260911,L-BFGS-B,True,82,7.086418229995672e-08,1.6653345369377348e-15,4.857843240190819e-09,
rolling5_learned_order_extension_2023-12-31_20260911,L-BFGS-B,True,79,1.3505514351308534e-07,7.771561172376096e-15,2.0188674065835244e-08,
rolling5_learned_order_offset_2023-12-31_20260911,brentq,True,12,,0.0,1.0842021724855044e-18,2.6006974351844292e-14
rolling5_learned_market_2023-12-31_20260912,L-BFGS-B,True,83,9.070401196797917e-08,2.886579864025407e-15,9.951864222241744e-09,
rolling5_learned_vol_interaction_2023-12-31_20260912,L-BFGS-B,True,81,4.8719918321893374e-08,5.551115123125783e-16,5.673255186271729e-09,
rolling5_learned_order_extension_2023-12-31_20260912,L-BFGS-B,True,82,1.0635455893748258e-07,2.1094237467877974e-15,1.3029167183088025e-08,
rolling5_learned_order_offset_2023-12-31_20260912,brentq,True,11,,0.0,1.3010426069826053e-18,5.9592886181292215e-12
rolling5_learned_market_2024-03-31_20260910,L-BFGS-B,True,76,8.174964649665384e-08,1.9984014443252818e-15,6.956470243813309e-09,
rolling5_learned_vol_interaction_2024-03-31_20260910,L-BFGS-B,True,78,6.27004060338443e-08,2.1094237467877974e-15,4.617555175679897e-09,
rolling5_learned_order_extension_2024-03-31_20260910,L-BFGS-B,True,82,8.88765169793082e-08,3.552713678800501e-15,1.5324204512539435e-08,
rolling5_learned_order_offset_2024-03-31_20260910,brentq,True,12,,1.1102230246251565e-16,1.0842021724855044e-18,4.5352610555937645e-14
rolling5_learned_market_2024-03-31_20260911,L-BFGS-B,True,66,8.734865469817166e-08,3.552713678800501e-15,9.82266014370076e-09,
rolling5_learned_vol_interaction_2024-03-31_20260911,L-BFGS-B,True,72,6.088824794359127e-08,1.2212453270876722e-15,6.955622045131879e-09,
rolling5_learned_order_extension_2024-03-31_20260911,L-BFGS-B,True,70,7.887482911250743e-08,2.3314683517128287e-15,1.2065110059026468e-08,
rolling5_learned_order_offset_2024-03-31_20260911,brentq,True,11,,0.0,6.071532165918825e-18,1.3183898417423734e-15
rolling5_learned_market_2024-03-31_20260912,L-BFGS-B,True,79,1.0194445404509977e-07,5.10702591327572e-15,6.576959346278957e-09,
rolling5_learned_vol_interaction_2024-03-31_20260912,L-BFGS-B,True,82,8.696146897024803e-08,4.551914400963142e-15,9.253016381696646e-09,
rolling5_learned_order_extension_2024-03-31_20260912,L-BFGS-B,True,81,7.161339871109007e-08,1.9984014443252818e-15,5.924061088902199e-09,
rolling5_learned_order_offset_2024-03-31_20260912,brentq,True,10,,0.0,9.475926987523309e-17,1.2212453270876722e-15
rolling5_learned_market_2024-06-30_20260910,L-BFGS-B,True,68,4.58216539156453e-08,7.771561172376096e-16,1.1568050422791371e-08,
rolling5_learned_vol_interaction_2024-06-30_20260910,L-BFGS-B,True,68,1.0151827189996965e-07,2.9976021664879227e-15,1.17528046058267e-08,
rolling5_learned_order_extension_2024-06-30_20260910,L-BFGS-B,True,68,9.080886570478341e-08,2.6645352591003757e-15,7.947904324262511e-09,
rolling5_learned_order_offset_2024-06-30_20260910,brentq,True,11,,0.0,8.673617379884035e-19,1.3877787807814457e-17
rolling5_learned_market_2024-06-30_20260911,L-BFGS-B,True,78,7.441055882573266e-08,1.887379141862766e-15,7.974702674259926e-09,
rolling5_learned_vol_interaction_2024-06-30_20260911,L-BFGS-B,True,74,9.28086897333813e-08,2.1094237467877974e-15,1.6046624344394356e-08,
rolling5_learned_order_extension_2024-06-30_20260911,L-BFGS-B,True,76,8.863631706379493e-08,2.4424906541753444e-15,1.0409249631411314e-08,
rolling5_learned_order_offset_2024-06-30_20260911,brentq,True,11,,0.0,6.073700570263796e-16,2.914335439641036e-15
rolling5_learned_market_2024-06-30_20260912,L-BFGS-B,True,75,8.756797797992988e-08,5.551115123125783e-15,1.495926459961494e-08,
rolling5_learned_vol_interaction_2024-06-30_20260912,L-BFGS-B,True,78,5.620663268146586e-08,1.4432899320127035e-15,5.743628840847994e-09,
rolling5_learned_order_extension_2024-06-30_20260912,L-BFGS-B,True,76,8.83170622745233e-08,2.7755575615628914e-15,1.400121055992196e-08,
rolling5_learned_order_offset_2024-06-30_20260912,brentq,True,11,,0.0,1.919037845299343e-17,1.1671219546371958e-14
rolling5_learned_market_2024-09-30_20260910,L-BFGS-B,True,82,9.709752341047206e-08,3.1086244689504383e-15,2.3841691946158063e-08,
rolling5_learned_vol_interaction_2024-09-30_20260910,L-BFGS-B,True,77,1.0140261985647214e-07,2.6645352591003757e-15,1.4080181644747503e-08,
rolling5_learned_order_extension_2024-09-30_20260910,L-BFGS-B,True,77,9.409878742872024e-08,5.218048215738236e-15,1.5345062898304562e-08,
rolling5_learned_order_offset_2024-09-30_20260910,brentq,True,12,,0.0,8.023096076392733e-18,3.8057057505369585e-13
rolling5_learned_market_2024-09-30_20260911,L-BFGS-B,True,73,4.0436208159633225e-08,9.992007221626409e-16,3.5272202333382074e-09,
rolling5_learned_vol_interaction_2024-09-30_20260911,L-BFGS-B,True,71,7.09009658761417e-08,2.1094237467877974e-15,1.6479825705028456e-08,
rolling5_learned_order_extension_2024-09-30_20260911,L-BFGS-B,True,81,3.3225021678351396e-08,6.661338147750939e-16,4.678230382292384e-09,
rolling5_learned_order_offset_2024-09-30_20260911,brentq,True,11,,1.1102230246251565e-16,8.046948524187414e-16,3.552713678800501e-15
rolling5_learned_market_2024-09-30_20260912,L-BFGS-B,True,82,6.363977334000737e-08,1.4432899320127035e-15,4.544031355835018e-09,
rolling5_learned_vol_interaction_2024-09-30_20260912,L-BFGS-B,True,73,9.711091453201703e-08,3.774758283725532e-15,2.3280154288910296e-08,
rolling5_learned_order_extension_2024-09-30_20260912,L-BFGS-B,True,75,9.051593741205011e-08,5.329070518200751e-15,1.2189793822990971e-08,
rolling5_learned_order_offset_2024-09-30_20260912,brentq,True,11,,0.0,4.7939083258619064e-15,1.892408452164318e-10
rolling5_learned_market_2024-12-31_20260910,L-BFGS-B,True,83,7.407099344991508e-08,1.3322676295501878e-15,4.6614894785987e-09,
rolling5_learned_vol_interaction_2024-12-31_20260910,L-BFGS-B,True,83,6.795958629179921e-08,1.3322676295501878e-15,7.211591036794182e-09,
rolling5_learned_order_extension_2024-12-31_20260910,L-BFGS-B,True,80,6.873653157768445e-08,1.5543122344752192e-15,8.783245629070957e-09,
rolling5_learned_order_offset_2024-12-31_20260910,brentq,True,11,,0.0,1.2221126888256606e-15,5.35682609381638e-15
rolling5_learned_market_2024-12-31_20260911,L-BFGS-B,True,72,1.0105776188096272e-07,3.9968028886505635e-15,9.65239016145758e-09,
rolling5_learned_vol_interaction_2024-12-31_20260911,L-BFGS-B,True,78,8.179165372768082e-08,3.885780586188048e-15,8.388849436066423e-09,
rolling5_learned_order_extension_2024-12-31_20260911,L-BFGS-B,True,75,1.5594049995737436e-07,7.66053886991358e-15,2.0840185658557372e-08,
rolling5_learned_order_offset_2024-12-31_20260911,brentq,True,9,,1.1102230246251565e-16,2.0813971206290471e-16,3.823247274326036e-12
