job,history,method,cutoff,seed,train_n,iterations,objective,gradient_inf,hessian_min,reduced_objective
rolling5_learned_vol_interaction_2021-12-31_20260911,rolling5,learned_vol_interaction,2021-12-31,20260911,1211,4,0.6504093942054432,2.896988204881268e-16,0.01006298102041262,
rolling5_learned_order_extension_2021-12-31_20260911,rolling5,learned_order_extension,2021-12-31,20260911,1211,4,0.6495527471568474,6.593358671536098e-15,0.01006290186419744,
rolling5_learned_order_offset_2021-12-31_20260911,rolling5,learned_order_offset,2021-12-31,20260911,1211,2,0.6495564840759148,1.1313702470532039e-11,0.22593875257201804,0.6469235469735182
rolling5_learned_market_2021-12-31_20260912,rolling5,learned_market,2021-12-31,20260912,1211,3,0.6632552704369713,7.836430337103406e-10,0.010265112976565674,
rolling5_learned_vol_interaction_2021-12-31_20260912,rolling5,learned_vol_interaction,2021-12-31,20260912,1211,4,0.6624410296116284,9.226560487851643e-17,0.010264074816033818,
rolling5_learned_order_extension_2021-12-31_20260912,rolling5,learned_order_extension,2021-12-31,20260912,1211,4,0.6623357335390853,9.519295074422729e-17,0.010263812966136937,
rolling5_learned_order_offset_2021-12-31_20260912,rolling5,learned_order_offset,2021-12-31,20260912,1211,2,0.6623357800910927,4.679703890023146e-14,0.23419656311631634,0.6605409071676571
rolling5_learned_market_2022-03-31_20260910,rolling5,learned_market,2022-03-31,20260910,1210,4,0.6600260169409075,9.27534958561349e-17,0.010091952068708351,
rolling5_learned_vol_interaction_2022-03-31_20260910,rolling5,learned_vol_interaction,2022-03-31,20260910,1210,4,0.6589103038210042,6.589238703280653e-16,0.010091827840569575,
rolling5_learned_order_extension_2022-03-31_20260910,rolling5,learned_order_extension,2022-03-31,20260910,1210,4,0.6578175448673792,4.044290943805429e-15,0.010091535670790507,
rolling5_learned_order_offset_2022-03-31_20260910,rolling5,learned_order_offset,2022-03-31,20260910,1210,3,0.6578193226811418,1.4094628242311558e-18,0.22962295038862784,0.6560812673200487
rolling5_learned_market_2022-03-31_20260911,rolling5,learned_market,2022-03-31,20260911,1210,3,0.6669096741007993,9.85182977081625e-10,0.010135520148490833,
rolling5_learned_vol_interaction_2022-03-31_20260911,rolling5,learned_vol_interaction,2022-03-31,20260911,1210,4,0.6668487811744799,3.0357660829594124e-17,0.010135554383795417,
rolling5_learned_order_extension_2022-03-31_20260911,rolling5,learned_order_extension,2022-03-31,20260911,1210,4,0.6639069123744902,1.2988742026376343e-16,0.010134807735654668,
rolling5_learned_order_offset_2022-03-31_20260911,rolling5,learned_order_offset,2022-03-31,20260911,1210,3,0.6639111252242147,2.903493417916181e-16,0.23099138020587118,0.6615797936764015
rolling5_learned_market_2022-03-31_20260912,rolling5,learned_market,2022-03-31,20260912,1210,4,0.662410445693159,3.069170262290205e-17,0.014598881317552711,
rolling5_learned_vol_interaction_2022-03-31_20260912,rolling5,learned_vol_interaction,2022-03-31,20260912,1210,4,0.6623100518928546,5.2896163115405184e-17,0.014598009117676754,
rolling5_learned_order_extension_2022-03-31_20260912,rolling5,learned_order_extension,2022-03-31,20260912,1210,4,0.6604491895318819,6.1459084349513304e-15,0.014579292283026905,
rolling5_learned_order_offset_2022-03-31_20260912,rolling5,learned_order_offset,2022-03-31,20260912,1210,3,0.6604566443404998,9.20053963571199e-16,0.22552126338118264,0.6584771784810227
rolling5_learned_market_2022-06-30_20260910,rolling5,learned_market,2022-06-30,20260910,1209,3,0.6664718848478766,1.1725776382850994e-10,0.010491793215489023,
rolling5_learned_vol_interaction_2022-06-30_20260910,rolling5,learned_vol_interaction,2022-06-30,20260910,1209,3,0.6662858732099871,1.1731052891247873e-10,0.010491810056519422,
rolling5_learned_order_extension_2022-06-30_20260910,rolling5,learned_order_extension,2022-06-30,20260910,1209,3,0.6662731703617202,1.1916415076917986e-10,0.010491782486975167,
rolling5_learned_order_offset_2022-06-30_20260910,rolling5,learned_order_offset,2022-06-30,20260910,1209,2,0.6662731739792865,6.31683290744367e-17,0.23943770785073618,0.6638540625550171
rolling5_learned_market_2022-06-30_20260911,rolling5,learned_market,2022-06-30,20260911,1209,3,0.6698167102283512,9.069774719672533e-10,0.010042426890837926,
rolling5_learned_vol_interaction_2022-06-30_20260911,rolling5,learned_vol_interaction,2022-06-30,20260911,1209,4,0.6690745620682812,4.846383711010205e-17,0.010042322261682694,
rolling5_learned_order_extension_2022-06-30_20260911,rolling5,learned_order_extension,2022-06-30,20260911,1209,4,0.6608297287209526,8.430615146964859e-14,0.010041410840034633,
rolling5_learned_order_offset_2022-06-30_20260911,rolling5,learned_order_offset,2022-06-30,20260911,1209,3,0.660869645187959,2.3666572174230183e-13,0.221855360915191,0.6594974823132221
rolling5_learned_market_2022-06-30_20260912,rolling5,learned_market,2022-06-30,20260912,1209,4,0.6587846604764384,4.5536491244391186e-17,0.010401341879002709,
rolling5_learned_vol_interaction_2022-06-30_20260912,rolling5,learned_vol_interaction,2022-06-30,20260912,1209,4,0.6578201739712584,5.5006086993421736e-17,0.010400718828315888,
rolling5_learned_order_extension_2022-06-30_20260912,rolling5,learned_order_extension,2022-06-30,20260912,1209,4,0.657544565360403,1.3139446128351828e-15,0.01039968869189233,
rolling5_learned_order_offset_2022-06-30_20260912,rolling5,learned_order_offset,2022-06-30,20260912,1209,3,0.6575454931788489,2.301761212186726e-16,0.2176466835890172,0.6543838342243145
rolling5_learned_market_2022-09-30_20260910,rolling5,learned_market,2022-09-30,20260910,1209,4,0.6636836568469617,1.7878493824285968e-16,0.010180398451978882,
rolling5_learned_vol_interaction_2022-09-30_20260910,rolling5,learned_vol_interaction,2022-09-30,20260910,1209,4,0.6613013399347375,2.8279050108548365e-13,0.010179484885718284,
rolling5_learned_order_extension_2022-09-30_20260910,rolling5,learned_order_extension,2022-09-30,20260910,1209,4,0.6609283094775035,2.4375380186514306e-13,0.010179805244014363,
rolling5_learned_order_offset_2022-09-30_20260910,rolling5,learned_order_offset,2022-09-30,20260910,1209,3,0.6609290311459981,7.947201924318748e-17,0.2178390549371964,0.6586557061392772
rolling5_learned_market_2022-09-30_20260911,rolling5,learned_market,2022-09-30,20260911,1209,4,0.6511487067786074,1.916034605281558e-14,0.010024823097405773,
rolling5_learned_vol_interaction_2022-09-30_20260911,rolling5,learned_vol_interaction,2022-09-30,20260911,1209,4,0.6510442601332972,6.882705126318167e-14,0.010024829557527351,
rolling5_learned_order_extension_2022-09-30_20260911,rolling5,learned_order_extension,2022-09-30,20260911,1209,4,0.637802038464326,9.554870132946758e-11,0.01002409391428599,
rolling5_learned_order_offset_2022-09-30_20260911,rolling5,learned_order_offset,2022-09-30,20260911,1209,3,0.6379898235434937,2.8011299876840035e-12,0.20419771177470847,0.6361858501531356
rolling5_learned_market_2022-09-30_20260912,rolling5,learned_market,2022-09-30,20260912,1209,4,0.6396562203170237,1.2143498012706644e-14,0.010598138420097328,
rolling5_learned_vol_interaction_2022-09-30_20260912,rolling5,learned_vol_interaction,2022-09-30,20260912,1209,4,0.6359186470697694,9.949389402630349e-13,0.010592462818841799,
rolling5_learned_order_extension_2022-09-30_20260912,rolling5,learned_order_extension,2022-09-30,20260912,1209,4,0.6349593140420853,2.946641238302239e-11,0.010588873566244035,
rolling5_learned_order_offset_2022-09-30_20260912,rolling5,learned_order_offset,2022-09-30,20260912,1209,3,0.6349739567865745,0.0,0.18169523319018638,0.6315012955731711
rolling5_learned_market_2022-12-31_20260910,rolling5,learned_market,2022-12-31,20260910,1209,4,0.6565183898621719,2.2898349882893854e-16,0.01014628434446778,
rolling5_learned_vol_interaction_2022-12-31_20260910,rolling5,learned_vol_interaction,2022-12-31,20260910,1209,4,0.656161267049915,3.2482697087665713e-16,0.01014587037778004,
rolling5_learned_order_extension_2022-12-31_20260910,rolling5,learned_order_extension,2022-12-31,20260910,1209,4,0.6551692630531644,2.3874131838130808e-15,0.010145416261245347,
rolling5_learned_order_offset_2022-12-31_20260910,rolling5,learned_order_offset,2022-12-31,20260910,1209,3,0.655171005244457,5.952269926945419e-17,0.216319952418786,0.6527625674090165
rolling5_learned_market_2022-12-31_20260911,rolling5,learned_market,2022-12-31,20260911,1209,4,0.6603552077338333,3.2490828603959354e-16,0.010076462569390597,
rolling5_learned_vol_interaction_2022-12-31_20260911,rolling5,learned_vol_interaction,2022-12-31,20260911,1209,4,0.6587562006380461,4.494902713925164e-13,0.010076156726469932,
rolling5_learned_order_extension_2022-12-31_20260911,rolling5,learned_order_extension,2022-12-31,20260911,1209,4,0.6587500474772733,4.4703997448269917e-13,0.010076133644909058,
rolling5_learned_order_offset_2022-12-31_20260911,rolling5,learned_order_offset,2022-12-31,20260911,1209,2,0.6587500596904562,1.2920816895795398e-12,0.2256223710426321,0.6559183747141621
rolling5_learned_market_2022-12-31_20260912,rolling5,learned_market,2022-12-31,20260912,1209,4,0.6425246683004623,7.648178965147245e-15,0.011187747122445541,
rolling5_learned_vol_interaction_2022-12-31_20260912,rolling5,learned_vol_interaction,2022-12-31,20260912,1209,4,0.6419252332191392,4.389912912350358e-14,0.011186478500855768,
rolling5_learned_order_extension_2022-12-31_20260912,rolling5,learned_order_extension,2022-12-31,20260912,1209,4,0.6387916819488657,1.605588036655836e-11,0.011180217707618411,
rolling5_learned_order_offset_2022-12-31_20260912,rolling5,learned_order_offset,2022-12-31,20260912,1209,3,0.638825221775848,3.9283593739058986e-13,0.19165882144472526,0.6341895748462283
rolling5_learned_market_2023-03-31_20260910,rolling5,learned_market,2023-03-31,20260910,1209,4,0.6495593707824043,1.9949319973733282e-16,0.010044109083433088,
rolling5_learned_vol_interaction_2023-03-31_20260910,rolling5,learned_vol_interaction,2023-03-31,20260910,1209,4,0.6493018603035492,2.607961589740082e-14,0.01004420151853999,
rolling5_learned_order_extension_2023-03-31_20260910,rolling5,learned_order_extension,2023-03-31,20260910,1209,4,0.6480069824440854,1.0284882754479918e-13,0.010043859163713717,
rolling5_learned_order_offset_2023-03-31_20260910,rolling5,learned_order_offset,2023-03-31,20260910,1209,3,0.6480114034681254,6.9241487543614255e-15,0.21150135312932833,0.6447600248698416
rolling5_learned_market_2023-03-31_20260911,rolling5,learned_market,2023-03-31,20260911,1209,4,0.6517456836482557,6.510634045775454e-16,0.010704750270101527,
rolling5_learned_vol_interaction_2023-03-31_20260911,rolling5,learned_vol_interaction,2023-03-31,20260911,1209,4,0.6513380739128857,4.898750675941255e-15,0.010702772490758164,
rolling5_learned_order_extension_2023-03-31_20260911,rolling5,learned_order_extension,2023-03-31,20260911,1209,4,0.6509569767606875,2.343860782544338e-14,0.010701545076152404,
rolling5_learned_order_offset_2023-03-31_20260911,rolling5,learned_order_offset,2023-03-31,20260911,1209,3,0.6509584361092631,1.013403770622201e-15,0.19935107007286723,0.6459247368484625
rolling5_learned_market_2023-03-31_20260912,rolling5,learned_market,2023-03-31,20260912,1209,3,0.6700986620379257,2.7699764248816094e-10,0.010897799966928742,
rolling5_learned_vol_interaction_2023-03-31_20260912,rolling5,learned_vol_interaction,2023-03-31,20260912,1209,3,0.6691772034676798,3.848875567216692e-10,0.010895996830942613,
rolling5_learned_order_extension_2023-03-31_20260912,rolling5,learned_order_extension,2023-03-31,20260912,1209,4,0.6656927184371775,2.8329769086177237e-14,0.010891650192062447,
rolling5_learned_order_offset_2023-03-31_20260912,rolling5,learned_order_offset,2023-03-31,20260912,1209,3,0.6657087322761058,2.8638478307557724e-12,0.2164770812120591,0.66361009004361
rolling5_learned_market_2023-06-30_20260910,rolling5,learned_market,2023-06-30,20260910,1208,3,0.6634094092275244,4.836201356918368e-10,0.010929478279906576,
rolling5_learned_vol_interaction_2023-06-30_20260910,rolling5,learned_vol_interaction,2023-06-30,20260910,1208,4,0.6625075266856167,4.9873299934333204e-17,0.010927259124724897,
rolling5_learned_order_extension_2023-06-30_20260910,rolling5,learned_order_extension,2023-06-30,20260910,1208,4,0.6615696185801783,9.77950359581925e-17,0.010925062693895005,
rolling5_learned_order_offset_2023-06-30_20260910,rolling5,learned_order_offset,2023-06-30,20260910,1208,3,0.6615707274056529,1.0625181290357943e-17,0.22734800291408713,0.6576758577526779
rolling5_learned_market_2023-06-30_20260911,rolling5,learned_market,2023-06-30,20260911,1208,4,0.6599244901263918,4.363594663554793e-11,0.010092633213558038,
rolling5_learned_vol_interaction_2023-06-30_20260911,rolling5,learned_vol_interaction,2023-06-30,20260911,1208,4,0.6599240034560394,4.528483339184819e-11,0.010092629055822186,
rolling5_learned_order_extension_2023-06-30_20260911,rolling5,learned_order_extension,2023-06-30,20260911,1208,4,0.655609011638474,1.3811829219396998e-10,0.010091402362530246,
rolling5_learned_order_offset_2023-06-30_20260911,rolling5,learned_order_offset,2023-06-30,20260911,1208,3,0.6556274378233634,8.673617379884035e-18,0.20339665524642425,0.6513433876254175
rolling5_learned_market_2023-06-30_20260912,rolling5,learned_market,2023-06-30,20260912,1208,3,0.666084375182463,3.9970230293964737e-10,0.01345624812131836,
rolling5_learned_vol_interaction_2023-06-30_20260912,rolling5,learned_vol_interaction,2023-06-30,20260912,1208,3,0.6657168784218441,7.283040576872013e-10,0.013446166638200386,
rolling5_learned_order_extension_2023-06-30_20260912,rolling5,learned_order_extension,2023-06-30,20260912,1208,4,0.6611537804758498,2.4468795045695657e-13,0.013409213228034823,
rolling5_learned_order_offset_2023-06-30_20260912,rolling5,learned_order_offset,2023-06-30,20260912,1208,3,0.6611892662701716,6.058185203494659e-12,0.2116917354296181,0.657112651860308
rolling5_learned_market_2023-09-30_20260910,rolling5,learned_market,2023-09-30,20260910,1208,3,0.6737182252856502,6.268280122387337e-11,0.01019160049644241,
rolling5_learned_vol_interaction_2023-09-30_20260910,rolling5,learned_vol_interaction,2023-09-30,20260910,1208,3,0.6732690979329323,8.201711141839207e-11,0.0101915644045713,
rolling5_learned_order_extension_2023-09-30_20260910,rolling5,learned_order_extension,2023-09-30,20260910,1208,4,0.6691493944307718,1.7178099220860332e-15,0.010190770586558436,
rolling5_learned_order_offset_2023-09-30_20260910,rolling5,learned_order_offset,2023-09-30,20260910,1208,3,0.669162504260639,6.165723313855676e-13,0.22650480902353412,0.6664920379898702
rolling5_learned_market_2023-09-30_20260911,rolling5,learned_market,2023-09-30,20260911,1208,4,0.6599196912555494,8.044780119842443e-17,0.010076461815439558,
rolling5_learned_vol_interaction_2023-09-30_20260911,rolling5,learned_vol_interaction,2023-09-30,20260911,1208,4,0.6597991889455032,2.5333467962296297e-15,0.010076483262993981,
rolling5_learned_order_extension_2023-09-30_20260911,rolling5,learned_order_extension,2023-09-30,20260911,1208,4,0.6570557133533672,1.1400169003250582e-14,0.010076385649545092,
rolling5_learned_order_offset_2023-09-30_20260911,rolling5,learned_order_offset,2023-09-30,20260911,1208,3,0.6570629774564741,2.4069288229178198e-17,0.2211630837251918,0.6558454424119702
rolling5_learned_market_2023-09-30_20260912,rolling5,learned_market,2023-09-30,20260912,1208,3,0.6646934238462308,4.862411467389249e-10,0.011742139852454519,
rolling5_learned_vol_interaction_2023-09-30_20260912,rolling5,learned_vol_interaction,2023-09-30,20260912,1208,3,0.6646686990042667,6.385634308651855e-10,0.01174156518408494,
rolling5_learned_order_extension_2023-09-30_20260912,rolling5,learned_order_extension,2023-09-30,20260912,1208,4,0.6629282077198969,1.1871796948281776e-14,0.011736613470941048,
rolling5_learned_order_offset_2023-09-30_20260912,rolling5,learned_order_offset,2023-09-30,20260912,1208,3,0.6629357387964617,5.544696646264669e-13,0.2117638087614118,0.658533015303994
rolling5_learned_market_2023-12-31_20260910,rolling5,learned_market,2023-12-31,20260910,1208,4,0.6537747746948014,4.650437503810672e-17,0.010297279988985115,
rolling5_learned_vol_interaction_2023-12-31_20260910,rolling5,learned_vol_interaction,2023-12-31,20260910,1208,4,0.6523938284179797,9.324138683375338e-17,0.010296261570794064,
rolling5_learned_order_extension_2023-12-31_20260910,rolling5,learned_order_extension,2023-12-31,20260910,1208,4,0.6508748286748648,6.978575703420198e-15,0.010293770887345802,
rolling5_learned_order_offset_2023-12-31_20260910,rolling5,learned_order_offset,2023-12-31,20260910,1208,3,0.6508789739596311,1.8713329497099807e-15,0.21932389206745337,0.6465548993585858
rolling5_learned_market_2023-12-31_20260911,rolling5,learned_market,2023-12-31,20260911,1208,3,0.6623999087449741,5.124384934397305e-10,0.010115647812977352,
rolling5_learned_vol_interaction_2023-12-31_20260911,rolling5,learned_vol_interaction,2023-12-31,20260911,1208,3,0.6623985332711161,6.412078409467198e-10,0.010115632847965522,
rolling5_learned_order_extension_2023-12-31_20260911,rolling5,learned_order_extension,2023-12-31,20260911,1208,4,0.6595569302504529,5.984795992119984e-16,0.010113983913662751,
rolling5_learned_order_offset_2023-12-31_20260911,rolling5,learned_order_offset,2023-12-31,20260911,1208,3,0.6595632423366337,5.815443612777749e-15,0.22392417285256588,0.6565215067258492
rolling5_learned_market_2023-12-31_20260912,rolling5,learned_market,2023-12-31,20260912,1208,3,0.6690940487038548,2.836897424873114e-10,0.010426174833293141,
rolling5_learned_vol_interaction_2023-12-31_20260912,rolling5,learned_vol_interaction,2023-12-31,20260912,1208,3,0.6688564445913651,1.5144638982559494e-10,0.01042595270108397,
rolling5_learned_order_extension_2023-12-31_20260912,rolling5,learned_order_extension,2023-12-31,20260912,1208,4,0.6648028810178713,1.5642868944620858e-15,0.010421688820200168,
rolling5_learned_order_offset_2023-12-31_20260912,rolling5,learned_order_offset,2023-12-31,20260912,1208,3,0.6648136910101661,1.3409915539108752e-12,0.2250245661281897,0.6611736685234165
rolling5_learned_market_2024-03-31_20260910,rolling5,learned_market,2024-03-31,20260910,1208,3,0.6709913737885436,1.399626371560974e-11,0.010254211003309489,
rolling5_learned_vol_interaction_2024-03-31_20260910,rolling5,learned_vol_interaction,2024-03-31,20260910,1208,3,0.6702700745516618,8.843415106110641e-11,0.0102542732413126,
rolling5_learned_order_extension_2024-03-31_20260910,rolling5,learned_order_extension,2024-03-31,20260910,1208,4,0.6663926581320747,2.168404344971009e-17,0.01025224328947064,
rolling5_learned_order_offset_2024-03-31_20260910,rolling5,learned_order_offset,2024-03-31,20260910,1208,3,0.6663965367818666,1.0726662613702587e-14,0.23646416371399853,0.6627706482175604
rolling5_learned_market_2024-03-31_20260911,rolling5,learned_market,2024-03-31,20260911,1208,4,0.6447031793048179,1.8305737242881037e-14,0.010204975944838456,
rolling5_learned_vol_interaction_2024-03-31_20260911,rolling5,learned_vol_interaction,2024-03-31,20260911,1208,4,0.6446222242267364,3.745110775318916e-14,0.01020487233416357,
rolling5_learned_order_extension_2024-03-31_20260911,rolling5,learned_order_extension,2024-03-31,20260911,1208,4,0.6437528804109613,2.963514037033349e-13,0.01020461643296094,
rolling5_learned_order_offset_2024-03-31_20260911,rolling5,learned_order_offset,2024-03-31,20260911,1208,3,0.6437557444072436,2.717010644248674e-16,0.20669018977044515,0.6417623954871333
