window,history,method,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
extension_2021_2023,full,learned_market,147,0.4557823129251701,0.54421768707483,67,0.47485768500948766,0.6258503401360545,0.4217687074829932,37,30,55,25,0.4538899430740038,0.2659381572213168,0.7262646101265459,0.524049015277645,0.07940270660448237,0.1022803077946518,0.0
extension_2021_2023,full,learned_order_extension,147,0.4421768707482993,0.5578231292517006,65,0.46309297912713476,0.6394557823129252,0.4217687074829932,37,28,57,25,0.45445920303605314,0.26607324363308177,0.7264672877370262,0.5241523112751016,0.07562939556669258,0.10238360379210842,0.0
extension_2021_2023,full,learned_order_offset,147,0.4421768707482993,0.5578231292517006,65,0.46309297912713476,0.6394557823129252,0.4217687074829932,37,28,57,25,0.45426944971537003,0.2660280352208219,0.7263704221296597,0.524125827568217,0.07549534445496732,0.1023571200852238,0.0
extension_2021_2023,full,learned_vol_interaction,147,0.4421768707482993,0.5578231292517006,65,0.46309297912713476,0.6394557823129252,0.4217687074829932,37,28,57,25,0.45597722960151804,0.26578299644786296,0.7260362085917854,0.5236813942832398,0.07822806156971976,0.10191268680024657,0.0
extension_2021_2023,full,native_mse,147,0.46258503401360546,0.5374149659863946,68,0.48946869070208726,0.673469387755102,0.4217687074829932,41,27,58,21,0.45920303605313095,,,,,,
extension_2021_2023,full,training_frequency,147,0.4217687074829932,0.5782312925170068,62,0.5,1.0,0.4217687074829932,62,0,85,0,0.5294117647058824,0.2538922646549057,0.70093852846223,0.5231003641162889,0.00674579305592304,0.10133165663329569,0.0
extension_2021_2023,rolling3_annual20,learned_market,147,0.47619047619047616,0.5238095238095238,70,0.4968690702087286,0.6326530612244898,0.4217687074829932,39,31,54,23,0.48842504743833015,0.28764527599343054,0.7843992393736097,0.5560410059856685,0.14236013703838363,0.1342722985026753,0.0
extension_2021_2023,rolling3_annual20,learned_order_extension,147,0.4421768707482993,0.5578231292517006,65,0.4652751423149905,0.6530612244897959,0.4217687074829932,38,27,58,24,0.4851992409867173,0.296165446488726,0.8116946665204796,0.5626251811674834,0.15646679976177869,0.14085647368449017,0.0
extension_2021_2023,rolling3_annual20,learned_order_offset,147,0.4421768707482993,0.5578231292517006,65,0.4652751423149905,0.6530612244897959,0.4217687074829932,38,27,58,24,0.48633776091081593,0.29589483571228503,0.810717431749602,0.5621404428403439,0.15597642097563902,0.1403717353573507,0.0
extension_2021_2023,rolling3_annual20,learned_vol_interaction,147,0.4557823129251701,0.54421768707483,67,0.481404174573055,0.6666666666666666,0.4217687074829932,40,27,58,22,0.4888045540796964,0.2915853782509236,0.7993772326841913,0.5621607378918603,0.14827731239769942,0.14039203040886705,0.0
extension_2021_2023,rolling3_annual20,native_mse,147,0.41496598639455784,0.5850340136054422,61,0.4613851992409867,0.8027210884353742,0.4217687074829932,47,14,71,15,0.4685009487666034,,,,,,
extension_2021_2023,rolling3_annual20,training_frequency,147,0.4897959183673469,0.5102040816326531,72,0.5173624288425047,0.673469387755102,0.4217687074829932,43,29,56,19,0.5053130929791272,0.2564663340424125,0.7061593857104734,0.5330990938485249,0.03328050615246062,0.11133038636553172,0.0
extension_2021_2023,rolling3_matched,learned_market,147,0.43537414965986393,0.564625850340136,64,0.45939278937381406,0.6598639455782312,0.4217687074829932,38,26,59,24,0.43795066413662237,0.3488226415979213,1.0022942072107255,0.574609714845772,0.24215099459467343,0.15284100736277872,0.0
extension_2021_2023,rolling3_matched,learned_order_extension,147,0.42857142857142855,0.5714285714285714,63,0.449146110056926,0.6394557823129252,0.4217687074829932,36,27,58,26,0.4411764705882353,0.35095326833440527,1.0059162881977302,0.5745723270594894,0.2464823927481249,0.15280361957649613,0.0
extension_2021_2023,rolling3_matched,learned_order_offset,147,0.42857142857142855,0.5714285714285714,63,0.449146110056926,0.6394557823129252,0.4217687074829932,36,27,58,26,0.43870967741935485,0.35026905260541374,0.9999395427744977,0.5740440539120165,0.2454651979183342,0.1522753464290233,0.0
