date,open,high,low,close,volume,valid_ohlc
2010-01-04,13766.096,13782.81,13533.54,13533.537,56504336.0,True
2010-01-05,13539.825,13597.36,13324.56,13517.375,70287297.0,True
2010-01-06,13509.39,13677.4,13456.29,13505.184,68658416.0,True
2010-01-07,13514.636,13571.35,13148.25,13235.48,71416711.0,True
2010-01-08,13180.895,13270.63,13040.34,13267.436,56299476.0,True
2010-01-11,13559.279,13606.23,13089.88,13161.09,68406110.0,True
2010-01-12,13187.393,13381.25,12993.23,13381.25,75598165.0,True
2010-01-13,13031.554,13227.96,12936.32,13016.557,82629151.0,True
2010-01-14,13037.804,13222.22,12965.79,13204.189,80016155.0,True
2010-01-15,13247.654,13320.4,13118.25,13264.372,72136831.0,True
2010-01-18,13234.109,13373.11,13175.93,13361.518,73867371.0,True
2010-01-19,13389.592,13433.06,13318.35,13350.671,73890169.0,True
2010-01-20,13375.529,13389.93,12871.58,12916.154,87881955.0,True
2010-01-21,12928.517,12982.88,12732.96,12917.154,58537485.0,True
2010-01-22,12756.921,12756.92,12394.07,12595.935,66710582.0,True
2010-01-25,12506.141,12640.73,12458.56,12470.188,43927959.0,True
2010-01-26,12496.107,12536.47,12091.09,12162.556,50801980.0,True
2010-01-27,12157.136,12233.12,11946.49,12046.779,41491403.0,True
2010-01-28,12008.962,12166.47,11903.99,12120.476,40853992.0,True
2010-01-29,12058.699,12339.06,11998.66,12137.204,49166143.0,True
2010-02-01,12125.509,12126.26,11841.96,11989.107,50930927.0,True
2010-02-02,12035.931,12173.91,11912.93,11912.927,45147647.0,True
2010-02-03,11961.115,12262.57,11714.16,12262.567,59080198.0,True
2010-02-04,12177.147,12283.52,12112.93,12169.479,62469916.0,True
2010-02-05,11892.313,12018.39,11823.07,11917.136,63989412.0,True
2010-02-08,11900.1,11997.66,11847.02,11947.336,40625586.0,True
2010-02-09,11935.801,12037.32,11900.28,11970.438,36331175.0,True
2010-02-10,12082.997,12185.38,12051.16,12185.378,32819204.0,True
2010-02-11,12178.951,12297.41,12152.35,12224.6,31454902.0,True
2010-02-12,12259.472,12327.93,12241.61,12304.784,30363403.0,True
2010-02-22,12299.112,12337.77,12213.54,12213.544,36432617.0,True
2010-02-23,12185.935,12185.93,11922.73,12069.209,44504119.0,True
2010-02-24,11994.949,12282.09,11936.95,12282.093,57969901.0,True
2010-02-25,12324.943,12495.99,12324.94,12494.269,69446955.0,True
2010-02-26,12472.995,12527.02,12417.24,12436.655,62386144.0,True
2010-03-01,12480.811,12599.27,12454.03,12588.26,67241217.0,True
2010-03-02,12595.321,12690.48,12517.28,12548.91,69717496.0,True
2010-03-03,12544.024,12612.69,12444.2,12612.693,72855160.0,True
2010-03-04,12647.988,12720.36,12292.28,12312.889,81802938.0,True
2010-03-05,12312.74,12433.57,12268.56,12341.739,53585344.0,True
2010-03-08,12376.327,12470.87,12327.72,12437.567,48413786.0,True
2010-03-09,12440.212,12569.56,12289.96,12507.657,55894165.0,True
2010-03-10,12496.775,12553.97,12363.41,12391.645,50723123.0,True
2010-03-11,12399.766,12468.93,12277.19,12367.687,45443923.0,True
2010-03-12,12364.569,12376.59,12167.34,12170.441,42756108.0,True
2010-03-15,12154.531,12158.87,11866.99,11903.333,36579873.0,True
2010-03-16,11931.321,11985.03,11835.62,11948.76,34020412.0,True
2010-03-17,12007.795,12233.77,11975.58,12233.774,50836917.0,True
2010-03-18,12257.846,12354.93,12198.08,12236.725,54081552.0,True
2010-03-19,12265.297,12361.21,12185.45,12352.919,54278958.0,True
2010-03-22,12358.032,12411.22,12304.5,12352.446,55798798.0,True
2010-03-23,12362.386,12400.25,12280.02,12304.981,54132153.0,True
2010-03-24,12315.614,12359.22,12260.48,12290.043,56795018.0,True
2010-03-25,12266.588,12266.59,12078.26,12086.899,58114835.0,True
2010-03-26,12081.113,12282.26,12030.43,12240.356,48104680.0,True
2010-03-29,12301.603,12574.88,12301.6,12552.449,58699489.0,True
2010-03-30,12574.805,12617.67,12527.58,12593.035,54419216.0,True
2010-03-31,12603.745,12611.43,12469.45,12494.35,56859605.0,True
2010-04-01,12512.405,12689.07,12512.41,12686.063,73953320.0,True
2010-04-02,12717.979,12793.71,12707.04,12767.856,73181599.0,True
2010-04-06,12824.148,12849.71,12651.11,12702.835,69726760.0,True
2010-04-07,12696.334,12696.33,12561.41,12631.971,62434724.0,True
2010-04-08,12603.246,12603.25,12381.38,12427.002,68915951.0,True
2010-04-09,12452.345,12555.12,12393.52,12555.123,66007655.0,True
2010-04-12,12605.945,12625.77,12338.86,12399.2,84951378.0,True
2010-04-13,12387.395,12550.348,12261.271,12511.892,101384163.5,True
2010-04-14,12514.807,12557.7,12447.91,12557.695,69648427.0,True
2010-04-15,12561.534,12584.11,12422.32,12513.291,70894747.0,True
2010-04-16,12503.465,12508.52,12363.79,12416.86,54197220.0,True
2010-04-19,12248.022,12248.02,11641.6,11644.577,78197926.0,True
2010-04-20,11627.407,11713.91,11395.74,11538.976,68327389.0,True
2010-04-21,11557.604,11779.13,11501.96,11766.815,76906473.0,True
2010-04-22,11745.239,11822.81,11573.62,11703.962,78362440.0,True
2010-04-23,11681.965,11808.05,11638.03,11702.87,71656071.0,True
2010-04-26,11701.425,11767.66,11594.24,11602.634,60580926.0,True
2010-04-27,11565.993,11565.99,11179.5,11355.367,65787908.0,True
2010-04-28,11250.527,11444.58,11174.17,11333.847,51190492.0,True
2010-04-29,11402.998,11452.41,11195.22,11196.349,56062437.0,True
2010-04-30,11135.842,11192.38,10974.15,11162.537,53768124.0,True
2010-05-04,10959.163,11139.157,10911.86,10960.772,59221285.0,True
2010-05-05,10853.13,11006.58,10671.89,11003.731,51630816.0,True
2010-05-06,10936.96,10936.96,10421.71,10422.564,54795605.0,True
2010-05-07,10184.793,10346.2,10091.32,10146.425,50852462.0,True
2010-05-10,10156.901,10314.02,10042.13,10264.045,48200650.0,True
2010-05-11,10486.272,10511.15,10083.8,10091.204,49573131.0,True
2010-05-12,10006.942,10202.56,9905.48,10146.632,44711387.0,True
2010-05-13,10161.181,10417.81,10114.68,10417.805,45809632.0,True
2010-05-14,10354.776,10400.28,10257.75,10330.141,42204724.0,True
2010-05-17,10168.15,10177.82,9728.67,9731.718,44086405.0,True
2010-05-18,9719.072,10056.22,9627.42,10003.807,48646461.0,True
2010-05-19,9904.752,10138.18,9818.9,9991.401,42941834.0,True
2010-05-20,9917.534,10214.33,9903.11,9945.551,40408754.0,True
2010-05-21,9698.074,10209.24,9666.47,10209.069,49843703.0,True
2010-05-24,10296.192,10710.12,10296.19,10620.125,67807314.0,True
2010-05-25,10539.411,10545.54,10304.84,10365.225,55712589.0,True
2010-05-26,10353.401,10465.32,10286.38,10361.697,42429773.0,True
2010-05-27,10342.185,10575.74,10199.11,10543.333,53249332.0,True
2010-05-28,10636.862,10670.29,10447.16,10495.652,56250695.0,True
2010-05-31,10455.34,10553.24,10204.17,10204.174,51335359.0,True
2010-06-01,10123.669,10246.03,9970.05,10098.454,48538805.0,True
2010-06-02,10062.749,10188.14,9950.53,10188.141,39877213.0,True
2010-06-03,10249.275,10317.97,10118.04,10118.039,47517583.0,True
2010-06-04,10086.051,10202.06,10055.32,10187.203,40239395.0,True
2010-06-07,9977.227,10083.27,9922.77,9992.674,44263877.0,True
2010-06-08,9981.744,10104.09,9944.47,10038.784,44812046.0,True
2010-06-09,10086.766,10358.59,10039.76,10346.27,60725641.0,True
2010-06-10,10271.297,10337.12,10217.3,10222.218,61970727.0,True
2010-06-11,10286.047,10357.0,10222.69,10239.333,51021883.0,True
2010-06-17,10300.497,10329.44,10162.37,10162.365,40553445.0,True
2010-06-18,10156.955,10234.41,9934.82,9966.538,48481753.0,True
2010-06-21,9957.373,10323.18,9874.43,10309.605,48916270.0,True
2010-06-22,10268.728,10407.38,10242.14,10345.547,46217106.0,True
2010-06-23,10282.461,10374.33,10157.66,10256.266,44084744.0,True
2010-06-24,10244.013,10343.57,10173.39,10250.901,35532572.0,True
2010-06-25,10195.896,10219.72,10037.94,10104.831,37468535.0,True
2010-06-28,10101.267,10165.57,9980.67,10012.055,30916070.0,True
2010-06-29,10022.8,10061.03,9508.59,9508.905,46611185.0,True
2010-06-30,9428.164,9449.81,9335.57,9386.937,36084638.0,True
2010-07-01,9376.078,9439.74,9203.91,9203.909,34146204.0,True
2010-07-02,9192.103,9272.64,8945.2,9227.888,43117311.0,True
2010-07-05,9122.433,9237.07,8982.8,9171.029,32743171.0,True
2010-07-06,9128.182,9403.07,9122.02,9363.016,40861085.0,True
2010-07-07,9392.994,9485.43,9359.35,9485.43,40548809.0,True
2010-07-08,9528.264,9585.37,9436.4,9465.799,38908421.0,True
2010-07-09,9480.287,9868.8,9399.51,9816.855,55806495.0,True
2010-07-12,9829.58,9999.99,9795.47,9959.22,58666800.0,True
2010-07-13,9850.347,9857.49,9733.7,9801.76,48644801.0,True
2010-07-14,9813.314,9959.0,9759.33,9803.72,46796432.0,True
2010-07-15,9793.974,9957.26,9709.04,9718.725,43352485.0,True
2010-07-16,9677.78,9841.77,9599.97,9806.639,36989722.0,True
2010-07-19,9727.013,10154.36,9700.56,10097.104,47615822.0,True
