job,iteration,objective,gradient_inf,last_step,last_backtracks
learned_order_shrink4_2014-12-31_20260910,0,0.6930225987958569,0.09000571349941608,0.0,0
learned_order_shrink4_2014-12-31_20260910,1,0.6367811021254957,0.00601190039379491,1.0,0
learned_order_shrink4_2014-12-31_20260910,2,0.6363833687722753,0.00020737938753678808,1.0,0
learned_order_shrink4_2014-12-31_20260910,3,0.6363830728711931,3.313285196274163e-07,1.0,0
learned_order_shrink4_2014-12-31_20260910,4,0.6363830728706809,7.780232621351635e-13,1.0,0
learned_order_shrink4_2014-12-31_20260911,0,0.6930225987958569,0.1335564116441424,0.0,0
learned_order_shrink4_2014-12-31_20260911,1,0.6329794480851609,0.008652995188122311,1.0,0
learned_order_shrink4_2014-12-31_20260911,2,0.6325292219645362,0.00020849793319140802,1.0,0
learned_order_shrink4_2014-12-31_20260911,3,0.6325288594855194,1.8433048580546695e-07,1.0,0
learned_order_shrink4_2014-12-31_20260911,4,0.6325288594851716,1.7619055086431912e-13,1.0,0
learned_order_shrink4_2014-12-31_20260912,0,0.6930225987958569,0.08308445399327574,0.0,0
learned_order_shrink4_2014-12-31_20260912,1,0.6347522664123485,0.006214935631762101,1.0,0
learned_order_shrink4_2014-12-31_20260912,2,0.6343306929495792,0.00014467960507655135,1.0,0
learned_order_shrink4_2014-12-31_20260912,3,0.6343304274484766,1.0912825396266167e-07,1.0,0
learned_order_shrink4_2014-12-31_20260912,4,0.6343304274483085,7.967845133682872e-14,1.0,0
learned_order_shrink4_2015-12-31_20260910,0,0.693124583115526,0.1365628583089173,0.0,0
learned_order_shrink4_2015-12-31_20260910,1,0.627633369002525,0.009909922764941138,1.0,0
learned_order_shrink4_2015-12-31_20260910,2,0.6270055203517395,0.0002854939891882148,1.0,0
learned_order_shrink4_2015-12-31_20260910,3,0.6270048771587124,3.160617605706042e-07,1.0,0
learned_order_shrink4_2015-12-31_20260910,4,0.6270048771578653,4.1687107325133477e-13,1.0,0
learned_order_shrink4_2015-12-31_20260911,0,0.693124583115526,0.08008642430881523,0.0,0
learned_order_shrink4_2015-12-31_20260911,1,0.6436934346711338,0.006186054837917492,1.0,0
learned_order_shrink4_2015-12-31_20260911,2,0.6433461166838107,0.00015501116322947793,1.0,0
learned_order_shrink4_2015-12-31_20260911,3,0.6433459042775155,1.068763538641937e-07,1.0,0
learned_order_shrink4_2015-12-31_20260911,4,0.6433459042774169,5.09469853457456e-14,1.0,0
learned_order_shrink4_2015-12-31_20260912,0,0.693124583115526,0.06793532598083574,0.0,0
learned_order_shrink4_2015-12-31_20260912,1,0.637946072530855,0.005111039797042702,1.0,0
learned_order_shrink4_2015-12-31_20260912,2,0.6374844170629479,0.00014450948337984626,1.0,0
learned_order_shrink4_2015-12-31_20260912,3,0.6374840278062152,1.3521683424246728e-07,1.0,0
learned_order_shrink4_2015-12-31_20260912,4,0.6374840278058512,1.2558595656464444e-13,1.0,0
learned_order_shrink4_2016-12-31_20260910,0,0.6930499179826164,0.1094143639819704,0.0,0
learned_order_shrink4_2016-12-31_20260910,1,0.6391849794577728,0.007892717540901562,1.0,0
learned_order_shrink4_2016-12-31_20260910,2,0.6386672246200472,0.0003902310450818122,1.0,0
learned_order_shrink4_2016-12-31_20260910,3,0.6386662949829721,1.1032781500840399e-06,1.0,0
learned_order_shrink4_2016-12-31_20260910,4,0.6386662949771591,7.67339035194492e-12,1.0,0
learned_order_shrink4_2016-12-31_20260911,0,0.6930499179826164,0.06254488648281083,0.0,0
