job,iteration,objective,gradient_inf,last_step,last_backtracks,gamma,gradient,hessian
rolling5_learned_market_2020-12-31_20260910,0,0.6864608054584728,0.18012632121148545,0.0,0.0,,,
rolling5_learned_market_2020-12-31_20260910,1,0.5740899072702613,0.022489850250007982,1.0,0.0,,,
rolling5_learned_market_2020-12-31_20260910,2,0.5707268084722611,0.0018726262300173026,1.0,0.0,,,
rolling5_learned_market_2020-12-31_20260910,3,0.5706992522076684,2.0492149013993087e-05,1.0,0.0,,,
rolling5_learned_market_2020-12-31_20260910,4,0.5706992494806756,2.3897605191383273e-09,1.0,0.0,,,
rolling5_learned_market_2020-12-31_20260910,5,0.5706992494806755,3.913969842672671e-17,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260910,0,0.6864608054584728,0.18012632121148545,0.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260910,1,0.5740778541449764,0.022512145962301895,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260910,2,0.5706975381393696,0.0018802143802924246,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260910,3,0.5706689199641791,2.1125289881122346e-05,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260910,4,0.5706689167165878,2.7384503262012014e-09,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260910,5,0.5706689167165876,8.543513119185775e-17,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260910,0,0.6864608054584728,0.18012632121148545,0.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260910,1,0.5734079898376236,0.022878387507396285,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260910,2,0.569590826376748,0.0021204038898243044,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260910,3,0.5695414810939435,3.558618230827893e-05,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260910,4,0.5695414655393338,1.1977744377930644e-08,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260910,5,0.5695414655393318,1.4734307524078005e-15,1.0,0.0,,,
rolling5_learned_order_offset_2020-12-31_20260910,0,0.5670826862787159,,,,0.0,0.01810454366468934,0.14958861834799297
rolling5_learned_order_offset_2020-12-31_20260910,1,0.5659881024568653,,,,-0.12102888484852596,-3.256453390639794e-05,0.15037495901517237
rolling5_learned_order_offset_2020-12-31_20260910,2,0.5659880989308288,,,,-0.12081232928555412,-2.8938594034098875e-10,0.15037228705887443
rolling5_learned_order_offset_2020-12-31_20260910,3,0.5659880989308288,,,,-0.12081232736109086,-4.336808689942018e-19,0.1503722870351474
rolling5_learned_market_2020-12-31_20260911,0,0.6864608054584728,0.12491284017794713,0.0,0.0,,,
rolling5_learned_market_2020-12-31_20260911,1,0.596771189178972,0.014024137781125861,1.0,0.0,,,
rolling5_learned_market_2020-12-31_20260911,2,0.5947367502865901,0.0010523892541104735,1.0,0.0,,,
rolling5_learned_market_2020-12-31_20260911,3,0.5947266795968456,6.606235359065391e-06,1.0,0.0,,,
rolling5_learned_market_2020-12-31_20260911,4,0.5947266792641539,2.454806700795398e-10,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260911,0,0.6864608054584728,0.12491284017794713,0.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260911,1,0.5967037953718617,0.014116557981894078,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260911,2,0.5945747966362106,0.001037832238129567,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260911,3,0.5945608348633382,1.1806769578320126e-05,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260911,4,0.5945608334996135,1.9989123095469352e-09,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260911,5,0.5945608334996134,9.31871767251291e-17,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260911,0,0.6864608054584728,0.12491284017794713,0.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260911,1,0.594426643074954,0.015372206476736958,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260911,2,0.591131695015178,0.0018139835583157252,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260911,3,0.5910789828265864,3.334699025341189e-05,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260911,4,0.5910789646322938,1.1096963689963268e-08,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260911,5,0.5910789646322914,1.6787244337679308e-15,1.0,0.0,,,
rolling5_learned_order_offset_2020-12-31_20260911,0,0.5914724653473562,,,,0.0,0.032975781493997484,0.16205097683596603
rolling5_learned_order_offset_2020-12-31_20260911,1,0.5881155271434114,,,,-0.20349017412821144,-1.2871686857274852e-05,0.16286238050230262
rolling5_learned_order_offset_2020-12-31_20260911,2,0.5881155266347592,,,,-0.20341113999634147,-3.640220633607805e-11,0.1628614593513567
rolling5_learned_market_2020-12-31_20260912,0,0.6864608054584728,0.16067019894775755,0.0,0.0,,,
rolling5_learned_market_2020-12-31_20260912,1,0.5565042616654137,0.026141599741049168,1.0,0.0,,,
rolling5_learned_market_2020-12-31_20260912,2,0.5502438513659056,0.003093074478298211,1.0,0.0,,,
rolling5_learned_market_2020-12-31_20260912,3,0.5501361826560406,6.148102689308797e-05,1.0,0.0,,,
rolling5_learned_market_2020-12-31_20260912,4,0.5501361387048815,2.600777048800476e-08,1.0,0.0,,,
rolling5_learned_market_2020-12-31_20260912,5,0.5501361387048739,4.65079363909382e-15,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260912,0,0.6864608054584728,0.16067019894775755,0.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260912,1,0.5564495803757428,0.026209487237280237,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260912,2,0.5501281483680687,0.003148548422464179,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260912,3,0.550011275336172,6.834833846330705e-05,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260912,4,0.5500112080844619,5.5606752469663547e-08,1.0,0.0,,,
rolling5_learned_vol_interaction_2020-12-31_20260912,5,0.5500112080844255,4.612277356916272e-14,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260912,0,0.6864608054584728,0.16067019894775755,0.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260912,1,0.5554501301498671,0.026522231799905833,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260912,2,0.5483604247562731,0.0034541825992139554,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260912,3,0.5481723320834091,0.00010823972916999217,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260912,4,0.5481720888921716,1.6541017218646772e-07,1.0,0.0,,,
rolling5_learned_order_extension_2020-12-31_20260912,5,0.5481720888916457,3.9697861968154835e-13,1.0,0.0,,,
rolling5_learned_order_offset_2020-12-31_20260912,0,0.5465537285308274,,,,0.0,0.021833116382169854,0.13355986075030157
rolling5_learned_order_offset_2020-12-31_20260912,1,0.5447716989820988,,,,-0.16347064349661322,-6.869138641146409e-05,0.13494482367667052
rolling5_learned_order_offset_2020-12-31_20260912,2,0.5447716814986054,,,,-0.16296161036336723,-2.3418840900801124e-09,0.13493562698361133
rolling5_learned_order_offset_2020-12-31_20260912,3,0.5447716814986054,,,,-0.16296159300780189,-1.734723475976807e-18,0.1349356266705203
rolling5_learned_market_2021-12-31_20260910,0,0.6889405204593279,0.16861472550903592,0.0,0.0,,,
rolling5_learned_market_2021-12-31_20260910,1,0.5427648693868122,0.026487098105987015,1.0,0.0,,,
rolling5_learned_market_2021-12-31_20260910,2,0.5354145279241678,0.0032501246807978717,1.0,0.0,,,
rolling5_learned_market_2021-12-31_20260910,3,0.5352773508545243,7.037253536144167e-05,1.0,0.0,,,
rolling5_learned_market_2021-12-31_20260910,4,0.5352772848893729,3.478314981907645e-08,1.0,0.0,,,
rolling5_learned_market_2021-12-31_20260910,5,0.5352772848893566,8.556848805907347e-15,1.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260910,0,0.6889405204593279,0.16861472550903592,0.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260910,1,0.5422797955730512,0.026292088736969164,1.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260910,2,0.5346650506779995,0.0033153817341032305,1.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260910,3,0.5345073693137895,7.965626784532664e-05,1.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260910,4,0.5345072686813328,5.217148607485761e-08,1.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260910,5,0.5345072686812858,2.4306511664518027e-14,1.0,0.0,,,
rolling5_learned_order_extension_2021-12-31_20260910,0,0.6889405204593279,0.16861472550903592,0.0,0.0,,,
rolling5_learned_order_extension_2021-12-31_20260910,1,0.5417854264425328,0.026456690888987926,1.0,0.0,,,
rolling5_learned_order_extension_2021-12-31_20260910,2,0.533849339502147,0.0035063213252832684,1.0,0.0,,,
rolling5_learned_order_extension_2021-12-31_20260910,3,0.5336613719916447,9.736202777547824e-05,1.0,0.0,,,
rolling5_learned_order_extension_2021-12-31_20260910,4,0.533661202292484,9.062748467522988e-08,1.0,0.0,,,
rolling5_learned_order_extension_2021-12-31_20260910,5,0.5336612022923183,8.998704559282089e-14,1.0,0.0,,,
rolling5_learned_order_offset_2021-12-31_20260910,0,0.5291333224577947,,,,0.0,0.015108731202157461,0.1364919147424479
rolling5_learned_order_offset_2021-12-31_20260910,1,0.5282996437274994,,,,-0.11069323212782776,-7.453312701372538e-05,0.13804390348918508
rolling5_learned_order_offset_2021-12-31_20260910,2,0.528299623605901,,,,-0.11015330877641685,-2.8357279447787515e-09,0.13803340382771945
rolling5_learned_order_offset_2021-12-31_20260910,3,0.528299623605901,,,,-0.11015328823263638,-2.8189256484623115e-18,0.13803340342872997
rolling5_learned_market_2021-12-31_20260911,0,0.6889405204593279,0.14243811731017747,0.0,0.0,,,
rolling5_learned_market_2021-12-31_20260911,1,0.5537381425462878,0.025501146642164886,1.0,0.0,,,
rolling5_learned_market_2021-12-31_20260911,2,0.5448216904720743,0.004007195893006945,1.0,0.0,,,
rolling5_learned_market_2021-12-31_20260911,3,0.5445517886225368,0.0001491015293363391,1.0,0.0,,,
rolling5_learned_market_2021-12-31_20260911,4,0.5445514468161142,2.1120073032403382e-07,1.0,0.0,,,
rolling5_learned_market_2021-12-31_20260911,5,0.5445514468155033,4.0661397859853565e-13,1.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260911,0,0.6889405204593279,0.14243811731017747,0.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260911,1,0.5536391492442757,0.025461503803343593,1.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260911,2,0.5447388680773619,0.003995806556662659,1.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260911,3,0.5444683762163689,0.00014896401788283184,1.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260911,4,0.544468028727543,2.1359151697645205e-07,1.0,0.0,,,
rolling5_learned_vol_interaction_2021-12-31_20260911,5,0.544468028726893,4.278762674031489e-13,1.0,0.0,,,
rolling5_learned_order_extension_2021-12-31_20260911,0,0.6889405204593279,0.14243811731017747,0.0,0.0,,,
rolling5_learned_order_extension_2021-12-31_20260911,1,0.5536789664041873,0.025381903979080987,1.0,0.0,,,
rolling5_learned_order_extension_2021-12-31_20260911,2,0.5446333851316648,0.004053810756230925,1.0,0.0,,,
rolling5_learned_order_extension_2021-12-31_20260911,3,0.5443079566075061,0.00017157914980697265,1.0,0.0,,,
