window,history,method,bin_index,n,mean_probability,observed_up
extension_2021_2023,rolling3,learned_market,4,29,0.8951497367796656,0.3448275862068966
extension_2021_2023,rolling3,learned_order_extension,0,16,0.1384866667790497,0.5
extension_2021_2023,rolling3,learned_order_extension,1,24,0.3165441213654438,0.375
extension_2021_2023,rolling3,learned_order_extension,2,33,0.518312518447383,0.5454545454545454
extension_2021_2023,rolling3,learned_order_extension,3,44,0.6986953324874531,0.38636363636363635
extension_2021_2023,rolling3,learned_order_extension,4,30,0.8934126252765966,0.3333333333333333
extension_2021_2023,rolling3,learned_order_offset,0,15,0.1356066830767603,0.4666666666666667
extension_2021_2023,rolling3,learned_order_offset,1,25,0.31175616881002444,0.4
extension_2021_2023,rolling3,learned_order_offset,2,35,0.523507196581629,0.5428571428571428
extension_2021_2023,rolling3,learned_order_offset,3,41,0.7001736450738869,0.36585365853658536
extension_2021_2023,rolling3,learned_order_offset,4,31,0.8879548429121944,0.3548387096774194
extension_2021_2023,rolling3,learned_vol_interaction,0,13,0.13501952139598236,0.46153846153846156
extension_2021_2023,rolling3,learned_vol_interaction,1,27,0.30158646700812036,0.4074074074074074
extension_2021_2023,rolling3,learned_vol_interaction,2,35,0.5237636239169013,0.5428571428571428
extension_2021_2023,rolling3,learned_vol_interaction,3,42,0.7023793522594349,0.38095238095238093
extension_2021_2023,rolling3,learned_vol_interaction,4,30,0.8947228507152389,0.3333333333333333
extension_2021_2023,rolling3,training_frequency,0,0,,
extension_2021_2023,rolling3,training_frequency,1,0,,
extension_2021_2023,rolling3,training_frequency,2,147,0.5330990938485249,0.4217687074829932
extension_2021_2023,rolling3,training_frequency,3,0,,
extension_2021_2023,rolling3,training_frequency,4,0,,
extension_2021_2023,rolling5,learned_market,0,5,0.15653996224655037,0.0
extension_2021_2023,rolling5,learned_market,1,22,0.2910468568162785,0.5909090909090909
extension_2021_2023,rolling5,learned_market,2,58,0.5005393300266224,0.46551724137931033
extension_2021_2023,rolling5,learned_market,3,47,0.6896571896527863,0.3191489361702128
extension_2021_2023,rolling5,learned_market,4,15,0.8489698532812887,0.4666666666666667
extension_2021_2023,rolling5,learned_order_extension,0,7,0.16711973279179423,0.14285714285714285
extension_2021_2023,rolling5,learned_order_extension,1,22,0.30777182133567127,0.5909090909090909
extension_2021_2023,rolling5,learned_order_extension,2,57,0.4998868746329458,0.49122807017543857
extension_2021_2023,rolling5,learned_order_extension,3,44,0.689368672582482,0.29545454545454547
extension_2021_2023,rolling5,learned_order_extension,4,17,0.8653825881457567,0.4117647058823529
extension_2021_2023,rolling5,learned_order_offset,0,6,0.16712324598004183,0.16666666666666666
extension_2021_2023,rolling5,learned_order_offset,1,23,0.3052486314108457,0.5652173913043478
extension_2021_2023,rolling5,learned_order_offset,2,56,0.49952777813727234,0.48214285714285715
extension_2021_2023,rolling5,learned_order_offset,3,45,0.6864222412686573,0.3111111111111111
extension_2021_2023,rolling5,learned_order_offset,4,17,0.8625174153082495,0.4117647058823529
extension_2021_2023,rolling5,learned_vol_interaction,0,7,0.16217160557656052,0.2857142857142857
extension_2021_2023,rolling5,learned_vol_interaction,1,20,0.29363375909621986,0.55
extension_2021_2023,rolling5,learned_vol_interaction,2,58,0.5009212150336645,0.4827586206896552
extension_2021_2023,rolling5,learned_vol_interaction,3,46,0.6900513480230984,0.30434782608695654
extension_2021_2023,rolling5,learned_vol_interaction,4,16,0.8486309854537505,0.4375
extension_2021_2023,rolling5,training_frequency,0,0,,
extension_2021_2023,rolling5,training_frequency,1,0,,
extension_2021_2023,rolling5,training_frequency,2,147,0.5358667437764589,0.4217687074829932
extension_2021_2023,rolling5,training_frequency,3,0,,
extension_2021_2023,rolling5,training_frequency,4,0,,
recent_2024_2026,full,learned_market,0,0,,
recent_2024_2026,full,learned_market,1,14,0.36545629040721417,0.5714285714285714
recent_2024_2026,full,learned_market,2,99,0.5004011656783869,0.5151515151515151
recent_2024_2026,full,learned_market,3,12,0.6402423349683354,0.5833333333333334
recent_2024_2026,full,learned_market,4,0,,
recent_2024_2026,full,learned_order_extension,0,0,,
recent_2024_2026,full,learned_order_extension,1,14,0.36499038344253254,0.5714285714285714
recent_2024_2026,full,learned_order_extension,2,98,0.4996746085312163,0.5
recent_2024_2026,full,learned_order_extension,3,13,0.6288752182037919,0.6923076923076923
recent_2024_2026,full,learned_order_extension,4,0,,
recent_2024_2026,full,learned_order_offset,0,0,,
recent_2024_2026,full,learned_order_offset,1,14,0.3650748024572553,0.5714285714285714
recent_2024_2026,full,learned_order_offset,2,98,0.4996113577353396,0.5
recent_2024_2026,full,learned_order_offset,3,13,0.6286221608639753,0.6923076923076923
recent_2024_2026,full,learned_order_offset,4,0,,
recent_2024_2026,full,learned_vol_interaction,0,0,,
recent_2024_2026,full,learned_vol_interaction,1,14,0.3647457394107955,0.5714285714285714
recent_2024_2026,full,learned_vol_interaction,2,97,0.49914101255858656,0.5051546391752577
recent_2024_2026,full,learned_vol_interaction,3,14,0.6362326640926685,0.6428571428571429
recent_2024_2026,full,learned_vol_interaction,4,0,,
recent_2024_2026,full,training_frequency,0,0,,
recent_2024_2026,full,training_frequency,1,0,,
recent_2024_2026,full,training_frequency,2,125,0.5081832134886433,0.528
recent_2024_2026,full,training_frequency,3,0,,
recent_2024_2026,full,training_frequency,4,0,,
recent_2024_2026,rolling3,learned_market,0,26,0.10741147282529097,0.4230769230769231
recent_2024_2026,rolling3,learned_market,1,35,0.3082713734072612,0.6285714285714286
recent_2024_2026,rolling3,learned_market,2,39,0.49205012443371715,0.48717948717948717
recent_2024_2026,rolling3,learned_market,3,18,0.7013000469478774,0.4444444444444444
recent_2024_2026,rolling3,learned_market,4,7,0.858441217645403,0.8571428571428571
recent_2024_2026,rolling3,learned_order_extension,0,25,0.10064726369371865,0.44
recent_2024_2026,rolling3,learned_order_extension,1,36,0.301590622214606,0.6111111111111112
recent_2024_2026,rolling3,learned_order_extension,2,38,0.49370387948084493,0.5263157894736842
recent_2024_2026,rolling3,learned_order_extension,3,18,0.6956252061407331,0.4444444444444444
recent_2024_2026,rolling3,learned_order_extension,4,8,0.8541181122090835,0.625
recent_2024_2026,rolling3,learned_order_offset,0,25,0.1012437757023323,0.44
recent_2024_2026,rolling3,learned_order_offset,1,36,0.30253849022400947,0.6111111111111112
recent_2024_2026,rolling3,learned_order_offset,2,37,0.4906897033294077,0.5135135135135135
recent_2024_2026,rolling3,learned_order_offset,3,19,0.690861502708727,0.47368421052631576
recent_2024_2026,rolling3,learned_order_offset,4,8,0.8562020597970414,0.625
recent_2024_2026,rolling3,learned_vol_interaction,0,26,0.1019946252429274,0.46153846153846156
recent_2024_2026,rolling3,learned_vol_interaction,1,34,0.30464339551750286,0.5882352941176471
recent_2024_2026,rolling3,learned_vol_interaction,2,37,0.4844553457845618,0.5405405405405406
recent_2024_2026,rolling3,learned_vol_interaction,3,20,0.681899354481432,0.4
recent_2024_2026,rolling3,learned_vol_interaction,4,8,0.8516322847125345,0.75
recent_2024_2026,rolling3,training_frequency,0,0,,
recent_2024_2026,rolling3,training_frequency,1,0,,
recent_2024_2026,rolling3,training_frequency,2,125,0.4502043458159962,0.528
recent_2024_2026,rolling3,training_frequency,3,0,,
recent_2024_2026,rolling3,training_frequency,4,0,,
recent_2024_2026,rolling5,learned_market,0,8,0.15161714648689975,0.25
recent_2024_2026,rolling5,learned_market,1,38,0.3054309963619348,0.5526315789473685
recent_2024_2026,rolling5,learned_market,2,44,0.49934157264363627,0.4772727272727273
recent_2024_2026,rolling5,learned_market,3,31,0.6747538001125933,0.5806451612903226
recent_2024_2026,rolling5,learned_market,4,4,0.8795332881283815,1.0
recent_2024_2026,rolling5,learned_order_extension,0,6,0.1409329401489032,0.3333333333333333
recent_2024_2026,rolling5,learned_order_extension,1,40,0.2984843975139578,0.5
recent_2024_2026,rolling5,learned_order_extension,2,45,0.5015686334356008,0.5555555555555556
recent_2024_2026,rolling5,learned_order_extension,3,28,0.6753970337880054,0.5
recent_2024_2026,rolling5,learned_order_extension,4,6,0.8588830128428656,0.8333333333333334
recent_2024_2026,rolling5,learned_order_offset,0,6,0.14207526178160343,0.3333333333333333
recent_2024_2026,rolling5,learned_order_offset,1,41,0.3021386328092206,0.4878048780487805
recent_2024_2026,rolling5,learned_order_offset,2,45,0.5050154927033511,0.5555555555555556
recent_2024_2026,rolling5,learned_order_offset,3,28,0.6808168104980101,0.5
recent_2024_2026,rolling5,learned_order_offset,4,5,0.8691811980205548,1.0
recent_2024_2026,rolling5,learned_vol_interaction,0,8,0.14801293535844576,0.25
recent_2024_2026,rolling5,learned_vol_interaction,1,38,0.3056462962360144,0.5526315789473685
recent_2024_2026,rolling5,learned_vol_interaction,2,45,0.5017411677938909,0.4666666666666667
recent_2024_2026,rolling5,learned_vol_interaction,3,29,0.674414560105545,0.5862068965517241
recent_2024_2026,rolling5,learned_vol_interaction,4,5,0.8672524753173052,1.0
recent_2024_2026,rolling5,training_frequency,0,0,,
recent_2024_2026,rolling5,training_frequency,1,0,,
recent_2024_2026,rolling5,training_frequency,2,125,0.4854511877697606,0.528
recent_2024_2026,rolling5,training_frequency,3,0,,
recent_2024_2026,rolling5,training_frequency,4,0,,
