window,method,cost_bps,start,end,total_return,cagr,sharpe_zero_cash,max_drawdown,exposure,one_way_turnover,observations
common,raw_fixed,0,2024-07-08,2026-08-31,0.32212499808089756,0.13893372348204314,0.7278619626088447,-0.1915301424375958,0.9099616858237548,16,522
common,raw_fixed,5,2024-07-08,2026-08-31,0.31158756944765376,0.1346957139411209,0.7100606990725403,-0.19153014243759492,0.9099616858237548,16,522
common,raw_fixed,10,2024-07-08,2026-08-31,0.30112891512187456,0.13047136540502957,0.6922286228075027,-0.1915301424375958,0.9099616858237548,16,522
common,raw_fixed,20,2024-07-08,2026-08-31,0.2804457333375512,0.12206350250526432,0.6564805968431454,-0.19153014243759503,0.9099616858237548,16,522
common,raw_adaptive,0,2024-07-08,2026-08-31,0.2344927354354589,0.1031198250164842,0.6036012205646994,-0.16761078292366716,0.6934865900383141,20,522
common,raw_adaptive,5,2024-07-08,2026-08-31,0.22220627094404533,0.09799128271499424,0.5796606946546525,-0.16761078292366738,0.6934865900383141,20,522
common,raw_adaptive,10,2024-07-08,2026-08-31,0.2100360329867874,0.09288403533374034,0.5556746471185502,-0.16761078292366705,0.6934865900383141,20,522
common,raw_adaptive,20,2024-07-08,2026-08-31,0.18604007701168546,0.08273311425860919,0.5075824963197133,-0.1676107829236667,0.6934865900383141,20,522
common,raw_permuted,0,2024-07-08,2026-08-31,0.0037387272212896505,0.0017400628127666184,0.11279951300197064,-0.23181116010653025,0.7509578544061303,16,522
common,raw_permuted,5,2024-07-08,2026-08-31,-0.004261140582335732,-0.0019874446410864666,0.0948052464291692,-0.2371710405942562,0.7509578544061303,16,522
common,raw_permuted,10,2024-07-08,2026-08-31,-0.01220120403824354,-0.00570293666721533,0.0768085868607962,-0.2424961775339245,0.7509578544061303,16,522
common,raw_permuted,20,2024-07-08,2026-08-31,-0.02790358512113633,-0.013098005349160058,0.04081687974267961,-0.2530430515974804,0.7509578544061303,16,522
common,kronos_fixed,0,2024-07-08,2026-08-31,0.055774016671390036,0.025607636052281002,0.2284270515073701,-0.2116865102174732,0.5287356321839081,4,522
common,kronos_fixed,5,2024-07-08,2026-08-31,0.053664051771251,0.0246522219761236,0.22350456691727857,-0.2124746266288826,0.5287356321839081,4,522
common,kronos_fixed,10,2024-07-08,2026-08-31,0.05155725102676345,0.023697220526981644,0.2185802572066882,-0.21326234888354878,0.5287356321839081,4,522
common,kronos_fixed,20,2024-07-08,2026-08-31,0.0473531293465419,0.021788455622478775,0.2087268983981812,-0.21483661092264383,0.5287356321839081,4,522
common,kronos_adaptive,0,2024-07-08,2026-08-31,0.12029975148208472,0.05434766506368205,0.36169188205281233,-0.20435909030138655,0.7260536398467433,24,522
common,kronos_adaptive,5,2024-07-08,2026-08-31,0.10693317245385048,0.04846824984623477,0.33436505194414146,-0.20594917905718846,0.7260536398467433,24,522
common,kronos_adaptive,10,2024-07-08,2026-08-31,0.09371950454806499,0.042618702993101776,0.30701541899235096,-0.20753688327648978,0.7260536398467433,24,522
common,kronos_adaptive,20,2024-07-08,2026-08-31,0.06774422339773856,0.031008667336319906,0.2522680059195262,-0.21070514764492065,0.7260536398467433,24,522
common,kronos_permuted,0,2024-07-08,2026-08-31,0.3336032507015896,0.14352964115273514,0.7299923167700568,-0.1915301424375958,1.0,2,522
common,kronos_permuted,5,2024-07-08,2026-08-31,0.33226998085169934,0.14299688435656055,0.7277853296516295,-0.19153014243759492,1.0,2,522
common,kronos_permuted,10,2024-07-08,2026-08-31,0.3309373778034359,0.14246410937337428,0.7255753607264145,-0.1915301424375958,1.0,2,522
common,kronos_permuted,20,2024-07-08,2026-08-31,0.328274172111787,0.1413985048070605,0.7211466101487292,-0.19153014243759503,1.0,2,522
common,random_tokenizer_adaptive,0,2024-07-08,2026-08-31,0.08199288971200569,0.037395763613550015,0.28676322172748864,-0.19210969645009512,0.5747126436781609,12,522
common,random_tokenizer_adaptive,5,2024-07-08,2026-08-31,0.0755187555350556,0.03449927729884661,0.2723311402652818,-0.19614007130968714,0.5747126436781609,12,522
common,random_tokenizer_adaptive,10,2024-07-08,2026-08-31,0.06908014906247639,0.03160943492686341,0.2578880595678958,-0.20015234119931735,0.5747126436781609,12,522
common,random_tokenizer_adaptive,20,2024-07-08,2026-08-31,0.05630881071633942,0.02584963432260179,0.22897501260880412,-0.208122855133138,0.5747126436781609,12,522
common,ridge_matched_schedule,0,2024-07-08,2026-08-31,0.3119560076479404,0.13484420091595273,0.7484017229413289,-0.15056276219730036,0.7030651340996169,20,522
common,ridge_matched_schedule,5,2024-07-08,2026-08-31,0.2988985789247345,0.1295681680154368,0.7242945834384391,-0.1507284457339556,0.7030651340996169,20,522
common,ridge_matched_schedule,10,2024-07-08,2026-08-31,0.28596466984272295,0.12431404245099831,0.7001589950554379,-0.1515779296060562,0.7030651340996169,20,522
common,ridge_matched_schedule,20,2024-07-08,2026-08-31,0.2604629899242188,0.1138711933109271,0.6518192316728231,-0.15327562216806534,0.7030651340996169,20,522
common,training_mean,0,2024-07-08,2026-08-31,0.3336032507015896,0.14352964115273514,0.7299923167700568,-0.1915301424375958,1.0,2,522
common,training_mean,5,2024-07-08,2026-08-31,0.33226998085169934,0.14299688435656055,0.7277853296516295,-0.19153014243759492,1.0,2,522
common,training_mean,10,2024-07-08,2026-08-31,0.3309373778034359,0.14246410937337428,0.7255753607264145,-0.1915301424375958,1.0,2,522
common,training_mean,20,2024-07-08,2026-08-31,0.328274172111787,0.1413985048070605,0.7211466101487292,-0.19153014243759503,1.0,2,522
common,buy_hold,0,2024-07-08,2026-08-31,0.3336032507015896,0.14352964115273514,0.7299923167700568,-0.1915301424375958,1.0,2,522
common,buy_hold,5,2024-07-08,2026-08-31,0.33226998085169934,0.14299688435656055,0.7277853296516295,-0.19153014243759492,1.0,2,522
common,buy_hold,10,2024-07-08,2026-08-31,0.3309373778034359,0.14246410937337428,0.7255753607264145,-0.1915301424375958,1.0,2,522
common,buy_hold,20,2024-07-08,2026-08-31,0.328274172111787,0.1413985048070605,0.7211466101487292,-0.19153014243759503,1.0,2,522
common,zero_return_cash,0,2024-07-08,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,522
common,zero_return_cash,5,2024-07-08,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,522
common,zero_return_cash,10,2024-07-08,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,522
common,zero_return_cash,20,2024-07-08,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,522
common,round3_quarterly_ridge,0,2024-07-08,2026-08-31,0.31906657019213314,0.13770552975041794,0.7572073281869163,-0.15056276219730036,0.7030651340996169,20,522
common,round3_quarterly_ridge,5,2024-07-08,2026-08-31,0.3059383725841043,0.1324161941735913,0.7333816558423535,-0.1507284457339556,0.7030651340996169,20,522
common,round3_quarterly_ridge,10,2024-07-08,2026-08-31,0.2929343640712141,0.12714882116869597,0.7095178409106032,-0.1515779296060562,0.7030651340996169,20,522
common,round3_quarterly_ridge,20,2024-07-08,2026-08-31,0.26729446969354664,0.1166796420484082,0.6616920634163698,-0.15327562216806534,0.7030651340996169,20,522
common,round3_direct_kronos,0,2024-07-08,2026-08-31,0.15225894698452946,0.0682550676853424,0.691070241597112,-0.10730448542759541,0.32950191570881227,38,522
common,round3_direct_kronos,5,2024-07-08,2026-08-31,0.13056732674254978,0.05883855422094353,0.6053654940827465,-0.11086902486224726,0.32950191570881227,38,522
common,round3_direct_kronos,10,2024-07-08,2026-08-31,0.10927350906116473,0.04950039635465364,0.5195333323172237,-0.11442110399827676,0.32950191570881227,38,522
common,round3_direct_kronos,20,2024-07-08,2026-08-31,0.06785099807870831,0.03105669881227935,0.3478686543545412,-0.1214880306924917,0.32950191570881227,38,522
post_release_sensitivity,raw_fixed,0,2025-08-25,2026-08-31,0.02410058973372009,0.023722667446472112,0.2346361074997085,-0.09721435814088397,0.8089430894308943,16,246
post_release_sensitivity,raw_fixed,5,2025-08-25,2026-08-31,0.015938436462854755,0.01568948447118146,0.18189058979767686,-0.09991933187642144,0.8089430894308943,16,246
post_release_sensitivity,raw_fixed,10,2025-08-25,2026-08-31,0.007837300731817987,0.007715365759317194,0.12903470685444207,-0.10261754824958702,0.8089430894308943,16,246
post_release_sensitivity,raw_fixed,20,2025-08-25,2026-08-31,-0.00818361914613952,-0.008057296441137729,0.023092629184998485,-0.1079937629338894,0.8089430894308943,16,246
post_release_sensitivity,raw_adaptive,0,2025-08-25,2026-08-31,0.07150632146298208,0.07035997205945477,0.5774294325918643,-0.07528871109992585,0.7682926829268293,12,246
post_release_sensitivity,raw_adaptive,5,2025-08-25,2026-08-31,0.06509493395520849,0.06405441236346365,0.533832917362532,-0.07621319121100356,0.7682926829268293,12,246
post_release_sensitivity,raw_adaptive,10,2025-08-25,2026-08-31,0.05871872982079873,0.057782871829201055,0.4900431759305435,-0.07713720896643739,0.7682926829268293,12,246
post_release_sensitivity,raw_adaptive,20,2025-08-25,2026-08-31,0.046071170024848174,0.04534118238731644,0.4019603272205964,-0.07898385741037084,0.7682926829268293,12,246
post_release_sensitivity,raw_permuted,0,2025-08-25,2026-08-31,-0.056187296645164975,-0.05534102633708604,-0.2687300573607823,-0.11881751424075226,0.8821138211382114,8,246
post_release_sensitivity,raw_permuted,5,2025-08-25,2026-08-31,-0.059955947372223206,-0.05905470991270312,-0.2931658757125925,-0.1196984764308906,0.8821138211382114,8,246
post_release_sensitivity,raw_permuted,10,2025-08-25,2026-08-31,-0.06371142430380805,-0.06275564138288048,-0.3175832795444139,-0.12057899802978533,0.8821138211382114,8,246
