phase,method,cutoff,seed,epoch,train_mse_standardized,elapsed_seconds,evaluation_rmse
validation,raw_fixed,2019-12-31,20260910,3,0.9999029410050212,5.703501462936401,
validation,raw_fixed,2019-12-31,20260910,4,1.001320561285942,7.603325843811035,
validation,raw_fixed,2019-12-31,20260910,5,0.9969387622472877,9.424805164337158,0.033654534697808956
validation,raw_fixed,2019-12-31,20260910,6,0.9886070566792642,11.550589084625244,
validation,raw_fixed,2019-12-31,20260910,7,0.9786720759308283,13.422415971755981,
validation,raw_fixed,2019-12-31,20260910,8,0.9729530348755797,15.340014934539795,
validation,raw_fixed,2019-12-31,20260910,9,0.9546686357616829,16.759953022003174,
validation,raw_fixed,2019-12-31,20260910,10,0.9463657298945062,17.949183464050293,0.03520210497670833
validation,raw_fixed,2019-12-31,20260911,1,1.0024754767044348,1.1922998428344727,
validation,raw_fixed,2019-12-31,20260911,2,1.0003273030030562,2.452584981918335,0.03351568998588369
validation,raw_fixed,2019-12-31,20260911,3,1.000352450779506,3.709886074066162,
validation,raw_fixed,2019-12-31,20260911,4,1.0006839671991936,4.815520286560059,
validation,raw_fixed,2019-12-31,20260911,5,1.0004499232164725,6.011939287185669,0.03351778248353
validation,raw_fixed,2019-12-31,20260911,6,0.9998150645313175,7.183465957641602,
validation,raw_fixed,2019-12-31,20260911,7,1.0009892799337887,8.372961521148682,
validation,raw_fixed,2019-12-31,20260911,8,0.9938093788612823,9.55584979057312,
validation,raw_fixed,2019-12-31,20260911,9,0.9764349340293814,10.73739218711853,
validation,raw_fixed,2019-12-31,20260911,10,0.9655170024265342,11.89857530593872,0.03347994091795003
validation,raw_fixed,2019-12-31,20260912,1,1.0092038862166866,1.467850685119629,
validation,raw_fixed,2019-12-31,20260912,2,1.001639502608831,2.8125462532043457,0.03368832673529157
validation,raw_fixed,2019-12-31,20260912,3,1.0011002971280005,4.020835638046265,
validation,raw_fixed,2019-12-31,20260912,4,1.0005458362640873,5.247742414474487,
validation,raw_fixed,2019-12-31,20260912,5,1.0005864053277926,6.431223630905151,0.033529161932542406
validation,raw_fixed,2019-12-31,20260912,6,1.0004530523779205,7.7475831508636475,
validation,raw_fixed,2019-12-31,20260912,7,1.0001543157111665,9.189887046813965,
validation,raw_fixed,2019-12-31,20260912,8,1.0005507226363854,10.45643162727356,
validation,raw_fixed,2019-12-31,20260912,9,1.0009996755331891,11.650994539260864,
validation,raw_fixed,2019-12-31,20260912,10,0.9993987592134608,12.97050929069519,0.03344314937343018
development,raw_fixed,2024-06-30,20260910,1,1.0018179157155769,2.318683385848999,
development,raw_fixed,2024-06-30,20260910,2,1.0008886282818061,4.3447136878967285,
development,raw_fixed,2024-06-30,20260910,3,1.0015986020996193,6.340977907180786,
development,raw_fixed,2024-06-30,20260910,4,1.0002083978222527,8.232888460159302,
development,raw_fixed,2024-06-30,20260910,5,1.0005626938333532,10.089341402053833,
development,raw_fixed,2024-06-30,20260911,1,1.0010047527336072,1.8525121212005615,
development,raw_fixed,2024-06-30,20260911,2,1.000911857513039,3.7285103797912598,
development,raw_fixed,2024-06-30,20260911,3,1.0021277474668957,5.652724027633667,
development,raw_fixed,2024-06-30,20260911,4,0.9999693368233015,7.474375247955322,
development,raw_fixed,2024-06-30,20260911,5,1.0002103650866383,9.381942987442017,
development,raw_fixed,2024-06-30,20260912,1,1.0032281381497545,2.0026919841766357,
development,raw_fixed,2024-06-30,20260912,2,1.0009451164656122,3.9304046630859375,
development,raw_fixed,2024-06-30,20260912,3,1.0004953464592092,6.064084768295288,
development,raw_fixed,2024-06-30,20260912,4,1.0012238165480907,8.314867734909058,
development,raw_fixed,2024-06-30,20260912,5,1.0004051680721533,10.51258134841919,
development,raw_adaptive,2024-06-30,20260910,1,1.001946633162951,2.246276617050171,
development,raw_adaptive,2024-06-30,20260910,2,1.0007426018798355,4.492351770401001,
development,raw_adaptive,2024-06-30,20260910,3,1.0015245987148713,6.79794979095459,
development,raw_adaptive,2024-06-30,20260910,4,0.9999853999548102,9.195734024047852,
development,raw_adaptive,2024-06-30,20260910,5,0.9964569479291118,11.422607421875,
development,raw_adaptive,2024-06-30,20260911,1,1.0009970191361752,2.1565966606140137,
development,raw_adaptive,2024-06-30,20260911,2,1.0008885801149578,4.30709981918335,
development,raw_adaptive,2024-06-30,20260911,3,1.0016277838895244,6.4448840618133545,
development,raw_adaptive,2024-06-30,20260911,4,0.9998167624750275,8.591479301452637,
development,raw_adaptive,2024-06-30,20260911,5,0.9938406613036318,10.67214298248291,
development,raw_adaptive,2024-06-30,20260912,1,1.0029639109241695,2.0858213901519775,
development,raw_adaptive,2024-06-30,20260912,2,1.0006932319949147,4.014679193496704,
development,raw_adaptive,2024-06-30,20260912,3,1.0004488052969005,6.069613456726074,
development,raw_adaptive,2024-06-30,20260912,4,1.0011583514692302,8.161412954330444,
development,raw_adaptive,2024-06-30,20260912,5,1.0003248562577096,10.536827325820923,
development,raw_permuted,2024-06-30,20260910,1,1.0019537534016862,2.2172975540161133,
development,raw_permuted,2024-06-30,20260910,2,1.0008120093200703,4.324024438858032,
development,raw_permuted,2024-06-30,20260910,3,1.001578994751855,6.656503915786743,
development,raw_permuted,2024-06-30,20260910,4,1.0001141877126065,8.849470853805542,
development,raw_permuted,2024-06-30,20260910,5,1.0009137663074092,11.081993579864502,
development,raw_permuted,2024-06-30,20260911,1,1.0010638172947852,2.3472907543182373,
development,raw_permuted,2024-06-30,20260911,2,1.0006025884647036,4.867909669876099,
development,raw_permuted,2024-06-30,20260911,3,1.0020002125595697,7.1891930103302,
development,raw_permuted,2024-06-30,20260911,4,1.000081467818804,9.446652889251709,
development,raw_permuted,2024-06-30,20260911,5,1.000541347977132,12.014811754226685,
development,raw_permuted,2024-06-30,20260912,1,1.0033608094878017,2.4542202949523926,
development,raw_permuted,2024-06-30,20260912,2,1.000993004085317,4.87003231048584,
development,raw_permuted,2024-06-30,20260912,3,1.000534434881465,7.059816598892212,
development,raw_permuted,2024-06-30,20260912,4,1.0010617352864257,9.229994773864746,
development,raw_permuted,2024-06-30,20260912,5,1.0006508641825669,11.255068063735962,
development,kronos_fixed,2024-06-30,20260910,1,1.0038530108457993,2.8579564094543457,
development,kronos_fixed,2024-06-30,20260910,2,1.000968274544601,5.732587814331055,
development,kronos_fixed,2024-06-30,20260910,3,1.0052593051929726,8.652324199676514,
development,kronos_fixed,2024-06-30,20260910,4,1.0018198721826828,11.600558996200562,
development,kronos_fixed,2024-06-30,20260910,5,1.0007740643297487,14.581743955612183,
development,kronos_fixed,2024-06-30,20260911,1,1.0030568019722297,2.8696978092193604,
development,kronos_fixed,2024-06-30,20260911,2,1.0023815601853676,5.740151882171631,
development,kronos_fixed,2024-06-30,20260911,3,1.01814932701666,8.837647914886475,
development,kronos_fixed,2024-06-30,20260911,4,1.0053811940745705,11.83459186553955,
development,kronos_fixed,2024-06-30,20260911,5,1.0002675998199926,14.757076978683472,
development,kronos_fixed,2024-06-30,20260912,1,1.0058048581981864,2.9935708045959473,
development,kronos_fixed,2024-06-30,20260912,2,1.0011632386474913,5.9566895961761475,
development,kronos_fixed,2024-06-30,20260912,3,1.002842692809856,8.890631198883057,
development,kronos_fixed,2024-06-30,20260912,4,1.0033114087116803,11.805302381515503,
development,kronos_fixed,2024-06-30,20260912,5,1.0013699114121357,14.673721075057983,
development,kronos_adaptive,2024-06-30,20260910,1,1.0039815999336466,3.070507526397705,
development,kronos_adaptive,2024-06-30,20260910,2,1.0008234504837912,6.081327676773071,
development,kronos_adaptive,2024-06-30,20260910,3,1.0062203202322286,8.924235820770264,
development,kronos_adaptive,2024-06-30,20260910,4,1.0023100216183005,11.831478595733643,
development,kronos_adaptive,2024-06-30,20260910,5,1.0014463973477241,14.835936307907104,
development,kronos_adaptive,2024-06-30,20260911,1,1.0030214469565326,2.8868136405944824,
development,kronos_adaptive,2024-06-30,20260911,2,1.003195795721535,5.861607789993286,
development,kronos_adaptive,2024-06-30,20260911,3,1.015595120925423,8.783556699752808,
development,kronos_adaptive,2024-06-30,20260911,4,1.002363436017843,11.700495958328247,
development,kronos_adaptive,2024-06-30,20260911,5,1.0020175876886814,14.651517868041992,
development,kronos_adaptive,2024-06-30,20260912,1,1.0067061042361074,2.9196062088012695,
development,kronos_adaptive,2024-06-30,20260912,2,1.0016634602249492,5.899914979934692,
development,kronos_adaptive,2024-06-30,20260912,3,1.0036735559190604,8.849897384643555,
development,kronos_adaptive,2024-06-30,20260912,4,1.0027701216751277,11.805775880813599,
development,kronos_adaptive,2024-06-30,20260912,5,1.0010646817542894,14.892247676849365,
development,kronos_permuted,2024-06-30,20260910,1,1.0039820059113682,3.0071194171905518,
development,kronos_permuted,2024-06-30,20260910,2,1.0009279327960625,5.977318048477173,
development,kronos_permuted,2024-06-30,20260910,3,1.0058023768185764,9.044819116592407,
development,kronos_permuted,2024-06-30,20260910,4,1.002130435513762,12.094501256942749,
development,kronos_permuted,2024-06-30,20260910,5,1.0011645458320697,15.176315546035767,
development,kronos_permuted,2024-06-30,20260911,1,1.0030571617595543,3.0498692989349365,
development,kronos_permuted,2024-06-30,20260911,2,1.003490186777077,6.135847568511963,
development,kronos_permuted,2024-06-30,20260911,3,1.0164479151583172,9.043940305709839,
development,kronos_permuted,2024-06-30,20260911,4,1.0030893164615087,12.063821077346802,
development,kronos_permuted,2024-06-30,20260911,5,1.001203531094552,14.960899591445923,
development,kronos_permuted,2024-06-30,20260912,1,1.0067262222769073,2.937832832336426,
development,kronos_permuted,2024-06-30,20260912,2,1.0015303462350298,5.773118495941162,
development,kronos_permuted,2024-06-30,20260912,3,1.0034288781568395,8.66336464881897,
development,kronos_permuted,2024-06-30,20260912,4,1.00292362275942,11.61625075340271,
development,kronos_permuted,2024-06-30,20260912,5,1.0007723081430335,14.573959112167358,
development,random_tokenizer_adaptive,2024-06-30,20260910,1,1.0039068728749432,2.9839653968811035,
development,random_tokenizer_adaptive,2024-06-30,20260910,2,1.0008634804654495,6.453531980514526,
development,random_tokenizer_adaptive,2024-06-30,20260910,3,1.0060827214548769,9.588122367858887,
development,random_tokenizer_adaptive,2024-06-30,20260910,4,1.0019522851912346,12.643743991851807,
development,random_tokenizer_adaptive,2024-06-30,20260910,5,1.001109357842061,15.629553318023682,
development,random_tokenizer_adaptive,2024-06-30,20260911,1,1.0030583830234059,2.9707939624786377,
development,random_tokenizer_adaptive,2024-06-30,20260911,2,1.0029806998524886,5.946258783340454,
development,random_tokenizer_adaptive,2024-06-30,20260911,3,1.018247341794912,8.923975467681885,
development,random_tokenizer_adaptive,2024-06-30,20260911,4,1.0030961238719365,11.964624643325806,
development,random_tokenizer_adaptive,2024-06-30,20260911,5,1.0015515424299724,15.362201452255249,
development,random_tokenizer_adaptive,2024-06-30,20260912,1,1.0070677381883855,4.04992938041687,
development,random_tokenizer_adaptive,2024-06-30,20260912,2,1.0016655850930194,8.23245882987976,
development,random_tokenizer_adaptive,2024-06-30,20260912,3,1.003012757324023,12.366412162780762,
development,random_tokenizer_adaptive,2024-06-30,20260912,4,1.0028856223369618,16.48674964904785,
development,random_tokenizer_adaptive,2024-06-30,20260912,5,1.000800212669636,20.64549446105957,
development,raw_fixed,2024-12-31,20260910,1,1.0018125890910026,3.5634074211120605,
development,raw_fixed,2024-12-31,20260910,2,1.0013482282318213,7.217275381088257,
development,raw_fixed,2024-12-31,20260910,3,1.0002915527889673,10.697865962982178,
development,raw_fixed,2024-12-31,20260910,4,1.0002343569332013,14.340896606445312,
development,raw_fixed,2024-12-31,20260910,5,1.0005117924096385,17.991549253463745,
development,raw_fixed,2024-12-31,20260911,1,1.0007573565669767,3.895345687866211,
development,raw_fixed,2024-12-31,20260911,2,1.0029429269922618,7.55370831489563,
development,raw_fixed,2024-12-31,20260911,3,1.001245238420034,11.283437728881836,
development,raw_fixed,2024-12-31,20260911,4,1.0006318911865997,14.778999090194702,
development,raw_fixed,2024-12-31,20260911,5,1.0007800076009252,18.239980220794678,
development,raw_fixed,2024-12-31,20260912,1,1.0010881591378973,3.6565425395965576,
development,raw_fixed,2024-12-31,20260912,2,1.0003682123987299,7.349709987640381,
development,raw_fixed,2024-12-31,20260912,3,1.0001030019724038,10.813350200653076,
development,raw_fixed,2024-12-31,20260912,4,1.0003042143523375,14.47176218032837,
development,raw_fixed,2024-12-31,20260912,5,1.000069568560435,17.960191011428833,
development,raw_adaptive,2024-12-31,20260910,1,1.0026342428202886,3.569526433944702,
development,raw_adaptive,2024-12-31,20260910,2,1.0012025526470858,7.020543098449707,
development,raw_adaptive,2024-12-31,20260910,3,1.0001384148155001,10.767108917236328,
development,raw_adaptive,2024-12-31,20260910,4,0.999970523229652,14.567246198654175,
development,raw_adaptive,2024-12-31,20260910,5,0.9997980266827088,18.370102167129517,
development,raw_adaptive,2024-12-31,20260911,1,1.0008243191954231,4.065483093261719,
development,raw_adaptive,2024-12-31,20260911,2,1.00304275557249,7.909137010574341,
development,raw_adaptive,2024-12-31,20260911,3,1.0008798508796377,11.713245391845703,
development,raw_adaptive,2024-12-31,20260911,4,1.0001704662527156,15.503937482833862,
development,raw_adaptive,2024-12-31,20260911,5,0.9978292353191297,19.19071102142334,
development,raw_adaptive,2024-12-31,20260912,1,1.0010508501903324,3.7428510189056396,
development,raw_adaptive,2024-12-31,20260912,2,1.000293615370513,7.578404188156128,
development,raw_adaptive,2024-12-31,20260912,3,1.0000005525502138,11.451130867004395,
development,raw_adaptive,2024-12-31,20260912,4,1.0004706214970205,14.925764083862305,
development,raw_adaptive,2024-12-31,20260912,5,0.9987024130164203,18.544727563858032,
development,raw_permuted,2024-12-31,20260910,1,1.0026004353195588,3.214714288711548,
development,raw_permuted,2024-12-31,20260910,2,1.00098962927626,6.608436107635498,
development,raw_permuted,2024-12-31,20260910,3,1.000273716865666,9.863753080368042,
development,raw_permuted,2024-12-31,20260910,4,1.0001643488634133,13.454154968261719,
development,raw_permuted,2024-12-31,20260910,5,1.0006683278126098,16.83609127998352,
development,raw_permuted,2024-12-31,20260911,1,1.000790727836433,3.3026955127716064,
development,raw_permuted,2024-12-31,20260911,2,1.002076190015679,6.617548942565918,
development,raw_permuted,2024-12-31,20260911,3,1.0020660597639348,10.447055101394653,
development,raw_permuted,2024-12-31,20260911,4,0.9992230787282861,13.986273288726807,
development,raw_permuted,2024-12-31,20260911,5,0.9968345143398825,17.38041639328003,
development,raw_permuted,2024-12-31,20260912,1,1.0010103039809193,3.561694860458374,
development,raw_permuted,2024-12-31,20260912,2,1.0002461482899065,6.8809473514556885,
development,raw_permuted,2024-12-31,20260912,3,0.999773403161521,10.149032831192017,
development,raw_permuted,2024-12-31,20260912,4,1.000134097197435,14.035290002822876,
development,raw_permuted,2024-12-31,20260912,5,0.9961326867782597,17.50761103630066,
development,kronos_fixed,2024-12-31,20260910,1,1.0081639152388118,4.156550884246826,
development,kronos_fixed,2024-12-31,20260910,2,1.0033563660278184,8.099116802215576,
development,kronos_fixed,2024-12-31,20260910,3,1.0062075387367055,12.20893931388855,
development,kronos_fixed,2024-12-31,20260910,4,1.0027000514943525,16.070857763290405,
development,kronos_fixed,2024-12-31,20260910,5,1.0010047240908648,19.45666813850403,
development,kronos_fixed,2024-12-31,20260911,1,1.0025829609014238,3.9967291355133057,
development,kronos_fixed,2024-12-31,20260911,2,1.003314805622992,8.025644063949585,
development,kronos_fixed,2024-12-31,20260911,3,1.0092820338706587,12.103160858154297,
development,kronos_fixed,2024-12-31,20260911,4,1.0017322388927588,16.089346885681152,
development,kronos_fixed,2024-12-31,20260911,5,1.0020285325597404,19.837459325790405,
development,kronos_fixed,2024-12-31,20260912,1,1.008808936225388,4.098121643066406,
development,kronos_fixed,2024-12-31,20260912,2,1.0014736952688623,8.03456997871399,
development,kronos_fixed,2024-12-31,20260912,3,1.0015353892132912,12.051315784454346,
development,kronos_fixed,2024-12-31,20260912,4,1.0035086939984845,16.07977867126465,
development,kronos_fixed,2024-12-31,20260912,5,1.0004457329801382,19.835445880889893,
development,kronos_adaptive,2024-12-31,20260910,1,1.0087165271368765,3.9966225624084473,
development,kronos_adaptive,2024-12-31,20260910,2,1.0028334352689547,7.767254829406738,
development,kronos_adaptive,2024-12-31,20260910,3,1.0075367698297213,11.432796239852905,
development,kronos_adaptive,2024-12-31,20260910,4,1.0033592773146491,15.715333938598633,
development,kronos_adaptive,2024-12-31,20260910,5,1.0004878756141324,19.8011577129364,
development,kronos_adaptive,2024-12-31,20260911,1,1.0025791309769516,4.459997177124023,
development,kronos_adaptive,2024-12-31,20260911,2,1.002939965018572,8.711108684539795,
development,kronos_adaptive,2024-12-31,20260911,3,1.010289068584397,12.919293880462646,
development,kronos_adaptive,2024-12-31,20260911,4,1.0010581943214751,17.17080783843994,
development,kronos_adaptive,2024-12-31,20260911,5,1.0014684049072242,21.10879611968994,
development,kronos_adaptive,2024-12-31,20260912,1,1.0080013515538961,4.052533864974976,
development,kronos_adaptive,2024-12-31,20260912,2,1.0014658144139312,8.209259986877441,
development,kronos_adaptive,2024-12-31,20260912,3,1.001526264803146,12.362334966659546,
development,kronos_adaptive,2024-12-31,20260912,4,1.00369832411382,16.340789794921875,
development,kronos_adaptive,2024-12-31,20260912,5,0.9997059331357585,20.55714440345764,
development,kronos_permuted,2024-12-31,20260910,1,1.0087159517458528,3.5284392833709717,
development,kronos_permuted,2024-12-31,20260910,2,1.0025846987063896,6.578589916229248,
development,kronos_permuted,2024-12-31,20260910,3,1.0062555794459274,9.648189067840576,
development,kronos_permuted,2024-12-31,20260910,4,1.0020788825524058,12.64333987236023,
development,kronos_permuted,2024-12-31,20260910,5,1.001432431301092,15.700786590576172,
development,kronos_permuted,2024-12-31,20260911,1,1.0025549118226975,3.07086181640625,
development,kronos_permuted,2024-12-31,20260911,2,1.002929447600998,6.196583271026611,
development,kronos_permuted,2024-12-31,20260911,3,1.0118991595481994,9.183470249176025,
development,kronos_permuted,2024-12-31,20260911,4,1.0017809382844154,12.177570581436157,
development,kronos_permuted,2024-12-31,20260911,5,1.0024744710719211,15.644466161727905,
development,kronos_permuted,2024-12-31,20260912,1,1.008321456307141,3.2017621994018555,
development,kronos_permuted,2024-12-31,20260912,2,1.0014288801190983,6.346764326095581,
development,kronos_permuted,2024-12-31,20260912,3,1.0018366216414782,9.412013530731201,
development,kronos_permuted,2024-12-31,20260912,4,1.0034340648944389,12.46198558807373,
development,kronos_permuted,2024-12-31,20260912,5,1.000378550685136,15.446637630462646,
development,random_tokenizer_adaptive,2024-12-31,20260910,1,1.0087550793929188,3.102919816970825,
development,random_tokenizer_adaptive,2024-12-31,20260910,2,1.0026571876124333,6.088409185409546,
development,random_tokenizer_adaptive,2024-12-31,20260910,3,1.0070980652629236,9.125943422317505,
development,random_tokenizer_adaptive,2024-12-31,20260910,4,1.0024266152745658,12.217148303985596,
development,random_tokenizer_adaptive,2024-12-31,20260910,5,1.0007904158549363,15.043590545654297,
development,random_tokenizer_adaptive,2024-12-31,20260911,1,1.0023975613411893,2.9179153442382812,
development,random_tokenizer_adaptive,2024-12-31,20260911,2,1.0028886301569653,5.915729284286499,
development,random_tokenizer_adaptive,2024-12-31,20260911,3,1.010244458261712,9.020705223083496,
development,random_tokenizer_adaptive,2024-12-31,20260911,4,1.0013593158236909,12.003952026367188,
development,random_tokenizer_adaptive,2024-12-31,20260911,5,1.0024017470606257,14.994855880737305,
development,random_tokenizer_adaptive,2024-12-31,20260912,1,1.0084743514207606,3.0853307247161865,
development,random_tokenizer_adaptive,2024-12-31,20260912,2,1.0014774071119863,6.120317220687866,
development,random_tokenizer_adaptive,2024-12-31,20260912,3,1.001555035482279,9.180575609207153,
development,random_tokenizer_adaptive,2024-12-31,20260912,4,1.0031817414787378,12.161311149597168,
development,random_tokenizer_adaptive,2024-12-31,20260912,5,0.999140645116832,15.181906700134277,
development,raw_fixed,2025-12-31,20260910,1,1.0006687316894531,2.54909086227417,
development,raw_fixed,2025-12-31,20260910,2,1.0006241558173607,4.987292051315308,
development,raw_fixed,2025-12-31,20260910,3,1.0004635100857966,7.306397199630737,
development,raw_fixed,2025-12-31,20260910,4,1.0004276154452356,9.655198812484741,
development,raw_fixed,2025-12-31,20260910,5,1.0005309026981222,12.223742961883545,
development,raw_fixed,2025-12-31,20260911,1,1.0008942706667143,2.312791585922241,
development,raw_fixed,2025-12-31,20260911,2,1.0005245560448746,4.574160099029541,
development,raw_fixed,2025-12-31,20260911,3,1.0021302628023872,6.929920196533203,
development,raw_fixed,2025-12-31,20260911,4,0.9978292318541429,9.194767475128174,
development,raw_fixed,2025-12-31,20260911,5,0.9926806515331926,11.758763790130615,
development,raw_fixed,2025-12-31,20260912,1,1.000705739810549,2.323183536529541,
development,raw_fixed,2025-12-31,20260912,2,1.0004355152722062,4.458747386932373,
development,raw_fixed,2025-12-31,20260912,3,1.0004780393468922,6.870241403579712,
development,raw_fixed,2025-12-31,20260912,4,1.0003317816175263,9.176159620285034,
development,raw_fixed,2025-12-31,20260912,5,0.998669401810087,11.578938007354736,
development,raw_adaptive,2025-12-31,20260910,1,1.0007359042989796,2.206648588180542,
development,raw_adaptive,2025-12-31,20260910,2,1.0005407228634275,4.503241777420044,
development,raw_adaptive,2025-12-31,20260910,3,1.0004742428845372,6.82909369468689,
development,raw_adaptive,2025-12-31,20260910,4,1.0007073042803798,9.158228635787964,
development,raw_adaptive,2025-12-31,20260910,5,1.0009865372263151,11.294005632400513,
development,raw_adaptive,2025-12-31,20260911,1,1.0009317413856242,2.251390218734741,
development,raw_adaptive,2025-12-31,20260911,2,1.0001316772329396,4.468249797821045,
development,raw_adaptive,2025-12-31,20260911,3,0.9998472901377184,6.717662572860718,
development,raw_adaptive,2025-12-31,20260911,4,0.983486595811515,8.935892581939697,
development,raw_adaptive,2025-12-31,20260911,5,0.9710579589646438,11.439443111419678,
development,raw_adaptive,2025-12-31,20260912,1,1.0009130972007225,2.3023693561553955,
development,raw_adaptive,2025-12-31,20260912,2,1.000327874035671,4.52822208404541,
development,raw_adaptive,2025-12-31,20260912,3,1.000446516398726,6.725341081619263,
development,raw_adaptive,2025-12-31,20260912,4,0.9998540851329935,8.962348222732544,
development,raw_adaptive,2025-12-31,20260912,5,0.9943744017502357,11.21781587600708,
development,raw_permuted,2025-12-31,20260910,1,1.0007333979771056,2.225097894668579,
