phase,method,cutoff,seed,epoch,train_mse_standardized,elapsed_seconds,evaluation_rmse
development,raw_permuted,2025-12-31,20260910,2,1.0005248473430501,4.403538942337036,
development,raw_permuted,2025-12-31,20260910,3,1.0005666169955814,6.676647663116455,
development,raw_permuted,2025-12-31,20260910,4,1.0008412664183255,8.928487300872803,
development,raw_permuted,2025-12-31,20260910,5,1.000185010104344,11.13078260421753,
development,raw_permuted,2025-12-31,20260911,1,1.0009767751364873,2.2198376655578613,
development,raw_permuted,2025-12-31,20260911,2,1.000431956850249,4.586766719818115,
development,raw_permuted,2025-12-31,20260911,3,1.0018360397075785,6.795893430709839,
development,raw_permuted,2025-12-31,20260911,4,0.9997953486606993,8.89539647102356,
development,raw_permuted,2025-12-31,20260911,5,0.9974721027571579,11.005608558654785,
development,raw_permuted,2025-12-31,20260912,1,1.000836755144185,2.2267916202545166,
development,raw_permuted,2025-12-31,20260912,2,1.0004329553801439,4.393262624740601,
development,raw_permuted,2025-12-31,20260912,3,1.0004788048842859,6.5192646980285645,
development,raw_permuted,2025-12-31,20260912,4,1.0003569809814978,8.851672410964966,
development,raw_permuted,2025-12-31,20260912,5,0.9996598315403379,11.201478481292725,
development,kronos_fixed,2025-12-31,20260910,1,1.0021264582666858,3.1387150287628174,
development,kronos_fixed,2025-12-31,20260910,2,1.0030755516413985,6.2684807777404785,
development,kronos_fixed,2025-12-31,20260910,3,1.002448683278314,9.461986064910889,
development,kronos_fixed,2025-12-31,20260910,4,1.0072193739660855,12.57986307144165,
development,kronos_fixed,2025-12-31,20260910,5,1.001836551748473,15.83760690689087,
development,kronos_fixed,2025-12-31,20260911,1,1.0041405449571281,3.220989465713501,
development,kronos_fixed,2025-12-31,20260911,2,1.0022941789133795,6.56345796585083,
development,kronos_fixed,2025-12-31,20260911,3,1.0043052323111172,9.661100387573242,
development,kronos_fixed,2025-12-31,20260911,4,1.0021778876205971,12.753868341445923,
development,kronos_fixed,2025-12-31,20260911,5,1.0011235992826264,15.918491125106812,
development,kronos_fixed,2025-12-31,20260912,1,1.003526592961673,3.1119539737701416,
development,kronos_fixed,2025-12-31,20260912,2,1.0011616167528876,6.287414312362671,
development,kronos_fixed,2025-12-31,20260912,3,1.0020305279698865,9.493207693099976,
development,kronos_fixed,2025-12-31,20260912,4,1.0010591832193836,12.82388949394226,
development,kronos_fixed,2025-12-31,20260912,5,1.007240337963762,16.096344709396362,
development,kronos_adaptive,2025-12-31,20260910,1,1.0021322790343186,3.2435109615325928,
development,kronos_adaptive,2025-12-31,20260910,2,1.0029219755139844,6.5250043869018555,
development,kronos_adaptive,2025-12-31,20260910,3,1.0014882222701764,9.803959369659424,
development,kronos_adaptive,2025-12-31,20260910,4,1.006218206043901,13.064487934112549,
development,kronos_adaptive,2025-12-31,20260910,5,1.00234968538942,16.422669649124146,
development,kronos_adaptive,2025-12-31,20260911,1,1.0038566100679596,3.3745319843292236,
development,kronos_adaptive,2025-12-31,20260911,2,1.0023158931074472,6.52785325050354,
development,kronos_adaptive,2025-12-31,20260911,3,1.0029240945947582,9.893278360366821,
development,kronos_adaptive,2025-12-31,20260911,4,1.0017555563696499,13.113217830657959,
development,kronos_adaptive,2025-12-31,20260911,5,1.0010697477274928,16.293011903762817,
development,kronos_adaptive,2025-12-31,20260912,1,1.0037617025046512,3.1672260761260986,
development,kronos_adaptive,2025-12-31,20260912,2,1.001254306595901,6.283576965332031,
development,kronos_adaptive,2025-12-31,20260912,3,1.0020515800344534,9.436461210250854,
development,kronos_adaptive,2025-12-31,20260912,4,1.0010328100138697,12.437946081161499,
development,kronos_adaptive,2025-12-31,20260912,5,1.0129186820983886,15.544517755508423,
development,kronos_permuted,2025-12-31,20260910,1,1.0021673433369604,3.1791470050811768,
development,kronos_permuted,2025-12-31,20260910,2,1.0028698903774393,6.408563137054443,
development,kronos_permuted,2025-12-31,20260910,3,1.0015648355648434,9.525431156158447,
development,kronos_permuted,2025-12-31,20260910,4,1.0059509957083341,12.567545175552368,
development,kronos_permuted,2025-12-31,20260910,5,1.0034776048331424,15.625654697418213,
development,kronos_permuted,2025-12-31,20260911,1,1.0042595131315033,3.1181554794311523,
development,kronos_permuted,2025-12-31,20260911,2,1.0020272564559147,6.1994171142578125,
development,kronos_permuted,2025-12-31,20260911,3,1.0031560514055449,9.398505449295044,
development,kronos_permuted,2025-12-31,20260911,4,1.0019117955832646,12.49965524673462,
development,kronos_permuted,2025-12-31,20260911,5,1.0012456129994887,15.557045698165894,
development,kronos_permuted,2025-12-31,20260912,1,1.00382175379786,3.1881425380706787,
development,kronos_permuted,2025-12-31,20260912,2,1.001160427619671,6.498586893081665,
development,kronos_permuted,2025-12-31,20260912,3,1.0018936292714087,9.675585269927979,
development,kronos_permuted,2025-12-31,20260912,4,1.0010902974030067,12.827449560165405,
development,kronos_permuted,2025-12-31,20260912,5,1.0110799402204054,15.971047639846802,
development,random_tokenizer_adaptive,2025-12-31,20260910,1,1.00211587159387,3.1345105171203613,
development,random_tokenizer_adaptive,2025-12-31,20260910,2,1.0037199165574435,6.313472032546997,
development,random_tokenizer_adaptive,2025-12-31,20260910,3,1.0018841863171808,9.582574129104614,
development,random_tokenizer_adaptive,2025-12-31,20260910,4,1.0059640699748336,12.813188552856445,
development,random_tokenizer_adaptive,2025-12-31,20260910,5,1.0012531933291204,16.093862056732178,
development,random_tokenizer_adaptive,2025-12-31,20260911,1,1.0041420219026762,3.3227548599243164,
development,random_tokenizer_adaptive,2025-12-31,20260911,2,1.0019632620318182,6.56881308555603,
development,random_tokenizer_adaptive,2025-12-31,20260911,3,1.00302789395431,9.879408836364746,
development,random_tokenizer_adaptive,2025-12-31,20260911,4,1.0016540451049805,13.099451065063477,
development,random_tokenizer_adaptive,2025-12-31,20260911,5,1.0011883167069533,16.548981428146362,
development,random_tokenizer_adaptive,2025-12-31,20260912,1,1.0035994790997997,3.3695459365844727,
development,random_tokenizer_adaptive,2025-12-31,20260912,2,1.0011467410942603,6.7009665966033936,
development,random_tokenizer_adaptive,2025-12-31,20260912,3,1.001791177782519,10.147164106369019,
development,random_tokenizer_adaptive,2025-12-31,20260912,4,1.0008045798334582,13.32189393043518,
development,random_tokenizer_adaptive,2025-12-31,20260912,5,1.0039864608172713,16.63895058631897,
