forecast_date,open,high,low,close,volume,amount
2025-03-31,3914.463,3940.117,3902.4717,3923.4204,5.415799e-08,2.1253246e-09
2025-04-01,3921.2354,3956.7751,3907.4185,3938.0742,1.2915659e-07,7.841417e-08
2025-04-02,3932.6782,3960.6255,3914.1492,3934.3477,1.0742795e-07,9.765582e-08
2025-04-03,3936.944,3958.0557,3922.0884,3937.7944,1.7574041e-07,7.950937e-08
2025-04-07,3943.5513,3966.677,3925.0166,3942.275,8.7629104e-08,2.1240337e-08
2025-04-08,3943.498,3969.2114,3932.7178,3952.1174,1.7660172e-07,8.350148e-08
2025-04-09,3960.6343,3989.4312,3947.6323,3971.139,9.2031364e-08,1.04417275e-08
2025-04-10,3978.7893,4007.7612,3961.2354,3983.7402,-3.877039e-08,-1.1367393e-07
2025-04-11,3990.207,4028.3972,3971.1814,4004.1123,2.0054811e-08,1.6474873e-08
2025-04-14,4010.4888,4040.9504,3979.0942,4001.9443,1.707765e-07,3.6718024e-08
