forecast_date,open,high,low,close,volume,amount
2026-06-15,4817.902,4881.9727,4801.616,4860.396,1.7602693e+08,-1.5560688e-06
2026-06-16,4867.1865,4902.3594,4837.4556,4876.74,2.7097795e+08,1.3029037e-06
2026-06-17,4851.074,4886.962,4815.129,4857.145,2.5243173e+08,8.2388465e-07
2026-06-18,4863.9253,4898.328,4783.671,4811.591,2.6106261e+08,1.7244034e-07
2026-06-22,4790.2085,4843.6553,4747.6533,4791.79,2.489332e+08,1.0004017e-06
2026-06-23,4797.498,4842.4272,4766.67,4810.5996,2.2847536e+08,1.0130378e-07
2026-06-24,4800.618,4856.819,4733.391,4794.0605,2.6222947e+08,5.999922e-08
2026-06-25,4788.038,4822.313,4738.5503,4783.4663,3.2507872e+08,9.228687e-06
2026-06-26,4766.5312,4804.6597,4720.863,4752.4795,2.8708986e+08,3.4850257e-06
2026-06-29,4733.2817,4775.415,4682.011,4727.415,2.781932e+08,5.598776e-06
