forecast_date,open,high,low,close,volume,amount
2025-08-04,4080.7966,4139.323,4056.6516,4117.0503,2.4915904e+08,1.8965411e-06
2025-08-05,4113.311,4157.2026,4081.534,4124.684,2.4908232e+08,3.0782703e-06
2025-08-06,4118.4995,4160.1035,4100.2896,4138.8394,2.3500254e+08,5.0213753e-06
2025-08-07,4137.824,4168.773,4112.1094,4138.5117,2.3672218e+08,6.435946e-06
2025-08-08,4134.377,4164.808,4107.4673,4131.008,2.4668904e+08,7.701025e-06
2025-08-11,4124.0117,4154.568,4086.4707,4118.0874,2.6263392e+08,5.8534897e-06
