forecast_date,open,high,low,close,volume,amount
2026-06-15,4819.2915,4865.4893,4797.634,4838.299,2.0195264e+08,-3.324215e-07
2026-06-16,4849.185,4894.441,4827.0815,4864.634,2.6173979e+08,1.0331528e-06
2026-06-17,4865.764,4907.0933,4812.9106,4855.17,3.5279946e+08,1.5683469e-05
2026-06-18,4840.979,4898.5063,4810.444,4841.062,2.8859315e+08,2.57178e-06
2026-06-22,4815.5376,4853.419,4766.8027,4806.6465,3.4594112e+08,1.7908958e-05
2026-06-23,4787.551,4834.5757,4726.0234,4768.213,2.948699e+08,6.3778707e-06
2026-06-24,4754.202,4798.7188,4710.1465,4756.9214,2.871122e+08,5.8823666e-06
2026-06-25,4733.563,4759.2993,4662.6206,4694.5225,2.8871174e+08,5.267244e-06
2026-06-26,4716.939,4762.3906,4678.597,4711.7246,2.6715858e+08,-2.4647775e-07
2026-06-29,4717.04,4744.8374,4669.782,4697.8257,2.2945264e+08,-1.4444622e-06
