cutoff,feature,train_n,validation_n,lower,upper,training_clipped_mean,training_clipped_sd,validation_standardized_mean,validation_lower_fraction,validation_upper_fraction
2014-12-31,trend60,1077,22,-1.8968630775781807,2.5961737568682914,-0.01735864368177117,0.9977475457121832,0.7992878567435381,0.0,0.09090909090909091
2014-12-31,volatility20,1077,22,0.006644483764460517,0.02142829219338775,0.01232612570126393,0.0031649321446907915,1.7150321452243928,0.0,0.3181818181818182
2014-12-31,range20,1077,22,0.008843025514737389,0.028724764893734885,0.016453840870543062,0.003790862873807235,1.8499197117976178,0.0,0.13636363636363635
2014-12-31,volume_change20,1077,22,-0.9245505213219886,1.0573187343035988,0.042368022393532774,0.42734473186156274,-0.47268487579700746,0.09090909090909091,0.0
2015-12-31,trend60,1190,48,-1.871034409687317,2.8195007946008475,0.0752027677536708,1.0588474075796832,-0.0141276300441483,0.0,0.0
2015-12-31,volatility20,1190,48,0.006766370995295809,0.024307542291344762,0.012936521315421789,0.0037427733531669683,-0.3096323312562928,0.16666666666666666,0.125
2015-12-31,range20,1190,48,0.008867301345988798,0.0352009544105876,0.017265163548964037,0.004710391932511651,-0.4364556577779042,0.14583333333333334,0.020833333333333332
2015-12-31,volume_change20,1190,48,-0.9769785200327268,1.0565544163546905,0.026594143289309573,0.4353290955002808,-0.16037509023703359,0.020833333333333332,0.0
2016-12-31,trend60,1434,50,-1.8166476799383002,2.7721701629791786,0.08351896336583274,1.0092648538791593,0.8064256391025499,0.0,0.04
2016-12-31,volatility20,1434,50,0.005391827899041631,0.0280675719349077,0.012806748533682263,0.004465445917000799,-1.4447463226159951,0.46,0.0
2016-12-31,range20,1434,50,0.0077265090815770605,0.03543159214504629,0.01692299627603044,0.005286377179984948,-1.4039552309908438,0.18,0.0
2016-12-31,volume_change20,1434,50,-0.9798309046673318,1.0540344504067891,0.020185568975642998,0.43728573966393874,-0.06700136787344747,0.0,0.0
2017-12-31,trend60,1678,49,-1.7953598731196312,2.832981123416268,0.20283531585904258,1.020684020525583,-0.7471208274875869,0.0,0.0
2017-12-31,volatility20,1678,49,0.0037276143626620104,0.02741176235845854,0.011800389645537515,0.004812897143484872,0.2029986304684627,0.0,0.0
2017-12-31,range20,1678,49,0.007011753599899694,0.03521975507616972,0.015814817339413367,0.005614605932995535,0.050280472935011755,0.0,0.0
2017-12-31,volume_change20,1678,49,-0.9775897453115707,1.0365717874585707,0.013512444831699708,0.42772116029994833,-0.05588410330614949,0.0,0.0
2018-12-31,trend60,1921,46,-1.7564398823863194,2.806818097302863,0.11497823513515759,1.0160060670414532,0.3677184337240493,0.0,0.0
2018-12-31,volatility20,1921,46,0.0037619491965203643,0.026536381929617804,0.011905961928158442,0.004682894435631388,-0.10726708943638774,0.0,0.0
2018-12-31,range20,1921,46,0.00705017365583938,0.03452255827326436,0.015838315656819046,0.005404974048334989,-0.3604042218306748,0.0,0.0
2018-12-31,volume_change20,1921,46,-0.9523374389384074,1.0019993331150132,0.008165555955342541,0.421166643004151,0.13518005584783085,0.0,0.021739130434782608
2019-12-31,trend60,2165,46,-1.6995122034176884,2.770959656334869,0.15678238254050023,1.0011816623280274,0.4243816121112081,0.0,0.0
2019-12-31,volatility20,2165,46,0.003828233357111432,0.025793097699640045,0.011853691996692211,0.004602295937152493,0.31106730834994245,0.0,0.0
2019-12-31,range20,2165,46,0.007133517549411259,0.034048619147044996,0.01563604102510641,0.00526711150520664,0.00041538311676707774,0.0,0.0
2019-12-31,volume_change20,2165,46,-0.9501048114043382,1.059070317484026,0.009798385671148446,0.42168095121174637,-0.017545531230863675,0.0,0.0
