job,iteration,objective,gradient_inf,last_step,last_backtracks
learned_market_2014-12-31_20260910,0,0.6930225987958569,0.09000571349941608,0.0,0
learned_market_2014-12-31_20260910,1,0.6373321038055308,0.0058992629746622005,1.0,0
learned_market_2014-12-31_20260910,2,0.6369495808538979,0.00021103392624912147,1.0,0
learned_market_2014-12-31_20260910,3,0.6369492919892391,3.455480867136122e-07,1.0,0
learned_market_2014-12-31_20260910,4,0.6369492919886864,8.481575901678196e-13,1.0,0
learned_market_2014-12-31_20260911,0,0.6930225987958569,0.1335564116441424,0.0,0
learned_market_2014-12-31_20260911,1,0.6349861596307218,0.007912139005980508,1.0,0
learned_market_2014-12-31_20260911,2,0.6346668412472777,0.0001316612662129119,1.0,0
learned_market_2014-12-31_20260911,3,0.6346667330344492,4.6260185362478196e-08,1.0,0
learned_market_2014-12-31_20260911,4,0.6346667330344339,6.721782418867006e-15,1.0,0
learned_market_2014-12-31_20260912,0,0.6930225987958569,0.08308445399327574,0.0,0
learned_market_2014-12-31_20260912,1,0.6361645567740152,0.006482793907924386,1.0,0
learned_market_2014-12-31_20260912,2,0.6357922889790921,0.00013558293094108787,1.0,0
learned_market_2014-12-31_20260912,3,0.6357921325403957,6.776890165227992e-08,1.0,0
learned_market_2014-12-31_20260912,4,0.63579213254036,1.6637299177224563e-14,1.0,0
learned_market_2015-12-31_20260910,0,0.693124583115526,0.1365628583089173,0.0,0
learned_market_2015-12-31_20260910,1,0.6325424174525877,0.008531820093743174,1.0,0
learned_market_2015-12-31_20260910,2,0.6321636323138351,0.0001599919930926454,1.0,0
learned_market_2015-12-31_20260910,3,0.6321634760527322,6.93665606424105e-08,1.0,0
learned_market_2015-12-31_20260910,4,0.6321634760527012,1.3732721557135896e-14,1.0,0
learned_market_2015-12-31_20260911,0,0.693124583115526,0.08008642430881523,0.0,0
learned_market_2015-12-31_20260911,1,0.6511150238788997,0.004562343166982677,1.0,0
learned_market_2015-12-31_20260911,2,0.6509422781834928,5.6553207892482945e-05,1.0,0
learned_market_2015-12-31_20260911,3,0.6509422475691603,1.0133291331471811e-08,1.0,0
learned_market_2015-12-31_20260911,4,0.6509422475691592,3.5605199344423966e-16,1.0,0
learned_market_2015-12-31_20260912,0,0.693124583115526,0.06793532598083574,0.0,0
learned_market_2015-12-31_20260912,1,0.6446577473113467,0.0038418132806453775,1.0,0
learned_market_2015-12-31_20260912,2,0.6444667851230523,4.784051686527134e-05,1.0,0
