job,method,cutoff,seed,coordinate,name,block,coefficient
learned_market_2016-12-31_20260912,learned_market,2016-12-31,20260912,26,market_volatility20,market,0.070203115744645
learned_market_2016-12-31_20260912,learned_market,2016-12-31,20260912,27,market_range20,market,0.05238739090917238
learned_market_2016-12-31_20260912,learned_market,2016-12-31,20260912,28,market_volume_change20,market,0.09258390839705084
learned_market_2016-12-31_20260912,learned_market,2016-12-31,20260912,29,intercept,intercept,0.027610294950379827
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,0,decoded_00,representation,0.2684115838542017
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,1,decoded_01,representation,-0.07561007782104906
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,2,decoded_02,representation,0.19512604841262074
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,3,decoded_03,representation,-0.13923516000496655
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,4,decoded_04,representation,-0.01975413310258153
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,5,decoded_05,representation,0.2901412762165146
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,6,decoded_06,representation,0.03691766534345976
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,7,decoded_07,representation,-0.13178100480924987
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,8,decoded_08,representation,0.11650869900156402
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,9,decoded_09,representation,0.06948401027609098
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,10,decoded_10,representation,-0.039019688559404256
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,11,decoded_11,representation,-0.048719436438242766
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,12,decoded_12,representation,-0.09869673393762726
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,13,decoded_13,representation,-0.06790727585211988
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,14,decoded_14,representation,0.21334291570147437
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,15,decoded_15,representation,-0.007468587131322162
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,16,decoded_16,representation,0.15691336432350197
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,17,decoded_17,representation,0.18646309691058108
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,18,decoded_18,representation,-0.053467926185066766
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,19,decoded_19,representation,0.1206576740089593
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,20,decoded_20,representation,0.2339150708875412
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,21,decoded_21,representation,0.05764546917561256
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,22,decoded_22,representation,0.039555795832156876
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,23,decoded_23,representation,0.0706244380333039
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,24,decoded_24,representation,0.06885184097905
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,25,market_trend60,market,-0.15626495079726885
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,26,market_volatility20,market,0.02947607152433041
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,27,market_range20,market,0.024232830168061808
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,28,market_volume_change20,market,0.05919253496835684
learned_market_2017-12-31_20260910,learned_market,2017-12-31,20260910,29,intercept,intercept,0.07920449737383697
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,0,decoded_00,representation,-0.13608851740737318
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,1,decoded_01,representation,0.1916744110628723
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,2,decoded_02,representation,-0.14871682374081507
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,3,decoded_03,representation,-0.13739784856744697
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,4,decoded_04,representation,0.17938264207062674
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,5,decoded_05,representation,0.0434393038921319
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,6,decoded_06,representation,-0.1285701251230372
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,7,decoded_07,representation,0.13219704838681764
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,8,decoded_08,representation,-0.13366810078212782
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,9,decoded_09,representation,-0.11197689882054374
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,10,decoded_10,representation,0.05491354244280951
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,11,decoded_11,representation,0.008246633581919922
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,12,decoded_12,representation,-0.20876484077924023
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,13,decoded_13,representation,-0.020753152240989003
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,14,decoded_14,representation,0.08541372920857153
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,15,decoded_15,representation,0.0571953199068328
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,16,decoded_16,representation,-0.12147038461301224
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,17,decoded_17,representation,0.16045545388531882
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,18,decoded_18,representation,0.1279038193753921
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,19,decoded_19,representation,-0.14436647001679395
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,20,decoded_20,representation,-0.0498432757991474
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,21,decoded_21,representation,0.03658381379886913
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,22,decoded_22,representation,-0.19111072078772612
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,23,decoded_23,representation,0.10506400622028934
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,24,decoded_24,representation,0.2388040583456297
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,25,market_trend60,market,0.01800979763520831
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,26,market_volatility20,market,0.03727359238432872
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,27,market_range20,market,0.03364201604810564
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,28,market_volume_change20,market,0.018682333521340633
learned_market_2017-12-31_20260911,learned_market,2017-12-31,20260911,29,intercept,intercept,0.08543020639831245
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,0,decoded_00,representation,-0.03582569297314436
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,1,decoded_01,representation,-0.0550837807385854
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,2,decoded_02,representation,-0.057882211835119914
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,3,decoded_03,representation,0.2749438758201021
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,4,decoded_04,representation,0.24213585775986296
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,5,decoded_05,representation,0.09771572259728435
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,6,decoded_06,representation,0.002837349975216289
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,7,decoded_07,representation,-0.19010788366806936
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,8,decoded_08,representation,0.0014266873463181316
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,9,decoded_09,representation,0.23087079222980683
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,10,decoded_10,representation,-0.06877886623716575
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,11,decoded_11,representation,-0.08615341289435696
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,12,decoded_12,representation,0.1601518111746705
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,13,decoded_13,representation,0.005607275068632763
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,14,decoded_14,representation,0.09009728399255203
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,15,decoded_15,representation,0.2144767400809905
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,16,decoded_16,representation,0.1697377258035336
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,17,decoded_17,representation,-0.2910704343126008
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,18,decoded_18,representation,0.13421597967696627
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,19,decoded_19,representation,-0.09529535561275165
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,20,decoded_20,representation,0.08558198554256205
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,21,decoded_21,representation,-0.01840731800222108
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,22,decoded_22,representation,0.024713358134585313
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,23,decoded_23,representation,-0.07589561715329729
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,24,decoded_24,representation,-0.09960212195431636
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,25,market_trend60,market,0.0017043361077124662
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,26,market_volatility20,market,-0.09636658174399067
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,27,market_range20,market,0.10363399542491435
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,28,market_volume_change20,market,-0.016974233519981875
learned_market_2017-12-31_20260912,learned_market,2017-12-31,20260912,29,intercept,intercept,0.09108045966595217
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,0,decoded_00,representation,-0.11208809343508096
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,1,decoded_01,representation,0.02504594411074227
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,2,decoded_02,representation,0.012892598704314681
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,3,decoded_03,representation,0.07886316027950857
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,4,decoded_04,representation,0.054997101760307275
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,5,decoded_05,representation,-0.11150854600220475
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,6,decoded_06,representation,0.11832504030200515
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,7,decoded_07,representation,-0.01912979895786673
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,8,decoded_08,representation,0.05059229003471859
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,9,decoded_09,representation,0.09326648097285892
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,10,decoded_10,representation,-0.0005453637145879698
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,11,decoded_11,representation,0.030024337164616638
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,12,decoded_12,representation,0.0067078532452560236
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,13,decoded_13,representation,0.01705637434661612
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,14,decoded_14,representation,0.15516472012914576
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,15,decoded_15,representation,-0.11790085586441088
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,16,decoded_16,representation,0.036616159338528693
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,17,decoded_17,representation,0.016689174901350957
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,18,decoded_18,representation,0.039035622150180416
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,19,decoded_19,representation,-0.05824964496686337
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,20,decoded_20,representation,-0.04463363864702752
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,21,decoded_21,representation,-0.3518900060740647
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,22,decoded_22,representation,-0.21724818609315408
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,23,decoded_23,representation,-0.048513056325887545
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,24,decoded_24,representation,0.23623160052524528
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,25,market_trend60,market,-0.13221668588802163
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,26,market_volatility20,market,-0.017942397329300308
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,27,market_range20,market,0.03511136494614651
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,28,market_volume_change20,market,0.007093260596740067
learned_market_2018-12-31_20260910,learned_market,2018-12-31,20260910,29,intercept,intercept,0.05107810805018057
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,0,decoded_00,representation,0.09998108894826453
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,1,decoded_01,representation,0.12997696894533328
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,2,decoded_02,representation,-0.03615395672627473
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,3,decoded_03,representation,0.016548199084296028
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,4,decoded_04,representation,0.08081446574756543
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,5,decoded_05,representation,0.021168497900261426
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,6,decoded_06,representation,-0.067038863440216
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,7,decoded_07,representation,-0.03887710157106431
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,8,decoded_08,representation,-0.04742665646459247
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,9,decoded_09,representation,0.07934062796477519
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,10,decoded_10,representation,-0.11049114630907475
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,11,decoded_11,representation,-0.06414412405792315
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,12,decoded_12,representation,-0.0438717694885968
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,13,decoded_13,representation,-0.06633122264240052
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,14,decoded_14,representation,0.02471870735492836
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,15,decoded_15,representation,0.07177171205559132
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,16,decoded_16,representation,0.03479020824392433
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,17,decoded_17,representation,0.03071891265069627
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,18,decoded_18,representation,-0.12251776184167283
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,19,decoded_19,representation,-0.09879719017214693
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,20,decoded_20,representation,0.10730875107209258
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,21,decoded_21,representation,0.20538446045409023
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,22,decoded_22,representation,-0.08331131208320149
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,23,decoded_23,representation,-0.07421121318320653
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,24,decoded_24,representation,0.22292749807995985
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,25,market_trend60,market,-0.11820756386590826
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,26,market_volatility20,market,-0.025253818155226797
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,27,market_range20,market,0.0634917753983071
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,28,market_volume_change20,market,0.031021858399964967
learned_market_2018-12-31_20260911,learned_market,2018-12-31,20260911,29,intercept,intercept,0.048832433417039085
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,0,decoded_00,representation,-0.1871830890779504
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,1,decoded_01,representation,0.1052107631235125
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,2,decoded_02,representation,-0.054894139307828986
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,3,decoded_03,representation,-0.06530132669855607
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,4,decoded_04,representation,0.19285926617875668
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,5,decoded_05,representation,-0.05962343917814602
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,6,decoded_06,representation,0.03236778908448584
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,7,decoded_07,representation,-0.02188620787400206
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,8,decoded_08,representation,0.11784138121301782
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,9,decoded_09,representation,-0.014112935625396446
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,10,decoded_10,representation,-0.0819004748542225
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,11,decoded_11,representation,0.22544579000757048
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,12,decoded_12,representation,-0.10255692730800535
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,13,decoded_13,representation,-0.13982385513712872
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,14,decoded_14,representation,-0.07904412972183363
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,15,decoded_15,representation,-0.2908328406053385
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,16,decoded_16,representation,0.11288540274253711
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,17,decoded_17,representation,0.2458810053430977
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,18,decoded_18,representation,-0.09904788972343719
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,19,decoded_19,representation,0.16295629276296963
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,20,decoded_20,representation,-0.0036464821063935506
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,21,decoded_21,representation,0.04127838476810745
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,22,decoded_22,representation,0.16345822057066992
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,23,decoded_23,representation,-0.14218498977788235
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,24,decoded_24,representation,0.14933968875142278
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,25,market_trend60,market,-0.08252804538056042
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,26,market_volatility20,market,-0.08503940863147234
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,27,market_range20,market,0.15109404162570908
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,28,market_volume_change20,market,0.054939509515453636
learned_market_2018-12-31_20260912,learned_market,2018-12-31,20260912,29,intercept,intercept,0.049958792939851476
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,0,decoded_00,representation,0.0031107662636103684
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,1,decoded_01,representation,0.20946773967965387
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,2,decoded_02,representation,0.063955335094944
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,3,decoded_03,representation,0.0006499711754302174
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,4,decoded_04,representation,0.06742729101304867
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,5,decoded_05,representation,-0.11747161353347674
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,6,decoded_06,representation,-0.023325520431946373
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,7,decoded_07,representation,0.13310832182832577
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,8,decoded_08,representation,0.129256858092786
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,9,decoded_09,representation,0.14467815527103467
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,10,decoded_10,representation,-0.09368777156522355
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,11,decoded_11,representation,0.15281049409475153
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,12,decoded_12,representation,0.0198905533174286
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,13,decoded_13,representation,0.025107556228122867
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,14,decoded_14,representation,0.10800212680243046
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,15,decoded_15,representation,0.013894263116366668
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,16,decoded_16,representation,-0.020522012209277456
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,17,decoded_17,representation,0.05704973481295844
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,18,decoded_18,representation,0.19939439534973424
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,19,decoded_19,representation,-0.02955657678376084
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,20,decoded_20,representation,0.14382701100552817
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,21,decoded_21,representation,0.18883376532591675
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,22,decoded_22,representation,-0.04315184768481893
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,23,decoded_23,representation,-0.1648160424218288
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,24,decoded_24,representation,0.02063482233916506
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,25,market_trend60,market,-0.12573106370361972
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,26,market_volatility20,market,-0.0359391925318851
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,27,market_range20,market,0.034310759823956725
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,28,market_volume_change20,market,0.04646608964596624
learned_market_2019-12-31_20260910,learned_market,2019-12-31,20260910,29,intercept,intercept,0.09312257987714882
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,0,decoded_00,representation,0.12160885600183183
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,1,decoded_01,representation,0.27645943487152186
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,2,decoded_02,representation,0.034470617190612084
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,3,decoded_03,representation,-0.011410387062276848
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,4,decoded_04,representation,0.1473545559803991
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,5,decoded_05,representation,-0.08543941086100888
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,6,decoded_06,representation,-0.027374466994827564
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,7,decoded_07,representation,-0.04966605291333938
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,8,decoded_08,representation,-0.005053701408574158
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,9,decoded_09,representation,0.07545079232058764
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,10,decoded_10,representation,-0.015059616788186849
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,11,decoded_11,representation,0.05236573634435827
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,12,decoded_12,representation,-0.09317198116371506
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,13,decoded_13,representation,-0.18101745140605083
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,14,decoded_14,representation,0.12838503360601788
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,15,decoded_15,representation,0.04326865948294174
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,16,decoded_16,representation,-0.18404437972853074
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,17,decoded_17,representation,0.020318477504203326
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,18,decoded_18,representation,-0.005515293185701875
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,19,decoded_19,representation,-0.057485271315583314
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,20,decoded_20,representation,-0.05019973639708185
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,21,decoded_21,representation,0.16563043285645204
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,22,decoded_22,representation,-0.058638992974865876
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,23,decoded_23,representation,-0.04992879504927437
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,24,decoded_24,representation,0.22371395802957558
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,25,market_trend60,market,-0.030824295441206375
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,26,market_volatility20,market,0.010075842608526965
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,27,market_range20,market,0.07016466621351401
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,28,market_volume_change20,market,-0.03078392492733702
learned_market_2019-12-31_20260911,learned_market,2019-12-31,20260911,29,intercept,intercept,0.1008084508934578
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,0,decoded_00,representation,0.06675303957412798
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,1,decoded_01,representation,0.16420450858215968
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,2,decoded_02,representation,0.0018609006185925797
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,3,decoded_03,representation,0.004449769606766158
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,4,decoded_04,representation,-0.012018921270672183
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,5,decoded_05,representation,0.03924774353071778
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,6,decoded_06,representation,0.021884666532624927
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,7,decoded_07,representation,-0.01275369084113262
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,8,decoded_08,representation,0.04115450150916878
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,9,decoded_09,representation,0.09598904578376817
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,10,decoded_10,representation,-0.03954573621029211
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,11,decoded_11,representation,0.037571234233318575
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,12,decoded_12,representation,0.06344374725839812
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,13,decoded_13,representation,0.029965647981093427
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,14,decoded_14,representation,0.06405216994742109
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,15,decoded_15,representation,0.16389132752535182
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,16,decoded_16,representation,0.17608447880630743
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,17,decoded_17,representation,-0.2038821495808549
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,18,decoded_18,representation,0.08929621374578123
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,19,decoded_19,representation,-0.24635757750213708
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,20,decoded_20,representation,0.14586091772410503
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,21,decoded_21,representation,0.03402239444303968
learned_market_2019-12-31_20260912,learned_market,2019-12-31,20260912,22,decoded_22,representation,-0.07743079467177018
