period,history,method,reference_history,n,changed_probability_weeks,recoveries,regressions,brier_difference
year_2022,quarter_trend2_state4_validated,learned_order_offset,quarter_trend2_validated,49,2,0,0,-1.6869369503870668e-05
year_2022,quarter_trend2_state4_validated,learned_vol_interaction,rolling5_annual20,49,0,0,0,0.0
year_2022,quarter_trend2_state4_validated,learned_vol_interaction,weekly_state_validated,49,0,0,0,0.0
year_2022,quarter_trend2_state4_validated,learned_vol_interaction,quarter_trend2_validated,49,2,0,0,-2.7571682537190643e-05
year_2022,quarter_volatility2_state4_validated,learned_market,rolling5_annual20,49,0,0,0,0.0
year_2022,quarter_volatility2_state4_validated,learned_market,weekly_state_validated,49,0,0,0,0.0
year_2022,quarter_volatility2_state4_validated,learned_market,quarter_volatility2_validated,49,6,0,1,0.0031132174803422358
year_2022,quarter_volatility2_state4_validated,learned_order_extension,rolling5_annual20,49,0,0,0,0.0
year_2022,quarter_volatility2_state4_validated,learned_order_extension,weekly_state_validated,49,0,0,0,0.0
year_2022,quarter_volatility2_state4_validated,learned_order_extension,quarter_volatility2_validated,49,6,0,1,0.0029834676223931544
year_2022,quarter_volatility2_state4_validated,learned_order_offset,rolling5_annual20,49,0,0,0,0.0
year_2022,quarter_volatility2_state4_validated,learned_order_offset,weekly_state_validated,49,0,0,0,0.0
year_2022,quarter_volatility2_state4_validated,learned_order_offset,quarter_volatility2_validated,49,2,0,0,-7.871137405997575e-06
year_2022,quarter_volatility2_state4_validated,learned_vol_interaction,rolling5_annual20,49,0,0,0,0.0
year_2022,quarter_volatility2_state4_validated,learned_vol_interaction,weekly_state_validated,49,0,0,0,0.0
year_2022,quarter_volatility2_state4_validated,learned_vol_interaction,quarter_volatility2_validated,49,2,0,0,-2.2539037940940065e-05
year_2023,quarter_trend2_state4_validated,learned_market,rolling5_annual20,48,12,2,0,-0.0012881939530675565
year_2023,quarter_trend2_state4_validated,learned_market,weekly_state_validated,48,12,0,0,0.0002953752279887271
year_2023,quarter_trend2_state4_validated,learned_market,quarter_trend2_validated,48,10,0,0,0.0011709856627413705
year_2023,quarter_trend2_state4_validated,learned_order_extension,rolling5_annual20,48,12,1,0,-0.0014122051184465797
year_2023,quarter_trend2_state4_validated,learned_order_extension,weekly_state_validated,48,12,0,0,0.0003769890058041966
year_2023,quarter_trend2_state4_validated,learned_order_extension,quarter_trend2_validated,48,10,0,0,0.001103516455007926
year_2023,quarter_trend2_state4_validated,learned_order_offset,rolling5_annual20,48,12,1,0,-0.0014264631272527493
year_2023,quarter_trend2_state4_validated,learned_order_offset,weekly_state_validated,48,12,0,0,0.00038446946205696113
year_2023,quarter_trend2_state4_validated,learned_order_offset,quarter_trend2_validated,48,10,0,0,0.0011055018173288806
year_2023,quarter_trend2_state4_validated,learned_vol_interaction,rolling5_annual20,48,12,1,0,-0.0013553456448810713
year_2023,quarter_trend2_state4_validated,learned_vol_interaction,weekly_state_validated,48,12,0,0,0.00033093345190245035
year_2023,quarter_trend2_state4_validated,learned_vol_interaction,quarter_trend2_validated,48,10,1,0,0.0011538286999195528
year_2023,quarter_volatility2_state4_validated,learned_market,rolling5_annual20,48,12,2,0,-0.0015229080972578833
year_2023,quarter_volatility2_state4_validated,learned_market,weekly_state_validated,48,12,0,0,6.066108379840027e-05
year_2023,quarter_volatility2_state4_validated,learned_market,quarter_volatility2_validated,48,0,0,0,0.0
year_2023,quarter_volatility2_state4_validated,learned_order_extension,rolling5_annual20,48,12,1,0,-0.0016733912887329412
year_2023,quarter_volatility2_state4_validated,learned_order_extension,weekly_state_validated,48,12,0,0,0.00011580283551783511
year_2023,quarter_volatility2_state4_validated,learned_order_extension,quarter_volatility2_validated,48,0,0,0,0.0
year_2023,quarter_volatility2_state4_validated,learned_order_offset,rolling5_annual20,48,12,1,0,-0.0016938572932653072
year_2023,quarter_volatility2_state4_validated,learned_order_offset,weekly_state_validated,48,12,0,0,0.00011707529604440316
year_2023,quarter_volatility2_state4_validated,learned_order_offset,quarter_volatility2_validated,48,0,0,0,0.0
year_2023,quarter_volatility2_state4_validated,learned_vol_interaction,rolling5_annual20,48,12,1,0,-0.0015968185159676357
year_2023,quarter_volatility2_state4_validated,learned_vol_interaction,weekly_state_validated,48,12,0,0,8.946058081588596e-05
year_2023,quarter_volatility2_state4_validated,learned_vol_interaction,quarter_volatility2_validated,48,0,0,0,0.0
year_2024,quarter_trend2_state4_validated,learned_market,rolling5_annual20,47,4,0,0,-0.0018160314287283784
year_2024,quarter_trend2_state4_validated,learned_market,weekly_state_validated,47,3,0,0,0.0007078012693073638
year_2024,quarter_trend2_state4_validated,learned_market,quarter_trend2_validated,47,4,0,0,-0.0018160314287283784
year_2024,quarter_trend2_state4_validated,learned_order_extension,rolling5_annual20,47,3,1,0,-0.0015991741690330652
year_2024,quarter_trend2_state4_validated,learned_order_extension,weekly_state_validated,47,3,0,0,0.0007610917009610047
year_2024,quarter_trend2_state4_validated,learned_order_extension,quarter_trend2_validated,47,3,1,0,-0.0015991741690330652
year_2024,quarter_trend2_state4_validated,learned_order_offset,rolling5_annual20,47,3,1,0,-0.0016072618114570912
year_2024,quarter_trend2_state4_validated,learned_order_offset,weekly_state_validated,47,3,0,0,0.0007640881011523662
year_2024,quarter_trend2_state4_validated,learned_order_offset,quarter_trend2_validated,47,3,1,0,-0.0016072618114570912
year_2024,quarter_trend2_state4_validated,learned_vol_interaction,rolling5_annual20,47,4,1,0,-0.001856907152154247
year_2024,quarter_trend2_state4_validated,learned_vol_interaction,weekly_state_validated,47,3,0,0,0.0007340777320817902
year_2024,quarter_trend2_state4_validated,learned_vol_interaction,quarter_trend2_validated,47,4,1,0,-0.001856907152154247
year_2024,quarter_volatility2_state4_validated,learned_market,rolling5_annual20,47,3,0,0,-0.0019744430091287925
year_2024,quarter_volatility2_state4_validated,learned_market,weekly_state_validated,47,4,0,0,0.0005493896889069498
year_2024,quarter_volatility2_state4_validated,learned_market,quarter_volatility2_validated,47,20,2,1,-0.0011566691388756685
year_2024,quarter_volatility2_state4_validated,learned_order_extension,rolling5_annual20,47,3,1,0,-0.0020835293042294084
year_2024,quarter_volatility2_state4_validated,learned_order_extension,weekly_state_validated,47,3,0,0,0.0002767365657646617
year_2024,quarter_volatility2_state4_validated,learned_order_extension,quarter_volatility2_validated,47,22,2,1,-0.0012531357243814403
year_2024,quarter_volatility2_state4_validated,learned_order_offset,rolling5_annual20,47,3,1,0,-0.0020954959504371107
year_2024,quarter_volatility2_state4_validated,learned_order_offset,weekly_state_validated,47,3,0,0,0.0002758539621723468
year_2024,quarter_volatility2_state4_validated,learned_order_offset,quarter_volatility2_validated,47,22,2,1,-0.001228178627593188
year_2024,quarter_volatility2_state4_validated,learned_vol_interaction,rolling5_annual20,47,3,1,0,-0.0020155110755721807
year_2024,quarter_volatility2_state4_validated,learned_vol_interaction,weekly_state_validated,47,4,0,0,0.0005754738086638564
year_2024,quarter_volatility2_state4_validated,learned_vol_interaction,quarter_volatility2_validated,47,22,2,2,-0.001872686833168403
year_2025,quarter_trend2_state4_validated,learned_market,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_trend2_state4_validated,learned_market,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_trend2_state4_validated,learned_market,quarter_trend2_validated,48,0,0,0,0.0
year_2025,quarter_trend2_state4_validated,learned_order_extension,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_trend2_state4_validated,learned_order_extension,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_trend2_state4_validated,learned_order_extension,quarter_trend2_validated,48,0,0,0,0.0
year_2025,quarter_trend2_state4_validated,learned_order_offset,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_trend2_state4_validated,learned_order_offset,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_trend2_state4_validated,learned_order_offset,quarter_trend2_validated,48,0,0,0,0.0
year_2025,quarter_trend2_state4_validated,learned_vol_interaction,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_trend2_state4_validated,learned_vol_interaction,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_trend2_state4_validated,learned_vol_interaction,quarter_trend2_validated,48,0,0,0,0.0
year_2025,quarter_volatility2_state4_validated,learned_market,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_volatility2_state4_validated,learned_market,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_volatility2_state4_validated,learned_market,quarter_volatility2_validated,48,9,0,0,-0.0006492434907546246
year_2025,quarter_volatility2_state4_validated,learned_order_extension,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_volatility2_state4_validated,learned_order_extension,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_volatility2_state4_validated,learned_order_extension,quarter_volatility2_validated,48,9,0,0,-0.0008796871827264057
year_2025,quarter_volatility2_state4_validated,learned_order_offset,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_volatility2_state4_validated,learned_order_offset,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_volatility2_state4_validated,learned_order_offset,quarter_volatility2_validated,48,9,0,0,-0.00088885820346101
year_2025,quarter_volatility2_state4_validated,learned_vol_interaction,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_volatility2_state4_validated,learned_vol_interaction,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_volatility2_state4_validated,learned_vol_interaction,quarter_volatility2_validated,48,9,0,0,-0.0006300819814259815
year_2026,quarter_trend2_state4_validated,learned_market,rolling5_annual20,30,2,0,1,0.0028041244246993797
year_2026,quarter_trend2_state4_validated,learned_market,weekly_state_validated,30,2,0,0,0.001662107920350327
year_2026,quarter_trend2_state4_validated,learned_market,quarter_trend2_validated,30,0,0,0,0.0
year_2026,quarter_trend2_state4_validated,learned_order_extension,rolling5_annual20,30,0,0,0,0.0
year_2026,quarter_trend2_state4_validated,learned_order_extension,weekly_state_validated,30,0,0,0,0.0
year_2026,quarter_trend2_state4_validated,learned_order_extension,quarter_trend2_validated,30,0,0,0,0.0
year_2026,quarter_trend2_state4_validated,learned_order_offset,rolling5_annual20,30,0,0,0,0.0
year_2026,quarter_trend2_state4_validated,learned_order_offset,weekly_state_validated,30,0,0,0,0.0
year_2026,quarter_trend2_state4_validated,learned_order_offset,quarter_trend2_validated,30,0,0,0,0.0
year_2026,quarter_trend2_state4_validated,learned_vol_interaction,rolling5_annual20,30,2,0,0,0.002900380939537341
year_2026,quarter_trend2_state4_validated,learned_vol_interaction,weekly_state_validated,30,2,0,0,0.0017016180364630004
year_2026,quarter_trend2_state4_validated,learned_vol_interaction,quarter_trend2_validated,30,0,0,0,0.0
year_2026,quarter_volatility2_state4_validated,learned_market,rolling5_annual20,30,2,0,1,0.0016487998006786686
year_2026,quarter_volatility2_state4_validated,learned_market,weekly_state_validated,30,2,0,0,0.0005067832963296159
year_2026,quarter_volatility2_state4_validated,learned_market,quarter_volatility2_validated,30,6,2,1,-0.0014482554770064474
year_2026,quarter_volatility2_state4_validated,learned_order_extension,rolling5_annual20,30,0,0,0,0.0
year_2026,quarter_volatility2_state4_validated,learned_order_extension,weekly_state_validated,30,0,0,0,0.0
year_2026,quarter_volatility2_state4_validated,learned_order_extension,quarter_volatility2_validated,30,0,0,0,0.0
year_2026,quarter_volatility2_state4_validated,learned_order_offset,rolling5_annual20,30,0,0,0,0.0
year_2026,quarter_volatility2_state4_validated,learned_order_offset,weekly_state_validated,30,0,0,0,0.0
year_2026,quarter_volatility2_state4_validated,learned_order_offset,quarter_volatility2_validated,30,0,0,0,0.0
year_2026,quarter_volatility2_state4_validated,learned_vol_interaction,rolling5_annual20,30,2,0,0,0.0017395815930812833
year_2026,quarter_volatility2_state4_validated,learned_vol_interaction,weekly_state_validated,30,2,0,0,0.0005408186900069426
year_2026,quarter_volatility2_state4_validated,learned_vol_interaction,quarter_volatility2_validated,30,6,1,0,-0.0015921547986283379
