cutoff,fit_cutoff,mode,family,component,method,training_n,accepted,reason,validation_n,baseline_correct,candidate_correct,brier_difference,baseline_brier,candidate_brier
2021-12-31,2021-09-16,annual_reset,state,nonnegative_low,learned_order_extension,4,False,annual_reset,4,1,1,0.0,0.39401649048259263,0.39401649048259263
2021-12-31,2021-09-16,annual_reset,state,nonnegative_high,learned_order_extension,13,False,annual_reset,0,0,0,,,
2021-12-31,2021-09-16,annual_reset,global,all,learned_order_extension,34,False,annual_reset,13,7,7,0.0,0.2869043927055988,0.2869043927055988
2021-12-31,2021-09-16,annual_reset,state,negative_low,learned_order_offset,2,False,annual_reset,8,5,5,0.0,0.2575437269022114,0.2575437269022114
2021-12-31,2021-09-16,annual_reset,state,negative_high,learned_order_offset,15,False,annual_reset,1,1,1,0.0,0.09479680910004021,0.09479680910004021
2021-12-31,2021-09-16,annual_reset,state,nonnegative_low,learned_order_offset,4,False,annual_reset,4,1,1,0.0,0.3937546775778341,0.3937546775778341
2021-12-31,2021-09-16,annual_reset,state,nonnegative_high,learned_order_offset,13,False,annual_reset,0,0,0,,,
2021-12-31,2021-09-16,annual_reset,global,all,learned_order_offset,34,False,annual_reset,13,7,7,0.0,0.2869357949714667,0.2869357949714667
2022-03-31,2021-12-16,insufficient_history,state,negative_low,learned_market,10,False,insufficient_history,4,1,1,0.0,0.36831006111318654,0.36831006111318654
2022-03-31,2021-12-16,insufficient_history,state,negative_high,learned_market,17,False,insufficient_history,6,2,2,0.0,0.305522689335574,0.305522689335574
2022-03-31,2021-12-16,insufficient_history,state,nonnegative_low,learned_market,6,False,insufficient_history,3,1,1,0.0,0.39482859162848616,0.39482859162848616
2022-03-31,2021-12-16,insufficient_history,state,nonnegative_high,learned_market,13,False,insufficient_history,0,0,0,,,
2022-03-31,2021-12-16,insufficient_history,global,all,learned_market,46,False,insufficient_history,13,4,4,0.0,0.3454509350270498,0.3454509350270498
2022-03-31,2021-12-16,insufficient_history,state,negative_low,learned_vol_interaction,10,False,insufficient_history,4,1,1,0.0,0.37167518792002835,0.37167518792002835
2022-03-31,2021-12-16,insufficient_history,state,negative_high,learned_vol_interaction,17,False,insufficient_history,6,2,2,0.0,0.3024996384046602,0.3024996384046602
2022-03-31,2021-12-16,insufficient_history,state,nonnegative_low,learned_vol_interaction,6,False,insufficient_history,3,1,1,0.0,0.4000548134073572,0.4000548134073572
2022-03-31,2021-12-16,insufficient_history,state,nonnegative_high,learned_vol_interaction,13,False,insufficient_history,0,0,0,,,
2022-03-31,2021-12-16,insufficient_history,global,all,learned_vol_interaction,46,False,insufficient_history,13,4,4,0.0,0.34629715556385754,0.34629715556385754
2022-03-31,2021-12-16,insufficient_history,state,negative_low,learned_order_extension,10,False,insufficient_history,4,1,1,0.0,0.36758160862734984,0.36758160862734984
2022-03-31,2021-12-16,insufficient_history,state,negative_high,learned_order_extension,17,False,insufficient_history,6,2,2,0.0,0.2983518696038247,0.2983518696038247
2022-03-31,2021-12-16,insufficient_history,state,nonnegative_low,learned_order_extension,6,False,insufficient_history,3,1,1,0.0,0.4286757118384547,0.4286757118384547
2022-03-31,2021-12-16,insufficient_history,state,nonnegative_high,learned_order_extension,13,False,insufficient_history,0,0,0,,,
2022-03-31,2021-12-16,insufficient_history,global,all,learned_order_extension,46,False,insufficient_history,13,4,4,0.0,0.3497280605882854,0.3497280605882854
2022-03-31,2021-12-16,insufficient_history,state,negative_low,learned_order_offset,10,False,insufficient_history,4,1,1,0.0,0.36738489180249756,0.36738489180249756
2022-03-31,2021-12-16,insufficient_history,state,negative_high,learned_order_offset,17,False,insufficient_history,6,2,2,0.0,0.29852412334065326,0.29852412334065326
2022-03-31,2021-12-16,insufficient_history,state,nonnegative_low,learned_order_offset,6,False,insufficient_history,3,1,1,0.0,0.42843004081222924,0.42843004081222924
2022-03-31,2021-12-16,insufficient_history,state,nonnegative_high,learned_order_offset,13,False,insufficient_history,0,0,0,,,
2022-03-31,2021-12-16,insufficient_history,global,all,learned_order_offset,46,False,insufficient_history,13,4,4,0.0,0.3496903407454305,0.3496903407454305
