cutoff,mode,method,family,component,state,training_n,parent_training_n,accepted,reason,validation_n,baseline_correct,candidate_correct,brier_difference
2021-03-31,insufficient_history,learned_order_extension,trend,nonnegative,nonnegative_low,0,0,False,insufficient_history,1,0,0,0.0
2021-03-31,insufficient_history,learned_order_extension,trend,nonnegative,nonnegative_high,0,0,False,insufficient_history,8,5,5,0.0
2021-03-31,insufficient_history,learned_order_extension,volatility,low,negative_low,0,0,False,insufficient_history,0,0,0,
2021-03-31,insufficient_history,learned_order_extension,volatility,high,negative_high,0,0,False,insufficient_history,1,1,1,0.0
2021-03-31,insufficient_history,learned_order_extension,volatility,low,nonnegative_low,0,0,False,insufficient_history,1,0,0,0.0
2021-03-31,insufficient_history,learned_order_extension,volatility,high,nonnegative_high,0,0,False,insufficient_history,8,5,5,0.0
2021-03-31,insufficient_history,learned_order_offset,trend,negative,negative_low,0,0,False,insufficient_history,0,0,0,
2021-03-31,insufficient_history,learned_order_offset,trend,negative,negative_high,0,0,False,insufficient_history,1,1,1,0.0
2021-03-31,insufficient_history,learned_order_offset,trend,nonnegative,nonnegative_low,0,0,False,insufficient_history,1,0,0,0.0
2021-03-31,insufficient_history,learned_order_offset,trend,nonnegative,nonnegative_high,0,0,False,insufficient_history,8,5,5,0.0
2021-03-31,insufficient_history,learned_order_offset,volatility,low,negative_low,0,0,False,insufficient_history,0,0,0,
2021-03-31,insufficient_history,learned_order_offset,volatility,high,negative_high,0,0,False,insufficient_history,1,1,1,0.0
2021-03-31,insufficient_history,learned_order_offset,volatility,low,nonnegative_low,0,0,False,insufficient_history,1,0,0,0.0
2021-03-31,insufficient_history,learned_order_offset,volatility,high,nonnegative_high,0,0,False,insufficient_history,8,5,5,0.0
2021-06-30,insufficient_history,learned_market,trend,negative,negative_low,0,0,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_market,trend,negative,negative_high,0,0,False,insufficient_history,7,3,3,0.0
2021-06-30,insufficient_history,learned_market,trend,nonnegative,nonnegative_low,1,9,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_market,trend,nonnegative,nonnegative_high,8,9,False,insufficient_history,2,2,2,0.0
2021-06-30,insufficient_history,learned_market,volatility,low,negative_low,0,1,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_market,volatility,high,negative_high,0,8,False,insufficient_history,7,3,3,0.0
2021-06-30,insufficient_history,learned_market,volatility,low,nonnegative_low,1,1,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_market,volatility,high,nonnegative_high,8,8,False,insufficient_history,2,2,2,0.0
2021-06-30,insufficient_history,learned_vol_interaction,trend,negative,negative_low,0,0,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_vol_interaction,trend,negative,negative_high,0,0,False,insufficient_history,7,3,3,0.0
2021-06-30,insufficient_history,learned_vol_interaction,trend,nonnegative,nonnegative_low,1,9,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_vol_interaction,trend,nonnegative,nonnegative_high,8,9,False,insufficient_history,2,2,2,0.0
2021-06-30,insufficient_history,learned_vol_interaction,volatility,low,negative_low,0,1,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_vol_interaction,volatility,high,negative_high,0,8,False,insufficient_history,7,3,3,0.0
2021-06-30,insufficient_history,learned_vol_interaction,volatility,low,nonnegative_low,1,1,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_vol_interaction,volatility,high,nonnegative_high,8,8,False,insufficient_history,2,2,2,0.0
2021-06-30,insufficient_history,learned_order_extension,trend,negative,negative_low,0,0,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_order_extension,trend,negative,negative_high,0,0,False,insufficient_history,7,3,3,0.0
2021-06-30,insufficient_history,learned_order_extension,trend,nonnegative,nonnegative_low,1,9,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_order_extension,trend,nonnegative,nonnegative_high,8,9,False,insufficient_history,2,2,2,0.0
2021-06-30,insufficient_history,learned_order_extension,volatility,low,negative_low,0,1,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_order_extension,volatility,high,negative_high,0,8,False,insufficient_history,7,3,3,0.0
2021-06-30,insufficient_history,learned_order_extension,volatility,low,nonnegative_low,1,1,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_order_extension,volatility,high,nonnegative_high,8,8,False,insufficient_history,2,2,2,0.0
2021-06-30,insufficient_history,learned_order_offset,trend,negative,negative_low,0,0,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_order_offset,trend,negative,negative_high,0,0,False,insufficient_history,7,3,3,0.0
2021-06-30,insufficient_history,learned_order_offset,trend,nonnegative,nonnegative_low,1,9,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_order_offset,trend,nonnegative,nonnegative_high,8,9,False,insufficient_history,2,2,2,0.0
2021-06-30,insufficient_history,learned_order_offset,volatility,low,negative_low,0,1,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_order_offset,volatility,high,negative_high,0,8,False,insufficient_history,7,3,3,0.0
2021-06-30,insufficient_history,learned_order_offset,volatility,low,nonnegative_low,1,1,False,insufficient_history,2,1,1,0.0
2021-06-30,insufficient_history,learned_order_offset,volatility,high,nonnegative_high,8,8,False,insufficient_history,2,2,2,0.0
2021-09-30,insufficient_history,learned_market,trend,negative,negative_low,2,10,False,insufficient_history,0,0,0,
2021-09-30,insufficient_history,learned_market,trend,negative,negative_high,8,10,False,insufficient_history,9,5,5,0.0
2021-09-30,insufficient_history,learned_market,trend,nonnegative,nonnegative_low,2,12,False,insufficient_history,1,1,1,0.0
2021-09-30,insufficient_history,learned_market,trend,nonnegative,nonnegative_high,10,12,False,insufficient_history,3,3,3,0.0
2021-09-30,insufficient_history,learned_market,volatility,low,negative_low,2,4,False,insufficient_history,0,0,0,
2021-09-30,insufficient_history,learned_market,volatility,high,negative_high,8,18,False,insufficient_history,9,5,5,0.0
2021-09-30,insufficient_history,learned_market,volatility,low,nonnegative_low,2,4,False,insufficient_history,1,1,1,0.0
2021-09-30,insufficient_history,learned_market,volatility,high,nonnegative_high,10,18,False,insufficient_history,3,3,3,0.0
2021-09-30,insufficient_history,learned_vol_interaction,trend,negative,negative_low,2,10,False,insufficient_history,0,0,0,
2021-09-30,insufficient_history,learned_vol_interaction,trend,negative,negative_high,8,10,False,insufficient_history,9,5,5,0.0
2021-09-30,insufficient_history,learned_vol_interaction,trend,nonnegative,nonnegative_low,2,12,False,insufficient_history,1,1,1,0.0
2021-09-30,insufficient_history,learned_vol_interaction,trend,nonnegative,nonnegative_high,10,12,False,insufficient_history,3,3,3,0.0
2021-09-30,insufficient_history,learned_vol_interaction,volatility,low,negative_low,2,4,False,insufficient_history,0,0,0,
2021-09-30,insufficient_history,learned_vol_interaction,volatility,high,negative_high,8,18,False,insufficient_history,9,5,5,0.0
2021-09-30,insufficient_history,learned_vol_interaction,volatility,low,nonnegative_low,2,4,False,insufficient_history,1,1,1,0.0
2021-09-30,insufficient_history,learned_vol_interaction,volatility,high,nonnegative_high,10,18,False,insufficient_history,3,3,3,0.0
2021-09-30,insufficient_history,learned_order_extension,trend,negative,negative_low,2,10,False,insufficient_history,0,0,0,
2021-09-30,insufficient_history,learned_order_extension,trend,negative,negative_high,8,10,False,insufficient_history,9,5,5,0.0
2021-09-30,insufficient_history,learned_order_extension,trend,nonnegative,nonnegative_low,2,12,False,insufficient_history,1,1,1,0.0
2021-09-30,insufficient_history,learned_order_extension,trend,nonnegative,nonnegative_high,10,12,False,insufficient_history,3,3,3,0.0
2021-09-30,insufficient_history,learned_order_extension,volatility,low,negative_low,2,4,False,insufficient_history,0,0,0,
2021-09-30,insufficient_history,learned_order_extension,volatility,high,negative_high,8,18,False,insufficient_history,9,5,5,0.0
2021-09-30,insufficient_history,learned_order_extension,volatility,low,nonnegative_low,2,4,False,insufficient_history,1,1,1,0.0
2021-09-30,insufficient_history,learned_order_extension,volatility,high,nonnegative_high,10,18,False,insufficient_history,3,3,3,0.0
2021-09-30,insufficient_history,learned_order_offset,trend,negative,negative_low,2,10,False,insufficient_history,0,0,0,
2021-09-30,insufficient_history,learned_order_offset,trend,negative,negative_high,8,10,False,insufficient_history,9,5,5,0.0
2021-09-30,insufficient_history,learned_order_offset,trend,nonnegative,nonnegative_low,2,12,False,insufficient_history,1,1,1,0.0
2021-09-30,insufficient_history,learned_order_offset,trend,nonnegative,nonnegative_high,10,12,False,insufficient_history,3,3,3,0.0
2021-09-30,insufficient_history,learned_order_offset,volatility,low,negative_low,2,4,False,insufficient_history,0,0,0,
