cutoff,mode,method,family,component,state,training_n,parent_training_n,accepted,reason,validation_n,baseline_correct,candidate_correct,brier_difference
2022-09-30,ready,learned_order_extension,trend,nonnegative,nonnegative_low,9,13,False,insufficient_state_train,6,2,2,-0.01680282710555677
2022-09-30,ready,learned_order_extension,trend,nonnegative,nonnegative_high,4,13,False,insufficient_state_train,4,2,3,-0.03713386495413158
2022-09-30,ready,learned_order_extension,volatility,low,negative_low,12,21,False,insufficient_validation,3,1,1,-0.026412720110516538
2022-09-30,ready,learned_order_extension,volatility,high,negative_high,27,31,False,insufficient_validation,0,0,0,
2022-09-30,ready,learned_order_extension,volatility,low,nonnegative_low,9,21,False,insufficient_state_train,6,2,2,-0.01877875127218896
2022-09-30,ready,learned_order_extension,volatility,high,nonnegative_high,4,31,False,insufficient_state_train,4,2,3,-0.031107899904641065
2022-09-30,ready,learned_order_offset,trend,negative,negative_low,12,39,False,insufficient_validation,3,1,1,-0.022288603764114234
2022-09-30,ready,learned_order_offset,trend,negative,negative_high,27,39,False,insufficient_validation,0,0,0,
2022-09-30,ready,learned_order_offset,trend,nonnegative,nonnegative_low,9,13,False,insufficient_state_train,6,2,2,-0.016815371564626914
2022-09-30,ready,learned_order_offset,trend,nonnegative,nonnegative_high,4,13,False,insufficient_state_train,4,2,3,-0.03714968814789003
2022-09-30,ready,learned_order_offset,volatility,low,negative_low,12,21,False,insufficient_validation,3,1,1,-0.026382717913065845
2022-09-30,ready,learned_order_offset,volatility,high,negative_high,27,31,False,insufficient_validation,0,0,0,
2022-09-30,ready,learned_order_offset,volatility,low,nonnegative_low,9,21,False,insufficient_state_train,6,2,2,-0.018772780898615
2022-09-30,ready,learned_order_offset,volatility,high,nonnegative_high,4,31,False,insufficient_state_train,4,2,3,-0.031029044769423454
2022-12-31,annual_reset,learned_market,trend,negative,negative_low,13,35,False,annual_reset,3,1,1,0.0
2022-12-31,annual_reset,learned_market,trend,negative,negative_high,22,35,False,annual_reset,9,4,4,0.0
2022-12-31,annual_reset,learned_market,trend,nonnegative,nonnegative_low,12,17,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_market,trend,nonnegative,nonnegative_high,5,17,False,annual_reset,0,0,0,
2022-12-31,annual_reset,learned_market,volatility,low,negative_low,13,25,False,annual_reset,3,1,1,0.0
2022-12-31,annual_reset,learned_market,volatility,high,negative_high,22,27,False,annual_reset,9,4,4,0.0
2022-12-31,annual_reset,learned_market,volatility,low,nonnegative_low,12,25,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_market,volatility,high,nonnegative_high,5,27,False,annual_reset,0,0,0,
2022-12-31,annual_reset,learned_vol_interaction,trend,negative,negative_low,13,35,False,annual_reset,3,1,1,0.0
2022-12-31,annual_reset,learned_vol_interaction,trend,negative,negative_high,22,35,False,annual_reset,9,5,5,0.0
2022-12-31,annual_reset,learned_vol_interaction,trend,nonnegative,nonnegative_low,12,17,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_vol_interaction,trend,nonnegative,nonnegative_high,5,17,False,annual_reset,0,0,0,
2022-12-31,annual_reset,learned_vol_interaction,volatility,low,negative_low,13,25,False,annual_reset,3,1,1,0.0
2022-12-31,annual_reset,learned_vol_interaction,volatility,high,negative_high,22,27,False,annual_reset,9,5,5,0.0
2022-12-31,annual_reset,learned_vol_interaction,volatility,low,nonnegative_low,12,25,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_vol_interaction,volatility,high,nonnegative_high,5,27,False,annual_reset,0,0,0,
2022-12-31,annual_reset,learned_order_extension,trend,negative,negative_low,13,35,False,annual_reset,3,1,1,0.0
2022-12-31,annual_reset,learned_order_extension,trend,negative,negative_high,22,35,False,annual_reset,9,4,4,0.0
2022-12-31,annual_reset,learned_order_extension,trend,nonnegative,nonnegative_low,12,17,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_order_extension,trend,nonnegative,nonnegative_high,5,17,False,annual_reset,0,0,0,
2022-12-31,annual_reset,learned_order_extension,volatility,low,negative_low,13,25,False,annual_reset,3,1,1,0.0
2022-12-31,annual_reset,learned_order_extension,volatility,high,negative_high,22,27,False,annual_reset,9,4,4,0.0
2022-12-31,annual_reset,learned_order_extension,volatility,low,nonnegative_low,12,25,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_order_extension,volatility,high,nonnegative_high,5,27,False,annual_reset,0,0,0,
2022-12-31,annual_reset,learned_order_offset,trend,negative,negative_low,13,35,False,annual_reset,3,1,1,0.0
2022-12-31,annual_reset,learned_order_offset,trend,negative,negative_high,22,35,False,annual_reset,9,4,4,0.0
2022-12-31,annual_reset,learned_order_offset,trend,nonnegative,nonnegative_low,12,17,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_order_offset,trend,nonnegative,nonnegative_high,5,17,False,annual_reset,0,0,0,
2022-12-31,annual_reset,learned_order_offset,volatility,low,negative_low,13,25,False,annual_reset,3,1,1,0.0
2022-12-31,annual_reset,learned_order_offset,volatility,high,negative_high,22,27,False,annual_reset,9,4,4,0.0
2022-12-31,annual_reset,learned_order_offset,volatility,low,nonnegative_low,12,25,False,annual_reset,1,0,0,0.0
2022-12-31,annual_reset,learned_order_offset,volatility,high,nonnegative_high,5,27,False,annual_reset,0,0,0,
2023-03-31,ready,learned_market,trend,negative,negative_low,11,36,False,insufficient_validation,0,0,0,
2023-03-31,ready,learned_market,trend,negative,negative_high,25,36,False,insufficient_validation,1,1,0,0.0514875177172642
2023-03-31,ready,learned_market,trend,nonnegative,nonnegative_low,11,16,False,brier_not_better,12,3,2,0.009678400450120188
2023-03-31,ready,learned_market,trend,nonnegative,nonnegative_high,5,16,False,insufficient_state_train,0,0,0,
2023-03-31,ready,learned_market,volatility,low,negative_low,11,22,False,insufficient_validation,0,0,0,
2023-03-31,ready,learned_market,volatility,high,negative_high,25,30,False,insufficient_validation,1,1,0,0.03499466524343739
2023-03-31,ready,learned_market,volatility,low,nonnegative_low,11,22,False,brier_not_better,12,3,2,0.013882962676293043
2023-03-31,ready,learned_market,volatility,high,nonnegative_high,5,30,False,insufficient_state_train,0,0,0,
2023-03-31,ready,learned_vol_interaction,trend,negative,negative_low,11,36,False,insufficient_validation,0,0,0,
2023-03-31,ready,learned_vol_interaction,trend,negative,negative_high,25,36,False,insufficient_validation,1,1,0,0.05221588980458161
2023-03-31,ready,learned_vol_interaction,trend,nonnegative,nonnegative_low,11,16,False,brier_not_better,12,3,2,0.00996535472675528
2023-03-31,ready,learned_vol_interaction,trend,nonnegative,nonnegative_high,5,16,False,insufficient_state_train,0,0,0,
2023-03-31,ready,learned_vol_interaction,volatility,low,negative_low,11,22,False,insufficient_validation,0,0,0,
2023-03-31,ready,learned_vol_interaction,volatility,high,negative_high,25,30,False,insufficient_validation,1,1,0,0.03454936279225876
2023-03-31,ready,learned_vol_interaction,volatility,low,nonnegative_low,11,22,False,brier_not_better,12,3,2,0.014528473084058108
2023-03-31,ready,learned_vol_interaction,volatility,high,nonnegative_high,5,30,False,insufficient_state_train,0,0,0,
2023-03-31,ready,learned_order_extension,trend,negative,negative_low,11,36,False,insufficient_validation,0,0,0,
2023-03-31,ready,learned_order_extension,trend,negative,negative_high,25,36,False,insufficient_validation,1,1,0,0.052144781774343396
2023-03-31,ready,learned_order_extension,trend,nonnegative,nonnegative_low,11,16,False,brier_not_better,12,3,3,0.01031914630080883
2023-03-31,ready,learned_order_extension,trend,nonnegative,nonnegative_high,5,16,False,insufficient_state_train,0,0,0,
2023-03-31,ready,learned_order_extension,volatility,low,negative_low,11,22,False,insufficient_validation,0,0,0,
2023-03-31,ready,learned_order_extension,volatility,high,negative_high,25,30,False,insufficient_validation,1,1,0,0.034432868578848586
2023-03-31,ready,learned_order_extension,volatility,low,nonnegative_low,11,22,False,brier_not_better,12,3,3,0.01499276856914128
2023-03-31,ready,learned_order_extension,volatility,high,nonnegative_high,5,30,False,insufficient_state_train,0,0,0,
2023-03-31,ready,learned_order_offset,trend,negative,negative_low,11,36,False,insufficient_validation,0,0,0,
2023-03-31,ready,learned_order_offset,trend,negative,negative_high,25,36,False,insufficient_validation,1,1,0,0.05205271824323912
2023-03-31,ready,learned_order_offset,trend,nonnegative,nonnegative_low,11,16,False,brier_not_better,12,3,3,0.010317685187238456
2023-03-31,ready,learned_order_offset,trend,nonnegative,nonnegative_high,5,16,False,insufficient_state_train,0,0,0,
2023-03-31,ready,learned_order_offset,volatility,low,negative_low,11,22,False,insufficient_validation,0,0,0,
2023-03-31,ready,learned_order_offset,volatility,high,negative_high,25,30,False,insufficient_validation,1,1,0,0.0343688105897679
2023-03-31,ready,learned_order_offset,volatility,low,nonnegative_low,11,22,False,brier_not_better,12,3,3,0.014991890244588071
2023-03-31,ready,learned_order_offset,volatility,high,nonnegative_high,5,30,False,insufficient_state_train,0,0,0,
2023-06-30,ready,learned_market,trend,negative,negative_low,6,31,False,insufficient_state_train,8,4,4,-0.004043791228421963
2023-06-30,ready,learned_market,trend,negative,negative_high,25,31,False,insufficient_validation,0,0,0,
2023-06-30,ready,learned_market,trend,nonnegative,nonnegative_low,16,21,False,brier_not_better,5,2,1,0.008071780005857603
2023-06-30,ready,learned_market,trend,nonnegative,nonnegative_high,5,21,False,insufficient_state_train,0,0,0,
2023-06-30,ready,learned_market,volatility,low,negative_low,6,22,False,insufficient_state_train,8,4,4,-0.003661231188846535
2023-06-30,ready,learned_market,volatility,high,negative_high,25,30,False,insufficient_validation,0,0,0,
2023-06-30,ready,learned_market,volatility,low,nonnegative_low,16,22,False,brier_not_better,5,2,1,0.009733476845400362
2023-06-30,ready,learned_market,volatility,high,nonnegative_high,5,30,False,insufficient_state_train,0,0,0,
2023-06-30,ready,learned_vol_interaction,trend,negative,negative_low,6,31,False,insufficient_state_train,8,3,4,-0.004387785546663452
2023-06-30,ready,learned_vol_interaction,trend,negative,negative_high,25,31,False,insufficient_validation,0,0,0,
2023-06-30,ready,learned_vol_interaction,trend,nonnegative,nonnegative_low,16,21,False,brier_not_better,5,2,1,0.00795154514009026
2023-06-30,ready,learned_vol_interaction,trend,nonnegative,nonnegative_high,5,21,False,insufficient_state_train,0,0,0,
2023-06-30,ready,learned_vol_interaction,volatility,low,negative_low,6,22,False,insufficient_state_train,8,3,4,-0.0040427387599825445
2023-06-30,ready,learned_vol_interaction,volatility,high,negative_high,25,30,False,insufficient_validation,0,0,0,
2023-06-30,ready,learned_vol_interaction,volatility,low,nonnegative_low,16,22,False,brier_not_better,5,2,1,0.009786776811302328
2023-06-30,ready,learned_vol_interaction,volatility,high,nonnegative_high,5,30,False,insufficient_state_train,0,0,0,
2023-06-30,ready,learned_order_extension,trend,negative,negative_low,6,31,False,insufficient_state_train,8,3,4,-0.004936038897907124
2023-06-30,ready,learned_order_extension,trend,negative,negative_high,25,31,False,insufficient_validation,0,0,0,
2023-06-30,ready,learned_order_extension,trend,nonnegative,nonnegative_low,16,21,False,brier_not_better,5,2,1,0.008183679457620685
2023-06-30,ready,learned_order_extension,trend,nonnegative,nonnegative_high,5,21,False,insufficient_state_train,0,0,0,
2023-06-30,ready,learned_order_extension,volatility,low,negative_low,6,22,False,insufficient_state_train,8,3,4,-0.004583205566496211
2023-06-30,ready,learned_order_extension,volatility,high,negative_high,25,30,False,insufficient_validation,0,0,0,
2023-06-30,ready,learned_order_extension,volatility,low,nonnegative_low,16,22,False,brier_not_better,5,2,1,0.009865045796313648
2023-06-30,ready,learned_order_extension,volatility,high,nonnegative_high,5,30,False,insufficient_state_train,0,0,0,
2023-06-30,ready,learned_order_offset,trend,negative,negative_low,6,31,False,insufficient_state_train,8,3,4,-0.004974844846455634
2023-06-30,ready,learned_order_offset,trend,negative,negative_high,25,31,False,insufficient_validation,0,0,0,
2023-06-30,ready,learned_order_offset,trend,nonnegative,nonnegative_low,16,21,False,brier_not_better,5,2,1,0.008179766614006889
2023-06-30,ready,learned_order_offset,trend,nonnegative,nonnegative_high,5,21,False,insufficient_state_train,0,0,0,
2023-06-30,ready,learned_order_offset,volatility,low,negative_low,6,22,False,insufficient_state_train,8,3,4,-0.004622940902605441
2023-06-30,ready,learned_order_offset,volatility,high,negative_high,25,30,False,insufficient_validation,0,0,0,
2023-06-30,ready,learned_order_offset,volatility,low,nonnegative_low,16,22,False,brier_not_better,5,2,1,0.009859533126763265
2023-06-30,ready,learned_order_offset,volatility,high,nonnegative_high,5,30,False,insufficient_state_train,0,0,0,
2023-09-30,ready,learned_market,trend,negative,negative_low,12,25,True,accepted,9,3,4,-0.0068710496419977845
2023-09-30,ready,learned_market,trend,negative,negative_high,13,25,False,insufficient_validation,1,0,0,0.022161984050234618
2023-09-30,ready,learned_market,trend,nonnegative,nonnegative_low,22,27,False,insufficient_validation,3,3,3,-0.013526953982937823
2023-09-30,ready,learned_market,trend,nonnegative,nonnegative_high,5,27,False,insufficient_state_train,0,0,0,
2023-09-30,ready,learned_market,volatility,low,negative_low,12,34,True,accepted,9,3,4,-0.00822956844198809
2023-09-30,ready,learned_market,volatility,high,negative_high,13,18,False,insufficient_validation,1,0,0,0.012346952748580109
2023-09-30,ready,learned_market,volatility,low,nonnegative_low,22,34,False,insufficient_validation,3,3,3,-0.019619627568543668
2023-09-30,ready,learned_market,volatility,high,nonnegative_high,5,18,False,insufficient_state_train,0,0,0,
2023-09-30,ready,learned_vol_interaction,trend,negative,negative_low,12,25,True,accepted,9,3,4,-0.006975443035531964
2023-09-30,ready,learned_vol_interaction,trend,negative,negative_high,13,25,False,insufficient_validation,1,1,0,0.022196569255636817
2023-09-30,ready,learned_vol_interaction,trend,nonnegative,nonnegative_low,22,27,False,insufficient_validation,3,3,3,-0.013030090082600412
2023-09-30,ready,learned_vol_interaction,trend,nonnegative,nonnegative_high,5,27,False,insufficient_state_train,0,0,0,
2023-09-30,ready,learned_vol_interaction,volatility,low,negative_low,12,34,True,accepted,9,3,4,-0.008302084387860823
2023-09-30,ready,learned_vol_interaction,volatility,high,negative_high,13,18,False,insufficient_validation,1,1,0,0.011659389384485325
2023-09-30,ready,learned_vol_interaction,volatility,low,nonnegative_low,22,34,False,insufficient_validation,3,3,3,-0.01957387560430998
2023-09-30,ready,learned_vol_interaction,volatility,high,nonnegative_high,5,18,False,insufficient_state_train,0,0,0,
2023-09-30,ready,learned_order_extension,trend,negative,negative_low,12,25,True,accepted,9,3,4,-0.006751080049505
2023-09-30,ready,learned_order_extension,trend,negative,negative_high,13,25,False,insufficient_validation,1,0,0,0.022477369764527744
2023-09-30,ready,learned_order_extension,trend,nonnegative,nonnegative_low,22,27,False,insufficient_validation,3,3,3,-0.013860241818189253
2023-09-30,ready,learned_order_extension,trend,nonnegative,nonnegative_high,5,27,False,insufficient_state_train,0,0,0,
2023-09-30,ready,learned_order_extension,volatility,low,negative_low,12,34,True,accepted,9,3,4,-0.008053718279116587
2023-09-30,ready,learned_order_extension,volatility,high,negative_high,13,18,False,insufficient_validation,1,0,0,0.01178549780873156
2023-09-30,ready,learned_order_extension,volatility,low,nonnegative_low,22,34,False,insufficient_validation,3,3,3,-0.021020021007264893
2023-09-30,ready,learned_order_extension,volatility,high,nonnegative_high,5,18,False,insufficient_state_train,0,0,0,
2023-09-30,ready,learned_order_offset,trend,negative,negative_low,12,25,True,accepted,9,3,4,-0.006759457702764284
2023-09-30,ready,learned_order_offset,trend,negative,negative_high,13,25,False,insufficient_validation,1,0,0,0.0224867032851368
2023-09-30,ready,learned_order_offset,trend,nonnegative,nonnegative_low,22,27,False,insufficient_validation,3,3,3,-0.013925810659694884
2023-09-30,ready,learned_order_offset,trend,nonnegative,nonnegative_high,5,27,False,insufficient_state_train,0,0,0,
2023-09-30,ready,learned_order_offset,volatility,low,negative_low,12,34,True,accepted,9,3,4,-0.00807891951138839
2023-09-30,ready,learned_order_offset,volatility,high,negative_high,13,18,False,insufficient_validation,1,0,0,0.011770257580879906
2023-09-30,ready,learned_order_offset,volatility,low,nonnegative_low,22,34,False,insufficient_validation,3,3,3,-0.021123081316324715
2023-09-30,ready,learned_order_offset,volatility,high,nonnegative_high,5,18,False,insufficient_state_train,0,0,0,
2023-12-31,annual_reset,learned_market,trend,negative,negative_low,20,31,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_market,trend,negative,negative_high,11,31,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_market,trend,nonnegative,nonnegative_low,20,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_market,trend,nonnegative,nonnegative_high,1,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_market,volatility,low,negative_low,20,40,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_market,volatility,high,negative_high,11,12,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_market,volatility,low,nonnegative_low,20,40,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_market,volatility,high,nonnegative_high,1,12,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_vol_interaction,trend,negative,negative_low,20,31,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_vol_interaction,trend,negative,negative_high,11,31,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_vol_interaction,trend,nonnegative,nonnegative_low,20,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_vol_interaction,trend,nonnegative,nonnegative_high,1,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_vol_interaction,volatility,low,negative_low,20,40,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_vol_interaction,volatility,high,negative_high,11,12,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_vol_interaction,volatility,low,nonnegative_low,20,40,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_vol_interaction,volatility,high,nonnegative_high,1,12,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_extension,trend,negative,negative_low,20,31,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_order_extension,trend,negative,negative_high,11,31,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_extension,trend,nonnegative,nonnegative_low,20,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_extension,trend,nonnegative,nonnegative_high,1,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_extension,volatility,low,negative_low,20,40,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_order_extension,volatility,high,negative_high,11,12,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_extension,volatility,low,nonnegative_low,20,40,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_extension,volatility,high,nonnegative_high,1,12,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_offset,trend,negative,negative_low,20,31,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_order_offset,trend,negative,negative_high,11,31,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_offset,trend,nonnegative,nonnegative_low,20,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_offset,trend,nonnegative,nonnegative_high,1,21,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_offset,volatility,low,negative_low,20,40,False,annual_reset,13,6,6,0.0
2023-12-31,annual_reset,learned_order_offset,volatility,high,negative_high,11,12,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_offset,volatility,low,nonnegative_low,20,40,False,annual_reset,0,0,0,
2023-12-31,annual_reset,learned_order_offset,volatility,high,nonnegative_high,1,12,False,annual_reset,0,0,0,
2024-03-31,ready,learned_market,trend,negative,negative_low,25,33,True,accepted,7,3,4,-0.0013463793099512678
2024-03-31,ready,learned_market,trend,negative,negative_high,8,33,False,insufficient_state_train,3,3,3,0.005167586015452881
2024-03-31,ready,learned_market,trend,nonnegative,nonnegative_low,19,19,False,insufficient_validation,1,0,0,-0.0011930416091550655
2024-03-31,ready,learned_market,trend,nonnegative,nonnegative_high,0,19,False,insufficient_state_train,2,2,2,0.0008212502210640932
2024-03-31,ready,learned_market,volatility,low,negative_low,25,44,True,accepted,7,3,4,-0.0015370690752619734
2024-03-31,ready,learned_market,volatility,high,negative_high,8,8,False,insufficient_state_train,3,3,3,0.0
2024-03-31,ready,learned_market,volatility,low,nonnegative_low,19,44,False,insufficient_validation,1,0,0,-0.03417680274345658
2024-03-31,ready,learned_market,volatility,high,nonnegative_high,0,8,False,insufficient_state_train,2,2,2,0.0
2024-03-31,ready,learned_vol_interaction,trend,negative,negative_low,25,33,True,accepted,7,3,3,-0.0015803639592864294
2024-03-31,ready,learned_vol_interaction,trend,negative,negative_high,8,33,False,insufficient_state_train,3,3,3,0.005519167119180601
2024-03-31,ready,learned_vol_interaction,trend,nonnegative,nonnegative_low,19,19,False,insufficient_validation,1,0,0,-0.0007798008161328807
2024-03-31,ready,learned_vol_interaction,trend,nonnegative,nonnegative_high,0,19,False,insufficient_state_train,2,2,2,0.000540095537178667
2024-03-31,ready,learned_vol_interaction,volatility,low,negative_low,25,44,True,accepted,7,3,3,-0.0018283385667588945
2024-03-31,ready,learned_vol_interaction,volatility,high,negative_high,8,8,False,insufficient_state_train,3,3,3,0.0
2024-03-31,ready,learned_vol_interaction,volatility,low,nonnegative_low,19,44,False,insufficient_validation,1,0,0,-0.03467871671074951
2024-03-31,ready,learned_vol_interaction,volatility,high,nonnegative_high,0,8,False,insufficient_state_train,2,2,2,0.0
2024-03-31,ready,learned_order_extension,trend,negative,negative_low,25,33,True,accepted,7,3,3,-0.002158094674725366
2024-03-31,ready,learned_order_extension,trend,negative,negative_high,8,33,False,insufficient_state_train,3,3,3,0.006398270705165039
2024-03-31,ready,learned_order_extension,trend,nonnegative,nonnegative_low,19,19,False,insufficient_validation,1,1,1,-0.0011221723963412977
2024-03-31,ready,learned_order_extension,trend,nonnegative,nonnegative_high,0,19,False,insufficient_state_train,2,2,2,0.0010531565620369304
2024-03-31,ready,learned_order_extension,volatility,low,negative_low,25,44,True,accepted,7,3,3,-0.002605521882218833
2024-03-31,ready,learned_order_extension,volatility,high,negative_high,8,8,False,insufficient_state_train,3,3,3,0.0
2024-03-31,ready,learned_order_extension,volatility,low,nonnegative_low,19,44,False,insufficient_validation,1,1,1,-0.031125183434269704
2024-03-31,ready,learned_order_extension,volatility,high,nonnegative_high,0,8,False,insufficient_state_train,2,2,2,0.0
2024-03-31,ready,learned_order_offset,trend,negative,negative_low,25,33,True,accepted,7,3,3,-0.002214054502704637
2024-03-31,ready,learned_order_offset,trend,negative,negative_high,8,33,False,insufficient_state_train,3,3,3,0.006454596575672637
2024-03-31,ready,learned_order_offset,trend,nonnegative,nonnegative_low,19,19,False,insufficient_validation,1,1,1,-0.0011657796749612315
2024-03-31,ready,learned_order_offset,trend,nonnegative,nonnegative_high,0,19,False,insufficient_state_train,2,2,2,0.0011077287249327133
2024-03-31,ready,learned_order_offset,volatility,low,negative_low,25,44,True,accepted,7,3,3,-0.0026779843013163473
2024-03-31,ready,learned_order_offset,volatility,high,negative_high,8,8,False,insufficient_state_train,3,3,3,0.0
2024-03-31,ready,learned_order_offset,volatility,low,nonnegative_low,19,44,False,insufficient_validation,1,1,1,-0.03105922163016392
2024-03-31,ready,learned_order_offset,volatility,high,nonnegative_high,0,8,False,insufficient_state_train,2,2,2,0.0
2024-06-30,ready,learned_market,trend,negative,negative_low,33,37,False,insufficient_validation,1,0,0,-0.033597969071003264
2024-06-30,ready,learned_market,trend,negative,negative_high,4,37,False,insufficient_state_train,0,0,0,
2024-06-30,ready,learned_market,trend,nonnegative,nonnegative_low,15,15,True,accepted,11,7,7,-6.679090944403614e-05
2024-06-30,ready,learned_market,trend,nonnegative,nonnegative_high,0,15,False,insufficient_state_train,1,1,1,0.01112596668472593
2024-06-30,ready,learned_market,volatility,low,negative_low,33,48,False,insufficient_validation,1,0,1,-0.04838691615394902
2024-06-30,ready,learned_market,volatility,high,negative_high,4,4,False,insufficient_state_train,0,0,0,
2024-06-30,ready,learned_market,volatility,low,nonnegative_low,15,48,False,brier_not_better,11,7,8,0.001283252352813098
2024-06-30,ready,learned_market,volatility,high,nonnegative_high,0,4,False,insufficient_state_train,1,1,1,0.0
2024-06-30,ready,learned_vol_interaction,trend,negative,negative_low,33,37,False,insufficient_validation,1,0,0,-0.034290031274348876
2024-06-30,ready,learned_vol_interaction,trend,negative,negative_high,4,37,False,insufficient_state_train,0,0,0,
2024-06-30,ready,learned_vol_interaction,trend,nonnegative,nonnegative_low,15,15,True,accepted,11,7,7,-4.8832954141183905e-05
2024-06-30,ready,learned_vol_interaction,trend,nonnegative,nonnegative_high,0,15,False,insufficient_state_train,1,1,1,0.01111851701270189
2024-06-30,ready,learned_vol_interaction,volatility,low,negative_low,33,48,False,insufficient_validation,1,0,0,-0.04902862009946557
2024-06-30,ready,learned_vol_interaction,volatility,high,negative_high,4,4,False,insufficient_state_train,0,0,0,
2024-06-30,ready,learned_vol_interaction,volatility,low,nonnegative_low,15,48,False,brier_not_better,11,7,8,0.0013203606166650173
2024-06-30,ready,learned_vol_interaction,volatility,high,nonnegative_high,0,4,False,insufficient_state_train,1,1,1,0.0
2024-06-30,ready,learned_order_extension,trend,negative,negative_low,33,37,False,insufficient_validation,1,0,0,-0.03531363018590283
2024-06-30,ready,learned_order_extension,trend,negative,negative_high,4,37,False,insufficient_state_train,0,0,0,
2024-06-30,ready,learned_order_extension,trend,nonnegative,nonnegative_low,15,15,False,brier_not_better,11,6,6,0.0006726233164254601
2024-06-30,ready,learned_order_extension,trend,nonnegative,nonnegative_high,0,15,False,insufficient_state_train,1,1,1,0.013774485542193599
2024-06-30,ready,learned_order_extension,volatility,low,negative_low,33,48,False,insufficient_validation,1,0,0,-0.050447793694780585
2024-06-30,ready,learned_order_extension,volatility,high,negative_high,4,4,False,insufficient_state_train,0,0,0,
2024-06-30,ready,learned_order_extension,volatility,low,nonnegative_low,15,48,False,brier_not_better,11,6,6,0.0037650466768616646
2024-06-30,ready,learned_order_extension,volatility,high,nonnegative_high,0,4,False,insufficient_state_train,1,1,1,0.0
2024-06-30,ready,learned_order_offset,trend,negative,negative_low,33,37,False,insufficient_validation,1,0,0,-0.03553691393503716
2024-06-30,ready,learned_order_offset,trend,negative,negative_high,4,37,False,insufficient_state_train,0,0,0,
2024-06-30,ready,learned_order_offset,trend,nonnegative,nonnegative_low,15,15,False,brier_not_better,11,6,6,0.0006993056247541813
2024-06-30,ready,learned_order_offset,trend,nonnegative,nonnegative_high,0,15,False,insufficient_state_train,1,1,1,0.013849764731484193
2024-06-30,ready,learned_order_offset,volatility,low,negative_low,33,48,False,insufficient_validation,1,0,0,-0.05067541876621684
2024-06-30,ready,learned_order_offset,volatility,high,negative_high,4,4,False,insufficient_state_train,0,0,0,
2024-06-30,ready,learned_order_offset,volatility,low,nonnegative_low,15,48,False,brier_not_better,11,6,6,0.0038731764185519464
2024-06-30,ready,learned_order_offset,volatility,high,nonnegative_high,0,4,False,insufficient_state_train,1,1,1,0.0
2024-09-30,ready,learned_market,trend,negative,negative_low,32,36,False,brier_not_better,12,8,7,0.0006577562855363065
2024-09-30,ready,learned_market,trend,negative,negative_high,4,36,False,insufficient_state_train,0,0,0,
2024-09-30,ready,learned_market,trend,nonnegative,nonnegative_low,14,16,False,insufficient_validation,1,1,1,-0.004871594707882121
2024-09-30,ready,learned_market,trend,nonnegative,nonnegative_high,2,16,False,insufficient_state_train,0,0,0,
2024-09-30,ready,learned_market,volatility,low,negative_low,32,46,False,brier_not_better,12,8,7,0.0016013289742896248
2024-09-30,ready,learned_market,volatility,high,negative_high,4,6,False,insufficient_state_train,0,0,0,
2024-09-30,ready,learned_market,volatility,low,nonnegative_low,14,46,False,insufficient_validation,1,1,1,-0.046463929824884675
