policy,cutoff,end,seed,job_index,worker,epoch,train_n,presentations,optimizer_steps,training_order_sha256,online_joint_loss,final_model_train_return_mse,final_model_train_auxiliary_mse,validation_mse
disjoint0,2017-12-31,2018-12-31,20260910,0,0,1,278,1678,14,0429f99748465fb748ceac69e8aa40f4bc43ccb6fcb582c954caf3e3b2120fa6,1.118453499671245,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,2,278,1678,14,95a9451ecaea80eacc3583e905131886fec29523644d958df52e4a463c806f45,1.1216979254130386,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,3,278,1678,14,511cd44945585423e282de278d8bc328c48ea668043c14c4ab1d2b9c84bcb9dd,1.1032518291217637,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,4,278,1678,14,b97fa83787ae3e7d1734f7f7fa1f85fe4615d1cb268ee32563b21819ce0e717a,1.1000960421292234,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,5,278,1678,14,2472a05fe2c7ecf407629ac40098967ad11671ee2755805f964c28cac3d2b178,1.099834218994227,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,6,278,1678,14,a45b55d6cd38b8f32ee574432a73f3bf10a6b3679d02746bcb8f86bf9b8d6c38,1.0997563432169473,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,7,278,1678,14,af9b16516ad01a0a09030d0f804ebe226ca0bd7b8fa01dc8162473761a4507ff,1.09826264264899,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,8,278,1678,14,fdd6f721ec0652d6ff7291249cca2f5d443834cb3d4e1bdca1a82e143d999690,1.0903535988248432,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,9,278,1678,14,9ffb746b1f2ea865c1f00a5b4da3309466a646e58c84c9a21390544ee0df4202,1.0775187850993069,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,10,278,1678,14,0f56928d26111fb98595903c7baa279877206f1c8102c2724f1f87d5e8d374a0,1.065218388536974,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,11,278,1678,14,21a0cb60d805def1027ca4c89f5a49ae35666ffeb3398dc5629bcd7844760f96,1.0512501488709478,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,12,278,1678,14,833262e80813eaa56ae33635ffe8f2ec90e6c8ecc74d492703ae51e5d3602eb0,1.0157416097029457,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,13,278,1678,14,22a3d3fe3adedb660c42d32eda655ee7a7cb6c4fa832250f636cb133ffb446f5,0.9786060094762331,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,14,278,1678,14,882e70d7bcfc56ce63504416462b5e7083bd79a3a1575b912f5d09fb5a1904b9,0.9739504099886807,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,15,278,1678,14,24ca82cf6a27070473545b9d2ff9d3f890b0af695d2fb4c763880f6c8e7c7c48,0.9774292020462408,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,16,278,1678,14,59f82074b819b9e954fd1841a2bca046ddec68ae65a5617799dbc7c9a793e1c9,0.9345155572152394,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,17,278,1678,14,a59f9335811409c2610a8d1a43860f8d31303f80fe0b05dfa415fe25f356545d,0.927102204585388,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,18,278,1678,14,db7b2655e247502424e1747b5ce07910dbf65ab4face0b543b7ead3ea894d660,0.9136867893324705,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,19,278,1678,14,79f6b2943bffed5794718cf077a464df70247f1e965cb0bd67832425a92774db,0.8816162799623782,,,
disjoint0,2017-12-31,2018-12-31,20260910,0,0,20,278,1678,14,27d4446cfd1a953fcaeab1e54cbf106612169e9355300316a96a3e13771d4ec1,0.8620601389490521,0.694843028769506,1.0452447791697739,0.0012033535816794135
disjoint0,2017-12-31,2018-12-31,20260912,2,0,1,278,1678,14,f692d53ab4bdef50a2ab8c65d9c6b434b86f2e3b0ccec984f5fa1e3a0777f387,1.1216421550732545,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,2,278,1678,14,f40e774e8f800b8c0f5bf5d626f797eb758b68e6501e8bb80d3dc8ad35835dd1,1.1113189934831695,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,3,278,1678,14,dff3a9996ddc5f955278900dee4f885b69bc4c3e4dca9b27c127e81fbbab7436,1.105795159101202,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,4,278,1678,14,e75447812541a1f5aa334fbbb08534a5138432d0dbab93afe3bc2137346be12e,1.1029471026842301,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,5,278,1678,14,c4ed946dfe5d3f0d1d4c63358a9d0b5d9bd3ebd488d12af98bf4071d94489797,1.1125423283059777,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,6,278,1678,14,c4307d9cf2f4f4479d104b4acd928a0ec9fa91c4c6469698dd3f731cf729623e,1.1034633807829082,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,7,278,1678,14,9c0c41544f9ce3a53559222fc4945690002f780f7187fadcf4353acb4160ffe4,1.0977330811685828,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,8,278,1678,14,3681f9936d73e42ddd3106d0e89b95b6f552c7997f95c6674bbcbfff24894985,1.1058012311023808,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,9,278,1678,14,80f87e71f150cfea4775b06cec977058372c30abac46c7a8a299ddbe327dbb11,1.0974039672668556,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,10,278,1678,14,e64e07ff1dde50cef36db67ad55194b3b4864f9d4db080314ccb579db5e9e8a6,1.0980999168536945,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,11,278,1678,14,b4e0204deb0d476e42295d941a8180a74c9b2368d9f5d2c053f8a42c0441615a,1.1003392474443892,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,12,278,1678,14,6c2eacccb672a0ee07a6107d7e2659308368f9f8f09f3fe4199e8b5fe0349f6d,1.1013522965120899,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,13,278,1678,14,708a7edeeeff84decc4b7b54b3cd05900e62cc7690a8cd96a39c44c3e35cf339,1.0949491989910958,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,14,278,1678,14,d869ada486ffb56b265d344872583782b2e0bb9578b42291c8a938e27be97d34,1.0839960414547745,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,15,278,1678,14,bfb406f5d05fc0dd283a50eb267dd2762fdcd1902bb9c521b823558eadac01ff,1.0695572202055048,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,16,278,1678,14,4893317d5dd5861e9774d78822406dd05474f760739c8eabe88ebd236eed7e6d,1.063712988905742,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,17,278,1678,14,a88838db80f68afbc020175140e29bc12acef8eeb059d6c5ecbd944c5397d1b8,1.0419288633904098,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,18,278,1678,14,e642f67fad0f047ca99603922a0fce3b3a4f6e3756d74aa197f1103b7c68d903,1.0263928970648364,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,19,278,1678,14,bf4d01514b00e5a87386efe469fbd078c8b6835b4b02a1a23f22135f6e44b350,1.0187878772101329,,,
disjoint0,2017-12-31,2018-12-31,20260912,2,0,20,278,1678,14,a5115e0f0a88f128506670f36a29313fc481d2f385344cf1eb20c5047dbe2d6e,1.0046898129443873,0.8441224768435734,1.0650681019794168,0.001049907616645694
