cutoff,policy,quarter,rows,sample_share,weight_mass
2019-12-31,full,2019Q1,58,0.02678983833718245,0.02678983833718245
2019-12-31,full,2019Q2,60,0.02771362586605081,0.02771362586605081
2019-12-31,full,2019Q3,65,0.03002309468822171,0.03002309468822171
2019-12-31,full,2019Q4,55,0.025404157043879907,0.025404157043879907
2019-12-31,disjoint0,2010Q3,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint0,2010Q4,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint0,2011Q1,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint0,2011Q2,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint0,2011Q3,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint0,2011Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2012Q1,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint0,2012Q2,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2012Q3,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint0,2012Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2013Q1,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint0,2013Q2,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint0,2013Q3,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint0,2013Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2014Q1,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2014Q2,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint0,2014Q3,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint0,2014Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2015Q1,8,0.0221606648199446,0.0221606648199446
2019-12-31,disjoint0,2015Q3,1,0.002770083102493075,0.002770083102493075
2019-12-31,disjoint0,2015Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2016Q1,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint0,2016Q2,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint0,2016Q3,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2016Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2017Q1,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint0,2017Q2,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint0,2017Q3,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2017Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2018Q1,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2018Q2,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint0,2018Q3,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2018Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2019Q1,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint0,2019Q2,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint0,2019Q3,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint0,2019Q4,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint1,2010Q3,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint1,2010Q4,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint1,2011Q1,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint1,2011Q2,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint1,2011Q3,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint1,2011Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2012Q1,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint1,2012Q2,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2012Q3,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint1,2012Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2013Q1,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint1,2013Q2,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint1,2013Q3,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint1,2013Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2014Q1,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2014Q2,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint1,2014Q3,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint1,2014Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2015Q1,8,0.0221606648199446,0.0221606648199446
2019-12-31,disjoint1,2015Q3,1,0.002770083102493075,0.002770083102493075
2019-12-31,disjoint1,2015Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2016Q1,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint1,2016Q2,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint1,2016Q3,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2016Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2017Q1,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint1,2017Q2,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint1,2017Q3,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2017Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2018Q1,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2018Q2,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint1,2018Q3,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2018Q4,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2019Q1,10,0.027700831024930747,0.027700831024930747
2019-12-31,disjoint1,2019Q2,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint1,2019Q3,11,0.030470914127423823,0.030470914127423823
2019-12-31,disjoint1,2019Q4,9,0.024930747922437674,0.024930747922437674
2019-12-31,disjoint2,2010Q3,8,0.022222222222222223,0.022222222222222223
2019-12-31,disjoint2,2010Q4,11,0.030555555555555555,0.030555555555555555
2019-12-31,disjoint2,2011Q1,9,0.025,0.025
2019-12-31,disjoint2,2011Q2,11,0.030555555555555555,0.030555555555555555
2019-12-31,disjoint2,2011Q3,11,0.030555555555555555,0.030555555555555555
2019-12-31,disjoint2,2011Q4,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2012Q1,9,0.025,0.025
2019-12-31,disjoint2,2012Q2,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2012Q3,11,0.030555555555555555,0.030555555555555555
2019-12-31,disjoint2,2012Q4,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2013Q1,9,0.025,0.025
2019-12-31,disjoint2,2013Q2,9,0.025,0.025
2019-12-31,disjoint2,2013Q3,11,0.030555555555555555,0.030555555555555555
2019-12-31,disjoint2,2013Q4,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2014Q1,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2014Q2,9,0.025,0.025
2019-12-31,disjoint2,2014Q3,11,0.030555555555555555,0.030555555555555555
2019-12-31,disjoint2,2014Q4,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2015Q1,8,0.022222222222222223,0.022222222222222223
2019-12-31,disjoint2,2015Q3,1,0.002777777777777778,0.002777777777777778
2019-12-31,disjoint2,2015Q4,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2016Q1,9,0.025,0.025
2019-12-31,disjoint2,2016Q2,11,0.030555555555555555,0.030555555555555555
2019-12-31,disjoint2,2016Q3,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2016Q4,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2017Q1,9,0.025,0.025
2019-12-31,disjoint2,2017Q2,11,0.030555555555555555,0.030555555555555555
2019-12-31,disjoint2,2017Q3,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2017Q4,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2018Q1,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2018Q2,11,0.030555555555555555,0.030555555555555555
2019-12-31,disjoint2,2018Q3,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2018Q4,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2019Q1,10,0.027777777777777776,0.027777777777777776
2019-12-31,disjoint2,2019Q2,11,0.030555555555555555,0.030555555555555555
2019-12-31,disjoint2,2019Q3,11,0.030555555555555555,0.030555555555555555
2019-12-31,disjoint2,2019Q4,9,0.025,0.025
2019-12-31,quarter_equal,2010Q3,52,0.02401847575057737,0.027027027027027032
2019-12-31,quarter_equal,2010Q4,61,0.02817551963048499,0.02702702702702702
2019-12-31,quarter_equal,2011Q1,58,0.02678983833718245,0.027027027027027032
2019-12-31,quarter_equal,2011Q2,61,0.02817551963048499,0.02702702702702702
2019-12-31,quarter_equal,2011Q3,65,0.03002309468822171,0.02702702702702703
2019-12-31,quarter_equal,2011Q4,60,0.02771362586605081,0.027027027027027025
2019-12-31,quarter_equal,2012Q1,58,0.02678983833718245,0.027027027027027032
2019-12-31,quarter_equal,2012Q2,59,0.02725173210161663,0.027027027027027032
2019-12-31,quarter_equal,2012Q3,65,0.03002309468822171,0.02702702702702703
2019-12-31,quarter_equal,2012Q4,61,0.02817551963048499,0.02702702702702702
2019-12-31,quarter_equal,2013Q1,56,0.025866050808314087,0.027027027027027035
2019-12-31,quarter_equal,2013Q2,57,0.026327944572748268,0.027027027027027025
2019-12-31,quarter_equal,2013Q3,64,0.02956120092378753,0.027027027027027035
2019-12-31,quarter_equal,2013Q4,61,0.02817551963048499,0.02702702702702702
2019-12-31,quarter_equal,2014Q1,58,0.02678983833718245,0.027027027027027032
2019-12-31,quarter_equal,2014Q2,61,0.02817551963048499,0.02702702702702702
2019-12-31,quarter_equal,2014Q3,65,0.03002309468822171,0.02702702702702703
2019-12-31,quarter_equal,2014Q4,61,0.02817551963048499,0.02702702702702702
2019-12-31,quarter_equal,2015Q1,48,0.022170900692840646,0.02702702702702702
2019-12-31,quarter_equal,2015Q3,4,0.0018475750577367205,0.02702702702702703
2019-12-31,quarter_equal,2015Q4,61,0.02817551963048499,0.02702702702702702
2019-12-31,quarter_equal,2016Q1,59,0.02725173210161663,0.027027027027027032
2019-12-31,quarter_equal,2016Q2,61,0.02817551963048499,0.02702702702702702
2019-12-31,quarter_equal,2016Q3,64,0.02956120092378753,0.027027027027027035
2019-12-31,quarter_equal,2016Q4,60,0.02771362586605081,0.027027027027027025
2019-12-31,quarter_equal,2017Q1,59,0.02725173210161663,0.027027027027027032
2019-12-31,quarter_equal,2017Q2,60,0.02771362586605081,0.027027027027027025
2019-12-31,quarter_equal,2017Q3,65,0.03002309468822171,0.02702702702702703
2019-12-31,quarter_equal,2017Q4,60,0.02771362586605081,0.027027027027027025
2019-12-31,quarter_equal,2018Q1,59,0.02725173210161663,0.027027027027027032
2019-12-31,quarter_equal,2018Q2,60,0.02771362586605081,0.027027027027027025
2019-12-31,quarter_equal,2018Q3,64,0.02956120092378753,0.027027027027027035
2019-12-31,quarter_equal,2018Q4,60,0.02771362586605081,0.027027027027027025
2019-12-31,quarter_equal,2019Q1,58,0.02678983833718245,0.027027027027027032
2019-12-31,quarter_equal,2019Q2,60,0.02771362586605081,0.027027027027027025
2019-12-31,quarter_equal,2019Q3,65,0.03002309468822171,0.02702702702702703
2019-12-31,quarter_equal,2019Q4,55,0.025404157043879907,0.027027027027027018
2019-12-31,recent3y,2017Q1,59,0.08137931034482758,0.08137931034482758
2019-12-31,recent3y,2017Q2,60,0.08275862068965517,0.08275862068965517
2019-12-31,recent3y,2017Q3,65,0.0896551724137931,0.0896551724137931
2019-12-31,recent3y,2017Q4,60,0.08275862068965517,0.08275862068965517
2019-12-31,recent3y,2018Q1,59,0.08137931034482758,0.08137931034482758
2019-12-31,recent3y,2018Q2,60,0.08275862068965517,0.08275862068965517
2019-12-31,recent3y,2018Q3,64,0.08827586206896551,0.08827586206896551
2019-12-31,recent3y,2018Q4,60,0.08275862068965517,0.08275862068965517
2019-12-31,recent3y,2019Q1,58,0.08,0.08
2019-12-31,recent3y,2019Q2,60,0.08275862068965517,0.08275862068965517
2019-12-31,recent3y,2019Q3,65,0.0896551724137931,0.0896551724137931
2019-12-31,recent3y,2019Q4,55,0.07586206896551724,0.07586206896551724
