cadence,cutoff,method,state,mode,training_n,validation_n,accepted,reason,brier_difference,correct_difference,baseline_correct,candidate_correct,metric_eligible
monthly,2022-03-31,learned_order_extension,nonnegative_low,insufficient_history,6,3,False,insufficient_history,0.0,0,1,1,False
monthly,2022-03-31,learned_order_extension,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2022-03-31,learned_order_offset,negative_low,insufficient_history,10,4,False,insufficient_history,0.0,0,1,1,False
monthly,2022-03-31,learned_order_offset,negative_high,insufficient_history,17,6,False,insufficient_history,0.0,0,2,2,False
monthly,2022-03-31,learned_order_offset,nonnegative_low,insufficient_history,6,3,False,insufficient_history,0.0,0,1,1,False
monthly,2022-03-31,learned_order_offset,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2022-04-30,learned_market,negative_low,insufficient_history,10,3,False,insufficient_history,0.0,0,1,1,False
monthly,2022-04-30,learned_market,negative_high,insufficient_history,17,10,False,insufficient_history,0.0,0,3,3,False
monthly,2022-04-30,learned_market,nonnegative_low,insufficient_history,10,0,False,insufficient_history,,0,0,0,False
monthly,2022-04-30,learned_market,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2022-04-30,learned_vol_interaction,negative_low,insufficient_history,10,3,False,insufficient_history,0.0,0,1,1,False
monthly,2022-04-30,learned_vol_interaction,negative_high,insufficient_history,17,10,False,insufficient_history,0.0,0,3,3,False
monthly,2022-04-30,learned_vol_interaction,nonnegative_low,insufficient_history,10,0,False,insufficient_history,,0,0,0,False
monthly,2022-04-30,learned_vol_interaction,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2022-04-30,learned_order_extension,negative_low,insufficient_history,10,3,False,insufficient_history,0.0,0,1,1,False
monthly,2022-04-30,learned_order_extension,negative_high,insufficient_history,17,10,False,insufficient_history,0.0,0,3,3,False
monthly,2022-04-30,learned_order_extension,nonnegative_low,insufficient_history,10,0,False,insufficient_history,,0,0,0,False
monthly,2022-04-30,learned_order_extension,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2022-04-30,learned_order_offset,negative_low,insufficient_history,10,3,False,insufficient_history,0.0,0,1,1,False
monthly,2022-04-30,learned_order_offset,negative_high,insufficient_history,17,10,False,insufficient_history,0.0,0,3,3,False
monthly,2022-04-30,learned_order_offset,nonnegative_low,insufficient_history,10,0,False,insufficient_history,,0,0,0,False
monthly,2022-04-30,learned_order_offset,nonnegative_high,insufficient_history,13,0,False,insufficient_history,,0,0,0,False
monthly,2022-05-31,learned_market,negative_low,ready,13,1,False,insufficient_validation,-0.02272190617509262,0,0,0,False
monthly,2022-05-31,learned_market,negative_high,ready,19,12,True,accepted,-0.0012721350640142771,1,4,5,True
monthly,2022-05-31,learned_market,nonnegative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2022-05-31,learned_market,nonnegative_high,ready,11,0,False,insufficient_validation,,0,0,0,False
monthly,2022-05-31,learned_vol_interaction,negative_low,ready,13,1,False,insufficient_validation,-0.02409912951188925,0,0,0,False
monthly,2022-05-31,learned_vol_interaction,negative_high,ready,19,12,False,direction_worse,-0.0015674953854059245,-1,5,4,True
monthly,2022-05-31,learned_vol_interaction,nonnegative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2022-05-31,learned_vol_interaction,nonnegative_high,ready,11,0,False,insufficient_validation,,0,0,0,False
monthly,2022-05-31,learned_order_extension,negative_low,ready,13,1,False,insufficient_validation,-0.026670068194433127,0,0,0,False
monthly,2022-05-31,learned_order_extension,negative_high,ready,19,12,True,accepted,-0.0014432339119665957,0,5,5,True
monthly,2022-05-31,learned_order_extension,nonnegative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2022-05-31,learned_order_extension,nonnegative_high,ready,11,0,False,insufficient_validation,,0,0,0,False
monthly,2022-05-31,learned_order_offset,negative_low,ready,13,1,False,insufficient_validation,-0.026590953512055093,0,0,0,False
monthly,2022-05-31,learned_order_offset,negative_high,ready,19,12,True,accepted,-0.0014041594908098115,0,5,5,True
monthly,2022-05-31,learned_order_offset,nonnegative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2022-05-31,learned_order_offset,nonnegative_high,ready,11,0,False,insufficient_validation,,0,0,0,False
monthly,2022-06-30,learned_market,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-06-30,learned_market,negative_high,ready,21,12,True,accepted,-0.0019458113949629337,1,4,5,True
monthly,2022-06-30,learned_market,nonnegative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2022-06-30,learned_market,nonnegative_high,ready,8,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-06-30,learned_vol_interaction,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-06-30,learned_vol_interaction,negative_high,ready,21,12,True,accepted,-0.002042234084024191,0,5,5,True
monthly,2022-06-30,learned_vol_interaction,nonnegative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2022-06-30,learned_vol_interaction,nonnegative_high,ready,8,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-06-30,learned_order_extension,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-06-30,learned_order_extension,negative_high,ready,21,12,True,accepted,-0.002007177407106115,0,5,5,True
monthly,2022-06-30,learned_order_extension,nonnegative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2022-06-30,learned_order_extension,nonnegative_high,ready,8,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-06-30,learned_order_offset,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-06-30,learned_order_offset,negative_high,ready,21,12,True,accepted,-0.001986711033265433,0,5,5,True
monthly,2022-06-30,learned_order_offset,nonnegative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2022-06-30,learned_order_offset,nonnegative_high,ready,8,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-07-31,learned_market,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-07-31,learned_market,negative_high,ready,24,8,False,brier_not_better,0.005321753031851086,0,3,3,True
monthly,2022-07-31,learned_market,nonnegative_low,ready,9,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-07-31,learned_market,nonnegative_high,ready,5,4,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-07-31,learned_vol_interaction,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-07-31,learned_vol_interaction,negative_high,ready,24,8,False,brier_not_better,0.005268947218673863,0,4,4,True
monthly,2022-07-31,learned_vol_interaction,nonnegative_low,ready,9,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-07-31,learned_vol_interaction,nonnegative_high,ready,5,4,False,insufficient_state_train,0.0,0,3,3,False
monthly,2022-07-31,learned_order_extension,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-07-31,learned_order_extension,negative_high,ready,24,8,False,brier_not_better,0.005117420212204515,-1,4,3,True
monthly,2022-07-31,learned_order_extension,nonnegative_low,ready,9,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-07-31,learned_order_extension,nonnegative_high,ready,5,4,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-07-31,learned_order_offset,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-07-31,learned_order_offset,negative_high,ready,24,8,False,brier_not_better,0.005113235761001603,-1,4,3,True
monthly,2022-07-31,learned_order_offset,nonnegative_low,ready,9,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-07-31,learned_order_offset,nonnegative_high,ready,5,4,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-08-31,learned_market,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-08-31,learned_market,negative_high,ready,25,3,False,insufficient_validation,0.007766919017846772,0,1,1,False
monthly,2022-08-31,learned_market,nonnegative_low,ready,9,6,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-08-31,learned_market,nonnegative_high,ready,4,4,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-08-31,learned_vol_interaction,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-08-31,learned_vol_interaction,negative_high,ready,25,3,False,insufficient_validation,0.007820097338972551,0,1,1,False
monthly,2022-08-31,learned_vol_interaction,nonnegative_low,ready,9,6,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-08-31,learned_vol_interaction,nonnegative_high,ready,4,4,False,insufficient_state_train,0.0,0,3,3,False
monthly,2022-08-31,learned_order_extension,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-08-31,learned_order_extension,negative_high,ready,25,3,False,insufficient_validation,0.007725699223177063,0,1,1,False
monthly,2022-08-31,learned_order_extension,nonnegative_low,ready,9,6,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-08-31,learned_order_extension,nonnegative_high,ready,4,4,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-08-31,learned_order_offset,negative_low,ready,14,0,False,insufficient_validation,,0,0,0,False
monthly,2022-08-31,learned_order_offset,negative_high,ready,25,3,False,insufficient_validation,0.0076948612211186485,0,1,1,False
monthly,2022-08-31,learned_order_offset,nonnegative_low,ready,9,6,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-08-31,learned_order_offset,nonnegative_high,ready,4,4,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-09-30,learned_market,negative_low,ready,12,3,False,insufficient_validation,-0.013479231470792377,0,1,1,False
monthly,2022-09-30,learned_market,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2022-09-30,learned_market,nonnegative_low,ready,9,6,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-09-30,learned_market,nonnegative_high,ready,4,4,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-09-30,learned_vol_interaction,negative_low,ready,12,3,False,insufficient_validation,-0.014026620050073152,0,1,1,False
monthly,2022-09-30,learned_vol_interaction,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2022-09-30,learned_vol_interaction,nonnegative_low,ready,9,6,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-09-30,learned_vol_interaction,nonnegative_high,ready,4,4,False,insufficient_state_train,0.0,0,3,3,False
monthly,2022-09-30,learned_order_extension,negative_low,ready,12,3,False,insufficient_validation,-0.015627761702037793,0,1,1,False
monthly,2022-09-30,learned_order_extension,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2022-09-30,learned_order_extension,nonnegative_low,ready,9,6,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-09-30,learned_order_extension,nonnegative_high,ready,4,4,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-09-30,learned_order_offset,negative_low,ready,12,3,False,insufficient_validation,-0.015596241315256323,0,1,1,False
monthly,2022-09-30,learned_order_offset,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2022-09-30,learned_order_offset,nonnegative_low,ready,9,6,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-09-30,learned_order_offset,nonnegative_high,ready,4,4,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-10-31,learned_market,negative_low,ready,12,5,True,accepted,-0.010047159686551321,0,2,2,True
monthly,2022-10-31,learned_market,negative_high,ready,26,2,False,insufficient_validation,-0.01720534478201846,0,0,0,False
monthly,2022-10-31,learned_market,nonnegative_low,ready,8,5,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-10-31,learned_market,nonnegative_high,ready,6,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-10-31,learned_vol_interaction,negative_low,ready,12,5,True,accepted,-0.010513768048939495,0,2,2,True
monthly,2022-10-31,learned_vol_interaction,negative_high,ready,26,2,False,insufficient_validation,-0.017274157174972937,0,0,0,False
monthly,2022-10-31,learned_vol_interaction,nonnegative_low,ready,8,5,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-10-31,learned_vol_interaction,nonnegative_high,ready,6,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-10-31,learned_order_extension,negative_low,ready,12,5,True,accepted,-0.011395285558835008,0,2,2,True
monthly,2022-10-31,learned_order_extension,negative_high,ready,26,2,False,insufficient_validation,-0.01665033434196378,0,0,0,False
monthly,2022-10-31,learned_order_extension,nonnegative_low,ready,8,5,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-10-31,learned_order_extension,nonnegative_high,ready,6,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-10-31,learned_order_offset,negative_low,ready,12,5,True,accepted,-0.011387789786710251,0,2,2,True
monthly,2022-10-31,learned_order_offset,negative_high,ready,26,2,False,insufficient_validation,-0.016524550310776126,0,0,0,False
monthly,2022-10-31,learned_order_offset,nonnegative_low,ready,8,5,False,insufficient_state_train,0.0,0,2,2,False
monthly,2022-10-31,learned_order_offset,nonnegative_high,ready,6,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-11-30,learned_market,negative_low,ready,12,5,True,accepted,-0.010047159686551321,0,2,2,True
monthly,2022-11-30,learned_market,negative_high,ready,25,6,True,accepted,-0.007350549676858452,1,2,3,True
monthly,2022-11-30,learned_market,nonnegative_low,ready,10,1,False,insufficient_validation,-0.02845283872500365,0,0,0,False
monthly,2022-11-30,learned_market,nonnegative_high,ready,5,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-11-30,learned_vol_interaction,negative_low,ready,12,5,True,accepted,-0.010513768048939495,0,2,2,True
monthly,2022-11-30,learned_vol_interaction,negative_high,ready,25,6,True,accepted,-0.007292461748098902,0,3,3,True
monthly,2022-11-30,learned_vol_interaction,nonnegative_low,ready,10,1,False,insufficient_validation,-0.02910413122448746,0,0,0,False
monthly,2022-11-30,learned_vol_interaction,nonnegative_high,ready,5,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-11-30,learned_order_extension,negative_low,ready,12,5,True,accepted,-0.011395285558835008,0,2,2,True
monthly,2022-11-30,learned_order_extension,negative_high,ready,25,6,True,accepted,-0.007305108461177758,1,2,3,True
monthly,2022-11-30,learned_order_extension,nonnegative_low,ready,10,1,False,insufficient_validation,-0.029425117016629032,0,0,0,False
monthly,2022-11-30,learned_order_extension,nonnegative_high,ready,5,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-11-30,learned_order_offset,negative_low,ready,12,5,True,accepted,-0.011387789786710251,0,2,2,True
monthly,2022-11-30,learned_order_offset,negative_high,ready,25,6,True,accepted,-0.007251479133032211,1,2,3,True
monthly,2022-11-30,learned_order_offset,nonnegative_low,ready,10,1,False,insufficient_validation,-0.02941566875061008,0,0,0,False
monthly,2022-11-30,learned_order_offset,nonnegative_high,ready,5,1,False,insufficient_state_train,0.0,0,0,0,False
monthly,2022-12-31,learned_market,negative_low,annual_reset,13,3,False,annual_reset,0.0,0,1,1,False
monthly,2022-12-31,learned_market,negative_high,annual_reset,22,9,False,annual_reset,0.0,0,4,4,False
monthly,2022-12-31,learned_market,nonnegative_low,annual_reset,12,1,False,annual_reset,0.0,0,0,0,False
monthly,2022-12-31,learned_market,nonnegative_high,annual_reset,5,0,False,annual_reset,,0,0,0,False
monthly,2022-12-31,learned_vol_interaction,negative_low,annual_reset,13,3,False,annual_reset,0.0,0,1,1,False
monthly,2022-12-31,learned_vol_interaction,negative_high,annual_reset,22,9,False,annual_reset,0.0,0,5,5,False
monthly,2022-12-31,learned_vol_interaction,nonnegative_low,annual_reset,12,1,False,annual_reset,0.0,0,0,0,False
monthly,2022-12-31,learned_vol_interaction,nonnegative_high,annual_reset,5,0,False,annual_reset,,0,0,0,False
monthly,2022-12-31,learned_order_extension,negative_low,annual_reset,13,3,False,annual_reset,0.0,0,1,1,False
monthly,2022-12-31,learned_order_extension,negative_high,annual_reset,22,9,False,annual_reset,0.0,0,4,4,False
monthly,2022-12-31,learned_order_extension,nonnegative_low,annual_reset,12,1,False,annual_reset,0.0,0,0,0,False
monthly,2022-12-31,learned_order_extension,nonnegative_high,annual_reset,5,0,False,annual_reset,,0,0,0,False
monthly,2022-12-31,learned_order_offset,negative_low,annual_reset,13,3,False,annual_reset,0.0,0,1,1,False
monthly,2022-12-31,learned_order_offset,negative_high,annual_reset,22,9,False,annual_reset,0.0,0,4,4,False
monthly,2022-12-31,learned_order_offset,nonnegative_low,annual_reset,12,1,False,annual_reset,0.0,0,0,0,False
monthly,2022-12-31,learned_order_offset,nonnegative_high,annual_reset,5,0,False,annual_reset,,0,0,0,False
monthly,2023-01-31,learned_market,negative_low,q1_guard,17,0,False,q1_guard,,0,0,0,False
monthly,2023-01-31,learned_market,negative_high,q1_guard,18,9,False,q1_guard,0.0,0,5,5,False
monthly,2023-01-31,learned_market,nonnegative_low,q1_guard,12,4,False,q1_guard,0.0,0,0,0,False
monthly,2023-01-31,learned_market,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False
monthly,2023-01-31,learned_vol_interaction,negative_low,q1_guard,17,0,False,q1_guard,,0,0,0,False
monthly,2023-01-31,learned_vol_interaction,negative_high,q1_guard,18,9,False,q1_guard,0.0,0,6,6,False
monthly,2023-01-31,learned_vol_interaction,nonnegative_low,q1_guard,12,4,False,q1_guard,0.0,0,0,0,False
monthly,2023-01-31,learned_vol_interaction,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False
monthly,2023-01-31,learned_order_extension,negative_low,q1_guard,17,0,False,q1_guard,,0,0,0,False
monthly,2023-01-31,learned_order_extension,negative_high,q1_guard,18,9,False,q1_guard,0.0,0,5,5,False
monthly,2023-01-31,learned_order_extension,nonnegative_low,q1_guard,12,4,False,q1_guard,0.0,0,0,0,False
monthly,2023-01-31,learned_order_extension,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False
monthly,2023-01-31,learned_order_offset,negative_low,q1_guard,17,0,False,q1_guard,,0,0,0,False
monthly,2023-01-31,learned_order_offset,negative_high,q1_guard,18,9,False,q1_guard,0.0,0,5,5,False
monthly,2023-01-31,learned_order_offset,nonnegative_low,q1_guard,12,4,False,q1_guard,0.0,0,0,0,False
monthly,2023-01-31,learned_order_offset,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False
monthly,2023-02-28,learned_market,negative_low,q1_guard,14,0,False,q1_guard,,0,0,0,False
monthly,2023-02-28,learned_market,negative_high,q1_guard,21,5,False,q1_guard,0.0,0,4,4,False
monthly,2023-02-28,learned_market,nonnegative_low,q1_guard,12,8,False,q1_guard,0.0,0,1,1,False
monthly,2023-02-28,learned_market,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False
monthly,2023-02-28,learned_vol_interaction,negative_low,q1_guard,14,0,False,q1_guard,,0,0,0,False
monthly,2023-02-28,learned_vol_interaction,negative_high,q1_guard,21,5,False,q1_guard,0.0,0,4,4,False
monthly,2023-02-28,learned_vol_interaction,nonnegative_low,q1_guard,12,8,False,q1_guard,0.0,0,1,1,False
monthly,2023-02-28,learned_vol_interaction,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False
monthly,2023-02-28,learned_order_extension,negative_low,q1_guard,14,0,False,q1_guard,,0,0,0,False
monthly,2023-02-28,learned_order_extension,negative_high,q1_guard,21,5,False,q1_guard,0.0,0,4,4,False
monthly,2023-02-28,learned_order_extension,nonnegative_low,q1_guard,12,8,False,q1_guard,0.0,0,1,1,False
monthly,2023-02-28,learned_order_extension,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False
monthly,2023-02-28,learned_order_offset,negative_low,q1_guard,14,0,False,q1_guard,,0,0,0,False
monthly,2023-02-28,learned_order_offset,negative_high,q1_guard,21,5,False,q1_guard,0.0,0,4,4,False
monthly,2023-02-28,learned_order_offset,nonnegative_low,q1_guard,12,8,False,q1_guard,0.0,0,1,1,False
monthly,2023-02-28,learned_order_offset,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False
monthly,2023-03-31,learned_market,negative_low,ready,11,0,False,insufficient_validation,,0,0,0,False
monthly,2023-03-31,learned_market,negative_high,ready,25,1,False,insufficient_validation,0.022484477593827573,0,1,1,False
monthly,2023-03-31,learned_market,nonnegative_low,ready,11,12,False,brier_not_better,0.006514806483125642,0,3,3,True
monthly,2023-03-31,learned_market,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-03-31,learned_vol_interaction,negative_low,ready,11,0,False,insufficient_validation,,0,0,0,False
monthly,2023-03-31,learned_vol_interaction,negative_high,ready,25,1,False,insufficient_validation,0.02217057353805943,-1,1,0,False
monthly,2023-03-31,learned_vol_interaction,nonnegative_low,ready,11,12,False,brier_not_better,0.00679453574971528,0,3,3,True
monthly,2023-03-31,learned_vol_interaction,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-03-31,learned_order_extension,negative_low,ready,11,0,False,insufficient_validation,,0,0,0,False
monthly,2023-03-31,learned_order_extension,negative_high,ready,25,1,False,insufficient_validation,0.021774611868107974,-1,1,0,False
monthly,2023-03-31,learned_order_extension,nonnegative_low,ready,11,12,False,brier_not_better,0.007047209728649577,0,3,3,True
monthly,2023-03-31,learned_order_extension,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-03-31,learned_order_offset,negative_low,ready,11,0,False,insufficient_validation,,0,0,0,False
monthly,2023-03-31,learned_order_offset,negative_high,ready,25,1,False,insufficient_validation,0.0216996095812981,-1,1,0,False
monthly,2023-03-31,learned_order_offset,nonnegative_low,ready,11,12,False,brier_not_better,0.00704127523474291,0,3,3,True
monthly,2023-03-31,learned_order_offset,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-04-30,learned_market,negative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-04-30,learned_market,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2023-04-30,learned_market,nonnegative_low,ready,11,13,False,brier_not_better,0.003197439173408645,-1,5,4,True
monthly,2023-04-30,learned_market,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-04-30,learned_vol_interaction,negative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-04-30,learned_vol_interaction,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2023-04-30,learned_vol_interaction,nonnegative_low,ready,11,13,False,brier_not_better,0.0034160291388940288,-1,5,4,True
monthly,2023-04-30,learned_vol_interaction,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-04-30,learned_order_extension,negative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-04-30,learned_order_extension,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2023-04-30,learned_order_extension,nonnegative_low,ready,11,13,False,brier_not_better,0.0036569515953383566,-1,5,4,True
monthly,2023-04-30,learned_order_extension,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-04-30,learned_order_offset,negative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-04-30,learned_order_offset,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2023-04-30,learned_order_offset,nonnegative_low,ready,11,13,False,brier_not_better,0.0036597520846475317,-1,5,4,True
monthly,2023-04-30,learned_order_offset,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-05-31,learned_market,negative_low,ready,7,5,False,insufficient_state_train,0.0,0,2,2,False
monthly,2023-05-31,learned_market,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2023-05-31,learned_market,nonnegative_low,ready,13,8,False,brier_not_better,0.0040455900408373005,0,4,4,True
monthly,2023-05-31,learned_market,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-05-31,learned_vol_interaction,negative_low,ready,7,5,False,insufficient_state_train,0.0,0,2,2,False
monthly,2023-05-31,learned_vol_interaction,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2023-05-31,learned_vol_interaction,nonnegative_low,ready,13,8,False,brier_not_better,0.004027061531646949,0,4,4,True
monthly,2023-05-31,learned_vol_interaction,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-05-31,learned_order_extension,negative_low,ready,7,5,False,insufficient_state_train,0.0,0,2,2,False
monthly,2023-05-31,learned_order_extension,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2023-05-31,learned_order_extension,nonnegative_low,ready,13,8,False,brier_not_better,0.004055945375259645,-1,4,3,True
monthly,2023-05-31,learned_order_extension,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-05-31,learned_order_offset,negative_low,ready,7,5,False,insufficient_state_train,0.0,0,2,2,False
monthly,2023-05-31,learned_order_offset,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False
monthly,2023-05-31,learned_order_offset,nonnegative_low,ready,13,8,False,brier_not_better,0.004063812360840387,-1,4,3,True
monthly,2023-05-31,learned_order_offset,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-06-30,learned_market,negative_low,ready,6,8,False,insufficient_state_train,0.0,0,4,4,False
monthly,2023-06-30,learned_market,negative_high,ready,25,0,False,insufficient_validation,,0,0,0,False
monthly,2023-06-30,learned_market,nonnegative_low,ready,16,5,False,brier_not_better,0.004157071906117399,0,2,2,True
monthly,2023-06-30,learned_market,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-06-30,learned_vol_interaction,negative_low,ready,6,8,False,insufficient_state_train,0.0,0,3,3,False
monthly,2023-06-30,learned_vol_interaction,negative_high,ready,25,0,False,insufficient_validation,,0,0,0,False
monthly,2023-06-30,learned_vol_interaction,nonnegative_low,ready,16,5,False,brier_not_better,0.004093531760708658,0,2,2,True
monthly,2023-06-30,learned_vol_interaction,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-06-30,learned_order_extension,negative_low,ready,6,8,False,insufficient_state_train,0.0,0,3,3,False
monthly,2023-06-30,learned_order_extension,negative_high,ready,25,0,False,insufficient_validation,,0,0,0,False
monthly,2023-06-30,learned_order_extension,nonnegative_low,ready,16,5,False,brier_not_better,0.0041391261442958625,-1,2,1,True
monthly,2023-06-30,learned_order_extension,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-06-30,learned_order_offset,negative_low,ready,6,8,False,insufficient_state_train,0.0,0,3,3,False
monthly,2023-06-30,learned_order_offset,negative_high,ready,25,0,False,insufficient_validation,,0,0,0,False
monthly,2023-06-30,learned_order_offset,nonnegative_low,ready,16,5,False,brier_not_better,0.0041344324535684375,-1,2,1,True
monthly,2023-06-30,learned_order_offset,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-07-31,learned_market,negative_low,ready,5,12,False,insufficient_state_train,0.0,0,4,4,False
monthly,2023-07-31,learned_market,negative_high,ready,21,0,False,insufficient_validation,,0,0,0,False
monthly,2023-07-31,learned_market,nonnegative_low,ready,21,1,False,insufficient_validation,-0.00014368601607503417,0,1,1,False
monthly,2023-07-31,learned_market,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False
monthly,2023-07-31,learned_vol_interaction,negative_low,ready,5,12,False,insufficient_state_train,0.0,0,3,3,False
monthly,2023-07-31,learned_vol_interaction,negative_high,ready,21,0,False,insufficient_validation,,0,0,0,False
monthly,2023-07-31,learned_vol_interaction,nonnegative_low,ready,21,1,False,insufficient_validation,2.102360717015639e-05,0,1,1,False
