cutoff,method,family,component,accepted,history,n,brier_difference,regressions,recoveries
2022-09-30,learned_order_offset,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2022-09-30,learned_order_offset,global,all,True,weekly_global_validated,12,0.0016714577819682067,3,1
2022-09-30,learned_order_offset,global,all,True,weekly_global_ungated,12,0.0016714577819682067,3,1
2022-12-31,learned_market,state,negative_low,False,weekly_state_validated,0,,0,0
2022-12-31,learned_market,state,negative_low,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_market,state,negative_high,False,weekly_state_validated,0,,0,0
2022-12-31,learned_market,state,negative_high,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_market,state,nonnegative_low,False,weekly_state_validated,12,0.0,0,0
2022-12-31,learned_market,state,nonnegative_low,False,weekly_state_ungated,12,0.0,0,0
2022-12-31,learned_market,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2022-12-31,learned_market,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_market,global,all,False,weekly_global_validated,12,0.0,0,0
2022-12-31,learned_market,global,all,False,weekly_global_ungated,12,0.0,0,0
2022-12-31,learned_vol_interaction,state,negative_low,False,weekly_state_validated,0,,0,0
2022-12-31,learned_vol_interaction,state,negative_low,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_vol_interaction,state,negative_high,False,weekly_state_validated,0,,0,0
2022-12-31,learned_vol_interaction,state,negative_high,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_vol_interaction,state,nonnegative_low,False,weekly_state_validated,12,0.0,0,0
2022-12-31,learned_vol_interaction,state,nonnegative_low,False,weekly_state_ungated,12,0.0,0,0
2022-12-31,learned_vol_interaction,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2022-12-31,learned_vol_interaction,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_vol_interaction,global,all,False,weekly_global_validated,12,0.0,0,0
2022-12-31,learned_vol_interaction,global,all,False,weekly_global_ungated,12,0.0,0,0
2022-12-31,learned_order_extension,state,negative_low,False,weekly_state_validated,0,,0,0
2022-12-31,learned_order_extension,state,negative_low,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_order_extension,state,negative_high,False,weekly_state_validated,0,,0,0
2022-12-31,learned_order_extension,state,negative_high,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_order_extension,state,nonnegative_low,False,weekly_state_validated,12,0.0,0,0
2022-12-31,learned_order_extension,state,nonnegative_low,False,weekly_state_ungated,12,0.0,0,0
2022-12-31,learned_order_extension,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2022-12-31,learned_order_extension,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_order_extension,global,all,False,weekly_global_validated,12,0.0,0,0
2022-12-31,learned_order_extension,global,all,False,weekly_global_ungated,12,0.0,0,0
2022-12-31,learned_order_offset,state,negative_low,False,weekly_state_validated,0,,0,0
2022-12-31,learned_order_offset,state,negative_low,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_order_offset,state,negative_high,False,weekly_state_validated,0,,0,0
2022-12-31,learned_order_offset,state,negative_high,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_order_offset,state,nonnegative_low,False,weekly_state_validated,12,0.0,0,0
2022-12-31,learned_order_offset,state,nonnegative_low,False,weekly_state_ungated,12,0.0,0,0
2022-12-31,learned_order_offset,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2022-12-31,learned_order_offset,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2022-12-31,learned_order_offset,global,all,False,weekly_global_validated,12,0.0,0,0
2022-12-31,learned_order_offset,global,all,False,weekly_global_ungated,12,0.0,0,0
2023-03-31,learned_market,state,negative_low,False,weekly_state_validated,9,0.0,0,0
2023-03-31,learned_market,state,negative_low,False,weekly_state_ungated,9,-0.007421647971472491,0,1
2023-03-31,learned_market,state,negative_high,False,weekly_state_validated,0,,0,0
2023-03-31,learned_market,state,negative_high,False,weekly_state_ungated,0,,0,0
2023-03-31,learned_market,state,nonnegative_low,False,weekly_state_validated,3,0.0,0,0
2023-03-31,learned_market,state,nonnegative_low,False,weekly_state_ungated,3,-0.02691203557269949,0,0
2023-03-31,learned_market,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-03-31,learned_market,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-03-31,learned_market,global,all,False,weekly_global_validated,12,0.0,0,0
2023-03-31,learned_market,global,all,False,weekly_global_ungated,12,-0.025713385593235823,0,1
2023-03-31,learned_vol_interaction,state,negative_low,False,weekly_state_validated,9,0.0,0,0
2023-03-31,learned_vol_interaction,state,negative_low,False,weekly_state_ungated,9,-0.008018622152066954,0,2
2023-03-31,learned_vol_interaction,state,negative_high,False,weekly_state_validated,0,,0,0
2023-03-31,learned_vol_interaction,state,negative_high,False,weekly_state_ungated,0,,0,0
2023-03-31,learned_vol_interaction,state,nonnegative_low,False,weekly_state_validated,3,0.0,0,0
2023-03-31,learned_vol_interaction,state,nonnegative_low,False,weekly_state_ungated,3,-0.026817063935233226,0,0
2023-03-31,learned_vol_interaction,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-03-31,learned_vol_interaction,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-03-31,learned_vol_interaction,global,all,False,weekly_global_validated,12,0.0,0,0
2023-03-31,learned_vol_interaction,global,all,False,weekly_global_ungated,12,-0.026158188987555314,0,2
2023-03-31,learned_order_extension,state,negative_low,False,weekly_state_validated,9,0.0,0,0
2023-03-31,learned_order_extension,state,negative_low,False,weekly_state_ungated,9,-0.00866010656161849,0,2
2023-03-31,learned_order_extension,state,negative_high,False,weekly_state_validated,0,,0,0
2023-03-31,learned_order_extension,state,negative_high,False,weekly_state_ungated,0,,0,0
2023-03-31,learned_order_extension,state,nonnegative_low,False,weekly_state_validated,3,0.0,0,0
2023-03-31,learned_order_extension,state,nonnegative_low,False,weekly_state_ungated,3,-0.02899720695798234,0,0
2023-03-31,learned_order_extension,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-03-31,learned_order_extension,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-03-31,learned_order_extension,global,all,False,weekly_global_validated,12,0.0,0,0
2023-03-31,learned_order_extension,global,all,False,weekly_global_ungated,12,-0.027759968877441605,0,3
2023-03-31,learned_order_offset,state,negative_low,False,weekly_state_validated,9,0.0,0,0
2023-03-31,learned_order_offset,state,negative_low,False,weekly_state_ungated,9,-0.008704584859292474,0,2
2023-03-31,learned_order_offset,state,negative_high,False,weekly_state_validated,0,,0,0
2023-03-31,learned_order_offset,state,negative_high,False,weekly_state_ungated,0,,0,0
2023-03-31,learned_order_offset,state,nonnegative_low,False,weekly_state_validated,3,0.0,0,0
2023-03-31,learned_order_offset,state,nonnegative_low,False,weekly_state_ungated,3,-0.0290508990285524,0,0
2023-03-31,learned_order_offset,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-03-31,learned_order_offset,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-03-31,learned_order_offset,global,all,False,weekly_global_validated,12,0.0,0,0
2023-03-31,learned_order_offset,global,all,False,weekly_global_ungated,12,-0.027842855918159454,0,3
2023-06-30,learned_market,state,negative_low,False,weekly_state_validated,9,0.0,0,0
2023-06-30,learned_market,state,negative_low,False,weekly_state_ungated,9,0.0,0,0
2023-06-30,learned_market,state,negative_high,False,weekly_state_validated,1,0.0,0,0
2023-06-30,learned_market,state,negative_high,False,weekly_state_ungated,1,0.021145760979132178,0,0
2023-06-30,learned_market,state,nonnegative_low,False,weekly_state_validated,2,0.0,0,0
2023-06-30,learned_market,state,nonnegative_low,False,weekly_state_ungated,2,-0.01241330031230617,0,0
2023-06-30,learned_market,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-06-30,learned_market,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-06-30,learned_market,global,all,False,weekly_global_validated,12,0.0,0,0
2023-06-30,learned_market,global,all,False,weekly_global_ungated,12,-0.012942760020657097,0,0
2023-06-30,learned_vol_interaction,state,negative_low,False,weekly_state_validated,9,0.0,0,0
2023-06-30,learned_vol_interaction,state,negative_low,False,weekly_state_ungated,9,0.0,0,0
2023-06-30,learned_vol_interaction,state,negative_high,False,weekly_state_validated,1,0.0,0,0
2023-06-30,learned_vol_interaction,state,negative_high,False,weekly_state_ungated,1,0.02026147784516527,1,0
2023-06-30,learned_vol_interaction,state,nonnegative_low,False,weekly_state_validated,2,0.0,0,0
2023-06-30,learned_vol_interaction,state,nonnegative_low,False,weekly_state_ungated,2,-0.012174821783077439,0,0
2023-06-30,learned_vol_interaction,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-06-30,learned_vol_interaction,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-06-30,learned_vol_interaction,global,all,False,weekly_global_validated,12,0.0,0,0
2023-06-30,learned_vol_interaction,global,all,False,weekly_global_ungated,12,-0.01276263263676944,1,0
2023-06-30,learned_order_extension,state,negative_low,False,weekly_state_validated,9,0.0,0,0
2023-06-30,learned_order_extension,state,negative_low,False,weekly_state_ungated,9,0.0,0,0
2023-06-30,learned_order_extension,state,negative_high,False,weekly_state_validated,1,0.0,0,0
2023-06-30,learned_order_extension,state,negative_high,False,weekly_state_ungated,1,0.020386363086690784,0,0
2023-06-30,learned_order_extension,state,nonnegative_low,False,weekly_state_validated,2,0.0,0,0
2023-06-30,learned_order_extension,state,nonnegative_low,False,weekly_state_ungated,2,-0.012328230347779176,0,0
2023-06-30,learned_order_extension,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-06-30,learned_order_extension,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-06-30,learned_order_extension,global,all,False,weekly_global_validated,12,0.0,0,0
2023-06-30,learned_order_extension,global,all,False,weekly_global_ungated,12,-0.012612558930542375,0,2
2023-06-30,learned_order_offset,state,negative_low,False,weekly_state_validated,9,0.0,0,0
2023-06-30,learned_order_offset,state,negative_low,False,weekly_state_ungated,9,0.0,0,0
2023-06-30,learned_order_offset,state,negative_high,False,weekly_state_validated,1,0.0,0,0
2023-06-30,learned_order_offset,state,negative_high,False,weekly_state_ungated,1,0.02033642265263158,0,0
2023-06-30,learned_order_offset,state,nonnegative_low,False,weekly_state_validated,2,0.0,0,0
2023-06-30,learned_order_offset,state,nonnegative_low,False,weekly_state_ungated,2,-0.012345246974931293,0,0
2023-06-30,learned_order_offset,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-06-30,learned_order_offset,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-06-30,learned_order_offset,global,all,False,weekly_global_validated,12,0.0,0,0
2023-06-30,learned_order_offset,global,all,False,weekly_global_ungated,12,-0.01263326504506876,0,2
2023-09-30,learned_market,state,negative_low,True,weekly_state_validated,12,-0.0063342767242251345,0,2
2023-09-30,learned_market,state,negative_low,True,weekly_state_ungated,12,-0.0063342767242251345,0,2
2023-09-30,learned_market,state,negative_high,False,weekly_state_validated,0,,0,0
2023-09-30,learned_market,state,negative_high,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_market,state,nonnegative_low,False,weekly_state_validated,0,,0,0
2023-09-30,learned_market,state,nonnegative_low,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_market,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-09-30,learned_market,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_market,global,all,True,weekly_global_validated,12,-0.007302744977690702,0,2
2023-09-30,learned_market,global,all,True,weekly_global_ungated,12,-0.007302744977690702,0,2
2023-09-30,learned_vol_interaction,state,negative_low,True,weekly_state_validated,12,-0.006745116387134087,0,1
2023-09-30,learned_vol_interaction,state,negative_low,True,weekly_state_ungated,12,-0.006745116387134087,0,1
2023-09-30,learned_vol_interaction,state,negative_high,False,weekly_state_validated,0,,0,0
2023-09-30,learned_vol_interaction,state,negative_high,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_vol_interaction,state,nonnegative_low,False,weekly_state_validated,0,,0,0
2023-09-30,learned_vol_interaction,state,nonnegative_low,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_vol_interaction,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-09-30,learned_vol_interaction,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_vol_interaction,global,all,True,weekly_global_validated,12,-0.007570172102952769,0,1
2023-09-30,learned_vol_interaction,global,all,True,weekly_global_ungated,12,-0.007570172102952769,0,1
2023-09-30,learned_order_extension,state,negative_low,True,weekly_state_validated,12,-0.0071567764970031054,0,1
2023-09-30,learned_order_extension,state,negative_low,True,weekly_state_ungated,12,-0.0071567764970031054,0,1
2023-09-30,learned_order_extension,state,negative_high,False,weekly_state_validated,0,,0,0
2023-09-30,learned_order_extension,state,negative_high,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_order_extension,state,nonnegative_low,False,weekly_state_validated,0,,0,0
2023-09-30,learned_order_extension,state,nonnegative_low,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_order_extension,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-09-30,learned_order_extension,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_order_extension,global,all,True,weekly_global_validated,12,-0.007887360789650716,0,1
2023-09-30,learned_order_extension,global,all,True,weekly_global_ungated,12,-0.007887360789650716,0,1
2023-09-30,learned_order_offset,state,negative_low,True,weekly_state_validated,12,-0.007243730357238842,0,1
2023-09-30,learned_order_offset,state,negative_low,True,weekly_state_ungated,12,-0.007243730357238842,0,1
2023-09-30,learned_order_offset,state,negative_high,False,weekly_state_validated,0,,0,0
2023-09-30,learned_order_offset,state,negative_high,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_order_offset,state,nonnegative_low,False,weekly_state_validated,0,,0,0
2023-09-30,learned_order_offset,state,nonnegative_low,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_order_offset,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2023-09-30,learned_order_offset,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2023-09-30,learned_order_offset,global,all,True,weekly_global_validated,12,-0.007974479786193629,0,1
2023-09-30,learned_order_offset,global,all,True,weekly_global_ungated,12,-0.007974479786193629,0,1
2023-12-31,learned_market,state,negative_low,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_market,state,negative_low,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_market,state,negative_high,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_market,state,negative_high,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_market,state,nonnegative_low,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_market,state,nonnegative_low,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_market,state,nonnegative_high,False,weekly_state_validated,2,0.0,0,0
2023-12-31,learned_market,state,nonnegative_high,False,weekly_state_ungated,2,0.0,0,0
2023-12-31,learned_market,global,all,False,weekly_global_validated,11,0.0,0,0
2023-12-31,learned_market,global,all,False,weekly_global_ungated,11,0.0,0,0
2023-12-31,learned_vol_interaction,state,negative_low,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_vol_interaction,state,negative_low,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_vol_interaction,state,negative_high,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_vol_interaction,state,negative_high,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_vol_interaction,state,nonnegative_low,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_vol_interaction,state,nonnegative_low,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_vol_interaction,state,nonnegative_high,False,weekly_state_validated,2,0.0,0,0
2023-12-31,learned_vol_interaction,state,nonnegative_high,False,weekly_state_ungated,2,0.0,0,0
2023-12-31,learned_vol_interaction,global,all,False,weekly_global_validated,11,0.0,0,0
2023-12-31,learned_vol_interaction,global,all,False,weekly_global_ungated,11,0.0,0,0
2023-12-31,learned_order_extension,state,negative_low,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_order_extension,state,negative_low,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_order_extension,state,negative_high,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_order_extension,state,negative_high,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_order_extension,state,nonnegative_low,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_order_extension,state,nonnegative_low,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_order_extension,state,nonnegative_high,False,weekly_state_validated,2,0.0,0,0
2023-12-31,learned_order_extension,state,nonnegative_high,False,weekly_state_ungated,2,0.0,0,0
2023-12-31,learned_order_extension,global,all,False,weekly_global_validated,11,0.0,0,0
2023-12-31,learned_order_extension,global,all,False,weekly_global_ungated,11,0.0,0,0
2023-12-31,learned_order_offset,state,negative_low,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_order_offset,state,negative_low,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_order_offset,state,negative_high,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_order_offset,state,negative_high,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_order_offset,state,nonnegative_low,False,weekly_state_validated,3,0.0,0,0
2023-12-31,learned_order_offset,state,nonnegative_low,False,weekly_state_ungated,3,0.0,0,0
2023-12-31,learned_order_offset,state,nonnegative_high,False,weekly_state_validated,2,0.0,0,0
2023-12-31,learned_order_offset,state,nonnegative_high,False,weekly_state_ungated,2,0.0,0,0
2023-12-31,learned_order_offset,global,all,False,weekly_global_validated,11,0.0,0,0
2023-12-31,learned_order_offset,global,all,False,weekly_global_ungated,11,0.0,0,0
2024-03-31,learned_market,state,negative_low,True,weekly_state_validated,3,-0.03498596949359939,0,0
2024-03-31,learned_market,state,negative_low,True,weekly_state_ungated,3,-0.03498596949359939,0,0
2024-03-31,learned_market,state,negative_high,False,weekly_state_validated,0,,0,0
2024-03-31,learned_market,state,negative_high,False,weekly_state_ungated,0,,0,0
2024-03-31,learned_market,state,nonnegative_low,False,weekly_state_validated,8,0.0,0,0
2024-03-31,learned_market,state,nonnegative_low,False,weekly_state_ungated,8,8.138807575819654e-05,0,0
2024-03-31,learned_market,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2024-03-31,learned_market,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2024-03-31,learned_market,global,all,False,weekly_global_validated,11,0.0,0,0
2024-03-31,learned_market,global,all,False,weekly_global_ungated,11,-0.0037570915104536066,0,0
2024-03-31,learned_vol_interaction,state,negative_low,True,weekly_state_validated,3,-0.03605729252320227,0,1
2024-03-31,learned_vol_interaction,state,negative_low,True,weekly_state_ungated,3,-0.03605729252320227,0,1
2024-03-31,learned_vol_interaction,state,negative_high,False,weekly_state_validated,0,,0,0
2024-03-31,learned_vol_interaction,state,negative_high,False,weekly_state_ungated,0,,0,0
2024-03-31,learned_vol_interaction,state,nonnegative_low,False,weekly_state_validated,8,0.0,0,0
2024-03-31,learned_vol_interaction,state,nonnegative_low,False,weekly_state_ungated,8,4.191529731586638e-05,0,0
2024-03-31,learned_vol_interaction,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2024-03-31,learned_vol_interaction,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2024-03-31,learned_vol_interaction,global,all,False,weekly_global_validated,11,0.0,0,0
2024-03-31,learned_vol_interaction,global,all,False,weekly_global_ungated,11,-0.0037436366398501814,0,1
2024-03-31,learned_order_extension,state,negative_low,True,weekly_state_validated,3,-0.036977498629907096,0,1
2024-03-31,learned_order_extension,state,negative_low,True,weekly_state_ungated,3,-0.036977498629907096,0,1
2024-03-31,learned_order_extension,state,negative_high,False,weekly_state_validated,0,,0,0
2024-03-31,learned_order_extension,state,negative_high,False,weekly_state_ungated,0,,0,0
2024-03-31,learned_order_extension,state,nonnegative_low,False,weekly_state_validated,8,0.0,0,0
2024-03-31,learned_order_extension,state,nonnegative_low,False,weekly_state_ungated,8,0.00014677047901393014,0,0
2024-03-31,learned_order_extension,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2024-03-31,learned_order_extension,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2024-03-31,learned_order_extension,global,all,False,weekly_global_validated,11,0.0,0,0
2024-03-31,learned_order_extension,global,all,False,weekly_global_ungated,11,-0.003537824834999602,0,1
2024-03-31,learned_order_offset,state,negative_low,True,weekly_state_validated,3,-0.0371511486308815,0,1
2024-03-31,learned_order_offset,state,negative_low,True,weekly_state_ungated,3,-0.0371511486308815,0,1
2024-03-31,learned_order_offset,state,negative_high,False,weekly_state_validated,0,,0,0
2024-03-31,learned_order_offset,state,negative_high,False,weekly_state_ungated,0,,0,0
2024-03-31,learned_order_offset,state,nonnegative_low,False,weekly_state_validated,8,0.0,0,0
2024-03-31,learned_order_offset,state,nonnegative_low,False,weekly_state_ungated,8,0.00015666300012186912,0,0
2024-03-31,learned_order_offset,state,nonnegative_high,False,weekly_state_validated,0,,0,0
2024-03-31,learned_order_offset,state,nonnegative_high,False,weekly_state_ungated,0,,0,0
2024-03-31,learned_order_offset,global,all,False,weekly_global_validated,11,0.0,0,0
2024-03-31,learned_order_offset,global,all,False,weekly_global_ungated,11,-0.003554585303827856,0,1
2024-06-30,learned_market,state,negative_low,False,weekly_state_validated,11,0.0,0,0
2024-06-30,learned_market,state,negative_low,False,weekly_state_ungated,11,0.0044131438577409785,2,1
2024-06-30,learned_market,state,negative_high,False,weekly_state_validated,0,,0,0
2024-06-30,learned_market,state,negative_high,False,weekly_state_ungated,0,,0,0
2024-06-30,learned_market,state,nonnegative_low,True,weekly_state_validated,1,-0.013662228326881715,0,0
2024-06-30,learned_market,state,nonnegative_low,True,weekly_state_ungated,1,-0.013662228326881715,0,0
2024-06-30,learned_market,state,nonnegative_high,False,weekly_state_validated,1,0.0,0,0
2024-06-30,learned_market,state,nonnegative_high,False,weekly_state_ungated,1,0.0,0,0
2024-06-30,learned_market,global,all,True,weekly_global_validated,13,0.0036395421500633944,2,1
2024-06-30,learned_market,global,all,True,weekly_global_ungated,13,0.0036395421500633944,2,1
2024-06-30,learned_vol_interaction,state,negative_low,False,weekly_state_validated,11,0.0,0,0
2024-06-30,learned_vol_interaction,state,negative_low,False,weekly_state_ungated,11,0.004900016280638672,2,2
2024-06-30,learned_vol_interaction,state,negative_high,False,weekly_state_validated,0,,0,0
2024-06-30,learned_vol_interaction,state,negative_high,False,weekly_state_ungated,0,,0,0
2024-06-30,learned_vol_interaction,state,nonnegative_low,True,weekly_state_validated,1,-0.013604411989486948,0,0
2024-06-30,learned_vol_interaction,state,nonnegative_low,True,weekly_state_ungated,1,-0.013604411989486948,0,0
2024-06-30,learned_vol_interaction,state,nonnegative_high,False,weekly_state_validated,1,0.0,0,0
2024-06-30,learned_vol_interaction,state,nonnegative_high,False,weekly_state_ungated,1,0.0,0,0
2024-06-30,learned_vol_interaction,global,all,True,weekly_global_validated,13,0.003955359112813605,2,2
2024-06-30,learned_vol_interaction,global,all,True,weekly_global_ungated,13,0.003955359112813605,2,2
2024-06-30,learned_order_extension,state,negative_low,False,weekly_state_validated,11,0.0,0,0
2024-06-30,learned_order_extension,state,negative_low,False,weekly_state_ungated,11,0.002163180324738981,2,1
2024-06-30,learned_order_extension,state,negative_high,False,weekly_state_validated,0,,0,0
2024-06-30,learned_order_extension,state,negative_high,False,weekly_state_ungated,0,,0,0
2024-06-30,learned_order_extension,state,nonnegative_low,False,weekly_state_validated,1,0.0,0,0
2024-06-30,learned_order_extension,state,nonnegative_low,False,weekly_state_ungated,1,-0.01438669750178928,0,0
2024-06-30,learned_order_extension,state,nonnegative_high,False,weekly_state_validated,1,0.0,0,0
2024-06-30,learned_order_extension,state,nonnegative_high,False,weekly_state_ungated,1,0.0,0,0
2024-06-30,learned_order_extension,global,all,False,weekly_global_validated,13,0.0,0,0
2024-06-30,learned_order_extension,global,all,False,weekly_global_ungated,13,0.0015082833909983856,2,1
2024-06-30,learned_order_offset,state,negative_low,False,weekly_state_validated,11,0.0,0,0
2024-06-30,learned_order_offset,state,negative_low,False,weekly_state_ungated,11,0.0020608501551749527,2,1
2024-06-30,learned_order_offset,state,negative_high,False,weekly_state_validated,0,,0,0
2024-06-30,learned_order_offset,state,negative_high,False,weekly_state_ungated,0,,0,0
2024-06-30,learned_order_offset,state,nonnegative_low,False,weekly_state_validated,1,0.0,0,0
2024-06-30,learned_order_offset,state,nonnegative_low,False,weekly_state_ungated,1,-0.0144200315085595,0,0
2024-06-30,learned_order_offset,state,nonnegative_high,False,weekly_state_validated,1,0.0,0,0
2024-06-30,learned_order_offset,state,nonnegative_high,False,weekly_state_ungated,1,0.0,0,0
2024-06-30,learned_order_offset,global,all,False,weekly_global_validated,13,0.0,0,0
2024-06-30,learned_order_offset,global,all,False,weekly_global_ungated,13,0.0014228599064200432,2,1
2024-09-30,learned_market,state,negative_low,False,weekly_state_validated,0,,0,0
2024-09-30,learned_market,state,negative_low,False,weekly_state_ungated,0,,0,0
2024-09-30,learned_market,state,negative_high,False,weekly_state_validated,0,,0,0
2024-09-30,learned_market,state,negative_high,False,weekly_state_ungated,0,,0,0
2024-09-30,learned_market,state,nonnegative_low,False,weekly_state_validated,2,0.0,0,0
2024-09-30,learned_market,state,nonnegative_low,False,weekly_state_ungated,2,0.00291219395177858,0,0
2024-09-30,learned_market,state,nonnegative_high,False,weekly_state_validated,10,0.0,0,0
2024-09-30,learned_market,state,nonnegative_high,False,weekly_state_ungated,10,0.0,0,0
2024-09-30,learned_market,global,all,False,weekly_global_validated,12,0.0,0,0
2024-09-30,learned_market,global,all,False,weekly_global_ungated,12,0.0007681428911249961,2,2
2024-09-30,learned_vol_interaction,state,negative_low,False,weekly_state_validated,0,,0,0
2024-09-30,learned_vol_interaction,state,negative_low,False,weekly_state_ungated,0,,0,0
2024-09-30,learned_vol_interaction,state,negative_high,False,weekly_state_validated,0,,0,0
2024-09-30,learned_vol_interaction,state,negative_high,False,weekly_state_ungated,0,,0,0
2024-09-30,learned_vol_interaction,state,nonnegative_low,False,weekly_state_validated,2,0.0,0,0
2024-09-30,learned_vol_interaction,state,nonnegative_low,False,weekly_state_ungated,2,0.003161385790721921,0,0
2024-09-30,learned_vol_interaction,state,nonnegative_high,False,weekly_state_validated,10,0.0,0,0
2024-09-30,learned_vol_interaction,state,nonnegative_high,False,weekly_state_ungated,10,0.0,0,0
2024-09-30,learned_vol_interaction,global,all,True,weekly_global_validated,12,0.0010645926826997807,1,0
2024-09-30,learned_vol_interaction,global,all,True,weekly_global_ungated,12,0.0010645926826997807,1,0
2024-09-30,learned_order_extension,state,negative_low,True,weekly_state_validated,0,,0,0
2024-09-30,learned_order_extension,state,negative_low,True,weekly_state_ungated,0,,0,0
2024-09-30,learned_order_extension,state,negative_high,False,weekly_state_validated,0,,0,0
2024-09-30,learned_order_extension,state,negative_high,False,weekly_state_ungated,0,,0,0
2024-09-30,learned_order_extension,state,nonnegative_low,False,weekly_state_validated,2,0.0,0,0
2024-09-30,learned_order_extension,state,nonnegative_low,False,weekly_state_ungated,2,0.0032588359980004478,0,0
2024-09-30,learned_order_extension,state,nonnegative_high,False,weekly_state_validated,10,0.0,0,0
2024-09-30,learned_order_extension,state,nonnegative_high,False,weekly_state_ungated,10,0.0,0,0
2024-09-30,learned_order_extension,global,all,True,weekly_global_validated,12,0.002165182798798256,1,0
2024-09-30,learned_order_extension,global,all,True,weekly_global_ungated,12,0.002165182798798256,1,0
2024-09-30,learned_order_offset,state,negative_low,True,weekly_state_validated,0,,0,0
2024-09-30,learned_order_offset,state,negative_low,True,weekly_state_ungated,0,,0,0
