cadence,cutoff,method,state,mode,training_n,validation_n,accepted,reason,brier_difference,correct_difference,baseline_correct,candidate_correct,metric_eligible,loo_n,metric_flip_count,full_flip_count,minimum_support_boundary,sensitivity_class,helpful_brier_weeks,harmful_brier_weeks,largest_helpful_share,future_n,future_brier_vs_annual,future_recoveries,future_regressions
monthly,2022-09-30,learned_vol_interaction,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,3,-0.009435149422818265,0,0
monthly,2022-09-30,learned_vol_interaction,nonnegative_low,ready,9,6,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-09-30,learned_vol_interaction,nonnegative_high,ready,4,4,False,insufficient_state_train,0.0,0,3,3,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-09-30,learned_order_extension,negative_low,ready,12,3,False,insufficient_validation,-0.015627761702037793,0,1,1,False,0,0,0,False,unsupported,2,1,0.50575041931307,0,,0,0
monthly,2022-09-30,learned_order_extension,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,3,-0.009118847626851103,0,0
monthly,2022-09-30,learned_order_extension,nonnegative_low,ready,9,6,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-09-30,learned_order_extension,nonnegative_high,ready,4,4,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-09-30,learned_order_offset,negative_low,ready,12,3,False,insufficient_validation,-0.015596241315256323,0,1,1,False,0,0,0,False,unsupported,2,1,0.5057332189342171,0,,0,0
monthly,2022-09-30,learned_order_offset,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,3,-0.009067655022347696,0,0
monthly,2022-09-30,learned_order_offset,nonnegative_low,ready,9,6,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-09-30,learned_order_offset,nonnegative_high,ready,4,4,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-10-31,learned_market,negative_low,ready,12,5,True,accepted,-0.010047159686551321,0,2,2,True,5,0,5,True,accepted_count_only_fragile,3,2,0.33800225360525904,0,,0,0
monthly,2022-10-31,learned_market,negative_high,ready,26,2,False,insufficient_validation,-0.01720534478201846,0,0,0,False,0,0,0,False,unsupported,2,0,0.5037890041380236,4,0.0009256176674442562,1,0
monthly,2022-10-31,learned_market,nonnegative_low,ready,8,5,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-10-31,learned_market,nonnegative_high,ready,6,1,False,insufficient_state_train,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-10-31,learned_vol_interaction,negative_low,ready,12,5,True,accepted,-0.010513768048939495,0,2,2,True,5,0,5,True,accepted_count_only_fragile,3,2,0.34013921083316734,0,,0,0
monthly,2022-10-31,learned_vol_interaction,negative_high,ready,26,2,False,insufficient_validation,-0.017274157174972937,0,0,0,False,0,0,0,False,unsupported,2,0,0.5052138626033588,4,0.0010379137738101493,0,0
monthly,2022-10-31,learned_vol_interaction,nonnegative_low,ready,8,5,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-10-31,learned_vol_interaction,nonnegative_high,ready,6,1,False,insufficient_state_train,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-10-31,learned_order_extension,negative_low,ready,12,5,True,accepted,-0.011395285558835008,0,2,2,True,5,0,5,True,accepted_count_only_fragile,3,2,0.34550221898526345,0,,0,0
monthly,2022-10-31,learned_order_extension,negative_high,ready,26,2,False,insufficient_validation,-0.01665033434196378,0,0,0,False,0,0,0,False,unsupported,2,0,0.5043712572404307,4,0.0007924992470349917,1,0
monthly,2022-10-31,learned_order_extension,nonnegative_low,ready,8,5,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-10-31,learned_order_extension,nonnegative_high,ready,6,1,False,insufficient_state_train,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-10-31,learned_order_offset,negative_low,ready,12,5,True,accepted,-0.011387789786710251,0,2,2,True,5,0,5,True,accepted_count_only_fragile,3,2,0.34522929286810344,0,,0,0
monthly,2022-10-31,learned_order_offset,negative_high,ready,26,2,False,insufficient_validation,-0.016524550310776126,0,0,0,False,0,0,0,False,unsupported,2,0,0.5046127471388213,4,0.0008032503094099822,1,0
monthly,2022-10-31,learned_order_offset,nonnegative_low,ready,8,5,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-10-31,learned_order_offset,nonnegative_high,ready,6,1,False,insufficient_state_train,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-11-30,learned_market,negative_low,ready,12,5,True,accepted,-0.010047159686551321,0,2,2,True,5,0,5,True,accepted_count_only_fragile,3,2,0.33800225360525904,0,,0,0
monthly,2022-11-30,learned_market,negative_high,ready,25,6,True,accepted,-0.007350549676858452,1,2,3,True,6,0,0,False,accepted_single_drop_stable,4,2,0.2903038146582166,3,0.006521465390450741,0,0
monthly,2022-11-30,learned_market,nonnegative_low,ready,10,1,False,insufficient_validation,-0.02845283872500365,0,0,0,False,0,0,0,False,unsupported,1,0,1.0,2,4.2163565656200275e-05,0,0
monthly,2022-11-30,learned_market,nonnegative_high,ready,5,1,False,insufficient_state_train,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-11-30,learned_vol_interaction,negative_low,ready,12,5,True,accepted,-0.010513768048939495,0,2,2,True,5,0,5,True,accepted_count_only_fragile,3,2,0.34013921083316734,0,,0,0
monthly,2022-11-30,learned_vol_interaction,negative_high,ready,25,6,True,accepted,-0.007292461748098902,0,3,3,True,6,0,0,False,accepted_single_drop_stable,4,2,0.29149963309629495,3,0.006769861738383731,0,2
monthly,2022-11-30,learned_vol_interaction,nonnegative_low,ready,10,1,False,insufficient_validation,-0.02910413122448746,0,0,0,False,0,0,0,False,unsupported,1,0,1.0,2,0.0001934900953620422,0,0
monthly,2022-11-30,learned_vol_interaction,nonnegative_high,ready,5,1,False,insufficient_state_train,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-11-30,learned_order_extension,negative_low,ready,12,5,True,accepted,-0.011395285558835008,0,2,2,True,5,0,5,True,accepted_count_only_fragile,3,2,0.34550221898526345,0,,0,0
monthly,2022-11-30,learned_order_extension,negative_high,ready,25,6,True,accepted,-0.007305108461177758,1,2,3,True,6,0,0,False,accepted_single_drop_stable,4,2,0.2872013599459043,3,0.007113258999725165,0,2
monthly,2022-11-30,learned_order_extension,nonnegative_low,ready,10,1,False,insufficient_validation,-0.029425117016629032,0,0,0,False,0,0,0,False,unsupported,1,0,1.0,2,-1.8125714487948752e-05,0,0
monthly,2022-11-30,learned_order_extension,nonnegative_high,ready,5,1,False,insufficient_state_train,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-11-30,learned_order_offset,negative_low,ready,12,5,True,accepted,-0.011387789786710251,0,2,2,True,5,0,5,True,accepted_count_only_fragile,3,2,0.34522929286810344,0,,0,0
monthly,2022-11-30,learned_order_offset,negative_high,ready,25,6,True,accepted,-0.007251479133032211,1,2,3,True,6,0,0,False,accepted_single_drop_stable,4,2,0.28757236960724236,3,0.007080775724752214,0,2
monthly,2022-11-30,learned_order_offset,nonnegative_low,ready,10,1,False,insufficient_validation,-0.02941566875061008,0,0,0,False,0,0,0,False,unsupported,1,0,1.0,2,-2.459605564120171e-05,0,0
monthly,2022-11-30,learned_order_offset,nonnegative_high,ready,5,1,False,insufficient_state_train,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_market,negative_low,annual_reset,13,3,False,annual_reset,0.0,0,1,1,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_market,negative_high,annual_reset,22,9,False,annual_reset,0.0,0,4,4,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_market,nonnegative_low,annual_reset,12,1,False,annual_reset,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,3,0.0,0,0
monthly,2022-12-31,learned_market,nonnegative_high,annual_reset,5,0,False,annual_reset,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_vol_interaction,negative_low,annual_reset,13,3,False,annual_reset,0.0,0,1,1,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_vol_interaction,negative_high,annual_reset,22,9,False,annual_reset,0.0,0,5,5,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_vol_interaction,nonnegative_low,annual_reset,12,1,False,annual_reset,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,3,0.0,0,0
monthly,2022-12-31,learned_vol_interaction,nonnegative_high,annual_reset,5,0,False,annual_reset,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_order_extension,negative_low,annual_reset,13,3,False,annual_reset,0.0,0,1,1,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_order_extension,negative_high,annual_reset,22,9,False,annual_reset,0.0,0,4,4,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_order_extension,nonnegative_low,annual_reset,12,1,False,annual_reset,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,3,0.0,0,0
monthly,2022-12-31,learned_order_extension,nonnegative_high,annual_reset,5,0,False,annual_reset,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_order_offset,negative_low,annual_reset,13,3,False,annual_reset,0.0,0,1,1,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_order_offset,negative_high,annual_reset,22,9,False,annual_reset,0.0,0,4,4,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2022-12-31,learned_order_offset,nonnegative_low,annual_reset,12,1,False,annual_reset,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,3,0.0,0,0
monthly,2022-12-31,learned_order_offset,nonnegative_high,annual_reset,5,0,False,annual_reset,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_market,negative_low,q1_guard,17,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_market,negative_high,q1_guard,18,9,False,q1_guard,0.0,0,5,5,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_market,nonnegative_low,q1_guard,12,4,False,q1_guard,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-01-31,learned_market,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_vol_interaction,negative_low,q1_guard,17,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_vol_interaction,negative_high,q1_guard,18,9,False,q1_guard,0.0,0,6,6,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_vol_interaction,nonnegative_low,q1_guard,12,4,False,q1_guard,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-01-31,learned_vol_interaction,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_order_extension,negative_low,q1_guard,17,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_order_extension,negative_high,q1_guard,18,9,False,q1_guard,0.0,0,5,5,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_order_extension,nonnegative_low,q1_guard,12,4,False,q1_guard,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-01-31,learned_order_extension,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_order_offset,negative_low,q1_guard,17,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_order_offset,negative_high,q1_guard,18,9,False,q1_guard,0.0,0,5,5,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-01-31,learned_order_offset,nonnegative_low,q1_guard,12,4,False,q1_guard,0.0,0,0,0,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-01-31,learned_order_offset,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_market,negative_low,q1_guard,14,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_market,negative_high,q1_guard,21,5,False,q1_guard,0.0,0,4,4,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_market,nonnegative_low,q1_guard,12,8,False,q1_guard,0.0,0,1,1,False,0,0,0,False,unsupported,0,0,,5,0.0,0,0
monthly,2023-02-28,learned_market,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_vol_interaction,negative_low,q1_guard,14,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_vol_interaction,negative_high,q1_guard,21,5,False,q1_guard,0.0,0,4,4,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_vol_interaction,nonnegative_low,q1_guard,12,8,False,q1_guard,0.0,0,1,1,False,0,0,0,False,unsupported,0,0,,5,0.0,0,0
monthly,2023-02-28,learned_vol_interaction,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_order_extension,negative_low,q1_guard,14,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_order_extension,negative_high,q1_guard,21,5,False,q1_guard,0.0,0,4,4,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_order_extension,nonnegative_low,q1_guard,12,8,False,q1_guard,0.0,0,1,1,False,0,0,0,False,unsupported,0,0,,5,0.0,0,0
monthly,2023-02-28,learned_order_extension,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_order_offset,negative_low,q1_guard,14,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_order_offset,negative_high,q1_guard,21,5,False,q1_guard,0.0,0,4,4,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-02-28,learned_order_offset,nonnegative_low,q1_guard,12,8,False,q1_guard,0.0,0,1,1,False,0,0,0,False,unsupported,0,0,,5,0.0,0,0
monthly,2023-02-28,learned_order_offset,nonnegative_high,q1_guard,5,0,False,q1_guard,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-03-31,learned_market,negative_low,ready,11,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,2,0.008505694709995057,0,0
monthly,2023-03-31,learned_market,negative_high,ready,25,1,False,insufficient_validation,0.022484477593827573,0,1,1,False,0,0,0,False,unsupported,0,1,,0,,0,0
monthly,2023-03-31,learned_market,nonnegative_low,ready,11,12,False,brier_not_better,0.006514806483125642,0,3,3,True,12,0,0,False,rejected_single_drop_stable,5,7,0.23219905902997648,2,-0.02929301182039329,0,0
monthly,2023-03-31,learned_market,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-03-31,learned_vol_interaction,negative_low,ready,11,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,2,0.008554368342665195,0,0
monthly,2023-03-31,learned_vol_interaction,negative_high,ready,25,1,False,insufficient_validation,0.02217057353805943,-1,1,0,False,0,0,0,False,unsupported,0,1,,0,,0,0
monthly,2023-03-31,learned_vol_interaction,nonnegative_low,ready,11,12,False,brier_not_better,0.00679453574971528,0,3,3,True,12,0,0,False,rejected_single_drop_stable,5,7,0.23574721265913728,2,-0.029189422955398697,0,0
monthly,2023-03-31,learned_vol_interaction,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-03-31,learned_order_extension,negative_low,ready,11,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,2,0.007277737993538952,0,0
monthly,2023-03-31,learned_order_extension,negative_high,ready,25,1,False,insufficient_validation,0.021774611868107974,-1,1,0,False,0,0,0,False,unsupported,0,1,,0,,0,0
monthly,2023-03-31,learned_order_extension,nonnegative_low,ready,11,12,False,brier_not_better,0.007047209728649577,0,3,3,True,12,0,0,False,rejected_single_drop_stable,5,7,0.23631770595048843,2,-0.030063380836560766,0,0
monthly,2023-03-31,learned_order_extension,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-03-31,learned_order_offset,negative_low,ready,11,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,2,0.007173138565722534,0,0
monthly,2023-03-31,learned_order_offset,negative_high,ready,25,1,False,insufficient_validation,0.0216996095812981,-1,1,0,False,0,0,0,False,unsupported,0,1,,0,,0,0
monthly,2023-03-31,learned_order_offset,nonnegative_low,ready,11,12,False,brier_not_better,0.00704127523474291,0,3,3,True,12,0,0,False,rejected_single_drop_stable,5,7,0.23625945032777199,2,-0.030054322930397948,0,0
monthly,2023-03-31,learned_order_offset,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-04-30,learned_market,negative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-04-30,learned_market,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-04-30,learned_market,nonnegative_low,ready,11,13,False,brier_not_better,0.003197439173408645,-1,5,4,True,13,0,0,False,rejected_single_drop_stable,6,7,0.20131717986621353,0,,0,0
monthly,2023-04-30,learned_market,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-04-30,learned_vol_interaction,negative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-04-30,learned_vol_interaction,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-04-30,learned_vol_interaction,nonnegative_low,ready,11,13,False,brier_not_better,0.0034160291388940288,-1,5,4,True,13,0,0,False,rejected_single_drop_stable,6,7,0.20516670067909382,0,,0,0
monthly,2023-04-30,learned_vol_interaction,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-04-30,learned_order_extension,negative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-04-30,learned_order_extension,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-04-30,learned_order_extension,nonnegative_low,ready,11,13,False,brier_not_better,0.0036569515953383566,-1,5,4,True,13,0,0,False,rejected_single_drop_stable,6,7,0.2055780981115293,0,,0,0
monthly,2023-04-30,learned_order_extension,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-04-30,learned_order_offset,negative_low,ready,9,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-04-30,learned_order_offset,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-04-30,learned_order_offset,nonnegative_low,ready,11,13,False,brier_not_better,0.0036597520846475317,-1,5,4,True,13,0,0,False,rejected_single_drop_stable,6,7,0.205511974042099,0,,0,0
monthly,2023-04-30,learned_order_offset,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-05-31,learned_market,negative_low,ready,7,5,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,3,0.0,0,0
monthly,2023-05-31,learned_market,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-05-31,learned_market,nonnegative_low,ready,13,8,False,brier_not_better,0.0040455900408373005,0,4,4,True,8,0,0,False,rejected_single_drop_stable,3,5,0.37918643264626334,1,-0.013519386714875015,0,0
monthly,2023-05-31,learned_market,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-05-31,learned_vol_interaction,negative_low,ready,7,5,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,3,0.0,0,0
monthly,2023-05-31,learned_vol_interaction,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-05-31,learned_vol_interaction,nonnegative_low,ready,13,8,False,brier_not_better,0.004027061531646949,0,4,4,True,8,0,0,False,rejected_single_drop_stable,3,5,0.38443283080132973,1,-0.013016679101006012,0,0
monthly,2023-05-31,learned_vol_interaction,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-05-31,learned_order_extension,negative_low,ready,7,5,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,3,0.0,0,0
monthly,2023-05-31,learned_order_extension,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-05-31,learned_order_extension,nonnegative_low,ready,13,8,False,brier_not_better,0.004055945375259645,-1,4,3,True,8,0,0,False,rejected_single_drop_stable,3,5,0.3838929620094194,1,-0.015236174566492316,0,0
monthly,2023-05-31,learned_order_extension,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-05-31,learned_order_offset,negative_low,ready,7,5,False,insufficient_state_train,0.0,0,2,2,False,0,0,0,False,unsupported,0,0,,3,0.0,0,0
monthly,2023-05-31,learned_order_offset,negative_high,ready,27,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-05-31,learned_order_offset,nonnegative_low,ready,13,8,False,brier_not_better,0.004063812360840387,-1,4,3,True,8,0,0,False,rejected_single_drop_stable,3,5,0.3837604044507573,1,-0.015358067047340052,0,0
monthly,2023-05-31,learned_order_offset,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-06-30,learned_market,negative_low,ready,6,8,False,insufficient_state_train,0.0,0,4,4,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-06-30,learned_market,negative_high,ready,25,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-06-30,learned_market,nonnegative_low,ready,16,5,False,brier_not_better,0.004157071906117399,0,2,2,True,5,0,0,True,rejected_single_drop_stable,2,3,0.5965409807710246,0,,0,0
monthly,2023-06-30,learned_market,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-06-30,learned_vol_interaction,negative_low,ready,6,8,False,insufficient_state_train,0.0,0,3,3,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-06-30,learned_vol_interaction,negative_high,ready,25,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-06-30,learned_vol_interaction,nonnegative_low,ready,16,5,False,brier_not_better,0.004093531760708658,0,2,2,True,5,0,0,True,rejected_single_drop_stable,2,3,0.6109185240044569,0,,0,0
monthly,2023-06-30,learned_vol_interaction,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-06-30,learned_order_extension,negative_low,ready,6,8,False,insufficient_state_train,0.0,0,3,3,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-06-30,learned_order_extension,negative_high,ready,25,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-06-30,learned_order_extension,nonnegative_low,ready,16,5,False,brier_not_better,0.0041391261442958625,-1,2,1,True,5,0,0,True,rejected_single_drop_stable,2,3,0.6005135368932367,0,,0,0
monthly,2023-06-30,learned_order_extension,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-06-30,learned_order_offset,negative_low,ready,6,8,False,insufficient_state_train,0.0,0,3,3,False,0,0,0,False,unsupported,0,0,,4,0.0,0,0
monthly,2023-06-30,learned_order_offset,negative_high,ready,25,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-06-30,learned_order_offset,nonnegative_low,ready,16,5,False,brier_not_better,0.0041344324535684375,-1,2,1,True,5,0,0,True,rejected_single_drop_stable,2,3,0.5996889486491248,0,,0,0
monthly,2023-06-30,learned_order_offset,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-07-31,learned_market,negative_low,ready,5,12,False,insufficient_state_train,0.0,0,4,4,False,0,0,0,False,unsupported,0,0,,2,0.0,0,0
monthly,2023-07-31,learned_market,negative_high,ready,21,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,1,0.00554005617878589,0,0
monthly,2023-07-31,learned_market,nonnegative_low,ready,21,1,False,insufficient_validation,-0.00014368601607503417,0,1,1,False,0,0,0,False,unsupported,1,0,1.0,1,-0.00015162043132632697,0,0
monthly,2023-07-31,learned_market,nonnegative_high,ready,5,0,False,insufficient_state_train,,0,0,0,False,0,0,0,False,unsupported,0,0,,0,,0,0
monthly,2023-07-31,learned_vol_interaction,negative_low,ready,5,12,False,insufficient_state_train,0.0,0,3,3,False,0,0,0,False,unsupported,0,0,,2,0.0,0,0
monthly,2023-07-31,learned_vol_interaction,negative_high,ready,21,0,False,insufficient_validation,,0,0,0,False,0,0,0,False,unsupported,0,0,,1,0.0050830637844674065,0,1
monthly,2023-07-31,learned_vol_interaction,nonnegative_low,ready,21,1,False,insufficient_validation,2.102360717015639e-05,0,1,1,False,0,0,0,False,unsupported,0,1,,1,9.856029132568334e-05,0,0
