h,method,n,correct,accuracy,balanced_accuracy,auc,brier,logloss,actual_up_frequency,predicted_up_fraction,probability_mean,probability_sd,probability_min,probability_max
1,mse_3y_e20.order_fixed.I,897,440,0.49052396878483834,0.4893124571155816,0.48029554200932767,0.25592035734758267,0.7052858395533221,0.4938684503901895,0.4013377926421405,0.48379412279310247,0.0644524824605626,0.2528192694817007,0.6892432571157002
1,mse_3y_e20.order_fixed.S,897,439,0.48940914158305465,0.48826582870098745,0.4834379133063514,0.25665003159227084,0.706845428066833,0.4938684503901895,0.4069119286510591,0.48659160060132933,0.06811896627022944,0.2570545549175863,0.6850965666644179
1,mse_3y_e20.scalar_probe.U,897,443,0.4938684503901895,0.4894442179373713,0.47648690844363123,0.25188926575604703,0.6969486149329108,0.4938684503901895,0.13935340022296544,0.4783125068166421,0.028333086033758618,0.3992691163290026,0.5556951299799371
1,frequency_3y,897,454,0.5061315496098104,0.5,0.4870053997076401,0.25032836073444725,0.6938049785246344,0.4938684503901895,0.0,0.4824173552943318,0.009003121639813944,0.4731034482758621,0.4924346629986245
1,market4_3y,897,432,0.4816053511705686,0.4785876234325434,0.47985799663885603,0.2518248997936047,0.6968122870908937,0.4938684503901895,0.25418060200668896,0.4839083183114284,0.027102794334050197,0.41694806381807764,0.5728306289101522
1,mse_q2026_e10.add.U,897,458,0.5105908584169454,0.5106676544584878,0.5111027137757183,0.2532358964192796,0.6998446695755485,0.4938684503901895,0.5061315496098104,0.4972935579897242,0.06239258798349612,0.3042731900230487,0.6731135783110992
1,mse_q2026_e10.add.W,897,459,0.5117056856187291,0.5113861238452282,0.50610077465419,0.2552532817418533,0.7041233449457264,0.4938684503901895,0.4738015607580825,0.4921074506184513,0.07064335097383868,0.27464023697663925,0.7013250759365568
1,mse_q2026_e10.add.I,897,459,0.5117056856187291,0.5115775499448096,0.5110977416692356,0.25337897892912337,0.7001482330680916,0.4938684503901895,0.48940914158305465,0.4945990995263168,0.06291994363151435,0.3016448314349827,0.6690971974638277
1,mse_q2026_e10.add.S,897,460,0.5128205128205128,0.5127882578733306,0.5061156909736378,0.2550683483333535,0.70371920355076,0.4938684503901895,0.4972129319955407,0.49479618242762846,0.06995800165040758,0.2771254165403101,0.6927304057810847
1,mse_q2026_e10.vol.U,897,455,0.5072463768115942,0.5069534909159614,0.5065830689830053,0.253041877664938,0.6993872376415625,0.4938684503901895,0.4760312151616499,0.4934115652194088,0.057222124106737375,0.32775985757062415,0.65927104768469
1,mse_q2026_e10.vol.W,897,463,0.5161649944258639,0.5155999840892593,0.5054941776633088,0.2551332501727588,0.7038158824586457,0.4938684503901895,0.4537346711259755,0.488787786458025,0.06837323778580492,0.28091741868388787,0.6662879206930387
1,mse_q2026_e10.vol.I,897,457,0.5094760312151616,0.5089647079881863,0.5063394357653563,0.2532049173864688,0.6997257322200974,0.4938684503901895,0.45819397993311034,0.49069982097186043,0.05784703383766506,0.32497478413608744,0.6529942639444645
1,mse_q2026_e10.vol.S,897,470,0.5239687848383501,0.5235280078758167,0.5047781943298097,0.2549349375573097,0.7033900236920397,0.4938684503901895,0.463768115942029,0.4914873957634477,0.06763924438252096,0.28337983622171314,0.6589832350719003
