h,method,bin_lower,bin_upper,n,mean_probability,actual_up_frequency
1,mse_q2026_e10.order_joint.W,0.1,0.2,0,,
1,mse_q2026_e10.order_joint.W,0.2,0.3,1,0.2603262711222855,0.0
1,mse_q2026_e10.order_joint.W,0.3,0.4,93,0.36606017159131776,0.5161290322580645
1,mse_q2026_e10.order_joint.W,0.4,0.5,413,0.4613957440947209,0.46731234866828086
1,mse_q2026_e10.order_joint.W,0.5,0.6,336,0.5372196592931179,0.5357142857142857
1,mse_q2026_e10.order_joint.W,0.6,0.7,54,0.6271521840610356,0.4074074074074074
1,mse_q2026_e10.order_joint.W,0.7,0.8,0,,
1,mse_q2026_e10.order_joint.W,0.8,0.9,0,,
1,mse_q2026_e10.order_joint.W,0.9,1.0,0,,
1,mse_q2026_e10.order_joint.I,0.0,0.1,0,,
1,mse_q2026_e10.order_joint.I,0.1,0.2,0,,
1,mse_q2026_e10.order_joint.I,0.2,0.3,0,,
1,mse_q2026_e10.order_joint.I,0.3,0.4,68,0.3732536167866436,0.5
1,mse_q2026_e10.order_joint.I,0.4,0.5,427,0.46181021358895474,0.477751756440281
1,mse_q2026_e10.order_joint.I,0.5,0.6,366,0.5353332780499664,0.5218579234972678
1,mse_q2026_e10.order_joint.I,0.6,0.7,36,0.6236637847775602,0.3888888888888889
1,mse_q2026_e10.order_joint.I,0.7,0.8,0,,
1,mse_q2026_e10.order_joint.I,0.8,0.9,0,,
1,mse_q2026_e10.order_joint.I,0.9,1.0,0,,
1,mse_q2026_e10.order_joint.S,0.0,0.1,0,,
1,mse_q2026_e10.order_joint.S,0.1,0.2,0,,
1,mse_q2026_e10.order_joint.S,0.2,0.3,1,0.26224115515772556,0.0
1,mse_q2026_e10.order_joint.S,0.3,0.4,84,0.365529225280615,0.5238095238095238
1,mse_q2026_e10.order_joint.S,0.4,0.5,410,0.4616080810006088,0.47073170731707314
1,mse_q2026_e10.order_joint.S,0.5,0.6,351,0.5389084824845259,0.5356125356125356
1,mse_q2026_e10.order_joint.S,0.6,0.7,51,0.6270355204492654,0.35294117647058826
1,mse_q2026_e10.order_joint.S,0.7,0.8,0,,
1,mse_q2026_e10.order_joint.S,0.8,0.9,0,,
1,mse_q2026_e10.order_joint.S,0.9,1.0,0,,
1,mse_q2026_e10.order_fixed.U,0.0,0.1,0,,
1,mse_q2026_e10.order_fixed.U,0.1,0.2,0,,
1,mse_q2026_e10.order_fixed.U,0.2,0.3,0,,
1,mse_q2026_e10.order_fixed.U,0.3,0.4,60,0.37394413833459866,0.5
1,mse_q2026_e10.order_fixed.U,0.4,0.5,421,0.4625366133280896,0.4655581947743468
1,mse_q2026_e10.order_fixed.U,0.5,0.6,381,0.5359118008639597,0.5328083989501312
1,mse_q2026_e10.order_fixed.U,0.6,0.7,35,0.6243416134405148,0.4
1,mse_q2026_e10.order_fixed.U,0.7,0.8,0,,
1,mse_q2026_e10.order_fixed.U,0.8,0.9,0,,
1,mse_q2026_e10.order_fixed.U,0.9,1.0,0,,
1,mse_q2026_e10.order_fixed.W,0.0,0.1,0,,
1,mse_q2026_e10.order_fixed.W,0.1,0.2,0,,
1,mse_q2026_e10.order_fixed.W,0.2,0.3,2,0.2764222341952257,0.0
1,mse_q2026_e10.order_fixed.W,0.3,0.4,94,0.36563187232346617,0.5212765957446809
1,mse_q2026_e10.order_fixed.W,0.4,0.5,407,0.461508459786746,0.47174447174447176
1,mse_q2026_e10.order_fixed.W,0.5,0.6,339,0.5372408017006942,0.5309734513274337
1,mse_q2026_e10.order_fixed.W,0.6,0.7,55,0.6265772528342973,0.4
1,mse_q2026_e10.order_fixed.W,0.7,0.8,0,,
1,mse_q2026_e10.order_fixed.W,0.8,0.9,0,,
1,mse_q2026_e10.order_fixed.W,0.9,1.0,0,,
1,mse_q2026_e10.order_fixed.I,0.0,0.1,0,,
1,mse_q2026_e10.order_fixed.I,0.1,0.2,0,,
1,mse_q2026_e10.order_fixed.I,0.2,0.3,0,,
1,mse_q2026_e10.order_fixed.I,0.3,0.4,65,0.37245531108726293,0.5076923076923077
1,mse_q2026_e10.order_fixed.I,0.4,0.5,431,0.46136783697361455,0.4779582366589327
1,mse_q2026_e10.order_fixed.I,0.5,0.6,365,0.5350303379300302,0.5205479452054794
1,mse_q2026_e10.order_fixed.I,0.6,0.7,36,0.623150769969007,0.3888888888888889
1,mse_q2026_e10.order_fixed.I,0.7,0.8,0,,
1,mse_q2026_e10.order_fixed.I,0.8,0.9,0,,
1,mse_q2026_e10.order_fixed.I,0.9,1.0,0,,
1,mse_q2026_e10.order_fixed.S,0.0,0.1,0,,
1,mse_q2026_e10.order_fixed.S,0.1,0.2,0,,
1,mse_q2026_e10.order_fixed.S,0.2,0.3,2,0.27885003245517803,0.0
1,mse_q2026_e10.order_fixed.S,0.3,0.4,86,0.36597177615767695,0.5232558139534884
1,mse_q2026_e10.order_fixed.S,0.4,0.5,395,0.4613942020418055,0.4708860759493671
1,mse_q2026_e10.order_fixed.S,0.5,0.6,362,0.5383573224795699,0.5331491712707183
1,mse_q2026_e10.order_fixed.S,0.6,0.7,52,0.6266749351950192,0.36538461538461536
1,mse_q2026_e10.order_fixed.S,0.7,0.8,0,,
1,mse_q2026_e10.order_fixed.S,0.8,0.9,0,,
1,mse_q2026_e10.order_fixed.S,0.9,1.0,0,,
1,mse_q2026_e10.scalar_probe.U,0.0,0.1,0,,
1,mse_q2026_e10.scalar_probe.U,0.1,0.2,0,,
1,mse_q2026_e10.scalar_probe.U,0.2,0.3,0,,
1,mse_q2026_e10.scalar_probe.U,0.3,0.4,0,,
1,mse_q2026_e10.scalar_probe.U,0.4,0.5,785,0.48577325820047174,0.5082802547770701
1,mse_q2026_e10.scalar_probe.U,0.5,0.6,112,0.5067276290708808,0.39285714285714285
1,mse_q2026_e10.scalar_probe.U,0.6,0.7,0,,
1,mse_q2026_e10.scalar_probe.U,0.7,0.8,0,,
1,mse_q2026_e10.scalar_probe.U,0.8,0.9,0,,
1,mse_q2026_e10.scalar_probe.U,0.9,1.0,0,,
1,mse_q2026_e20.add.U,0.0,0.1,0,,
1,mse_q2026_e20.add.U,0.1,0.2,0,,
1,mse_q2026_e20.add.U,0.2,0.3,6,0.2708110242630624,0.5
1,mse_q2026_e20.add.U,0.3,0.4,61,0.3645371370718322,0.5245901639344263
1,mse_q2026_e20.add.U,0.4,0.5,367,0.4604499552745588,0.47956403269754766
1,mse_q2026_e20.add.U,0.5,0.6,422,0.5374944516956376,0.5118483412322274
1,mse_q2026_e20.add.U,0.6,0.7,41,0.6224953741054473,0.3902439024390244
1,mse_q2026_e20.add.U,0.7,0.8,0,,
1,mse_q2026_e20.add.U,0.8,0.9,0,,
1,mse_q2026_e20.add.U,0.9,1.0,0,,
1,mse_q2026_e20.add.W,0.0,0.1,0,,
1,mse_q2026_e20.add.W,0.1,0.2,1,0.19068442320382348,1.0
1,mse_q2026_e20.add.W,0.2,0.3,12,0.277132611409257,0.5
1,mse_q2026_e20.add.W,0.3,0.4,73,0.36178465992730624,0.5068493150684932
1,mse_q2026_e20.add.W,0.4,0.5,357,0.4596740891078631,0.4957983193277311
1,mse_q2026_e20.add.W,0.5,0.6,411,0.537271140506386,0.5036496350364964
1,mse_q2026_e20.add.W,0.6,0.7,43,0.6312797755791757,0.3488372093023256
1,mse_q2026_e20.add.W,0.7,0.8,0,,
1,mse_q2026_e20.add.W,0.8,0.9,0,,
1,mse_q2026_e20.add.W,0.9,1.0,0,,
1,mse_q2026_e20.add.I,0.0,0.1,0,,
1,mse_q2026_e20.add.I,0.1,0.2,0,,
1,mse_q2026_e20.add.I,0.2,0.3,6,0.268151341644992,0.5
1,mse_q2026_e20.add.I,0.3,0.4,64,0.36312338404926015,0.53125
1,mse_q2026_e20.add.I,0.4,0.5,380,0.45920051728940664,0.4842105263157895
1,mse_q2026_e20.add.I,0.5,0.6,406,0.535728901740969,0.5098522167487685
1,mse_q2026_e20.add.I,0.6,0.7,41,0.6212824374855993,0.36585365853658536
1,mse_q2026_e20.add.I,0.7,0.8,0,,
1,mse_q2026_e20.add.I,0.8,0.9,0,,
1,mse_q2026_e20.add.I,0.9,1.0,0,,
1,mse_q2026_e20.add.S,0.0,0.1,0,,
1,mse_q2026_e20.add.S,0.1,0.2,1,0.19272517812437276,1.0
1,mse_q2026_e20.add.S,0.2,0.3,9,0.27269947818367446,0.4444444444444444
1,mse_q2026_e20.add.S,0.3,0.4,73,0.36064635360173664,0.5205479452054794
1,mse_q2026_e20.add.S,0.4,0.5,343,0.4607422714251351,0.49271137026239065
1,mse_q2026_e20.add.S,0.5,0.6,426,0.5388641038378181,0.5023474178403756
1,mse_q2026_e20.add.S,0.6,0.7,45,0.628867294708378,0.37777777777777777
1,mse_q2026_e20.add.S,0.7,0.8,0,,
1,mse_q2026_e20.add.S,0.8,0.9,0,,
1,mse_q2026_e20.add.S,0.9,1.0,0,,
1,mse_q2026_e20.vol.U,0.0,0.1,0,,
1,mse_q2026_e20.vol.U,0.1,0.2,0,,
1,mse_q2026_e20.vol.U,0.2,0.3,5,0.2699483933697692,0.4
1,mse_q2026_e20.vol.U,0.3,0.4,63,0.36559721925227767,0.5396825396825397
1,mse_q2026_e20.vol.U,0.4,0.5,403,0.46301300456375466,0.47642679900744417
1,mse_q2026_e20.vol.U,0.5,0.6,395,0.5362473070028712,0.5189873417721519
1,mse_q2026_e20.vol.U,0.6,0.7,31,0.6205623886492783,0.3225806451612903
1,mse_q2026_e20.vol.U,0.7,0.8,0,,
1,mse_q2026_e20.vol.U,0.8,0.9,0,,
1,mse_q2026_e20.vol.U,0.9,1.0,0,,
1,mse_q2026_e20.vol.W,0.0,0.1,0,,
1,mse_q2026_e20.vol.W,0.1,0.2,1,0.19160311772084657,1.0
1,mse_q2026_e20.vol.W,0.2,0.3,11,0.2771540310489686,0.5454545454545454
1,mse_q2026_e20.vol.W,0.3,0.4,76,0.36206357416840135,0.5
1,mse_q2026_e20.vol.W,0.4,0.5,384,0.46098843553014796,0.4973958333333333
1,mse_q2026_e20.vol.W,0.5,0.6,387,0.536828514541945,0.49870801033591733
1,mse_q2026_e20.vol.W,0.6,0.7,38,0.6318090435587169,0.3684210526315789
1,mse_q2026_e20.vol.W,0.7,0.8,0,,
1,mse_q2026_e20.vol.W,0.8,0.9,0,,
1,mse_q2026_e20.vol.W,0.9,1.0,0,,
1,mse_q2026_e20.vol.I,0.0,0.1,0,,
1,mse_q2026_e20.vol.I,0.1,0.2,0,,
1,mse_q2026_e20.vol.I,0.2,0.3,6,0.27257298464783525,0.5
1,mse_q2026_e20.vol.I,0.3,0.4,65,0.36488646806512387,0.5076923076923077
1,mse_q2026_e20.vol.I,0.4,0.5,417,0.46173293430059487,0.47961630695443647
1,mse_q2026_e20.vol.I,0.5,0.6,379,0.5347247223420145,0.5197889182058048
1,mse_q2026_e20.vol.I,0.6,0.7,30,0.6209815082950427,0.3333333333333333
1,mse_q2026_e20.vol.I,0.7,0.8,0,,
1,mse_q2026_e20.vol.I,0.8,0.9,0,,
1,mse_q2026_e20.vol.I,0.9,1.0,0,,
1,mse_q2026_e20.vol.S,0.0,0.1,0,,
1,mse_q2026_e20.vol.S,0.1,0.2,1,0.1936380787480065,1.0
1,mse_q2026_e20.vol.S,0.2,0.3,7,0.26773559570859234,0.42857142857142855
1,mse_q2026_e20.vol.S,0.3,0.4,75,0.3595203921535332,0.5333333333333333
1,mse_q2026_e20.vol.S,0.4,0.5,374,0.46196742263409024,0.4893048128342246
1,mse_q2026_e20.vol.S,0.5,0.6,399,0.5384198175693722,0.5037593984962406
1,mse_q2026_e20.vol.S,0.6,0.7,41,0.6279009287274088,0.36585365853658536
1,mse_q2026_e20.vol.S,0.7,0.8,0,,
1,mse_q2026_e20.vol.S,0.8,0.9,0,,
1,mse_q2026_e20.vol.S,0.9,1.0,0,,
1,mse_q2026_e20.order_joint.U,0.0,0.1,0,,
1,mse_q2026_e20.order_joint.U,0.1,0.2,0,,
1,mse_q2026_e20.order_joint.U,0.2,0.3,1,0.25041069833957014,1.0
1,mse_q2026_e20.order_joint.U,0.3,0.4,61,0.3664973930582284,0.5245901639344263
1,mse_q2026_e20.order_joint.U,0.4,0.5,418,0.4628805043840089,0.4880382775119617
1,mse_q2026_e20.order_joint.U,0.5,0.6,373,0.5367110790275497,0.5093833780160858
1,mse_q2026_e20.order_joint.U,0.6,0.7,43,0.6250035407574023,0.37209302325581395
1,mse_q2026_e20.order_joint.U,0.7,0.8,1,0.7084286000207588,0.0
1,mse_q2026_e20.order_joint.U,0.8,0.9,0,,
1,mse_q2026_e20.order_joint.U,0.9,1.0,0,,
1,mse_q2026_e20.order_joint.W,0.0,0.1,0,,
1,mse_q2026_e20.order_joint.W,0.1,0.2,0,,
1,mse_q2026_e20.order_joint.W,0.2,0.3,5,0.27710340670710293,0.6
1,mse_q2026_e20.order_joint.W,0.3,0.4,72,0.3611501232580727,0.5138888888888888
1,mse_q2026_e20.order_joint.W,0.4,0.5,403,0.45940504653009523,0.5012406947890818
1,mse_q2026_e20.order_joint.W,0.5,0.6,374,0.5378406426354052,0.49732620320855614
1,mse_q2026_e20.order_joint.W,0.6,0.7,43,0.638397414950583,0.3488372093023256
1,mse_q2026_e20.order_joint.W,0.7,0.8,0,,
1,mse_q2026_e20.order_joint.W,0.8,0.9,0,,
1,mse_q2026_e20.order_joint.W,0.9,1.0,0,,
1,mse_q2026_e20.order_joint.I,0.0,0.1,0,,
1,mse_q2026_e20.order_joint.I,0.1,0.2,0,,
1,mse_q2026_e20.order_joint.I,0.2,0.3,1,0.24807204784104678,1.0
1,mse_q2026_e20.order_joint.I,0.3,0.4,64,0.3649919574017101,0.546875
1,mse_q2026_e20.order_joint.I,0.4,0.5,433,0.4617818077372221,0.48729792147806006
1,mse_q2026_e20.order_joint.I,0.5,0.6,356,0.5353453531926001,0.5112359550561798
1,mse_q2026_e20.order_joint.I,0.6,0.7,42,0.6248554141847906,0.3333333333333333
1,mse_q2026_e20.order_joint.I,0.7,0.8,1,0.7058512582948383,0.0
1,mse_q2026_e20.order_joint.I,0.8,0.9,0,,
1,mse_q2026_e20.order_joint.I,0.9,1.0,0,,
1,mse_q2026_e20.order_joint.S,0.0,0.1,0,,
1,mse_q2026_e20.order_joint.S,0.1,0.2,0,,
1,mse_q2026_e20.order_joint.S,0.2,0.3,4,0.27415414439219615,0.75
1,mse_q2026_e20.order_joint.S,0.3,0.4,70,0.3617142584756319,0.5
1,mse_q2026_e20.order_joint.S,0.4,0.5,391,0.46064697900025187,0.5038363171355499
1,mse_q2026_e20.order_joint.S,0.5,0.6,386,0.539339030608255,0.5
1,mse_q2026_e20.order_joint.S,0.6,0.7,46,0.634601517589722,0.32608695652173914
1,mse_q2026_e20.order_joint.S,0.7,0.8,0,,
1,mse_q2026_e20.order_joint.S,0.8,0.9,0,,
1,mse_q2026_e20.order_joint.S,0.9,1.0,0,,
1,mse_q2026_e20.order_fixed.U,0.0,0.1,0,,
1,mse_q2026_e20.order_fixed.U,0.1,0.2,0,,
1,mse_q2026_e20.order_fixed.U,0.2,0.3,1,0.2524676160260457,1.0
1,mse_q2026_e20.order_fixed.U,0.3,0.4,58,0.3659368827177052,0.5
1,mse_q2026_e20.order_fixed.U,0.4,0.5,420,0.4625150330018173,0.49047619047619045
1,mse_q2026_e20.order_fixed.U,0.5,0.6,374,0.5365943045326518,0.5106951871657754
1,mse_q2026_e20.order_fixed.U,0.6,0.7,43,0.624861955249574,0.37209302325581395
1,mse_q2026_e20.order_fixed.U,0.7,0.8,1,0.7077013606444561,0.0
1,mse_q2026_e20.order_fixed.U,0.8,0.9,0,,
1,mse_q2026_e20.order_fixed.U,0.9,1.0,0,,
1,mse_q2026_e20.order_fixed.W,0.0,0.1,0,,
1,mse_q2026_e20.order_fixed.W,0.1,0.2,0,,
1,mse_q2026_e20.order_fixed.W,0.2,0.3,7,0.2816275206090372,0.5714285714285714
1,mse_q2026_e20.order_fixed.W,0.3,0.4,76,0.36460666930508145,0.5263157894736842
1,mse_q2026_e20.order_fixed.W,0.4,0.5,393,0.4601770881255413,0.49872773536895676
1,mse_q2026_e20.order_fixed.W,0.5,0.6,377,0.5378241392421091,0.4986737400530504
1,mse_q2026_e20.order_fixed.W,0.6,0.7,44,0.6378131971078557,0.3409090909090909
1,mse_q2026_e20.order_fixed.W,0.7,0.8,0,,
1,mse_q2026_e20.order_fixed.W,0.8,0.9,0,,
1,mse_q2026_e20.order_fixed.W,0.9,1.0,0,,
1,mse_q2026_e20.order_fixed.I,0.0,0.1,0,,
1,mse_q2026_e20.order_fixed.I,0.1,0.2,0,,
1,mse_q2026_e20.order_fixed.I,0.2,0.3,1,0.24986029360609896,1.0
1,mse_q2026_e20.order_fixed.I,0.3,0.4,63,0.36532173252318545,0.5396825396825397
1,mse_q2026_e20.order_fixed.I,0.4,0.5,435,0.461811038736966,0.4896551724137931
1,mse_q2026_e20.order_fixed.I,0.5,0.6,355,0.535375741603027,0.5098591549295775
1,mse_q2026_e20.order_fixed.I,0.6,0.7,42,0.6245510971923522,0.3333333333333333
1,mse_q2026_e20.order_fixed.I,0.7,0.8,1,0.7048686200658829,0.0
1,mse_q2026_e20.order_fixed.I,0.8,0.9,0,,
1,mse_q2026_e20.order_fixed.I,0.9,1.0,0,,
1,mse_q2026_e20.order_fixed.S,0.0,0.1,0,,
1,mse_q2026_e20.order_fixed.S,0.1,0.2,0,,
1,mse_q2026_e20.order_fixed.S,0.2,0.3,5,0.2778881346746347,0.6
1,mse_q2026_e20.order_fixed.S,0.3,0.4,69,0.36151051835840764,0.5072463768115942
1,mse_q2026_e20.order_fixed.S,0.4,0.5,388,0.4606481526961335,0.5025773195876289
1,mse_q2026_e20.order_fixed.S,0.5,0.6,388,0.5394851431053332,0.5025773195876289
1,mse_q2026_e20.order_fixed.S,0.6,0.7,47,0.6343313681828326,0.3191489361702128
1,mse_q2026_e20.order_fixed.S,0.7,0.8,0,,
1,mse_q2026_e20.order_fixed.S,0.8,0.9,0,,
1,mse_q2026_e20.order_fixed.S,0.9,1.0,0,,
1,mse_q2026_e20.scalar_probe.U,0.0,0.1,0,,
1,mse_q2026_e20.scalar_probe.U,0.1,0.2,0,,
1,mse_q2026_e20.scalar_probe.U,0.2,0.3,0,,
1,mse_q2026_e20.scalar_probe.U,0.3,0.4,0,,
1,mse_q2026_e20.scalar_probe.U,0.4,0.5,636,0.47310582295339865,0.5
1,mse_q2026_e20.scalar_probe.U,0.5,0.6,261,0.5138499367116423,0.4789272030651341
1,mse_q2026_e20.scalar_probe.U,0.6,0.7,0,,
1,mse_q2026_e20.scalar_probe.U,0.7,0.8,0,,
1,mse_q2026_e20.scalar_probe.U,0.8,0.9,0,,
1,mse_q2026_e20.scalar_probe.U,0.9,1.0,0,,
1,frequency_q2026,0.0,0.1,0,,
1,frequency_q2026,0.1,0.2,0,,
1,frequency_q2026,0.2,0.3,0,,
1,frequency_q2026,0.3,0.4,0,,
1,frequency_q2026,0.4,0.5,897,0.4909059833430923,0.4938684503901895
1,frequency_q2026,0.5,0.6,0,,
1,frequency_q2026,0.6,0.7,0,,
1,frequency_q2026,0.7,0.8,0,,
1,frequency_q2026,0.8,0.9,0,,
1,frequency_q2026,0.9,1.0,0,,
1,market4_q2026,0.0,0.1,0,,
1,market4_q2026,0.1,0.2,0,,
1,market4_q2026,0.2,0.3,0,,
1,market4_q2026,0.3,0.4,0,,
1,market4_q2026,0.4,0.5,596,0.47577424952015773,0.5067114093959731
1,market4_q2026,0.5,0.6,301,0.5217388740214556,0.4684385382059801
1,market4_q2026,0.6,0.7,0,,
1,market4_q2026,0.7,0.8,0,,
1,market4_q2026,0.8,0.9,0,,
1,market4_q2026,0.9,1.0,0,,
1,constant_0.5,0.0,0.1,0,,
1,constant_0.5,0.1,0.2,0,,
1,constant_0.5,0.2,0.3,0,,
1,constant_0.5,0.3,0.4,0,,
1,constant_0.5,0.4,0.5,0,,
1,constant_0.5,0.5,0.6,897,0.5,0.4938684503901895
1,constant_0.5,0.6,0.7,0,,
1,constant_0.5,0.7,0.8,0,,
1,constant_0.5,0.8,0.9,0,,
1,constant_0.5,0.9,1.0,0,,
1,always_up,0.0,0.1,0,,
1,always_up,0.1,0.2,0,,
1,always_up,0.2,0.3,0,,
1,always_up,0.3,0.4,0,,
1,always_up,0.4,0.5,0,,
1,always_up,0.5,0.6,0,,
1,always_up,0.6,0.7,0,,
1,always_up,0.7,0.8,0,,
1,always_up,0.8,0.9,0,,
1,always_up,0.9,1.0,897,1.0,0.4938684503901895
1,always_down,0.0,0.1,897,0.0,0.4938684503901895
1,always_down,0.1,0.2,0,,
1,always_down,0.2,0.3,0,,
1,always_down,0.3,0.4,0,,
1,always_down,0.4,0.5,0,,
1,always_down,0.5,0.6,0,,
1,always_down,0.6,0.7,0,,
1,always_down,0.7,0.8,0,,
1,always_down,0.8,0.9,0,,
1,always_down,0.9,1.0,0,,
1,cal.quarter_four_state,0.0,0.1,0,,
1,cal.quarter_four_state,0.1,0.2,0,,
1,cal.quarter_four_state,0.2,0.3,5,0.2699483933697692,0.4
1,cal.quarter_four_state,0.3,0.4,63,0.36559721925227767,0.5396825396825397
1,cal.quarter_four_state,0.4,0.5,423,0.46582100731700193,0.491725768321513
1,cal.quarter_four_state,0.5,0.6,386,0.535391351023402,0.49740932642487046
1,cal.quarter_four_state,0.6,0.7,20,0.624263373124367,0.35
1,cal.quarter_four_state,0.7,0.8,0,,
1,cal.quarter_four_state,0.8,0.9,0,,
1,cal.quarter_four_state,0.9,1.0,0,,
1,cal.month_four_state,0.0,0.1,0,,
1,cal.month_four_state,0.1,0.2,0,,
1,cal.month_four_state,0.2,0.3,5,0.2699483933697692,0.4
1,cal.month_four_state,0.3,0.4,63,0.36564104222857663,0.5396825396825397
1,cal.month_four_state,0.4,0.5,420,0.46569428604998164,0.4928571428571429
1,cal.month_four_state,0.5,0.6,389,0.5356359594810222,0.4961439588688946
1,cal.month_four_state,0.6,0.7,20,0.625524253184505,0.35
1,cal.month_four_state,0.7,0.8,0,,
1,cal.month_four_state,0.8,0.9,0,,
1,cal.month_four_state,0.9,1.0,0,,
1,cal.quarter_pooled,0.0,0.1,0,,
1,cal.quarter_pooled,0.1,0.2,0,,
1,cal.quarter_pooled,0.2,0.3,5,0.2699483933697692,0.4
1,cal.quarter_pooled,0.3,0.4,63,0.3655073987607596,0.5396825396825397
1,cal.quarter_pooled,0.4,0.5,415,0.4655482191811303,0.4963855421686747
1,cal.quarter_pooled,0.5,0.6,394,0.5360786178539254,0.49238578680203043
1,cal.quarter_pooled,0.6,0.7,20,0.625457504149342,0.35
1,cal.quarter_pooled,0.7,0.8,0,,
1,cal.quarter_pooled,0.8,0.9,0,,
1,cal.quarter_pooled,0.9,1.0,0,,
1,cal.quarter_ungated,0.0,0.1,0,,
1,cal.quarter_ungated,0.1,0.2,0,,
1,cal.quarter_ungated,0.2,0.3,5,0.2699483933697692,0.4
1,cal.quarter_ungated,0.3,0.4,63,0.3655348720797335,0.5238095238095238
1,cal.quarter_ungated,0.4,0.5,440,0.46373712580857973,0.5068181818181818
1,cal.quarter_ungated,0.5,0.6,368,0.5348238335641292,0.48097826086956524
1,cal.quarter_ungated,0.6,0.7,21,0.6236294584650072,0.38095238095238093
1,cal.quarter_ungated,0.7,0.8,0,,
1,cal.quarter_ungated,0.8,0.9,0,,
1,cal.quarter_ungated,0.9,1.0,0,,
1,cal.quarter_platt,0.0,0.1,0,,
1,cal.quarter_platt,0.1,0.2,0,,
1,cal.quarter_platt,0.2,0.3,5,0.2699483933697692,0.4
1,cal.quarter_platt,0.3,0.4,58,0.3631779718251208,0.5344827586206896
1,cal.quarter_platt,0.4,0.5,396,0.4694778157259216,0.5
1,cal.quarter_platt,0.5,0.6,418,0.5296357041921529,0.4904306220095694
1,cal.quarter_platt,0.6,0.7,20,0.6259445930652217,0.35
1,cal.quarter_platt,0.7,0.8,0,,
1,cal.quarter_platt,0.8,0.9,0,,
1,cal.quarter_platt,0.9,1.0,0,,
5,mse_5y_e10.add.U,0.0,0.1,0,,
5,mse_5y_e10.add.U,0.1,0.2,0,,
5,mse_5y_e10.add.U,0.2,0.3,35,0.2734567623907916,0.6285714285714286
5,mse_5y_e10.add.U,0.3,0.4,139,0.35685173666325226,0.4892086330935252
5,mse_5y_e10.add.U,0.4,0.5,234,0.45409355672332213,0.5384615384615384
5,mse_5y_e10.add.U,0.5,0.6,289,0.5478058379768586,0.5224913494809689
5,mse_5y_e10.add.U,0.6,0.7,150,0.6421648786258419,0.46
5,mse_5y_e10.add.U,0.7,0.8,46,0.7329600735643653,0.4782608695652174
5,mse_5y_e10.add.U,0.8,0.9,0,,
5,mse_5y_e10.add.U,0.9,1.0,0,,
5,mse_5y_e10.add.W,0.0,0.1,0,,
5,mse_5y_e10.add.W,0.1,0.2,0,,
5,mse_5y_e10.add.W,0.2,0.3,48,0.272843938091615,0.4583333333333333
5,mse_5y_e10.add.W,0.3,0.4,155,0.3527657972378842,0.5225806451612903
5,mse_5y_e10.add.W,0.4,0.5,236,0.45299610742539487,0.5423728813559322
5,mse_5y_e10.add.W,0.5,0.6,273,0.5482858297835423,0.5164835164835165
5,mse_5y_e10.add.W,0.6,0.7,144,0.6395050010168152,0.4652777777777778
5,mse_5y_e10.add.W,0.7,0.8,37,0.7297770945866955,0.5135135135135135
5,mse_5y_e10.add.W,0.8,0.9,0,,
5,mse_5y_e10.add.W,0.9,1.0,0,,
5,mse_5y_e10.add.I,0.0,0.1,0,,
5,mse_5y_e10.add.I,0.1,0.2,0,,
5,mse_5y_e10.add.I,0.2,0.3,38,0.2742320872626077,0.631578947368421
5,mse_5y_e10.add.I,0.3,0.4,140,0.3561377863775226,0.5142857142857142
5,mse_5y_e10.add.I,0.4,0.5,235,0.45505487210099793,0.5276595744680851
5,mse_5y_e10.add.I,0.5,0.6,280,0.5478194467413556,0.5142857142857142
5,mse_5y_e10.add.I,0.6,0.7,157,0.6398698069636589,0.46496815286624205
5,mse_5y_e10.add.I,0.7,0.8,43,0.728596951208537,0.4883720930232558
5,mse_5y_e10.add.I,0.8,0.9,0,,
5,mse_5y_e10.add.I,0.9,1.0,0,,
5,mse_5y_e10.add.S,0.0,0.1,0,,
5,mse_5y_e10.add.S,0.1,0.2,0,,
5,mse_5y_e10.add.S,0.2,0.3,43,0.27252874974691815,0.5116279069767442
5,mse_5y_e10.add.S,0.3,0.4,160,0.35438738279086035,0.4875
5,mse_5y_e10.add.S,0.4,0.5,232,0.452886628029861,0.5646551724137931
5,mse_5y_e10.add.S,0.5,0.6,279,0.5485097048228992,0.5197132616487455
5,mse_5y_e10.add.S,0.6,0.7,137,0.6397495611541557,0.43795620437956206
5,mse_5y_e10.add.S,0.7,0.8,42,0.7305052104454963,0.5238095238095238
5,mse_5y_e10.add.S,0.8,0.9,0,,
5,mse_5y_e10.add.S,0.9,1.0,0,,
5,mse_5y_e10.vol.U,0.0,0.1,0,,
5,mse_5y_e10.vol.U,0.1,0.2,0,,
5,mse_5y_e10.vol.U,0.2,0.3,36,0.26862818674586586,0.4722222222222222
5,mse_5y_e10.vol.U,0.3,0.4,135,0.3565782382527725,0.5481481481481482
5,mse_5y_e10.vol.U,0.4,0.5,253,0.45323621620972315,0.5098814229249012
5,mse_5y_e10.vol.U,0.5,0.6,295,0.5474665537007636,0.5457627118644067
5,mse_5y_e10.vol.U,0.6,0.7,141,0.6439637324725562,0.45390070921985815
5,mse_5y_e10.vol.U,0.7,0.8,33,0.7264526983632147,0.3939393939393939
5,mse_5y_e10.vol.U,0.8,0.9,0,,
5,mse_5y_e10.vol.U,0.9,1.0,0,,
5,mse_5y_e10.vol.W,0.0,0.1,0,,
5,mse_5y_e10.vol.W,0.1,0.2,0,,
