task,seed,epoch,method,scheme,gradient_inf,curvature_min
h5_mse_5y_2025-12-31,20260912,20,order_fixed,U,3.0357660829594124e-18,0.23512290935635038
h5_mse_5y_2025-12-31,20260912,20,order_fixed,W,1.446468379101562e-12,0.2113875731715464
h5_bce_5y_2022-12-31,20260910,10,add,U,6.271680223768339e-13,0.0170692543119666
h5_bce_5y_2022-12-31,20260910,10,add,W,5.421756793522192e-13,0.016964321984711934
h5_bce_5y_2022-12-31,20260910,10,vol,U,9.326488778320374e-11,0.017058526853997284
h5_bce_5y_2022-12-31,20260910,10,vol,W,2.4221858893613835e-11,0.01693986058654047
h5_bce_5y_2022-12-31,20260910,10,order_joint,U,1.242353147440367e-10,0.016932037448145396
h5_bce_5y_2022-12-31,20260910,10,order_joint,W,3.174760107582664e-11,0.01684170718555726
h5_bce_5y_2022-12-31,20260910,10,order_fixed,U,1.0378178351422296e-13,0.18714984859634073
h5_bce_5y_2022-12-31,20260910,10,order_fixed,W,4.776994771971133e-16,0.19893611331328703
h5_bce_5y_2022-12-31,20260910,20,add,U,1.0300397687568186e-12,0.010835736287364566
h5_bce_5y_2022-12-31,20260910,20,add,W,3.076618820818666e-13,0.010865032561272595
h5_bce_5y_2022-12-31,20260910,20,vol,U,1.3155950504342706e-11,0.010834955414467776
h5_bce_5y_2022-12-31,20260910,20,vol,W,1.7615700564910242e-12,0.010862501354548457
h5_bce_5y_2022-12-31,20260910,20,order_joint,U,2.2581395997881004e-10,0.010823340603359951
h5_bce_5y_2022-12-31,20260910,20,order_joint,W,2.3342374344190175e-10,0.010851868282079718
h5_bce_5y_2022-12-31,20260910,20,order_fixed,U,5.085641109625616e-13,0.18193810386134074
h5_bce_5y_2022-12-31,20260910,20,order_fixed,W,4.411141590887624e-14,0.18477287261135447
h5_bce_5y_2022-12-31,20260911,10,add,U,1.005705935197554e-15,0.016100100688568108
h5_bce_5y_2022-12-31,20260911,10,add,W,8.06364523764369e-15,0.0159354575328173
h5_bce_5y_2022-12-31,20260911,10,vol,U,4.945750840118501e-15,0.01609518798365932
h5_bce_5y_2022-12-31,20260911,10,vol,W,1.2240750947578594e-14,0.015912855430252316
h5_bce_5y_2022-12-31,20260911,10,order_joint,U,4.7279346236661635e-15,0.016096406470452126
h5_bce_5y_2022-12-31,20260911,10,order_joint,W,1.0333530905959343e-14,0.015915515934593987
h5_bce_5y_2022-12-31,20260911,10,order_fixed,U,8.390995146975722e-12,0.21360596842303695
h5_bce_5y_2022-12-31,20260911,10,order_fixed,W,1.9077104479459095e-11,0.22046895437251207
h5_bce_5y_2022-12-31,20260911,20,add,U,7.161458925875053e-14,0.011022082802564889
h5_bce_5y_2022-12-31,20260911,20,add,W,4.2869353900076845e-14,0.010996527877948558
h5_bce_5y_2022-12-31,20260911,20,vol,U,1.0161352445234306e-11,0.011021253767976951
h5_bce_5y_2022-12-31,20260911,20,vol,W,2.7089037393443482e-12,0.010990815024606505
h5_bce_5y_2022-12-31,20260911,20,order_joint,U,1.0158301934001801e-11,0.011021166060525495
h5_bce_5y_2022-12-31,20260911,20,order_joint,W,2.942139479093775e-12,0.01099081969068169
h5_bce_5y_2022-12-31,20260911,20,order_fixed,U,2.880187204728525e-13,0.20817393297541514
h5_bce_5y_2022-12-31,20260911,20,order_fixed,W,6.259353251642993e-13,0.20619202021731825
h5_bce_5y_2022-12-31,20260912,10,add,U,1.0065732969355423e-14,0.018059044533349767
h5_bce_5y_2022-12-31,20260912,10,add,W,1.865695098413056e-15,0.017849201079074783
h5_bce_5y_2022-12-31,20260912,10,vol,U,6.80566714095221e-14,0.018062582486835163
h5_bce_5y_2022-12-31,20260912,10,vol,W,2.4260107811535647e-15,0.017844782385109954
h5_bce_5y_2022-12-31,20260912,10,order_joint,U,2.96985146978207e-12,0.018007497042874288
h5_bce_5y_2022-12-31,20260912,10,order_joint,W,1.1824525733561408e-13,0.017784314654837
h5_bce_5y_2022-12-31,20260912,10,order_fixed,U,2.951588626287638e-14,0.21495062926706948
h5_bce_5y_2022-12-31,20260912,10,order_fixed,W,6.956241138666996e-16,0.21029552353853673
h5_bce_5y_2022-12-31,20260912,20,add,U,1.5171024159155166e-14,0.011996518569946124
h5_bce_5y_2022-12-31,20260912,20,add,W,7.111065208897926e-15,0.011989710356274377
h5_bce_5y_2022-12-31,20260912,20,vol,U,1.579465724876883e-14,0.011999900236959214
h5_bce_5y_2022-12-31,20260912,20,vol,W,7.680054509018319e-15,0.011988113550426617
h5_bce_5y_2022-12-31,20260912,20,order_joint,U,1.2692299468375356e-13,0.011991786917856068
h5_bce_5y_2022-12-31,20260912,20,order_joint,W,1.0902303365645238e-14,0.011985785418736196
h5_bce_5y_2022-12-31,20260912,20,order_fixed,U,2.3136874360840665e-16,0.21823879606127444
h5_bce_5y_2022-12-31,20260912,20,order_fixed,W,4.8910122154612046e-11,0.20775858962695506
h5_bce_5y_2023-12-31,20260910,10,add,U,2.117837155646285e-14,0.016518697393315986
h5_bce_5y_2023-12-31,20260910,10,add,W,5.785649737077847e-14,0.016791542673684004
h5_bce_5y_2023-12-31,20260910,10,vol,U,2.433693004066928e-11,0.016531442339120253
h5_bce_5y_2023-12-31,20260910,10,vol,W,1.4177240111046263e-12,0.01679218416848777
h5_bce_5y_2023-12-31,20260910,10,order_joint,U,2.35864119034479e-11,0.016538532314300424
h5_bce_5y_2023-12-31,20260910,10,order_joint,W,1.4771250628903276e-12,0.016785503839734178
h5_bce_5y_2023-12-31,20260910,10,order_fixed,U,9.810864143658393e-14,0.21353830338470559
h5_bce_5y_2023-12-31,20260910,10,order_fixed,W,1.2561260083303327e-13,0.22923389236907168
h5_bce_5y_2023-12-31,20260910,20,add,U,2.3937015564134967e-14,0.010880015035209108
h5_bce_5y_2023-12-31,20260910,20,add,W,4.383993168488587e-14,0.010887451819977701
h5_bce_5y_2023-12-31,20260910,20,vol,U,4.392540151054725e-12,0.010878776852177648
h5_bce_5y_2023-12-31,20260910,20,vol,W,7.870440410506774e-14,0.01088642730337901
h5_bce_5y_2023-12-31,20260910,20,order_joint,U,6.393432658291509e-12,0.010879804136612015
h5_bce_5y_2023-12-31,20260910,20,order_joint,W,1.763747568134244e-13,0.010885534773465102
h5_bce_5y_2023-12-31,20260910,20,order_fixed,U,7.37257477290143e-18,0.20463484704390233
h5_bce_5y_2023-12-31,20260910,20,order_fixed,W,2.710505431213761e-18,0.2139076177157233
h5_bce_5y_2023-12-31,20260911,10,add,U,5.360295540768334e-16,0.015253792123150414
h5_bce_5y_2023-12-31,20260911,10,add,W,7.988401606873197e-16,0.015282031684834645
h5_bce_5y_2023-12-31,20260911,10,vol,U,3.38375161224036e-14,0.015240805776232855
h5_bce_5y_2023-12-31,20260911,10,vol,W,4.4027281820291364e-15,0.015252188237629633
h5_bce_5y_2023-12-31,20260911,10,order_joint,U,5.4864966736456466e-14,0.015241736213121493
h5_bce_5y_2023-12-31,20260911,10,order_joint,W,3.617548968715134e-15,0.0152369323015807
h5_bce_5y_2023-12-31,20260911,10,order_fixed,U,6.826963582125256e-15,0.2156421356118065
h5_bce_5y_2023-12-31,20260911,10,order_fixed,W,2.9036917184935285e-12,0.22357767295262349
h5_bce_5y_2023-12-31,20260911,20,add,U,2.673859397783751e-15,0.010728761715497708
h5_bce_5y_2023-12-31,20260911,20,add,W,4.369334755116583e-15,0.010791944860727013
h5_bce_5y_2023-12-31,20260911,20,vol,U,7.818418221866574e-13,0.010727663451129209
h5_bce_5y_2023-12-31,20260911,20,vol,W,1.0370176939389353e-14,0.010791194913806229
h5_bce_5y_2023-12-31,20260911,20,order_joint,U,7.401559833780658e-13,0.010727484895642896
h5_bce_5y_2023-12-31,20260911,20,order_joint,W,3.490979207099176e-14,0.010789512237749509
h5_bce_5y_2023-12-31,20260911,20,order_fixed,U,3.968396791731443e-15,0.21935041357007018
h5_bce_5y_2023-12-31,20260911,20,order_fixed,W,8.974063603773424e-11,0.2283037917860315
h5_bce_5y_2023-12-31,20260912,10,add,U,4.640385298237959e-17,0.020578195306332724
h5_bce_5y_2023-12-31,20260912,10,add,W,5.421010862427522e-17,0.020226942138015336
h5_bce_5y_2023-12-31,20260912,10,vol,U,6.418476861114186e-17,0.02057909567037455
h5_bce_5y_2023-12-31,20260912,10,vol,W,7.589415207398531e-17,0.02020215044633103
h5_bce_5y_2023-12-31,20260912,10,order_joint,U,9.460748157108512e-15,0.020438675979968544
h5_bce_5y_2023-12-31,20260912,10,order_joint,W,1.5222198501696482e-15,0.020089706101992552
h5_bce_5y_2023-12-31,20260912,10,order_fixed,U,4.9873299934333204e-18,0.22634769891180467
h5_bce_5y_2023-12-31,20260912,10,order_fixed,W,8.239936510889834e-18,0.22348814848668988
h5_bce_5y_2023-12-31,20260912,20,add,U,2.5283594662361963e-16,0.011669965532819715
h5_bce_5y_2023-12-31,20260912,20,add,W,3.187554387107383e-17,0.011784400082270215
h5_bce_5y_2023-12-31,20260912,20,vol,U,1.695692197767329e-16,0.011669793274463516
h5_bce_5y_2023-12-31,20260912,20,vol,W,4.800305118679571e-17,0.011782088372300638
h5_bce_5y_2023-12-31,20260912,20,order_joint,U,6.025345153370942e-15,0.011664886562312363
h5_bce_5y_2023-12-31,20260912,20,order_joint,W,6.624475273886432e-17,0.011780315875531222
h5_bce_5y_2023-12-31,20260912,20,order_fixed,U,7.48099499014998e-18,0.22658750591435795
h5_bce_5y_2023-12-31,20260912,20,order_fixed,W,3.9636029918257987e-13,0.219505146176079
h5_bce_5y_2024-12-31,20260910,10,add,U,9.8879238130678e-17,0.015435558641790999
h5_bce_5y_2024-12-31,20260910,10,add,W,5.377642775528102e-17,0.015132680284252225
h5_bce_5y_2024-12-31,20260910,10,vol,U,1.6479040788192068e-11,0.015412750768830322
h5_bce_5y_2024-12-31,20260910,10,vol,W,5.117651094566078e-14,0.015106833435741554
h5_bce_5y_2024-12-31,20260910,10,order_joint,U,1.6474242976738385e-11,0.015409298008920538
h5_bce_5y_2024-12-31,20260910,10,order_joint,W,6.00678361217799e-14,0.015105653865501195
h5_bce_5y_2024-12-31,20260910,10,order_fixed,U,1.2802968700400402e-11,0.22215093372428862
h5_bce_5y_2024-12-31,20260910,10,order_fixed,W,1.4867715321690775e-11,0.24633745251083602
h5_bce_5y_2024-12-31,20260910,20,add,U,3.940803846441687e-16,0.01026315463352409
h5_bce_5y_2024-12-31,20260910,20,add,W,7.112366251504909e-17,0.010262488773104777
h5_bce_5y_2024-12-31,20260910,20,vol,U,7.540443963671706e-13,0.01026270573624437
h5_bce_5y_2024-12-31,20260910,20,vol,W,5.565209751368094e-16,0.010262400927923944
h5_bce_5y_2024-12-31,20260910,20,order_joint,U,7.831771255822906e-13,0.0102624931891497
h5_bce_5y_2024-12-31,20260910,20,order_joint,W,8.328841089033645e-16,0.010261656716490205
h5_bce_5y_2024-12-31,20260910,20,order_fixed,U,1.8120612974535655e-12,0.22681920199669242
h5_bce_5y_2024-12-31,20260910,20,order_fixed,W,1.4808022429785295e-12,0.24959628052202412
h5_bce_5y_2024-12-31,20260911,10,add,U,4.098284211995207e-17,0.014335715114451924
h5_bce_5y_2024-12-31,20260911,10,add,W,1.5395670849294163e-16,0.014265149111534092
h5_bce_5y_2024-12-31,20260911,10,vol,U,1.4187435948276317e-14,0.01435050942847078
h5_bce_5y_2024-12-31,20260911,10,vol,W,3.3003114130458755e-16,0.014276603996748021
h5_bce_5y_2024-12-31,20260911,10,order_joint,U,2.5536864289854577e-14,0.014329723711669934
h5_bce_5y_2024-12-31,20260911,10,order_joint,W,3.530942899176992e-14,0.014249306825132667
h5_bce_5y_2024-12-31,20260911,10,order_fixed,U,3.0357660829594124e-18,0.22372972867735347
h5_bce_5y_2024-12-31,20260911,10,order_fixed,W,5.377642775528102e-17,0.2574687552124979
h5_bce_5y_2024-12-31,20260911,20,add,U,5.5077470362263625e-17,0.010256190834862962
h5_bce_5y_2024-12-31,20260911,20,add,W,7.22078646875346e-17,0.010254723378847178
h5_bce_5y_2024-12-31,20260911,20,vol,U,2.2457079598692253e-15,0.010256517198582437
h5_bce_5y_2024-12-31,20260911,20,vol,W,1.4103301859691442e-15,0.010254526717201414
h5_bce_5y_2024-12-31,20260911,20,order_joint,U,5.4332406629331587e-14,0.010254664263946618
h5_bce_5y_2024-12-31,20260911,20,order_joint,W,3.880008293821735e-13,0.010252708865409445
h5_bce_5y_2024-12-31,20260911,20,order_fixed,U,1.3485306621374704e-15,0.22043082293883584
h5_bce_5y_2024-12-31,20260911,20,order_fixed,W,2.4869147539907654e-13,0.23151545593918066
h5_bce_5y_2024-12-31,20260912,10,add,U,2.6454533008646308e-17,0.024149806043706624
h5_bce_5y_2024-12-31,20260912,10,add,W,7.884325909160439e-10,0.023005580996098854
h5_bce_5y_2024-12-31,20260912,10,vol,U,4.196469560735494e-14,0.02400190283288967
h5_bce_5y_2024-12-31,20260912,10,vol,W,1.7477339020466331e-16,0.022905961731789302
h5_bce_5y_2024-12-31,20260912,10,order_joint,U,3.720027758058464e-14,0.024022190686589135
h5_bce_5y_2024-12-31,20260912,10,order_joint,W,1.2871648191747909e-15,0.022945914754058522
h5_bce_5y_2024-12-31,20260912,10,order_fixed,U,4.354258923908172e-13,0.22187017765010436
h5_bce_5y_2024-12-31,20260912,10,order_fixed,W,1.37997252513955e-15,0.24025991257729806
h5_bce_5y_2024-12-31,20260912,20,add,U,2.1597307275911248e-16,0.013458677621245306
h5_bce_5y_2024-12-31,20260912,20,add,W,9.445569326693715e-16,0.01346727251234503
h5_bce_5y_2024-12-31,20260912,20,vol,U,7.066786392173618e-14,0.013460740599499166
h5_bce_5y_2024-12-31,20260912,20,vol,W,4.175696247110672e-15,0.013467586286187671
h5_bce_5y_2024-12-31,20260912,20,order_joint,U,1.6120806946295918e-13,0.013454467486501944
h5_bce_5y_2024-12-31,20260912,20,order_joint,W,1.1421787994569943e-12,0.01342891661505285
h5_bce_5y_2024-12-31,20260912,20,order_fixed,U,6.938893903907228e-18,0.21741928261763374
h5_bce_5y_2024-12-31,20260912,20,order_fixed,W,2.0354204433026268e-13,0.2197963886860597
h5_bce_5y_2025-12-31,20260910,10,add,U,9.590852417806772e-16,0.012817447478467083
h5_bce_5y_2025-12-31,20260910,10,add,W,8.760353553682876e-17,0.012521547047393415
h5_bce_5y_2025-12-31,20260910,10,vol,U,8.617238866914789e-16,0.012816575096788678
h5_bce_5y_2025-12-31,20260910,10,vol,W,8.933825901280557e-17,0.012517838264198805
h5_bce_5y_2025-12-31,20260910,10,order_joint,U,2.8547476882412326e-14,0.012815541547506125
h5_bce_5y_2025-12-31,20260910,10,order_joint,W,5.413855128089118e-15,0.012513053073719829
h5_bce_5y_2025-12-31,20260910,10,order_fixed,U,2.3852447794681098e-18,0.2227917766041843
h5_bce_5y_2025-12-31,20260910,10,order_fixed,W,4.119968255444917e-18,0.2198468662517165
h5_bce_5y_2025-12-31,20260910,20,add,U,8.857931749206571e-16,0.010378144695050167
h5_bce_5y_2025-12-31,20260910,20,add,W,1.5720931501039814e-16,0.010350166511926398
h5_bce_5y_2025-12-31,20260910,20,vol,U,7.803003035378175e-16,0.010377912734122566
h5_bce_5y_2025-12-31,20260910,20,vol,W,1.3053794156725473e-16,0.010349834036336738
h5_bce_5y_2025-12-31,20260910,20,order_joint,U,3.491673096489567e-15,0.010378219459711485
h5_bce_5y_2025-12-31,20260910,20,order_joint,W,8.68229099726392e-16,0.010350342196018922
h5_bce_5y_2025-12-31,20260910,20,order_fixed,U,1.4919201670512278e-11,0.22018596717243974
h5_bce_5y_2025-12-31,20260910,20,order_fixed,W,5.068487730214288e-12,0.21021055920588988
h5_bce_5y_2025-12-31,20260911,10,add,U,4.0766001685454967e-17,0.013832785329434466
h5_bce_5y_2025-12-31,20260911,10,add,W,6.613633252161577e-17,0.013536857880171229
h5_bce_5y_2025-12-31,20260911,10,vol,U,4.206704429243757e-17,0.013836506728374512
h5_bce_5y_2025-12-31,20260911,10,vol,W,7.532494593343042e-17,0.013535445508835542
h5_bce_5y_2025-12-31,20260911,10,order_joint,U,8.240587032193325e-14,0.013818090354859746
h5_bce_5y_2025-12-31,20260911,10,order_joint,W,3.127272746317189e-14,0.01351642340104846
h5_bce_5y_2025-12-31,20260911,10,order_fixed,U,2.005123497794692e-14,0.225038342558827
h5_bce_5y_2025-12-31,20260911,10,order_fixed,W,3.6433139491420796e-13,0.22166995434566603
h5_bce_5y_2025-12-31,20260911,20,add,U,1.6263032587282567e-16,0.010086207481054077
h5_bce_5y_2025-12-31,20260911,20,add,W,5.421010862427522e-17,0.010078096997912992
h5_bce_5y_2025-12-31,20260911,20,vol,U,6.284035791725984e-16,0.01008613509100337
h5_bce_5y_2025-12-31,20260911,20,vol,W,1.2600597648626533e-15,0.010077633896425062
h5_bce_5y_2025-12-31,20260911,20,order_joint,U,7.37257477290143e-16,0.010086138915300472
h5_bce_5y_2025-12-31,20260911,20,order_joint,W,2.1035148449477514e-15,0.010077630012371252
h5_bce_5y_2025-12-31,20260911,20,order_fixed,U,1.2580379853089838e-12,0.2238805420109054
h5_bce_5y_2025-12-31,20260911,20,order_fixed,W,1.670725732240419e-13,0.1957486672727366
h5_bce_5y_2025-12-31,20260912,10,add,U,2.871063922629119e-11,0.021803881776796666
h5_bce_5y_2025-12-31,20260912,10,add,W,1.1825812464699714e-11,0.020854101856680025
h5_bce_5y_2025-12-31,20260912,10,vol,U,7.345973341340434e-11,0.021778637721074627
h5_bce_5y_2025-12-31,20260912,10,vol,W,2.2199397268357624e-11,0.020813270176402488
h5_bce_5y_2025-12-31,20260912,10,order_joint,U,6.70256046844675e-11,0.0217778904109448
h5_bce_5y_2025-12-31,20260912,10,order_joint,W,5.812540661460919e-11,0.020776045757643833
h5_bce_5y_2025-12-31,20260912,10,order_fixed,U,2.458358495070756e-13,0.2458225694290094
h5_bce_5y_2025-12-31,20260912,10,order_fixed,W,4.336808689942018e-19,0.23405349834385136
h5_bce_5y_2025-12-31,20260912,20,add,U,7.846205972265874e-10,0.013274077379331777
h5_bce_5y_2025-12-31,20260912,20,add,W,2.3126003629442282e-10,0.013278683796063579
h5_bce_5y_2025-12-31,20260912,20,vol,U,8.483359110675326e-10,0.013272828751559275
h5_bce_5y_2025-12-31,20260912,20,vol,W,2.4225192121404837e-10,0.013273956279683963
h5_bce_5y_2025-12-31,20260912,20,order_joint,U,8.565197162635485e-17,0.013280224335164277
h5_bce_5y_2025-12-31,20260912,20,order_joint,W,5.2909066017292616e-17,0.013273276416261344
h5_bce_5y_2025-12-31,20260912,20,order_fixed,U,1.3660947373317356e-17,0.23390034608151883
h5_bce_5y_2025-12-31,20260912,20,order_fixed,W,4.092429520263785e-15,0.22693829118537187
h5_mse_3y_2022-12-31,20260910,10,add,U,1.790679150098784e-13,0.014168349084144835
h5_mse_3y_2022-12-31,20260910,10,add,W,1.80183125364497e-13,0.014178998848182184
h5_mse_3y_2022-12-31,20260910,10,vol,U,3.9987520759898754e-10,0.014155186359710846
h5_mse_3y_2022-12-31,20260910,10,vol,W,9.77233255254617e-11,0.014154353747601876
h5_mse_3y_2022-12-31,20260910,10,order_joint,U,4.241163262599934e-10,0.014160133701811467
h5_mse_3y_2022-12-31,20260910,10,order_joint,W,1.033282474340036e-10,0.014161305462850556
h5_mse_3y_2022-12-31,20260910,10,order_fixed,U,2.383010238790617e-12,0.19858477730883203
h5_mse_3y_2022-12-31,20260910,10,order_fixed,W,5.588512779711868e-13,0.20192872776005477
h5_mse_3y_2022-12-31,20260910,20,add,U,2.2638141361497333e-16,0.01003427248695419
h5_mse_3y_2022-12-31,20260910,20,add,W,4.0602479755083576e-10,0.010033443887632403
h5_mse_3y_2022-12-31,20260910,20,vol,U,1.3302726975528145e-14,0.010034229032188745
h5_mse_3y_2022-12-31,20260910,20,vol,W,4.7704895589362195e-17,0.01003337749039416
h5_mse_3y_2022-12-31,20260910,20,order_joint,U,1.528898535552159e-14,0.010034204032136286
h5_mse_3y_2022-12-31,20260910,20,order_joint,W,7.806255641895632e-17,0.010033341931502878
h5_mse_3y_2022-12-31,20260910,20,order_fixed,U,2.955704799835479e-13,0.20024643923894153
h5_mse_3y_2022-12-31,20260910,20,order_fixed,W,1.9198347338961197e-14,0.20463123141906875
h5_mse_3y_2022-12-31,20260911,10,add,U,8.682160893003221e-14,0.016781241082319636
h5_mse_3y_2022-12-31,20260911,10,add,W,2.787740470324568e-13,0.016650775372196353
h5_mse_3y_2022-12-31,20260911,10,vol,U,1.650170668512918e-11,0.01675556738361785
h5_mse_3y_2022-12-31,20260911,10,vol,W,8.57909663448675e-12,0.016631347614227174
h5_mse_3y_2022-12-31,20260911,10,order_joint,U,1.5688678654812716e-11,0.016725967349542282
h5_mse_3y_2022-12-31,20260911,10,order_joint,W,9.062930961256654e-12,0.016593386061183237
h5_mse_3y_2022-12-31,20260911,10,order_fixed,U,2.3852447794681098e-18,0.20938795100532034
h5_mse_3y_2022-12-31,20260911,10,order_fixed,W,6.505213034913027e-19,0.21694864949593606
h5_mse_3y_2022-12-31,20260911,20,add,U,3.904804458292402e-12,0.010199391962252613
h5_mse_3y_2022-12-31,20260911,20,add,W,1.0195820967021096e-12,0.01019762943397241
h5_mse_3y_2022-12-31,20260911,20,vol,U,2.3635607360183997e-17,0.010198293428484584
h5_mse_3y_2022-12-31,20260911,20,vol,W,1.3528104011355582e-10,0.01019551399612567
h5_mse_3y_2022-12-31,20260911,20,order_joint,U,6.803996129532697e-10,0.010197021763336514
h5_mse_3y_2022-12-31,20260911,20,order_joint,W,8.468915933118604e-11,0.010194250530793316
h5_mse_3y_2022-12-31,20260911,20,order_fixed,U,2.701395444143495e-11,0.20562506372822953
h5_mse_3y_2022-12-31,20260911,20,order_fixed,W,2.8189256484623115e-18,0.2151898223198114
h5_mse_3y_2022-12-31,20260912,10,add,U,9.645062526431047e-16,0.02323955184333848
h5_mse_3y_2022-12-31,20260912,10,add,W,1.699053224502034e-15,0.022906077475902405
h5_mse_3y_2022-12-31,20260912,10,vol,U,3.233746864034215e-11,0.023008473618973103
h5_mse_3y_2022-12-31,20260912,10,vol,W,1.0888243431872446e-12,0.022651649618643674
h5_mse_3y_2022-12-31,20260912,10,order_joint,U,3.203328661355309e-11,0.022998618987488645
h5_mse_3y_2022-12-31,20260912,10,order_joint,W,1.0239786449317556e-12,0.02263514096460859
h5_mse_3y_2022-12-31,20260912,10,order_fixed,U,1.3558935848005313e-11,0.21706046730455617
h5_mse_3y_2022-12-31,20260912,10,order_fixed,W,8.262777018586825e-12,0.21955537517839793
h5_mse_3y_2022-12-31,20260912,20,add,U,6.404080011516294e-14,0.01085570182446618
h5_mse_3y_2022-12-31,20260912,20,add,W,4.0751039695474667e-14,0.010825014303839961
h5_mse_3y_2022-12-31,20260912,20,vol,U,2.971115584463058e-11,0.010832075474641102
h5_mse_3y_2022-12-31,20260912,20,vol,W,9.675159978739245e-13,0.010809437649854623
h5_mse_3y_2022-12-31,20260912,20,order_joint,U,2.13144176787472e-11,0.01082536599083436
h5_mse_3y_2022-12-31,20260912,20,order_joint,W,2.6906007803695342e-12,0.010800563389612241
h5_mse_3y_2022-12-31,20260912,20,order_fixed,U,9.540979117872439e-18,0.19958687747062495
h5_mse_3y_2022-12-31,20260912,20,order_fixed,W,4.9439619065339e-16,0.1984734152465108
h5_mse_3y_2023-12-31,20260910,10,add,U,6.931577187230253e-11,0.01763625395737247
h5_mse_3y_2023-12-31,20260910,10,add,W,4.1505839997596494e-11,0.017793183252939777
h5_mse_3y_2023-12-31,20260910,10,vol,U,1.9949319973733282e-17,0.017667681276754107
h5_mse_3y_2023-12-31,20260910,10,vol,W,4.2467072545147866e-10,0.017813196869311102
h5_mse_3y_2023-12-31,20260910,10,order_joint,U,3.686287386450715e-17,0.017664313646658325
h5_mse_3y_2023-12-31,20260910,10,order_joint,W,8.780219047481441e-10,0.017799203065273512
h5_mse_3y_2023-12-31,20260910,10,order_fixed,U,1.0474910869251453e-14,0.18218178881930913
h5_mse_3y_2023-12-31,20260910,10,order_fixed,W,2.6010465482839695e-13,0.19847537953617977
h5_mse_3y_2023-12-31,20260910,20,add,U,1.4652502301759629e-12,0.011243787017464658
h5_mse_3y_2023-12-31,20260910,20,add,W,1.3034666661998484e-12,0.011205275985306379
h5_mse_3y_2023-12-31,20260910,20,vol,U,5.460142451021999e-11,0.01124073970467911
h5_mse_3y_2023-12-31,20260910,20,vol,W,1.3640284973574779e-11,0.011201214212710833
h5_mse_3y_2023-12-31,20260910,20,order_joint,U,2.1626517634001918e-11,0.011237500823115944
h5_mse_3y_2023-12-31,20260910,20,order_joint,W,1.4568338939716097e-11,0.011195661426401193
h5_mse_3y_2023-12-31,20260910,20,order_fixed,U,6.071532165918825e-18,0.191302840617
h5_mse_3y_2023-12-31,20260910,20,order_fixed,W,1.951563910473908e-18,0.19354390004966837
h5_mse_3y_2023-12-31,20260911,10,add,U,3.509182961575208e-14,0.014944233415830751
h5_mse_3y_2023-12-31,20260911,10,add,W,7.010689771769218e-14,0.014947806943700088
h5_mse_3y_2023-12-31,20260911,10,vol,U,2.28323805175068e-12,0.014934441677158041
h5_mse_3y_2023-12-31,20260911,10,vol,W,2.3108856408299294e-12,0.014925271631009653
h5_mse_3y_2023-12-31,20260911,10,order_joint,U,3.0774909096781267e-11,0.014939803979627322
h5_mse_3y_2023-12-31,20260911,10,order_joint,W,3.6454765204793627e-11,0.014916978567032061
h5_mse_3y_2023-12-31,20260911,10,order_fixed,U,6.938893903907228e-18,0.21747150373697455
h5_mse_3y_2023-12-31,20260911,10,order_fixed,W,6.578938782642041e-16,0.22545521197423302
h5_mse_3y_2023-12-31,20260911,20,add,U,1.232175386028933e-12,0.010146033522316583
h5_mse_3y_2023-12-31,20260911,20,add,W,1.2902560964089815e-12,0.010141460148375765
h5_mse_3y_2023-12-31,20260911,20,vol,U,1.727849634203249e-12,0.010145667142176925
h5_mse_3y_2023-12-31,20260911,20,vol,W,1.43061040444592e-12,0.010140818095684689
h5_mse_3y_2023-12-31,20260911,20,order_joint,U,1.4257508802045793e-11,0.010145808754079845
h5_mse_3y_2023-12-31,20260911,20,order_joint,W,4.5360319233384017e-11,0.01014081282348182
h5_mse_3y_2023-12-31,20260911,20,order_fixed,U,9.974659986866641e-18,0.18677646219886646
h5_mse_3y_2023-12-31,20260911,20,order_fixed,W,4.553649124439119e-18,0.19403781445372417
h5_mse_3y_2023-12-31,20260912,10,add,U,1.3875185722600492e-14,0.01634503442841112
h5_mse_3y_2023-12-31,20260912,10,add,W,1.724185030860248e-14,0.01650273334127929
h5_mse_3y_2023-12-31,20260912,10,vol,U,1.538179306148635e-14,0.01634303947350213
h5_mse_3y_2023-12-31,20260912,10,vol,W,1.7527862841704156e-14,0.016500859390556216
h5_mse_3y_2023-12-31,20260912,10,order_joint,U,1.264492417024643e-12,0.016406410232443644
h5_mse_3y_2023-12-31,20260912,10,order_joint,W,1.5166544235778456e-12,0.01656763036358538
h5_mse_3y_2023-12-31,20260912,10,order_fixed,U,1.0842021724855044e-17,0.21395120152705605
h5_mse_3y_2023-12-31,20260912,10,order_fixed,W,3.209238430557093e-17,0.2168602294095938
h5_mse_3y_2023-12-31,20260912,20,add,U,4.776994771971133e-16,0.01013987404938774
h5_mse_3y_2023-12-31,20260912,20,add,W,2.432949675057472e-16,0.010141992963007433
h5_mse_3y_2023-12-31,20260912,20,vol,U,2.9773275858624437e-15,0.01013952247889158
h5_mse_3y_2023-12-31,20260912,20,vol,W,1.1152537227054893e-14,0.010141398815481598
h5_mse_3y_2023-12-31,20260912,20,order_joint,U,7.225340117877899e-14,0.010139096159358669
h5_mse_3y_2023-12-31,20260912,20,order_joint,W,3.504236831264329e-13,0.010140593755394766
