task,seed,epoch,method,scheme,gradient_inf,curvature_min
h1_bce_5y_2023-12-31,20260912,20,order_fixed,U,2.2707801351079526e-14,0.24594068565683272
h1_bce_5y_2023-12-31,20260912,20,order_fixed,W,8.698380557503604e-14,0.23721364016029145
h1_bce_5y_2024-12-31,20260910,10,add,U,1.4497418023007302e-12,0.019972808817757107
h1_bce_5y_2024-12-31,20260910,10,add,W,4.975987937666515e-12,0.01942237207132848
h1_bce_5y_2024-12-31,20260910,10,vol,U,1.9084136668959945e-12,0.01996999576367211
h1_bce_5y_2024-12-31,20260910,10,vol,W,1.0711264611818622e-11,0.019411076010319814
h1_bce_5y_2024-12-31,20260910,10,order_joint,U,5.3404635314696636e-12,0.019964326342560734
h1_bce_5y_2024-12-31,20260910,10,order_joint,W,2.8431596297119957e-11,0.0194024240255258
h1_bce_5y_2024-12-31,20260910,10,order_fixed,U,1.0160330422056413e-11,0.24599970183561232
h1_bce_5y_2024-12-31,20260910,10,order_fixed,W,8.904272013731535e-12,0.24920954538508366
h1_bce_5y_2024-12-31,20260910,20,add,U,1.8152070558469235e-12,0.014349770495023294
h1_bce_5y_2024-12-31,20260910,20,add,W,9.205422231775562e-12,0.014106098863545696
h1_bce_5y_2024-12-31,20260910,20,vol,U,2.326430714738592e-12,0.014350279044762274
h1_bce_5y_2024-12-31,20260910,20,vol,W,1.1007148209389583e-11,0.014098141609464305
h1_bce_5y_2024-12-31,20260910,20,order_joint,U,4.184823006788546e-12,0.014349245179240591
h1_bce_5y_2024-12-31,20260910,20,order_joint,W,2.6490762762652192e-11,0.014092666573726959
h1_bce_5y_2024-12-31,20260910,20,order_fixed,U,1.5025497773074603e-11,0.247047325219212
h1_bce_5y_2024-12-31,20260910,20,order_fixed,W,6.007411473656077e-12,0.2676847858651221
h1_bce_5y_2024-12-31,20260911,10,add,U,6.574842666834391e-13,0.018698288124412727
h1_bce_5y_2024-12-31,20260911,10,add,W,4.061889279788344e-12,0.018188542177545453
h1_bce_5y_2024-12-31,20260911,10,vol,U,6.566337209211459e-12,0.01869742984962803
h1_bce_5y_2024-12-31,20260911,10,vol,W,4.52005533696509e-12,0.01817858941890301
h1_bce_5y_2024-12-31,20260911,10,order_joint,U,9.133939221292464e-11,0.01867058997398892
h1_bce_5y_2024-12-31,20260911,10,order_joint,W,1.6326625858556487e-10,0.01815707885558057
h1_bce_5y_2024-12-31,20260911,10,order_fixed,U,2.402592014227878e-16,0.24324552495082155
h1_bce_5y_2024-12-31,20260911,10,order_fixed,W,3.7947076036992655e-17,0.2464367131117457
h1_bce_5y_2024-12-31,20260911,20,add,U,2.4726444307864026e-12,0.014830719185738075
h1_bce_5y_2024-12-31,20260911,20,add,W,7.98665436425026e-12,0.014476535376106625
h1_bce_5y_2024-12-31,20260911,20,vol,U,1.9080937730450026e-11,0.01483131439920364
h1_bce_5y_2024-12-31,20260911,20,vol,W,5.1632510929527226e-12,0.014461978102574057
h1_bce_5y_2024-12-31,20260911,20,order_joint,U,1.3881549880932764e-11,0.014827116210981489
h1_bce_5y_2024-12-31,20260911,20,order_joint,W,2.7572640134629345e-11,0.014455169776678916
h1_bce_5y_2024-12-31,20260911,20,order_fixed,U,5.343788335009786e-11,0.24659656875422603
h1_bce_5y_2024-12-31,20260911,20,order_fixed,W,8.673617379884035e-18,0.2685101591813544
h1_bce_5y_2024-12-31,20260912,10,add,U,6.540917113495581e-12,0.01893037510307448
h1_bce_5y_2024-12-31,20260912,10,add,W,4.055428757566981e-11,0.018457412406795427
h1_bce_5y_2024-12-31,20260912,10,vol,U,6.26193931776986e-12,0.018931085512211576
h1_bce_5y_2024-12-31,20260912,10,vol,W,5.4858133552264376e-11,0.018446392499855857
h1_bce_5y_2024-12-31,20260912,10,order_joint,U,2.4446670274062832e-11,0.018948982568605124
h1_bce_5y_2024-12-31,20260912,10,order_joint,W,9.636129145052658e-11,0.018450058498941158
h1_bce_5y_2024-12-31,20260912,10,order_fixed,U,5.2020957528632616e-11,0.24465335612364017
h1_bce_5y_2024-12-31,20260912,10,order_fixed,W,4.900313878633544e-11,0.26195013605351186
h1_bce_5y_2024-12-31,20260912,20,add,U,7.002566495412088e-12,0.012265045661765185
h1_bce_5y_2024-12-31,20260912,20,add,W,7.944970896456294e-11,0.012115162429617642
h1_bce_5y_2024-12-31,20260912,20,vol,U,6.737865907574525e-12,0.012266352802058535
h1_bce_5y_2024-12-31,20260912,20,vol,W,6.638301757247445e-11,0.012115823884192915
h1_bce_5y_2024-12-31,20260912,20,order_joint,U,6.888057832443728e-12,0.012267110242511056
h1_bce_5y_2024-12-31,20260912,20,order_joint,W,7.02378949272997e-11,0.012116371626661654
h1_bce_5y_2024-12-31,20260912,20,order_fixed,U,6.906894489937948e-13,0.24386311246167253
h1_bce_5y_2024-12-31,20260912,20,order_fixed,W,1.8776706535092447e-12,0.25836109164232485
h1_bce_5y_2025-12-31,20260910,10,add,U,1.7003737827481213e-13,0.01972357752607168
h1_bce_5y_2025-12-31,20260910,10,add,W,3.441051697056219e-13,0.01876174275224755
h1_bce_5y_2025-12-31,20260910,10,vol,U,7.367384968152285e-13,0.019719680234180713
h1_bce_5y_2025-12-31,20260910,10,vol,W,1.137196511003663e-12,0.01874325613430026
h1_bce_5y_2025-12-31,20260910,10,order_joint,U,1.140209928969342e-12,0.019723233925416677
h1_bce_5y_2025-12-31,20260910,10,order_joint,W,1.8993445190110606e-12,0.018743458951182995
h1_bce_5y_2025-12-31,20260910,10,order_fixed,U,2.4000785625415133e-13,0.24716908851094843
h1_bce_5y_2025-12-31,20260910,10,order_fixed,W,2.380004017216858e-14,0.23059906834145613
h1_bce_5y_2025-12-31,20260910,20,add,U,2.033799561054761e-13,0.01531375034617252
h1_bce_5y_2025-12-31,20260910,20,add,W,1.858368060131399e-13,0.014909094525782556
h1_bce_5y_2025-12-31,20260910,20,vol,U,1.1300657675253345e-12,0.015310887330500953
h1_bce_5y_2025-12-31,20260910,20,vol,W,9.823994645118822e-13,0.01489427120609331
h1_bce_5y_2025-12-31,20260910,20,order_joint,U,1.2827238457611273e-12,0.015311008293176082
h1_bce_5y_2025-12-31,20260910,20,order_joint,W,1.9910820225638864e-12,0.014894157249573147
h1_bce_5y_2025-12-31,20260910,20,order_fixed,U,2.5173480379218904e-16,0.2476248002277301
h1_bce_5y_2025-12-31,20260910,20,order_fixed,W,2.810289165006835e-12,0.2345268088077039
h1_bce_5y_2025-12-31,20260911,10,add,U,3.1860061464050737e-13,0.014170040105313619
h1_bce_5y_2025-12-31,20260911,10,add,W,1.636808635678555e-13,0.013961571154588032
h1_bce_5y_2025-12-31,20260911,10,vol,U,4.872621078323702e-12,0.014164064819578303
h1_bce_5y_2025-12-31,20260911,10,vol,W,4.396053182934012e-12,0.013948599344739144
h1_bce_5y_2025-12-31,20260911,10,order_joint,U,3.1330410705035505e-11,0.014158626339096574
h1_bce_5y_2025-12-31,20260911,10,order_joint,W,2.2205242635950362e-11,0.013941399480887089
h1_bce_5y_2025-12-31,20260911,10,order_fixed,U,1.951563910473908e-18,0.24797649756491794
h1_bce_5y_2025-12-31,20260911,10,order_fixed,W,3.686287386450715e-18,0.23530127750411678
h1_bce_5y_2025-12-31,20260911,20,add,U,1.6196993832956474e-13,0.012537912163684592
h1_bce_5y_2025-12-31,20260911,20,add,W,4.172465324636665e-14,0.012465535219446775
h1_bce_5y_2025-12-31,20260911,20,vol,U,3.408552845356183e-12,0.0125304829305046
h1_bce_5y_2025-12-31,20260911,20,vol,W,1.6146172940323389e-12,0.012455468883422999
h1_bce_5y_2025-12-31,20260911,20,order_joint,U,5.050758531029154e-12,0.012529727730060995
h1_bce_5y_2025-12-31,20260911,20,order_joint,W,2.0842151789157715e-12,0.01244923580791096
h1_bce_5y_2025-12-31,20260911,20,order_fixed,U,2.737898834514682e-11,0.25054000910083063
h1_bce_5y_2025-12-31,20260911,20,order_fixed,W,1.4257792429334115e-11,0.23961710495850708
h1_bce_5y_2025-12-31,20260912,10,add,U,1.6905886413010052e-12,0.016257767595964392
h1_bce_5y_2025-12-31,20260912,10,add,W,5.337228055346532e-13,0.0159653144480486
h1_bce_5y_2025-12-31,20260912,10,vol,U,4.200359797392611e-11,0.01624092965245126
h1_bce_5y_2025-12-31,20260912,10,vol,W,1.6947373300719992e-11,0.015947707032310438
h1_bce_5y_2025-12-31,20260912,10,order_joint,U,3.5394837017907466e-11,0.016235046084859154
h1_bce_5y_2025-12-31,20260912,10,order_joint,W,1.3933930506811187e-11,0.015930951023115637
h1_bce_5y_2025-12-31,20260912,10,order_fixed,U,9.275112373020172e-11,0.24339752512536778
h1_bce_5y_2025-12-31,20260912,10,order_fixed,W,2.2960919190267992e-12,0.2484020904947984
h1_bce_5y_2025-12-31,20260912,20,add,U,1.3433612945992768e-12,0.012844180105855344
h1_bce_5y_2025-12-31,20260912,20,add,W,6.679129905401426e-13,0.012693648824147237
h1_bce_5y_2025-12-31,20260912,20,vol,U,2.5333226076791615e-11,0.012837575991903423
h1_bce_5y_2025-12-31,20260912,20,vol,W,1.9904613656092363e-11,0.012686310080514804
h1_bce_5y_2025-12-31,20260912,20,order_joint,U,3.308055283694766e-11,0.012836017507005727
h1_bce_5y_2025-12-31,20260912,20,order_joint,W,4.988258688488206e-11,0.012682751670262914
h1_bce_5y_2025-12-31,20260912,20,order_fixed,U,5.85679994628309e-11,0.2437360575151867
h1_bce_5y_2025-12-31,20260912,20,order_fixed,W,8.514516782603954e-12,0.23699857823728443
h1_mse_3y_2022-12-31,20260910,10,add,U,1.62873639597029e-10,0.02112804255556701
h1_mse_3y_2022-12-31,20260910,10,add,W,4.658713640554035e-10,0.020742947204493517
h1_mse_3y_2022-12-31,20260910,10,vol,U,8.968787075860907e-10,0.021165287617318763
h1_mse_3y_2022-12-31,20260910,10,vol,W,1.7401444868392346e-17,0.020762985742500305
h1_mse_3y_2022-12-31,20260910,10,order_joint,U,7.873699860508343e-10,0.02115232505922671
h1_mse_3y_2022-12-31,20260910,10,order_joint,W,1.7780915628762273e-17,0.020746828823105284
h1_mse_3y_2022-12-31,20260910,10,order_fixed,U,1.3653032643248103e-11,0.23856449166254753
h1_mse_3y_2022-12-31,20260910,10,order_fixed,W,3.4925962946394384e-13,0.24216584585176779
h1_mse_3y_2022-12-31,20260910,20,add,U,1.7928590545761985e-10,0.01803767275798498
h1_mse_3y_2022-12-31,20260910,20,add,W,3.9827255840616145e-10,0.017943882180472968
h1_mse_3y_2022-12-31,20260910,20,vol,U,4.2958179027885457e-10,0.018031421065449454
h1_mse_3y_2022-12-31,20260910,20,vol,W,1.711864222424253e-10,0.017924232472731786
h1_mse_3y_2022-12-31,20260910,20,order_joint,U,4.181866656346317e-10,0.018031591635012896
h1_mse_3y_2022-12-31,20260910,20,order_joint,W,2.649141702987419e-10,0.01792016515014083
h1_mse_3y_2022-12-31,20260910,20,order_fixed,U,1.3558761318560597e-15,0.23628688422001526
h1_mse_3y_2022-12-31,20260910,20,order_fixed,W,1.4566256187342752e-16,0.23640835386878153
h1_mse_3y_2022-12-31,20260911,10,add,U,3.3868307464102188e-12,0.020231040726663384
h1_mse_3y_2022-12-31,20260911,10,add,W,7.083326329995754e-12,0.02045874338945682
h1_mse_3y_2022-12-31,20260911,10,vol,U,1.413906486466207e-10,0.02022553115434718
h1_mse_3y_2022-12-31,20260911,10,vol,W,2.139567613790999e-11,0.020453928930385848
h1_mse_3y_2022-12-31,20260911,10,order_joint,U,6.458296892067339e-10,0.020194373866796116
h1_mse_3y_2022-12-31,20260911,10,order_joint,W,1.5829351718288365e-17,0.020406977817964654
h1_mse_3y_2022-12-31,20260911,10,order_fixed,U,5.421010862427522e-18,0.24095490609636172
h1_mse_3y_2022-12-31,20260911,10,order_fixed,W,2.3418766925686896e-17,0.23779197729627377
h1_mse_3y_2022-12-31,20260911,20,add,U,1.7610335932560783e-12,0.015386155742731911
h1_mse_3y_2022-12-31,20260911,20,add,W,3.3562558114652585e-12,0.015438997066991814
h1_mse_3y_2022-12-31,20260911,20,vol,U,1.006576997317557e-10,0.01538594474660142
h1_mse_3y_2022-12-31,20260911,20,vol,W,2.231212534609811e-11,0.015437028055188559
h1_mse_3y_2022-12-31,20260911,20,order_joint,U,4.4984151408196393e-10,0.015379476744598983
h1_mse_3y_2022-12-31,20260911,20,order_joint,W,7.553527339200505e-10,0.01543465916166532
h1_mse_3y_2022-12-31,20260911,20,order_fixed,U,6.505213034913027e-19,0.2411417255125204
h1_mse_3y_2022-12-31,20260911,20,order_fixed,W,3.3393426912553537e-17,0.23989102098993906
h1_mse_3y_2022-12-31,20260912,10,add,U,3.5001835197584485e-11,0.016885967273209696
h1_mse_3y_2022-12-31,20260912,10,add,W,1.6370113598007663e-10,0.01668050282170146
h1_mse_3y_2022-12-31,20260912,10,vol,U,3.9713499036617833e-10,0.01687439536351507
h1_mse_3y_2022-12-31,20260912,10,vol,W,1.2520437638052773e-10,0.016668963726997166
h1_mse_3y_2022-12-31,20260912,10,order_joint,U,4.929400182311638e-10,0.01688731378120173
h1_mse_3y_2022-12-31,20260912,10,order_joint,W,4.073250162725875e-10,0.016682018740424062
h1_mse_3y_2022-12-31,20260912,10,order_fixed,U,3.2526065174565133e-19,0.23981428729373416
h1_mse_3y_2022-12-31,20260912,10,order_fixed,W,7.806255641895632e-18,0.226581747383605
h1_mse_3y_2022-12-31,20260912,20,add,U,2.5180373086110264e-11,0.010886810482955861
h1_mse_3y_2022-12-31,20260912,20,add,W,1.0240214991068253e-10,0.010880201182437545
h1_mse_3y_2022-12-31,20260912,20,vol,U,1.9538822166112468e-11,0.010885901932043777
h1_mse_3y_2022-12-31,20260912,20,vol,W,2.4032757256703743e-10,0.010879765514914885
h1_mse_3y_2022-12-31,20260912,20,order_joint,U,1.1281911667902766e-10,0.010885405449870872
h1_mse_3y_2022-12-31,20260912,20,order_joint,W,8.624140696825329e-10,0.010879292203049656
h1_mse_3y_2022-12-31,20260912,20,order_fixed,U,4.336808689942018e-18,0.2430092139005544
h1_mse_3y_2022-12-31,20260912,20,order_fixed,W,8.890457814381136e-18,0.23359704805803744
h1_mse_3y_2023-12-31,20260910,10,add,U,6.009643672456877e-11,0.021339899297513128
h1_mse_3y_2023-12-31,20260910,10,add,W,4.78403122238652e-11,0.020695049682927232
h1_mse_3y_2023-12-31,20260910,10,vol,U,3.541107260933776e-10,0.021337997776951903
h1_mse_3y_2023-12-31,20260910,10,vol,W,1.5461878901789489e-10,0.02069078038775518
h1_mse_3y_2023-12-31,20260910,10,order_joint,U,1.8975337826628719e-10,0.0213294877966511
h1_mse_3y_2023-12-31,20260910,10,order_joint,W,2.2237117415458904e-10,0.02068285308876774
h1_mse_3y_2023-12-31,20260910,10,order_fixed,U,2.6357944960756635e-11,0.24134769188992752
h1_mse_3y_2023-12-31,20260910,10,order_fixed,W,1.4475757832005387e-13,0.23330518509374298
h1_mse_3y_2023-12-31,20260910,20,add,U,7.654574023241434e-12,0.018267129469102188
h1_mse_3y_2023-12-31,20260910,20,add,W,5.9289279215335444e-12,0.018063376265321996
h1_mse_3y_2023-12-31,20260910,20,vol,U,9.973903766693354e-11,0.018259439582915166
h1_mse_3y_2023-12-31,20260910,20,vol,W,7.23984419507065e-11,0.018047645883271807
h1_mse_3y_2023-12-31,20260910,20,order_joint,U,2.92398416677081e-10,0.01827591841576233
h1_mse_3y_2023-12-31,20260910,20,order_joint,W,3.3998272480715436e-10,0.018052777424079663
h1_mse_3y_2023-12-31,20260910,20,order_fixed,U,2.403054231298052e-11,0.2413306824281798
h1_mse_3y_2023-12-31,20260910,20,order_fixed,W,2.168404344971009e-19,0.24147404402184347
h1_mse_3y_2023-12-31,20260911,10,add,U,1.2682987499861367e-11,0.017872015602282867
h1_mse_3y_2023-12-31,20260911,10,add,W,8.831147922314098e-11,0.01764299072095819
h1_mse_3y_2023-12-31,20260911,10,vol,U,2.3522293930160914e-11,0.017871831348245944
h1_mse_3y_2023-12-31,20260911,10,vol,W,8.671734771231732e-11,0.017639283411756634
h1_mse_3y_2023-12-31,20260911,10,order_joint,U,1.4998589414720598e-10,0.017884562122059078
h1_mse_3y_2023-12-31,20260911,10,order_joint,W,1.1428222750726677e-10,0.017643057373999682
h1_mse_3y_2023-12-31,20260911,10,order_fixed,U,1.2637267534504337e-12,0.2434692115836785
h1_mse_3y_2023-12-31,20260911,10,order_fixed,W,1.8747620643411178e-11,0.24128019464886938
h1_mse_3y_2023-12-31,20260911,20,add,U,1.0806974054793778e-10,0.013422802267347853
h1_mse_3y_2023-12-31,20260911,20,add,W,7.190563671832101e-10,0.013389923592643967
h1_mse_3y_2023-12-31,20260911,20,vol,U,1.0563434534646005e-10,0.013419424263385073
h1_mse_3y_2023-12-31,20260911,20,vol,W,8.111263813392888e-10,0.01338686064250948
h1_mse_3y_2023-12-31,20260911,20,order_joint,U,2.4534250022203996e-10,0.013423634459921603
h1_mse_3y_2023-12-31,20260911,20,order_joint,W,6.446201385179595e-10,0.013387697056338733
h1_mse_3y_2023-12-31,20260911,20,order_fixed,U,1.1926223897340549e-18,0.2412690930110872
h1_mse_3y_2023-12-31,20260911,20,order_fixed,W,1.0299920638612292e-17,0.23928934610825284
h1_mse_3y_2023-12-31,20260912,10,add,U,3.250452576368523e-11,0.021523850985064152
h1_mse_3y_2023-12-31,20260912,10,add,W,9.928754693411257e-11,0.021754687101820987
h1_mse_3y_2023-12-31,20260912,10,vol,U,7.63738163423594e-11,0.021523763694094537
h1_mse_3y_2023-12-31,20260912,10,vol,W,2.3379551961945355e-10,0.021754661863909678
h1_mse_3y_2023-12-31,20260912,10,order_joint,U,5.521245177633055e-10,0.021495436278201416
h1_mse_3y_2023-12-31,20260912,10,order_joint,W,3.157061201006228e-17,0.02172615435511271
h1_mse_3y_2023-12-31,20260912,10,order_fixed,U,4.0440741033709315e-17,0.2395666553921891
h1_mse_3y_2023-12-31,20260912,10,order_fixed,W,5.5294310796760726e-18,0.2293688046251611
h1_mse_3y_2023-12-31,20260912,20,add,U,2.5231268940481555e-10,0.014826668865555222
h1_mse_3y_2023-12-31,20260912,20,add,W,3.9667093047757174e-10,0.01474371868741637
h1_mse_3y_2023-12-31,20260912,20,vol,U,2.1200170221766235e-10,0.014821144959407489
h1_mse_3y_2023-12-31,20260912,20,vol,W,3.6352632319311406e-10,0.014738810442561522
h1_mse_3y_2023-12-31,20260912,20,order_joint,U,4.031162020401262e-10,0.014813166378644575
h1_mse_3y_2023-12-31,20260912,20,order_joint,W,4.99482939383955e-10,0.014735820149789173
h1_mse_3y_2023-12-31,20260912,20,order_fixed,U,3.957337929572091e-18,0.2369098985854497
h1_mse_3y_2023-12-31,20260912,20,order_fixed,W,1.616188796292259e-11,0.23231784128389593
h1_mse_3y_2024-12-31,20260910,10,add,U,2.0952353133735224e-11,0.017845976309708647
h1_mse_3y_2024-12-31,20260910,10,add,W,2.7111271561075512e-11,0.017596389670975845
h1_mse_3y_2024-12-31,20260910,10,vol,U,2.625676715981018e-11,0.017846711301263838
h1_mse_3y_2024-12-31,20260910,10,vol,W,4.307975200526504e-11,0.01759465366316594
h1_mse_3y_2024-12-31,20260910,10,order_joint,U,2.6623484233184724e-11,0.017846455313910038
h1_mse_3y_2024-12-31,20260910,10,order_joint,W,4.118579652670484e-11,0.0175928350273749
h1_mse_3y_2024-12-31,20260910,10,order_fixed,U,1.1200316661543613e-15,0.2408700517982307
h1_mse_3y_2024-12-31,20260910,10,order_fixed,W,8.416297904911482e-12,0.25938716953204694
h1_mse_3y_2024-12-31,20260910,20,add,U,1.8250592009882993e-12,0.01391884468786233
h1_mse_3y_2024-12-31,20260910,20,add,W,1.2855994480781563e-12,0.013774559889205252
h1_mse_3y_2024-12-31,20260910,20,vol,U,1.8241468557021745e-11,0.01391483663842792
h1_mse_3y_2024-12-31,20260910,20,vol,W,2.0897153365367904e-11,0.013765968364566708
h1_mse_3y_2024-12-31,20260910,20,order_joint,U,1.6896891004425374e-11,0.013914252886281243
h1_mse_3y_2024-12-31,20260910,20,order_joint,W,2.048862858886058e-11,0.013765742758931488
h1_mse_3y_2024-12-31,20260910,20,order_fixed,U,5.6149962148399277e-11,0.24617054468261484
h1_mse_3y_2024-12-31,20260910,20,order_fixed,W,2.8731357570865868e-18,0.2662447708312505
h1_mse_3y_2024-12-31,20260911,10,add,U,4.89800371919133e-10,0.01674045607590223
h1_mse_3y_2024-12-31,20260911,10,add,W,3.7290678813091394e-10,0.016555141249439926
h1_mse_3y_2024-12-31,20260911,10,vol,U,9.450405737913142e-10,0.016739335929856786
h1_mse_3y_2024-12-31,20260911,10,vol,W,6.165211572598667e-10,0.016538364325234797
h1_mse_3y_2024-12-31,20260911,10,order_joint,U,4.583789944834216e-15,0.016715523634744333
h1_mse_3y_2024-12-31,20260911,10,order_joint,W,2.8015784137025435e-16,0.016511049075222217
h1_mse_3y_2024-12-31,20260911,10,order_fixed,U,2.4854250602057704e-15,0.22984929093720122
h1_mse_3y_2024-12-31,20260911,10,order_fixed,W,4.331713611936683e-11,0.2501883224443919
h1_mse_3y_2024-12-31,20260911,20,add,U,2.3014945569992118e-10,0.012471217626247864
h1_mse_3y_2024-12-31,20260911,20,add,W,2.2606818739050183e-10,0.01241131925924862
h1_mse_3y_2024-12-31,20260911,20,vol,U,6.168848602512017e-10,0.012469790601705742
h1_mse_3y_2024-12-31,20260911,20,vol,W,4.858401875251772e-10,0.01240789488090025
h1_mse_3y_2024-12-31,20260911,20,order_joint,U,5.774460770657797e-16,0.012460382433317855
h1_mse_3y_2024-12-31,20260911,20,order_joint,W,1.214306433183765e-16,0.01239530527705139
h1_mse_3y_2024-12-31,20260911,20,order_fixed,U,4.98732999343332e-16,0.23456080711982416
h1_mse_3y_2024-12-31,20260911,20,order_fixed,W,7.37257477290143e-18,0.2527883111056959
h1_mse_3y_2024-12-31,20260912,10,add,U,8.901712873765621e-11,0.01759414446858483
h1_mse_3y_2024-12-31,20260912,10,add,W,7.993860131130792e-11,0.017543387160351424
h1_mse_3y_2024-12-31,20260912,10,vol,U,1.6565048150448541e-10,0.017586310670181633
h1_mse_3y_2024-12-31,20260912,10,vol,W,3.2404420607316103e-10,0.017529883525448132
h1_mse_3y_2024-12-31,20260912,10,order_joint,U,6.752090656340567e-10,0.017602976754588568
h1_mse_3y_2024-12-31,20260912,10,order_joint,W,2.037848759097599e-10,0.017540201250949922
h1_mse_3y_2024-12-31,20260912,10,order_fixed,U,1.6696713456276768e-17,0.2352536434336201
h1_mse_3y_2024-12-31,20260912,10,order_fixed,W,1.0733601507606494e-17,0.25351838959258444
h1_mse_3y_2024-12-31,20260912,20,add,U,1.0385961665346222e-10,0.013344894866440447
h1_mse_3y_2024-12-31,20260912,20,add,W,7.46349895948406e-11,0.013202059346303365
h1_mse_3y_2024-12-31,20260912,20,vol,U,3.0145880805737893e-10,0.01334721215401919
h1_mse_3y_2024-12-31,20260912,20,vol,W,2.2005730440990967e-10,0.013202220148125655
h1_mse_3y_2024-12-31,20260912,20,order_joint,U,5.945344301507699e-10,0.013349509307545155
h1_mse_3y_2024-12-31,20260912,20,order_joint,W,1.5316568217731141e-10,0.013204094203647494
h1_mse_3y_2024-12-31,20260912,20,order_fixed,U,1.0767378850508325e-11,0.23601441236601078
h1_mse_3y_2024-12-31,20260912,20,order_fixed,W,7.801602148593129e-11,0.2556715618347558
h1_mse_3y_2025-12-31,20260910,10,add,U,4.7411306109378104e-12,0.01701677736788211
h1_mse_3y_2025-12-31,20260910,10,add,W,2.494346634622502e-12,0.01700529612127278
h1_mse_3y_2025-12-31,20260910,10,vol,U,2.798809339669972e-11,0.01701608286673822
h1_mse_3y_2025-12-31,20260910,10,vol,W,1.3676407012094827e-11,0.016997207715069105
h1_mse_3y_2025-12-31,20260910,10,order_joint,U,3.598322844116514e-10,0.016981602005345882
h1_mse_3y_2025-12-31,20260910,10,order_joint,W,2.334106824920107e-10,0.016954432554257555
h1_mse_3y_2025-12-31,20260910,10,order_fixed,U,3.707971429900425e-17,0.24264242204283654
h1_mse_3y_2025-12-31,20260910,10,order_fixed,W,1.3572042795173545e-15,0.23476321571623895
h1_mse_3y_2025-12-31,20260910,20,add,U,5.114246699744474e-13,0.01642289594829897
h1_mse_3y_2025-12-31,20260910,20,add,W,1.1453294909702372e-12,0.016184946172309762
h1_mse_3y_2025-12-31,20260910,20,vol,U,4.472822503001628e-12,0.016410098381837095
h1_mse_3y_2025-12-31,20260910,20,vol,W,4.174496685827034e-12,0.016176305034803037
h1_mse_3y_2025-12-31,20260910,20,order_joint,U,1.2921122375178506e-10,0.016406437342522635
h1_mse_3y_2025-12-31,20260910,20,order_joint,W,1.6173212422088135e-10,0.01617175355951397
h1_mse_3y_2025-12-31,20260910,20,order_fixed,U,3.155028321932818e-17,0.24456241011381438
h1_mse_3y_2025-12-31,20260910,20,order_fixed,W,1.6432168126190305e-15,0.23461836626288343
h1_mse_3y_2025-12-31,20260911,10,add,U,3.380693294752213e-12,0.013760798685923512
h1_mse_3y_2025-12-31,20260911,10,add,W,4.293035653531174e-13,0.01370731741048218
h1_mse_3y_2025-12-31,20260911,10,vol,U,8.595417975466868e-11,0.013752060849539427
h1_mse_3y_2025-12-31,20260911,10,vol,W,1.2635359989202066e-11,0.013693571722464087
h1_mse_3y_2025-12-31,20260911,10,order_joint,U,9.117188796460562e-11,0.013738649353036897
h1_mse_3y_2025-12-31,20260911,10,order_joint,W,1.7788173494945325e-11,0.013682984257977482
h1_mse_3y_2025-12-31,20260911,10,order_fixed,U,1.1683362610703796e-15,0.2472105268026251
h1_mse_3y_2025-12-31,20260911,10,order_fixed,W,2.2789929665645303e-16,0.23831668525352695
h1_mse_3y_2025-12-31,20260911,20,add,U,3.8646299702072007e-13,0.011773223459028904
h1_mse_3y_2025-12-31,20260911,20,add,W,2.3723861417024317e-14,0.011708671718588656
h1_mse_3y_2025-12-31,20260911,20,vol,U,1.6152668937639836e-12,0.011772638580421406
h1_mse_3y_2025-12-31,20260911,20,vol,W,1.2216822605631839e-13,0.011707699760211184
h1_mse_3y_2025-12-31,20260911,20,order_joint,U,1.9427049487326375e-12,0.011771175823952896
h1_mse_3y_2025-12-31,20260911,20,order_joint,W,3.518479995204271e-13,0.011706078474296295
h1_mse_3y_2025-12-31,20260911,20,order_fixed,U,4.119968255444917e-18,0.251031616342394
h1_mse_3y_2025-12-31,20260911,20,order_fixed,W,1.0842021724855044e-18,0.24327391608603646
h1_mse_3y_2025-12-31,20260912,10,add,U,1.515686903243163e-11,0.01617786796685703
h1_mse_3y_2025-12-31,20260912,10,add,W,3.5527423017378545e-12,0.016331973582342674
h1_mse_3y_2025-12-31,20260912,10,vol,U,1.1852689402874761e-11,0.016178751266526143
h1_mse_3y_2025-12-31,20260912,10,vol,W,3.0572879297641187e-12,0.016331755691137456
h1_mse_3y_2025-12-31,20260912,10,order_joint,U,6.110245534367287e-11,0.01617261242390379
h1_mse_3y_2025-12-31,20260912,10,order_joint,W,4.5056711183225073e-11,0.01632066735394673
h1_mse_3y_2025-12-31,20260912,10,order_fixed,U,2.623193654481548e-12,0.24669320163284353
h1_mse_3y_2025-12-31,20260912,10,order_fixed,W,1.4094628242311558e-18,0.23192919876996146
h1_mse_3y_2025-12-31,20260912,20,add,U,2.769293800351791e-11,0.012861437017668597
h1_mse_3y_2025-12-31,20260912,20,add,W,1.9448533712315696e-11,0.01280335276061566
h1_mse_3y_2025-12-31,20260912,20,vol,U,6.532506847468141e-11,0.012861413452276512
h1_mse_3y_2025-12-31,20260912,20,vol,W,4.372548595985362e-11,0.012803043533443711
h1_mse_3y_2025-12-31,20260912,20,order_joint,U,2.634524901836896e-10,0.012857762574912926
h1_mse_3y_2025-12-31,20260912,20,order_joint,W,3.5167765184349054e-10,0.012798884308758161
