seed,epoch,train_n,steps,permutation_sha256,joint_loss,return_loss,auxiliary_loss
20260910,1,1023,8,f213846d980eb20eb21594ea2a20c9601221652fa99a767332f0d16bbd5ce98f,1.1190375279587852,1.000133513588593,1.1890402477624247
20260910,2,1023,8,339ef3ab0b60a95c660d6f62e1c606cbe79b4184adfaf4f6dda36f24a4de489f,1.1096487909934154,1.0001306032738262,1.0951818551718897
20260910,3,1023,8,f5713b42466b7f1c365ba943f376ea3f44922b3ad0732778fa58513eeada1192,1.1058826081797057,0.9996612926149415,1.0622132006278835
20260910,4,1023,8,815db7b17a39911bd9f174b8d186841b628b9fcb795d5ce6a32e499087997907,1.105418232878632,1.0003872849957567,1.0503095086602054
20260910,5,1023,8,816908f183af815463d3db39f4bd827ea242347ac4837c82c696b1acbfc415b0,1.1034830118787138,0.9997655217365552,1.03717473000725
20260910,6,1023,8,5834cfd57cadde562759c364dc66f4eb0ac61d9cdb954bdf1d19e6f47bd4f97a,1.1040421130020948,1.00079154269087,1.0325057110362272
20260910,7,1023,8,7fa58359816071e2e7fb42d80d9ddadcc8a49cc6574398c2e51c2e348ff7ae7d,1.1025445479335207,0.9996535353879659,1.0289101033150159
20260910,8,1023,8,be4d8aef9791a72feafda7052269fc8a98fa71cbf4ae1b5ea7240973b609ea1a,1.1017852592794544,0.9990884197888603,1.026968469368048
20260910,9,1023,8,ff6dcd6c2d81d64d8b80b6576664e0142269daf89c9c351b0c43008a120c7db5,1.1020016869491847,0.9997990834631412,1.0220259080767515
20260910,10,1023,8,52924f92c6f3a21ed56c4f425c16e3e2af4efa9077aec22eca3706c33cda57e5,1.1022029151431743,1.0002430155363484,1.0195990634220902
20260910,11,1023,8,b954a27ca03079a08ab7d8e4868c7573ba859ff23ed6921e3aaf4857143f7463,1.101587967613925,0.9997223556216511,1.0186561425293879
20260910,12,1023,8,28b2a55ab5769c407a00471ce149c39bf6bea3c69b0393cbbe3fc5ca8e167bb5,1.1001510305488564,0.9984013405596639,1.0174967506181227
