head_cutoff,encoder_cutoff,seed,method,group,dimensions,old_norm,new_norm,delta_norm,old_intercept,new_intercept
2021-09-30,2020-12-31,20260912,learned_order_extension,vol,1,0.020522439842365778,0.003762077754383275,0.02428451759674905,,
2021-09-30,2020-12-31,20260912,learned_order_extension,order,1,0.01947783441144696,0.024129647508258655,0.043607481919705614,,
2021-09-30,2020-12-31,20260912,learned_order_offset,intercept,1,0.25898153377762045,0.23127611760848305,0.02770541616913741,0.25898153377762045,0.23127611760848305
2021-09-30,2020-12-31,20260912,learned_order_offset,decoded,25,0.5644360262819591,0.622569705090248,0.4825964181378687,,
2021-09-30,2020-12-31,20260912,learned_order_offset,market,4,0.21499250571041734,0.2254614027397784,0.06916994039148176,,
2021-09-30,2020-12-31,20260912,learned_order_offset,vol,1,0.02075074309395567,0.004471213137222916,0.025221956231178587,,
2021-09-30,2020-12-31,20260912,learned_order_offset,order,1,0.019384546386031345,0.02395431384704213,0.04333886023307347,,
2021-12-31,2021-12-31,20260910,learned_market,intercept,1,0.19268639507329677,0.19268639507329677,0.0,0.19268639507329677,0.19268639507329677
2021-12-31,2021-12-31,20260910,learned_market,decoded,25,0.5817814757656458,0.5817814757656458,0.0,,
2021-12-31,2021-12-31,20260910,learned_market,market,4,0.15613052626438104,0.15613052626438104,0.0,,
2021-12-31,2021-12-31,20260910,learned_market,vol,0,0.0,0.0,0.0,,
2021-12-31,2021-12-31,20260910,learned_market,order,0,0.0,0.0,0.0,,
2021-12-31,2021-12-31,20260910,learned_vol_interaction,intercept,1,0.1924107960521305,0.1924107960521305,0.0,0.1924107960521305,0.1924107960521305
2021-12-31,2021-12-31,20260910,learned_vol_interaction,decoded,25,0.5813419485095488,0.5813419485095488,0.0,,
2021-12-31,2021-12-31,20260910,learned_vol_interaction,market,4,0.15573843246562105,0.15573843246562105,0.0,,
2021-12-31,2021-12-31,20260910,learned_vol_interaction,vol,1,0.04543298477739106,0.04543298477739106,0.0,,
2021-12-31,2021-12-31,20260910,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2021-12-31,2021-12-31,20260910,learned_order_extension,intercept,1,0.19236311760490146,0.19236311760490146,0.0,0.19236311760490146,0.19236311760490146
2021-12-31,2021-12-31,20260910,learned_order_extension,decoded,25,0.5811720118167131,0.5811720118167131,0.0,,
2021-12-31,2021-12-31,20260910,learned_order_extension,market,4,0.15585740833346384,0.15585740833346384,0.0,,
2021-12-31,2021-12-31,20260910,learned_order_extension,vol,1,0.04577128939884854,0.04577128939884854,0.0,,
2021-12-31,2021-12-31,20260910,learned_order_extension,order,1,0.06189530126300764,0.06189530126300764,0.0,,
2021-12-31,2021-12-31,20260910,learned_order_offset,intercept,1,0.1924107960521305,0.1924107960521305,0.0,0.1924107960521305,0.1924107960521305
2021-12-31,2021-12-31,20260910,learned_order_offset,decoded,25,0.5813419485095488,0.5813419485095488,0.0,,
2021-12-31,2021-12-31,20260910,learned_order_offset,market,4,0.15573843246562105,0.15573843246562105,0.0,,
2021-12-31,2021-12-31,20260910,learned_order_offset,vol,1,0.04543298477739106,0.04543298477739106,0.0,,
2021-12-31,2021-12-31,20260910,learned_order_offset,order,1,0.0618551761268933,0.0618551761268933,0.0,,
2021-12-31,2021-12-31,20260911,learned_market,intercept,1,0.19884275856498243,0.19884275856498243,0.0,0.19884275856498243,0.19884275856498243
2021-12-31,2021-12-31,20260911,learned_market,decoded,25,0.6780926678622197,0.6780926678622197,0.0,,
2021-12-31,2021-12-31,20260911,learned_market,market,4,0.2583794747561267,0.2583794747561267,0.0,,
2021-12-31,2021-12-31,20260911,learned_market,vol,0,0.0,0.0,0.0,,
2021-12-31,2021-12-31,20260911,learned_market,order,0,0.0,0.0,0.0,,
2021-12-31,2021-12-31,20260911,learned_vol_interaction,intercept,1,0.19876247882158887,0.19876247882158887,0.0,0.19876247882158887,0.19876247882158887
2021-12-31,2021-12-31,20260911,learned_vol_interaction,decoded,25,0.6776389191191736,0.6776389191191736,0.0,,
2021-12-31,2021-12-31,20260911,learned_vol_interaction,market,4,0.25861823112601323,0.25861823112601323,0.0,,
2021-12-31,2021-12-31,20260911,learned_vol_interaction,vol,1,0.02257268932995915,0.02257268932995915,0.0,,
2021-12-31,2021-12-31,20260911,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2021-12-31,2021-12-31,20260911,learned_order_extension,intercept,1,0.19946202088555046,0.19946202088555046,0.0,0.19946202088555046,0.19946202088555046
2021-12-31,2021-12-31,20260911,learned_order_extension,decoded,25,0.6807231715375214,0.6807231715375214,0.0,,
2021-12-31,2021-12-31,20260911,learned_order_extension,market,4,0.25961880034731716,0.25961880034731716,0.0,,
2021-12-31,2021-12-31,20260911,learned_order_extension,vol,1,0.019193548979153752,0.019193548979153752,0.0,,
2021-12-31,2021-12-31,20260911,learned_order_extension,order,1,0.08729474513552556,0.08729474513552556,0.0,,
2021-12-31,2021-12-31,20260911,learned_order_offset,intercept,1,0.19876247882158887,0.19876247882158887,0.0,0.19876247882158887,0.19876247882158887
2021-12-31,2021-12-31,20260911,learned_order_offset,decoded,25,0.6776389191191736,0.6776389191191736,0.0,,
2021-12-31,2021-12-31,20260911,learned_order_offset,market,4,0.25861823112601323,0.25861823112601323,0.0,,
2021-12-31,2021-12-31,20260911,learned_order_offset,vol,1,0.02257268932995915,0.02257268932995915,0.0,,
2021-12-31,2021-12-31,20260911,learned_order_offset,order,1,0.08681728198878805,0.08681728198878805,0.0,,
2021-12-31,2021-12-31,20260912,learned_market,intercept,1,0.19406226713917332,0.19406226713917332,0.0,0.19406226713917332,0.19406226713917332
2021-12-31,2021-12-31,20260912,learned_market,decoded,25,0.5812908688377295,0.5812908688377295,0.0,,
2021-12-31,2021-12-31,20260912,learned_market,market,4,0.0974258952789106,0.0974258952789106,0.0,,
2021-12-31,2021-12-31,20260912,learned_market,vol,0,0.0,0.0,0.0,,
2021-12-31,2021-12-31,20260912,learned_market,order,0,0.0,0.0,0.0,,
2021-12-31,2021-12-31,20260912,learned_vol_interaction,intercept,1,0.19564368462911935,0.19564368462911935,0.0,0.19564368462911935,0.19564368462911935
2021-12-31,2021-12-31,20260912,learned_vol_interaction,decoded,25,0.5849067866579268,0.5849067866579268,0.0,,
2021-12-31,2021-12-31,20260912,learned_vol_interaction,market,4,0.09892507748779121,0.09892507748779121,0.0,,
2021-12-31,2021-12-31,20260912,learned_vol_interaction,vol,1,0.08409794678021239,0.08409794678021239,0.0,,
2021-12-31,2021-12-31,20260912,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2021-12-31,2021-12-31,20260912,learned_order_extension,intercept,1,0.19546660579380293,0.19546660579380293,0.0,0.19546660579380293,0.19546660579380293
2021-12-31,2021-12-31,20260912,learned_order_extension,decoded,25,0.5846962719897788,0.5846962719897788,0.0,,
2021-12-31,2021-12-31,20260912,learned_order_extension,market,4,0.09933754057721779,0.09933754057721779,0.0,,
2021-12-31,2021-12-31,20260912,learned_order_extension,vol,1,0.08417015146827149,0.08417015146827149,0.0,,
2021-12-31,2021-12-31,20260912,learned_order_extension,order,1,0.029994655446884143,0.029994655446884143,0.0,,
2021-12-31,2021-12-31,20260912,learned_order_offset,intercept,1,0.19564368462911935,0.19564368462911935,0.0,0.19564368462911935,0.19564368462911935
2021-12-31,2021-12-31,20260912,learned_order_offset,decoded,25,0.5849067866579268,0.5849067866579268,0.0,,
2021-12-31,2021-12-31,20260912,learned_order_offset,market,4,0.09892507748779121,0.09892507748779121,0.0,,
2021-12-31,2021-12-31,20260912,learned_order_offset,vol,1,0.08409794678021239,0.08409794678021239,0.0,,
2021-12-31,2021-12-31,20260912,learned_order_offset,order,1,0.02998064840060183,0.02998064840060183,0.0,,
2022-03-31,2021-12-31,20260910,learned_market,intercept,1,0.19268639507329677,0.10978339928765034,0.08290299578564643,0.19268639507329677,0.10978339928765034
2022-03-31,2021-12-31,20260910,learned_market,decoded,25,0.5817814757656458,0.5320527946869216,0.2727681719007474,,
2022-03-31,2021-12-31,20260910,learned_market,market,4,0.15613052626438104,0.1349304930920605,0.08291058801004288,,
2022-03-31,2021-12-31,20260910,learned_market,vol,0,0.0,0.0,0.0,,
2022-03-31,2021-12-31,20260910,learned_market,order,0,0.0,0.0,0.0,,
2022-03-31,2021-12-31,20260910,learned_vol_interaction,intercept,1,0.1924107960521305,0.10940536386694753,0.08300543218518296,0.1924107960521305,0.10940536386694753
2022-03-31,2021-12-31,20260910,learned_vol_interaction,decoded,25,0.5813419485095488,0.5313601527044661,0.27301471198960336,,
2022-03-31,2021-12-31,20260910,learned_vol_interaction,market,4,0.15573843246562105,0.13423996110728392,0.08285557281352035,,
2022-03-31,2021-12-31,20260910,learned_vol_interaction,vol,1,0.04543298477739106,0.049981502218756906,0.004548517441365849,,
2022-03-31,2021-12-31,20260910,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-03-31,2021-12-31,20260910,learned_order_extension,intercept,1,0.19236311760490146,0.10937795774476955,0.08298515986013191,0.19236311760490146,0.10937795774476955
2022-03-31,2021-12-31,20260910,learned_order_extension,decoded,25,0.5811720118167131,0.5341697553389257,0.2734469423017062,,
2022-03-31,2021-12-31,20260910,learned_order_extension,market,4,0.15585740833346384,0.1342197885307348,0.08302039310991101,,
2022-03-31,2021-12-31,20260910,learned_order_extension,vol,1,0.04577128939884854,0.05180242708386418,0.00603113768501564,,
2022-03-31,2021-12-31,20260910,learned_order_extension,order,1,0.06189530126300764,0.1285443889372747,0.06664908767426707,,
2022-03-31,2021-12-31,20260910,learned_order_offset,intercept,1,0.1924107960521305,0.10940536386694753,0.08300543218518296,0.1924107960521305,0.10940536386694753
2022-03-31,2021-12-31,20260910,learned_order_offset,decoded,25,0.5813419485095488,0.5313601527044661,0.27301471198960336,,
2022-03-31,2021-12-31,20260910,learned_order_offset,market,4,0.15573843246562105,0.13423996110728392,0.08285557281352035,,
2022-03-31,2021-12-31,20260910,learned_order_offset,vol,1,0.04543298477739106,0.049981502218756906,0.004548517441365849,,
2022-03-31,2021-12-31,20260910,learned_order_offset,order,1,0.0618551761268933,0.12828801076562765,0.06643283463873435,,
2022-03-31,2021-12-31,20260911,learned_market,intercept,1,0.19884275856498243,0.11353812510091091,0.08530463346407152,0.19884275856498243,0.11353812510091091
2022-03-31,2021-12-31,20260911,learned_market,decoded,25,0.6780926678622197,0.6856050172124738,0.3047618591201554,,
2022-03-31,2021-12-31,20260911,learned_market,market,4,0.2583794747561267,0.2207975158821376,0.0666694377391613,,
2022-03-31,2021-12-31,20260911,learned_market,vol,0,0.0,0.0,0.0,,
2022-03-31,2021-12-31,20260911,learned_market,order,0,0.0,0.0,0.0,,
2022-03-31,2021-12-31,20260911,learned_vol_interaction,intercept,1,0.19876247882158887,0.11360920897425746,0.08515326984733142,0.19876247882158887,0.11360920897425746
2022-03-31,2021-12-31,20260911,learned_vol_interaction,decoded,25,0.6776389191191736,0.6853202978399244,0.3053420424701767,,
2022-03-31,2021-12-31,20260911,learned_vol_interaction,market,4,0.25861823112601323,0.22115396710008778,0.06694073223221646,,
2022-03-31,2021-12-31,20260911,learned_vol_interaction,vol,1,0.02257268932995915,0.03470922786733069,0.012136538537371538,,
2022-03-31,2021-12-31,20260911,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-03-31,2021-12-31,20260911,learned_order_extension,intercept,1,0.19946202088555046,0.11394780943337664,0.08551421145217382,0.19946202088555046,0.11394780943337664
2022-03-31,2021-12-31,20260911,learned_order_extension,decoded,25,0.6807231715375214,0.6869938462412619,0.3049962611435003,,
2022-03-31,2021-12-31,20260911,learned_order_extension,market,4,0.25961880034731716,0.22159266096130512,0.06718703598235935,,
2022-03-31,2021-12-31,20260911,learned_order_extension,vol,1,0.019193548979153752,0.03226811270069525,0.013074563721541501,,
2022-03-31,2021-12-31,20260911,learned_order_extension,order,1,0.08729474513552556,0.06730716020264388,0.019987584932881677,,
2022-03-31,2021-12-31,20260911,learned_order_offset,intercept,1,0.19876247882158887,0.11360920897425746,0.08515326984733142,0.19876247882158887,0.11360920897425746
2022-03-31,2021-12-31,20260911,learned_order_offset,decoded,25,0.6776389191191736,0.6853202978399244,0.3053420424701767,,
2022-03-31,2021-12-31,20260911,learned_order_offset,market,4,0.25861823112601323,0.22115396710008778,0.06694073223221646,,
2022-03-31,2021-12-31,20260911,learned_order_offset,vol,1,0.02257268932995915,0.03470922786733069,0.012136538537371538,,
2022-03-31,2021-12-31,20260911,learned_order_offset,order,1,0.08681728198878805,0.06709273694324153,0.01972454504554652,,
2022-03-31,2021-12-31,20260912,learned_market,intercept,1,0.19406226713917332,0.10895553701412042,0.0851067301250529,0.19406226713917332,0.10895553701412042
2022-03-31,2021-12-31,20260912,learned_market,decoded,25,0.5812908688377295,0.5173234469264172,0.33968735140417455,,
2022-03-31,2021-12-31,20260912,learned_market,market,4,0.0974258952789106,0.06199506318287379,0.0709871722092944,,
2022-03-31,2021-12-31,20260912,learned_market,vol,0,0.0,0.0,0.0,,
2022-03-31,2021-12-31,20260912,learned_market,order,0,0.0,0.0,0.0,,
2022-03-31,2021-12-31,20260912,learned_vol_interaction,intercept,1,0.19564368462911935,0.10927080155224739,0.08637288307687196,0.19564368462911935,0.10927080155224739
2022-03-31,2021-12-31,20260912,learned_vol_interaction,decoded,25,0.5849067866579268,0.5180137117926147,0.34142915003368457,,
2022-03-31,2021-12-31,20260912,learned_vol_interaction,market,4,0.09892507748779121,0.06204546179663668,0.07251690355394,,
2022-03-31,2021-12-31,20260912,learned_vol_interaction,vol,1,0.08409794678021239,0.04832295453660851,0.03577499224360388,,
2022-03-31,2021-12-31,20260912,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-03-31,2021-12-31,20260912,learned_order_extension,intercept,1,0.19546660579380293,0.10937817730915833,0.0860884284846446,0.19546660579380293,0.10937817730915833
2022-03-31,2021-12-31,20260912,learned_order_extension,decoded,25,0.5846962719897788,0.5194133679267972,0.3415986891934566,,
2022-03-31,2021-12-31,20260912,learned_order_extension,market,4,0.09933754057721779,0.06314124739131433,0.0723123533814354,,
2022-03-31,2021-12-31,20260912,learned_order_extension,vol,1,0.08417015146827149,0.049621145874692574,0.034549005593578916,,
2022-03-31,2021-12-31,20260912,learned_order_extension,order,1,0.029994655446884143,0.10570747441263371,0.07571281896574958,,
2022-03-31,2021-12-31,20260912,learned_order_offset,intercept,1,0.19564368462911935,0.10927080155224739,0.08637288307687196,0.19564368462911935,0.10927080155224739
2022-03-31,2021-12-31,20260912,learned_order_offset,decoded,25,0.5849067866579268,0.5180137117926147,0.34142915003368457,,
2022-03-31,2021-12-31,20260912,learned_order_offset,market,4,0.09892507748779121,0.06204546179663668,0.07251690355394,,
2022-03-31,2021-12-31,20260912,learned_order_offset,vol,1,0.08409794678021239,0.04832295453660851,0.03577499224360388,,
2022-03-31,2021-12-31,20260912,learned_order_offset,order,1,0.02998064840060183,0.10560410349153619,0.07562345509093436,,
2022-06-30,2021-12-31,20260910,learned_market,intercept,1,0.19268639507329677,0.1306458844679177,0.06204051060537907,0.19268639507329677,0.1306458844679177
2022-06-30,2021-12-31,20260910,learned_market,decoded,25,0.5817814757656458,0.5640871457036893,0.41228153047982724,,
2022-06-30,2021-12-31,20260910,learned_market,market,4,0.15613052626438104,0.11757984626896799,0.12116968129238197,,
2022-06-30,2021-12-31,20260910,learned_market,vol,0,0.0,0.0,0.0,,
2022-06-30,2021-12-31,20260910,learned_market,order,0,0.0,0.0,0.0,,
2022-06-30,2021-12-31,20260910,learned_vol_interaction,intercept,1,0.1924107960521305,0.1308020572165719,0.06160873883555859,0.1924107960521305,0.1308020572165719
2022-06-30,2021-12-31,20260910,learned_vol_interaction,decoded,25,0.5813419485095488,0.5641813945417405,0.41236260252478096,,
2022-06-30,2021-12-31,20260910,learned_vol_interaction,market,4,0.15573843246562105,0.1177896413749895,0.12077963119173206,,
2022-06-30,2021-12-31,20260910,learned_vol_interaction,vol,1,0.04543298477739106,0.04328656504140047,0.0021464197359905846,,
2022-06-30,2021-12-31,20260910,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-06-30,2021-12-31,20260910,learned_order_extension,intercept,1,0.19236311760490146,0.13101581664447215,0.06134730096042931,0.19236311760490146,0.13101581664447215
2022-06-30,2021-12-31,20260910,learned_order_extension,decoded,25,0.5811720118167131,0.5669940255590905,0.41351200903906626,,
2022-06-30,2021-12-31,20260910,learned_order_extension,market,4,0.15585740833346384,0.11767684032295464,0.12145835169939731,,
2022-06-30,2021-12-31,20260910,learned_order_extension,vol,1,0.04577128939884854,0.046031059031138855,0.0002597696322903173,,
2022-06-30,2021-12-31,20260910,learned_order_extension,order,1,0.06189530126300764,0.13337905294312746,0.07148375168011982,,
2022-06-30,2021-12-31,20260910,learned_order_offset,intercept,1,0.1924107960521305,0.1308020572165719,0.06160873883555859,0.1924107960521305,0.1308020572165719
2022-06-30,2021-12-31,20260910,learned_order_offset,decoded,25,0.5813419485095488,0.5641813945417405,0.41236260252478096,,
2022-06-30,2021-12-31,20260910,learned_order_offset,market,4,0.15573843246562105,0.1177896413749895,0.12077963119173206,,
2022-06-30,2021-12-31,20260910,learned_order_offset,vol,1,0.04543298477739106,0.04328656504140047,0.0021464197359905846,,
2022-06-30,2021-12-31,20260910,learned_order_offset,order,1,0.0618551761268933,0.13306286067633008,0.07120768454943678,,
2022-06-30,2021-12-31,20260911,learned_market,intercept,1,0.19884275856498243,0.1347425756624736,0.06410018290250882,0.19884275856498243,0.1347425756624736
2022-06-30,2021-12-31,20260911,learned_market,decoded,25,0.6780926678622197,0.6826977803576799,0.5083188357618481,,
2022-06-30,2021-12-31,20260911,learned_market,market,4,0.2583794747561267,0.1366917408278786,0.13113613863088888,,
2022-06-30,2021-12-31,20260911,learned_market,vol,0,0.0,0.0,0.0,,
2022-06-30,2021-12-31,20260911,learned_market,order,0,0.0,0.0,0.0,,
2022-06-30,2021-12-31,20260911,learned_vol_interaction,intercept,1,0.19876247882158887,0.13468354072671931,0.06407893809486956,0.19876247882158887,0.13468354072671931
2022-06-30,2021-12-31,20260911,learned_vol_interaction,decoded,25,0.6776389191191736,0.6825640861333299,0.5081295079107349,,
2022-06-30,2021-12-31,20260911,learned_vol_interaction,market,4,0.25861823112601323,0.13677722644618565,0.1313069153361497,,
2022-06-30,2021-12-31,20260911,learned_vol_interaction,vol,1,0.02257268932995915,0.018238964577000485,0.004333724752958665,,
2022-06-30,2021-12-31,20260911,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-06-30,2021-12-31,20260911,learned_order_extension,intercept,1,0.19946202088555046,0.13482500098447567,0.06463701990107479,0.19946202088555046,0.13482500098447567
2022-06-30,2021-12-31,20260911,learned_order_extension,decoded,25,0.6807231715375214,0.6838263800347397,0.5082607662924872,,
2022-06-30,2021-12-31,20260911,learned_order_extension,market,4,0.25961880034731716,0.13703252303729785,0.1319243630940501,,
2022-06-30,2021-12-31,20260911,learned_order_extension,vol,1,0.019193548979153752,0.016556991682865754,0.002636557296287999,,
2022-06-30,2021-12-31,20260911,learned_order_extension,order,1,0.08729474513552556,0.061053693488986475,0.02624105164653908,,
2022-06-30,2021-12-31,20260911,learned_order_offset,intercept,1,0.19876247882158887,0.13468354072671931,0.06407893809486956,0.19876247882158887,0.13468354072671931
2022-06-30,2021-12-31,20260911,learned_order_offset,decoded,25,0.6776389191191736,0.6825640861333299,0.5081295079107349,,
2022-06-30,2021-12-31,20260911,learned_order_offset,market,4,0.25861823112601323,0.13677722644618565,0.1313069153361497,,
2022-06-30,2021-12-31,20260911,learned_order_offset,vol,1,0.02257268932995915,0.018238964577000485,0.004333724752958665,,
2022-06-30,2021-12-31,20260911,learned_order_offset,order,1,0.08681728198878805,0.06092598763919871,0.02589129434958934,,
2022-06-30,2021-12-31,20260912,learned_market,intercept,1,0.19406226713917332,0.12944818759219054,0.06461407954698278,0.19406226713917332,0.12944818759219054
2022-06-30,2021-12-31,20260912,learned_market,decoded,25,0.5812908688377295,0.5313181045837232,0.5356216639940908,,
2022-06-30,2021-12-31,20260912,learned_market,market,4,0.0974258952789106,0.06816850040345773,0.08309264481803104,,
2022-06-30,2021-12-31,20260912,learned_market,vol,0,0.0,0.0,0.0,,
2022-06-30,2021-12-31,20260912,learned_market,order,0,0.0,0.0,0.0,,
2022-06-30,2021-12-31,20260912,learned_vol_interaction,intercept,1,0.19564368462911935,0.129510441893375,0.06613324273574436,0.19564368462911935,0.129510441893375
2022-06-30,2021-12-31,20260912,learned_vol_interaction,decoded,25,0.5849067866579268,0.5313727361930629,0.5381501637752827,,
2022-06-30,2021-12-31,20260912,learned_vol_interaction,market,4,0.09892507748779121,0.06821803943792108,0.08394454254770405,,
2022-06-30,2021-12-31,20260912,learned_vol_interaction,vol,1,0.08409794678021239,0.010940574788647016,0.07315737199156537,,
2022-06-30,2021-12-31,20260912,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-06-30,2021-12-31,20260912,learned_order_extension,intercept,1,0.19546660579380293,0.1299370605815314,0.06552954521227153,0.19546660579380293,0.1299370605815314
2022-06-30,2021-12-31,20260912,learned_order_extension,decoded,25,0.5846962719897788,0.5329817734137605,0.5392366610183368,,
2022-06-30,2021-12-31,20260912,learned_order_extension,market,4,0.09933754057721779,0.06927103347083907,0.08428168387814902,,
2022-06-30,2021-12-31,20260912,learned_order_extension,vol,1,0.08417015146827149,0.01149477291655303,0.07267537855171846,,
2022-06-30,2021-12-31,20260912,learned_order_extension,order,1,0.029994655446884143,0.13491167192422682,0.10491701647734267,,
2022-06-30,2021-12-31,20260912,learned_order_offset,intercept,1,0.19564368462911935,0.129510441893375,0.06613324273574436,0.19564368462911935,0.129510441893375
2022-06-30,2021-12-31,20260912,learned_order_offset,decoded,25,0.5849067866579268,0.5313727361930629,0.5381501637752827,,
2022-06-30,2021-12-31,20260912,learned_order_offset,market,4,0.09892507748779121,0.06821803943792108,0.08394454254770405,,
2022-06-30,2021-12-31,20260912,learned_order_offset,vol,1,0.08409794678021239,0.010940574788647016,0.07315737199156537,,
2022-06-30,2021-12-31,20260912,learned_order_offset,order,1,0.02998064840060183,0.13486261906725505,0.10488197066665322,,
2022-09-30,2021-12-31,20260910,learned_market,intercept,1,0.19268639507329677,0.048762808625126164,0.1439235864481706,0.19268639507329677,0.048762808625126164
2022-09-30,2021-12-31,20260910,learned_market,decoded,25,0.5817814757656458,0.5953013446422356,0.555033892744879,,
2022-09-30,2021-12-31,20260910,learned_market,market,4,0.15613052626438104,0.060683830000642265,0.16571781562865767,,
2022-09-30,2021-12-31,20260910,learned_market,vol,0,0.0,0.0,0.0,,
2022-09-30,2021-12-31,20260910,learned_market,order,0,0.0,0.0,0.0,,
2022-09-30,2021-12-31,20260910,learned_vol_interaction,intercept,1,0.1924107960521305,0.048629279620310516,0.14378151643181997,0.1924107960521305,0.048629279620310516
2022-09-30,2021-12-31,20260910,learned_vol_interaction,decoded,25,0.5813419485095488,0.5952429751316366,0.5549118155939011,,
2022-09-30,2021-12-31,20260910,learned_vol_interaction,market,4,0.15573843246562105,0.06075117114531633,0.16548145914414425,,
2022-09-30,2021-12-31,20260910,learned_vol_interaction,vol,1,0.04543298477739106,0.027071182066552638,0.01836180271083842,,
2022-09-30,2021-12-31,20260910,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-09-30,2021-12-31,20260910,learned_order_extension,intercept,1,0.19236311760490146,0.04867634611251613,0.14368677149238535,0.19236311760490146,0.04867634611251613
2022-09-30,2021-12-31,20260910,learned_order_extension,decoded,25,0.5811720118167131,0.6005861012925909,0.5560612016892478,,
2022-09-30,2021-12-31,20260910,learned_order_extension,market,4,0.15585740833346384,0.06122286478548554,0.1666465818474197,,
2022-09-30,2021-12-31,20260910,learned_order_extension,vol,1,0.04577128939884854,0.030958007662605203,0.014813281736243335,,
2022-09-30,2021-12-31,20260910,learned_order_extension,order,1,0.06189530126300764,0.19002793340263263,0.128132632139625,,
2022-09-30,2021-12-31,20260910,learned_order_offset,intercept,1,0.1924107960521305,0.048629279620310516,0.14378151643181997,0.1924107960521305,0.048629279620310516
2022-09-30,2021-12-31,20260910,learned_order_offset,decoded,25,0.5813419485095488,0.5952429751316366,0.5549118155939011,,
2022-09-30,2021-12-31,20260910,learned_order_offset,market,4,0.15573843246562105,0.06075117114531633,0.16548145914414425,,
2022-09-30,2021-12-31,20260910,learned_order_offset,vol,1,0.04543298477739106,0.027071182066552638,0.01836180271083842,,
2022-09-30,2021-12-31,20260910,learned_order_offset,order,1,0.0618551761268933,0.18951794696450341,0.12766277083761013,,
2022-09-30,2021-12-31,20260911,learned_market,intercept,1,0.19884275856498243,0.0515044561677189,0.14733830239726353,0.19884275856498243,0.0515044561677189
2022-09-30,2021-12-31,20260911,learned_market,decoded,25,0.6780926678622197,0.6509796734290724,0.5717776341862143,,
2022-09-30,2021-12-31,20260911,learned_market,market,4,0.2583794747561267,0.12425261387801737,0.1873624212001658,,
2022-09-30,2021-12-31,20260911,learned_market,vol,0,0.0,0.0,0.0,,
2022-09-30,2021-12-31,20260911,learned_market,order,0,0.0,0.0,0.0,,
2022-09-30,2021-12-31,20260911,learned_vol_interaction,intercept,1,0.19876247882158887,0.051434077411083114,0.14732840141050577,0.19876247882158887,0.051434077411083114
2022-09-30,2021-12-31,20260911,learned_vol_interaction,decoded,25,0.6776389191191736,0.6512057098237513,0.570868877082061,,
2022-09-30,2021-12-31,20260911,learned_vol_interaction,market,4,0.25861823112601323,0.12413909538551507,0.18724868322308796,,
2022-09-30,2021-12-31,20260911,learned_vol_interaction,vol,1,0.02257268932995915,0.030026942748877065,0.052599632078836216,,
2022-09-30,2021-12-31,20260911,learned_vol_interaction,order,0,0.0,0.0,0.0,,
2022-09-30,2021-12-31,20260911,learned_order_extension,intercept,1,0.19946202088555046,0.05147261788967894,0.14798940299587152,0.19946202088555046,0.05147261788967894
2022-09-30,2021-12-31,20260911,learned_order_extension,decoded,25,0.6807231715375214,0.6512613655403439,0.57144559594152,,
2022-09-30,2021-12-31,20260911,learned_order_extension,market,4,0.25961880034731716,0.12411679417936551,0.18813420197939126,,
2022-09-30,2021-12-31,20260911,learned_order_extension,vol,1,0.019193548979153752,0.02977726437128876,0.04897081335044251,,
2022-09-30,2021-12-31,20260911,learned_order_extension,order,1,0.08729474513552556,0.014855598175829965,0.10215034331135552,,
2022-09-30,2021-12-31,20260911,learned_order_offset,intercept,1,0.19876247882158887,0.051434077411083114,0.14732840141050577,0.19876247882158887,0.051434077411083114
2022-09-30,2021-12-31,20260911,learned_order_offset,decoded,25,0.6776389191191736,0.6512057098237513,0.570868877082061,,
2022-09-30,2021-12-31,20260911,learned_order_offset,market,4,0.25861823112601323,0.12413909538551507,0.18724868322308796,,
2022-09-30,2021-12-31,20260911,learned_order_offset,vol,1,0.02257268932995915,0.030026942748877065,0.052599632078836216,,
2022-09-30,2021-12-31,20260911,learned_order_offset,order,1,0.08681728198878805,0.014846629592916905,0.10166391158170496,,
2022-09-30,2021-12-31,20260912,learned_market,intercept,1,0.19406226713917332,0.04880188536702209,0.14526038177215123,0.19406226713917332,0.04880188536702209
2022-09-30,2021-12-31,20260912,learned_market,decoded,25,0.5812908688377295,0.7286825501430767,0.6993382181413181,,
2022-09-30,2021-12-31,20260912,learned_market,market,4,0.0974258952789106,0.04277631124290232,0.13799068803456382,,
2022-09-30,2021-12-31,20260912,learned_market,vol,0,0.0,0.0,0.0,,
2022-09-30,2021-12-31,20260912,learned_market,order,0,0.0,0.0,0.0,,
2022-09-30,2021-12-31,20260912,learned_vol_interaction,intercept,1,0.19564368462911935,0.048881069162923826,0.1467626154661955,0.19564368462911935,0.048881069162923826
2022-09-30,2021-12-31,20260912,learned_vol_interaction,decoded,25,0.5849067866579268,0.7289454759419945,0.7021866287739266,,
