method,date,year,row_index,joint_completed,head_cutoff,encoder_cutoff,actual_up,actual,old_probability,new_probability,probability_change,old_up,new_up,old_correct,new_correct,case,old_margin,new_margin,brier_change,p_intercept,coef_intercept,transform_intercept,signed_intercept,p_decoded,coef_decoded,transform_decoded,signed_decoded,p_market,coef_market,transform_market,signed_market,p_vol,coef_vol,transform_vol,signed_vol,p_order,coef_order,transform_order,signed_order,signed_probability_change,dominant_adverse_group,dominant_ties
learned_market,2026-01-09,2026,3630,2026-01-19,2025-12-31,2025-12-31,0,-0.0103697336282536,0.5247528297004517,0.5247528297004517,0.0,1,1,False,False,stable_wrong,0.024752829700451673,0.024752829700451673,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,none,0
learned_market,2026-01-16,2026,3635,2026-01-26,2025-12-31,2025-12-31,0,-0.0010190267764643,0.5358343724082923,0.5358343724082923,0.0,1,1,False,False,stable_wrong,0.03583437240829235,0.03583437240829235,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,none,0
learned_market,2026-01-23,2026,3640,2026-02-02,2025-12-31,2025-12-31,0,-0.0087161586128796,0.4292369877583089,0.4292369877583089,0.0,0,0,True,True,stable_correct,-0.07076301224169113,-0.07076301224169113,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,none,0
learned_market,2026-01-30,2026,3645,2026-02-09,2025-12-31,2025-12-31,1,0.0041482324550519,0.4591640849676522,0.4591640849676522,0.0,0,0,False,False,stable_wrong,-0.04083591503234779,-0.04083591503234779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0
learned_market,2026-02-06,2026,3650,2026-02-24,2025-12-31,2025-12-31,1,0.0071649689901505,0.5097015271695778,0.5097015271695778,0.0,1,1,True,True,stable_correct,0.00970152716957784,0.00970152716957784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0
learned_market,2026-02-13,2026,3655,2026-03-02,2025-12-31,2025-12-31,0,-0.0097920588919678,0.4571590483811076,0.4571590483811076,0.0,0,0,True,True,stable_correct,-0.0428409516188924,-0.0428409516188924,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,none,0
learned_market,2026-02-27,2026,3659,2026-03-09,2025-12-31,2025-12-31,0,-0.0172526869201304,0.5114368929840101,0.5114368929840101,0.0,1,1,False,False,stable_wrong,0.011436892984010072,0.011436892984010072,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,none,0
learned_market,2026-03-06,2026,3664,2026-03-16,2025-12-31,2025-12-31,1,0.0149926634422041,0.5049060459412255,0.5049060459412255,0.0,1,1,True,True,stable_correct,0.0049060459412254565,0.0049060459412254565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0
learned_market,2026-03-13,2026,3669,2026-03-23,2025-12-31,2025-12-31,0,-0.0364343509194254,0.45966722009852146,0.45966722009852146,0.0,0,0,True,True,stable_correct,-0.040332779901478544,-0.040332779901478544,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,none,0
learned_market,2026-03-20,2026,3674,2026-03-30,2025-12-31,2025-12-31,0,-0.0083038829988221,0.4489633359737127,0.4489633359737127,0.0,0,0,True,True,stable_correct,-0.051036664026287315,-0.051036664026287315,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,none,0
learned_market,2026-03-27,2026,3679,2026-04-07,2025-12-31,2025-12-31,0,-0.0035591495694504,0.4655463624095211,0.4655463624095211,0.0,0,0,True,True,stable_correct,-0.034453637590478925,-0.034453637590478925,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,none,0
learned_market,2026-04-03,2026,3684,2026-04-13,2026-03-31,2025-12-31,1,0.0380736235508991,0.4764559743529441,0.47521840505126994,-0.0012375693016741796,0,0,False,False,stable_wrong,-0.023544025647055877,-0.024781594948730057,0.0012973756062079067,-4.450192620372777e-05,-4.450192620372777e-05,0.0,-4.450192620372777e-05,-0.008100266418917045,-0.004302725445294711,-0.00379754097362232,-0.008100266418917045,0.006907199043446573,0.004219823560142735,0.0026873754833038398,0.006907199043446573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012375693016741796,decoded,1
learned_market,2026-04-10,2026,3688,2026-04-20,2026-03-31,2025-12-31,1,0.0242766725964382,0.4497645036249702,0.4428421611534829,-0.006922342471487319,0,0,False,False,stable_wrong,-0.050235496375029776,-0.057157838846517095,0.0076657559170460465,-4.512033116861763e-05,-4.512033116861763e-05,0.0,-4.512033116861763e-05,-0.01267923975066722,-0.009353188146402309,-0.0033260516042648847,-0.01267923975066722,0.005802017610348466,0.002305373579673467,0.0034966440306749996,0.005802017610348466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006922342471487319,decoded,1
learned_market,2026-04-17,2026,3693,2026-04-27,2026-03-31,2025-12-31,1,0.010401572188011,0.4763881806082888,0.4648886203243768,-0.011499560283912025,0,0,False,False,stable_wrong,-0.023611819391711197,-0.03511137967562322,0.012174851251651075,-4.4087827896766984e-05,-4.4087827896766984e-05,0.0,-4.4087827896766984e-05,-0.014571444673838049,-0.013254266277804044,-0.0013171783960339916,-0.014571444673838049,0.0031159722178227774,-0.0009056299986487834,0.004021602216471564,0.0031159722178227774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011499560283912025,decoded,1
learned_market,2026-04-24,2026,3698,2026-05-11,2026-03-31,2025-12-31,1,0.0263674696524953,0.46275428395762463,0.45853572557939487,-0.004218558378229764,0,0,False,False,stable_wrong,-0.037245716042375365,-0.04146427442060513,0.0045506010679476905,-4.4267835402720594e-05,-4.4267835402720594e-05,0.0,-4.4267835402720594e-05,-0.0029943722848151505,-0.0016872353640077135,-0.001307136920807434,-0.0029943722848151505,-0.0011799182580118966,-0.00478820218962074,0.003608283931608843,-0.0011799182580118966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004218558378229764,decoded,1
learned_market,2026-05-08,2026,3705,2026-05-18,2026-03-31,2025-12-31,0,-0.0134529239455926,0.5509925651699676,0.5427804468785296,-0.008212118291438086,1,1,False,False,stable_wrong,0.05099256516996764,0.042780446878529554,-0.008982193358924806,-4.449419691990013e-05,-4.449419691990013e-05,0.0,4.449419691990013e-05,0.004664001732382617,0.006103796937687066,-0.0014397952053044527,-0.004664001732382617,-0.012831625826900802,-0.016431330281413265,0.003599704454512459,0.012831625826900802,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.008212118291438086,decoded,1
learned_market,2026-05-15,2026,3710,2026-05-25,2026-03-31,2025-12-31,1,0.0076235492615268,0.6068105774736267,0.6002695551745829,-0.006541022299043742,1,1,True,True,stable_correct,0.10681057747362666,0.10026955517458291,0.005186506533702867,-4.451149158962293e-05,-4.451149158962293e-05,0.0,-4.451149158962293e-05,-0.0024434050606311846,-0.00030583806644483093,-0.002137566994186352,-0.0024434050606311846,-0.004053105746822987,-0.007522639591433321,0.003469533844610332,-0.004053105746822987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006541022299043742,market,1
learned_market,2026-05-22,2026,3715,2026-06-01,2026-03-31,2025-12-31,1,0.005068538126898,0.47476764013923195,0.46517640672401656,-0.009591233415215394,0,0,False,False,stable_wrong,-0.02523235986076805,-0.034823593275983444,0.010167244079723303,-4.5008333133320104e-05,-4.5008333133320104e-05,0.0,-4.5008333133320104e-05,-0.008997547963629303,-0.005896976947296362,-0.0031005710163329384,-0.008997547963629303,-0.0005486771184528254,-0.004259066318195626,0.0037103891997428014,-0.0005486771184528254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009591233415215394,decoded,1
learned_market,2026-05-29,2026,3720,2026-06-08,2026-03-31,2025-12-31,0,-0.039635353927193,0.47069934366443983,0.47380397762483634,0.003104633960396508,0,0,True,True,stable_correct,-0.02930065633556017,-0.026196022375163663,0.0029323370869819843,-4.5134683594675805e-05,-4.5134683594675805e-05,0.0,4.5134683594675805e-05,0.002602629823891154,0.004895036585526325,-0.002292406761635179,-0.002602629823891154,0.0005471388200999362,-0.003213703862600043,0.0037608426826999824,-0.0005471388200999362,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.003104633960396508,decoded,1
