method,seed,row_index,date,head_cutoff,encoder_cutoff,group,old_term,new_term,delta_logit,coefficient_delta_logit,transform_delta_logit,old_logit,new_logit,old_probability,new_probability,secant_weight,probability_contribution,coefficient_probability_contribution,transform_probability_contribution
learned_market,20260910,2418,2021-01-08,2020-12-31,2020-12-31,intercept,0.2441796569335598,0.2441796569335598,0.0,0.0,0.0,0.2121398600686648,0.2121398600686648,0.5528369602637446,0.5528369602637446,0.24720825563008747,0.0,0.0,0.0
learned_market,20260910,2418,2021-01-08,2020-12-31,2020-12-31,decoded,0.07878487524187416,0.07878487524187416,0.0,0.0,0.0,0.2121398600686648,0.2121398600686648,0.5528369602637446,0.5528369602637446,0.24720825563008747,0.0,0.0,0.0
learned_market,20260910,2418,2021-01-08,2020-12-31,2020-12-31,market,-0.11082467210676918,-0.11082467210676918,0.0,0.0,0.0,0.2121398600686648,0.2121398600686648,0.5528369602637446,0.5528369602637446,0.24720825563008747,0.0,0.0,0.0
learned_market,20260910,2418,2021-01-08,2020-12-31,2020-12-31,vol,0.0,0.0,0.0,0.0,0.0,0.2121398600686648,0.2121398600686648,0.5528369602637446,0.5528369602637446,0.24720825563008747,0.0,0.0,0.0
learned_market,20260910,2418,2021-01-08,2020-12-31,2020-12-31,order,0.0,0.0,0.0,0.0,0.0,0.2121398600686648,0.2121398600686648,0.5528369602637446,0.5528369602637446,0.24720825563008747,0.0,0.0,0.0
learned_market,20260910,2423,2021-01-15,2020-12-31,2020-12-31,intercept,0.2441796569335598,0.2441796569335598,0.0,0.0,0.0,-0.013033535976633454,-0.013033535976633454,0.4967416621310297,0.4967416621310297,0.24998938323433167,0.0,0.0,0.0
learned_market,20260910,2423,2021-01-15,2020-12-31,2020-12-31,decoded,-0.10896216616499335,-0.10896216616499335,0.0,0.0,0.0,-0.013033535976633454,-0.013033535976633454,0.4967416621310297,0.4967416621310297,0.24998938323433167,0.0,0.0,0.0
learned_market,20260910,2423,2021-01-15,2020-12-31,2020-12-31,market,-0.1482510267451999,-0.1482510267451999,0.0,0.0,0.0,-0.013033535976633454,-0.013033535976633454,0.4967416621310297,0.4967416621310297,0.24998938323433167,0.0,0.0,0.0
learned_market,20260910,2423,2021-01-15,2020-12-31,2020-12-31,vol,0.0,0.0,0.0,0.0,0.0,-0.013033535976633454,-0.013033535976633454,0.4967416621310297,0.4967416621310297,0.24998938323433167,0.0,0.0,0.0
learned_market,20260910,2423,2021-01-15,2020-12-31,2020-12-31,order,0.0,0.0,0.0,0.0,0.0,-0.013033535976633454,-0.013033535976633454,0.4967416621310297,0.4967416621310297,0.24998938323433167,0.0,0.0,0.0
learned_market,20260910,2428,2021-01-22,2020-12-31,2020-12-31,intercept,0.2441796569335598,0.2441796569335598,0.0,0.0,0.0,-0.43319480465385807,-0.43319480465385807,0.39336370032205925,0.39336370032205925,0.23862869959099642,0.0,0.0,0.0
learned_market,20260910,2428,2021-01-22,2020-12-31,2020-12-31,decoded,-0.5189536130164702,-0.5189536130164702,0.0,0.0,0.0,-0.43319480465385807,-0.43319480465385807,0.39336370032205925,0.39336370032205925,0.23862869959099642,0.0,0.0,0.0
learned_market,20260910,2428,2021-01-22,2020-12-31,2020-12-31,market,-0.1584208485709476,-0.1584208485709476,0.0,0.0,0.0,-0.43319480465385807,-0.43319480465385807,0.39336370032205925,0.39336370032205925,0.23862869959099642,0.0,0.0,0.0
learned_market,20260910,2428,2021-01-22,2020-12-31,2020-12-31,vol,0.0,0.0,0.0,0.0,0.0,-0.43319480465385807,-0.43319480465385807,0.39336370032205925,0.39336370032205925,0.23862869959099642,0.0,0.0,0.0
learned_market,20260910,2428,2021-01-22,2020-12-31,2020-12-31,order,0.0,0.0,0.0,0.0,0.0,-0.43319480465385807,-0.43319480465385807,0.39336370032205925,0.39336370032205925,0.23862869959099642,0.0,0.0,0.0
learned_market,20260910,2433,2021-01-29,2020-12-31,2020-12-31,intercept,0.2441796569335598,0.2441796569335598,0.0,0.0,0.0,-0.27632576788155094,-0.27632576788155094,0.43135479223752626,0.43135479223752626,0.24528783545124683,0.0,0.0,0.0
learned_market,20260910,2433,2021-01-29,2020-12-31,2020-12-31,decoded,-0.4132666325068801,-0.4132666325068801,0.0,0.0,0.0,-0.27632576788155094,-0.27632576788155094,0.43135479223752626,0.43135479223752626,0.24528783545124683,0.0,0.0,0.0
learned_market,20260910,2433,2021-01-29,2020-12-31,2020-12-31,market,-0.10723879230823066,-0.10723879230823066,0.0,0.0,0.0,-0.27632576788155094,-0.27632576788155094,0.43135479223752626,0.43135479223752626,0.24528783545124683,0.0,0.0,0.0
