head_cutoff,encoder_cutoff,seed,group,parameter,dimensions,old_norm,new_norm,delta_norm,maximum_absolute_change,maximum_abs_log_ratio
2021-12-31,2021-12-31,20260911,order,ray,25,0.6780926678622197,0.6780926678622197,0.0,0.0,
2021-12-31,2021-12-31,20260911,order,projection,31,0.37339169612860523,0.37339169612860523,0.0,0.0,
2021-12-31,2021-12-31,20260911,order,residual_mean,1,1.760221475871429e-17,1.760221475871429e-17,0.0,0.0,
2021-12-31,2021-12-31,20260911,order,residual_sd,1,0.05262202616019654,0.05262202616019654,0.0,0.0,0.0
2021-12-31,2021-12-31,20260912,rep,lower,25,4.083456749168084,4.083456749168084,0.0,0.0,
2021-12-31,2021-12-31,20260912,rep,upper,25,2.6452763686715115,2.6452763686715115,0.0,0.0,
2021-12-31,2021-12-31,20260912,rep,mean,25,2.5925466228198726,2.5925466228198726,0.0,0.0,
2021-12-31,2021-12-31,20260912,rep,sd,25,1.137030500877968,1.137030500877968,0.0,0.0,0.0
2021-12-31,2021-12-31,20260912,market,lower,4,1.6656101670902737,1.6656101670902737,0.0,0.0,
2021-12-31,2021-12-31,20260912,market,upper,4,2.842838851152592,2.842838851152592,0.0,0.0,
2021-12-31,2021-12-31,20260912,market,mean,4,0.31609000182030417,0.31609000182030417,0.0,0.0,
2021-12-31,2021-12-31,20260912,market,sd,4,1.0006438062121652,1.0006438062121652,0.0,0.0,0.0
2021-12-31,2021-12-31,20260912,vol,ray,25,0.5812908688377295,0.5812908688377295,0.0,0.0,
2021-12-31,2021-12-31,20260912,vol,projection,30,2.466636406488466,2.466636406488466,0.0,0.0,
2021-12-31,2021-12-31,20260912,vol,residual_mean,1,1.760221475871429e-17,1.760221475871429e-17,0.0,0.0,
2021-12-31,2021-12-31,20260912,vol,residual_sd,1,0.4189798725433605,0.4189798725433605,0.0,0.0,0.0
2021-12-31,2021-12-31,20260912,order,ray,25,0.5812908688377295,0.5812908688377295,0.0,0.0,
2021-12-31,2021-12-31,20260912,order,projection,31,0.14460460436672298,0.14460460436672298,0.0,0.0,
2021-12-31,2021-12-31,20260912,order,residual_mean,1,1.3164989788288397e-16,1.3164989788288397e-16,0.0,0.0,
2021-12-31,2021-12-31,20260912,order,residual_sd,1,0.03508171650660351,0.03508171650660351,0.0,0.0,0.0
2022-03-31,2021-12-31,20260910,rep,lower,25,5.104994350482741,5.105358937119269,0.01758221251097817,0.014302986860275257,
2022-03-31,2021-12-31,20260910,rep,upper,25,6.110164896303831,6.110292039545005,0.00021856506702189462,0.00012123107910144704,
2022-03-31,2021-12-31,20260910,rep,mean,25,2.695506687670332,2.635069116008805,0.12186914187655358,0.0452948269889456,
2022-03-31,2021-12-31,20260910,rep,sd,25,2.696220678435345,2.7540565777755517,0.061248069042319345,0.023344661333218997,0.032226406837596054
2022-03-31,2021-12-31,20260910,market,lower,4,1.6656101670902737,1.762923856836052,0.11121452463622003,0.11113889427409052,
2022-03-31,2021-12-31,20260910,market,upper,4,2.842838851152592,2.8436967741967125,0.0009165737042330209,0.0009165546243812273,
2022-03-31,2021-12-31,20260910,market,mean,4,0.31609000182030417,0.27010516845491805,0.04615324248148299,0.04613005937405057,
2022-03-31,2021-12-31,20260910,market,sd,4,1.0006438062121652,1.0267423662304114,0.030161058033958577,0.029825955815059535,0.037846671546317635
2022-03-31,2021-12-31,20260910,vol,ray,25,0.5817814757656458,0.5320527946869216,0.2727681719007474,0.09766588749660005,
2022-03-31,2021-12-31,20260910,vol,projection,30,2.4241722478353154,2.4831720027854227,1.2574513142335637,0.6002072693942921,
2022-03-31,2021-12-31,20260910,vol,residual_mean,1,4.63524988646143e-16,8.808381021819424e-18,4.547166076243235e-16,4.547166076243235e-16,
2022-03-31,2021-12-31,20260910,vol,residual_sd,1,0.3748641130343809,0.34612695816680294,0.02873715486757794,0.02873715486757794,0.07975795618571851
2022-03-31,2021-12-31,20260910,order,ray,25,0.5817814757656458,0.5320527946869216,0.2727681719007474,0.09766588749660005,
2022-03-31,2021-12-31,20260910,order,projection,31,0.40251187575518027,0.39664610542060835,0.18695686313802626,0.10307584572421927,
2022-03-31,2021-12-31,20260910,order,residual_mean,1,3.190401425016965e-17,1.101047627727428e-17,4.291449052744393e-17,4.291449052744393e-17,
2022-03-31,2021-12-31,20260910,order,residual_sd,1,0.04404247266598255,0.03763671767253365,0.006405754993448906,0.006405754993448906,0.15717434844992587
2022-03-31,2021-12-31,20260911,rep,lower,25,8.97924127850898,8.984154042186141,0.010071793226495446,0.00758986234664949,
2022-03-31,2021-12-31,20260911,rep,upper,25,3.99803830704536,4.011471872904113,0.02943181252147557,0.01929831981658947,
2022-03-31,2021-12-31,20260911,rep,mean,25,2.3794155221515934,2.387632891925215,0.08532430966772847,0.03973217966410747,
2022-03-31,2021-12-31,20260911,rep,sd,25,4.198708164045132,4.222676707587306,0.04411490684138494,0.023675460073368848,0.025470350698144326
2022-03-31,2021-12-31,20260911,market,lower,4,1.6656101670902737,1.762923856836052,0.11121452463622003,0.11113889427409052,
2022-03-31,2021-12-31,20260911,market,upper,4,2.842838851152592,2.8436967741967125,0.0009165737042330209,0.0009165546243812273,
2022-03-31,2021-12-31,20260911,market,mean,4,0.31609000182030417,0.27010516845491805,0.04615324248148299,0.04613005937405057,
2022-03-31,2021-12-31,20260911,market,sd,4,1.0006438062121652,1.0267423662304114,0.030161058033958577,0.029825955815059535,0.037846671546317635
2022-03-31,2021-12-31,20260911,vol,ray,25,0.6780926678622197,0.6856050172124738,0.3047618591201554,0.1326520903040504,
2022-03-31,2021-12-31,20260911,vol,projection,30,3.490063600595831,3.1349860712252333,1.2807016318934576,0.5561972988433174,
2022-03-31,2021-12-31,20260911,vol,residual_mean,1,5.104642280027144e-16,6.606285766364568e-17,5.7652708566636e-16,5.7652708566636e-16,
2022-03-31,2021-12-31,20260911,vol,residual_sd,1,0.454256139919461,0.4108162718323058,0.04343986808715522,0.04343986808715522,0.10051513641574589
2022-03-31,2021-12-31,20260911,order,ray,25,0.6780926678622197,0.6856050172124738,0.3047618591201554,0.1326520903040504,
2022-03-31,2021-12-31,20260911,order,projection,31,0.37339169612860523,0.3153681750742832,0.08344755898544895,0.05335943715992317,
2022-03-31,2021-12-31,20260911,order,residual_mean,1,1.760221475871429e-17,1.651571441591142e-17,3.411792917462571e-17,3.411792917462571e-17,
2022-03-31,2021-12-31,20260911,order,residual_sd,1,0.05262202616019654,0.04722257780067676,0.005399448359519776,0.005399448359519776,0.10826265892924357
2022-03-31,2021-12-31,20260912,rep,lower,25,4.083456749168084,4.154646580501953,0.12625807346078038,0.09661137461662284,
2022-03-31,2021-12-31,20260912,rep,upper,25,2.6452763686715115,2.6335341876871836,0.09797461405489424,0.06089008837938248,
2022-03-31,2021-12-31,20260912,rep,mean,25,2.5925466228198726,2.5950133149082877,0.04997176808606538,0.020639064588734157,
2022-03-31,2021-12-31,20260912,rep,sd,25,1.137030500877968,1.1739197355785211,0.04403556409119778,0.020389649970215806,0.06283764661227256
2022-03-31,2021-12-31,20260912,market,lower,4,1.6656101670902737,1.762923856836052,0.11121452463622003,0.11113889427409052,
2022-03-31,2021-12-31,20260912,market,upper,4,2.842838851152592,2.8436967741967125,0.0009165737042330209,0.0009165546243812273,
2022-03-31,2021-12-31,20260912,market,mean,4,0.31609000182030417,0.27010516845491805,0.04615324248148299,0.04613005937405057,
2022-03-31,2021-12-31,20260912,market,sd,4,1.0006438062121652,1.0267423662304114,0.030161058033958577,0.029825955815059535,0.037846671546317635
2022-03-31,2021-12-31,20260912,vol,ray,25,0.5812908688377295,0.5173234469264172,0.33968735140417455,0.14106351921064908,
2022-03-31,2021-12-31,20260912,vol,projection,30,2.466636406488466,1.947822550429043,0.9913827003995203,0.45363651487293344,
2022-03-31,2021-12-31,20260912,vol,residual_mean,1,1.760221475871429e-17,1.409340963491108e-16,1.233318815903965e-16,1.233318815903965e-16,
2022-03-31,2021-12-31,20260912,vol,residual_sd,1,0.4189798725433605,0.3120534428752364,0.1069264296681241,0.1069264296681241,0.2946484174713833
2022-03-31,2021-12-31,20260912,order,ray,25,0.5812908688377295,0.5173234469264172,0.33968735140417455,0.14106351921064908,
2022-03-31,2021-12-31,20260912,order,projection,31,0.14460460436672298,0.13134650432229292,0.04660634114385053,0.019665763656410828,
2022-03-31,2021-12-31,20260912,order,residual_mean,1,1.3164989788288397e-16,4.697803211637026e-17,1.7862792999925421e-16,1.7862792999925421e-16,
2022-03-31,2021-12-31,20260912,order,residual_sd,1,0.03508171650660351,0.027796523945260054,0.007285192561343454,0.007285192561343454,0.23276912257154408
2022-06-30,2021-12-31,20260910,rep,lower,25,5.104994350482741,5.105544102741518,0.01752576438288105,0.01424293160438539,
2022-06-30,2021-12-31,20260910,rep,upper,25,6.110164896303831,6.11034023297065,0.001261302294308624,0.0011831378936768555,
2022-06-30,2021-12-31,20260910,rep,mean,25,2.695506687670332,2.638524431205318,0.11745268525042697,0.04640619508884458,
2022-06-30,2021-12-31,20260910,rep,sd,25,2.696220678435345,2.7651474410296317,0.07182236034927122,0.029410562659975437,0.04033605125787076
2022-06-30,2021-12-31,20260910,market,lower,4,1.6656101670902737,1.8042532469342218,0.15701007378713255,0.156957726844827,
2022-06-30,2021-12-31,20260910,market,upper,4,2.842838851152592,2.844554733828425,0.0018331474084664861,0.0018331092487628986,
2022-06-30,2021-12-31,20260910,market,mean,4,0.31609000182030417,0.19797956189563515,0.11860226994666377,0.11858215195380331,
2022-06-30,2021-12-31,20260910,market,sd,4,1.0006438062121652,1.0590031108038587,0.06477115889097027,0.06456816439488633,0.0672638602617928
2022-06-30,2021-12-31,20260910,vol,ray,25,0.5817814757656458,0.5640871457036893,0.41228153047982724,0.1967661088285601,
2022-06-30,2021-12-31,20260910,vol,projection,30,2.4241722478353154,2.6867687966027236,1.4292548049832228,0.8229698379443002,
2022-06-30,2021-12-31,20260910,vol,residual_mean,1,4.63524988646143e-16,2.439001119441204e-16,2.196248767020226e-16,2.196248767020226e-16,
2022-06-30,2021-12-31,20260910,vol,residual_sd,1,0.3748641130343809,0.32327603452117093,0.051588078513209956,0.051588078513209956,0.14805704075446016
2022-06-30,2021-12-31,20260910,order,ray,25,0.5817814757656458,0.5640871457036893,0.41228153047982724,0.1967661088285601,
2022-06-30,2021-12-31,20260910,order,projection,31,0.40251187575518027,0.3566343869634708,0.19072121921383547,0.10375366412430201,
2022-06-30,2021-12-31,20260910,order,residual_mean,1,3.190401425016965e-17,5.142472239785671e-18,3.704648648995532e-17,3.704648648995532e-17,
2022-06-30,2021-12-31,20260910,order,residual_sd,1,0.04404247266598255,0.034500602631728765,0.009541870034253788,0.009541870034253788,0.24417766471966829
2022-06-30,2021-12-31,20260911,rep,lower,25,8.97924127850898,8.997196052782279,0.05019235966203755,0.03766915321350095,
2022-06-30,2021-12-31,20260911,rep,upper,25,3.99803830704536,4.011637562544188,0.02951042358025629,0.019320372343063386,
2022-06-30,2021-12-31,20260911,rep,mean,25,2.3794155221515934,2.3654270553642354,0.25048169991405606,0.10039624362315192,
2022-06-30,2021-12-31,20260911,rep,sd,25,4.198708164045132,4.227479415209454,0.07592430016503664,0.034097493150211156,0.04741971512796748
2022-06-30,2021-12-31,20260911,market,lower,4,1.6656101670902737,1.8042532469342218,0.15701007378713255,0.156957726844827,
2022-06-30,2021-12-31,20260911,market,upper,4,2.842838851152592,2.844554733828425,0.0018331474084664861,0.0018331092487628986,
2022-06-30,2021-12-31,20260911,market,mean,4,0.31609000182030417,0.19797956189563515,0.11860226994666377,0.11858215195380331,
2022-06-30,2021-12-31,20260911,market,sd,4,1.0006438062121652,1.0590031108038587,0.06477115889097027,0.06456816439488633,0.0672638602617928
2022-06-30,2021-12-31,20260911,vol,ray,25,0.6780926678622197,0.6826977803576799,0.5083188357618481,0.222443874945563,
2022-06-30,2021-12-31,20260911,vol,projection,30,3.490063600595831,3.090006076232594,1.7092088699794707,1.062114749884438,
2022-06-30,2021-12-31,20260911,vol,residual_mean,1,5.104642280027144e-16,2.3361516746454905e-16,2.768490605381653e-16,2.768490605381653e-16,
2022-06-30,2021-12-31,20260911,vol,residual_sd,1,0.454256139919461,0.3751207343398868,0.07913540557957421,0.07913540557957421,0.19141329140086522
2022-06-30,2021-12-31,20260911,order,ray,25,0.6780926678622197,0.6826977803576799,0.5083188357618481,0.222443874945563,
2022-06-30,2021-12-31,20260911,order,projection,31,0.37339169612860523,0.34180496196531807,0.1219882047698107,0.045500314747865034,
2022-06-30,2021-12-31,20260911,order,residual_mean,1,1.760221475871429e-17,3.20486216372357e-17,1.4446406878521413e-17,1.4446406878521413e-17,
2022-06-30,2021-12-31,20260911,order,residual_sd,1,0.05262202616019654,0.040872684213139894,0.011749341947056645,0.011749341947056645,0.25267280810935966
2022-06-30,2021-12-31,20260912,rep,lower,25,4.083456749168084,4.155574381950377,0.12899099962714583,0.09661606550216661,
2022-06-30,2021-12-31,20260912,rep,upper,25,2.6452763686715115,2.641597125197378,0.09883856977618234,0.0609173613786691,
2022-06-30,2021-12-31,20260912,rep,mean,25,2.5925466228198726,2.5942986686576957,0.04770086147390466,0.025365759050797576,
2022-06-30,2021-12-31,20260912,rep,sd,25,1.137030500877968,1.1765783998471877,0.048154478085352524,0.02536855049697556,0.07760016443830835
2022-06-30,2021-12-31,20260912,market,lower,4,1.6656101670902737,1.8042532469342218,0.15701007378713255,0.156957726844827,
2022-06-30,2021-12-31,20260912,market,upper,4,2.842838851152592,2.844554733828425,0.0018331474084664861,0.0018331092487628986,
2022-06-30,2021-12-31,20260912,market,mean,4,0.31609000182030417,0.19797956189563515,0.11860226994666377,0.11858215195380331,
2022-06-30,2021-12-31,20260912,market,sd,4,1.0006438062121652,1.0590031108038587,0.06477115889097027,0.06456816439488633,0.0672638602617928
2022-06-30,2021-12-31,20260912,vol,ray,25,0.5812908688377295,0.5313181045837232,0.5356216639940908,0.22036813897196003,
2022-06-30,2021-12-31,20260912,vol,projection,30,2.466636406488466,1.1886903466062912,1.7051188296731195,0.6408415234827339,
2022-06-30,2021-12-31,20260912,vol,residual_mean,1,1.760221475871429e-17,2.644700009032631e-17,4.4049214849040596e-17,4.4049214849040596e-17,
2022-06-30,2021-12-31,20260912,vol,residual_sd,1,0.4189798725433605,0.21447883386396355,0.20450103867939695,0.20450103867939695,0.6696118250046403
2022-06-30,2021-12-31,20260912,order,ray,25,0.5812908688377295,0.5313181045837232,0.5356216639940908,0.22036813897196003,
2022-06-30,2021-12-31,20260912,order,projection,31,0.14460460436672298,0.07730251375621187,0.10220459630584003,0.058038055398763104,
2022-06-30,2021-12-31,20260912,order,residual_mean,1,1.3164989788288397e-16,1.2764350738039434e-17,1.1888554714484452e-16,1.1888554714484452e-16,
2022-06-30,2021-12-31,20260912,order,residual_sd,1,0.03508171650660351,0.019266623106332738,0.01581509340027077,0.01581509340027077,0.5993058714192745
2022-09-30,2021-12-31,20260910,rep,lower,25,5.104994350482741,5.105103190996046,0.020173633556544963,0.01424293160438539,
2022-09-30,2021-12-31,20260910,rep,upper,25,6.110164896303831,6.110265592952532,0.0023422832410131987,0.0023011350631714778,
2022-09-30,2021-12-31,20260910,rep,mean,25,2.695506687670332,2.603420503652579,0.20949625046182221,0.07896243965463645,
2022-09-30,2021-12-31,20260910,rep,sd,25,2.696220678435345,2.775666980186989,0.08478038317858434,0.033954825617706796,0.05469347447698553
2022-09-30,2021-12-31,20260910,market,lower,4,1.6656101670902737,1.8605432488201137,0.21712790638069773,0.2171277844938393,
2022-09-30,2021-12-31,20260910,market,upper,4,2.842838851152592,2.844554733828425,0.0018331474084664861,0.0018331092487628986,
2022-09-30,2021-12-31,20260910,market,mean,4,0.31609000182030417,0.12966220425280903,0.1875269331524681,0.1873580729623583,
2022-09-30,2021-12-31,20260910,market,sd,4,1.0006438062121652,1.0296903203289172,0.03366671942076658,0.03326102604134551,0.07659731235128518
2022-09-30,2021-12-31,20260910,vol,ray,25,0.5817814757656458,0.5953013446422356,0.555033892744879,0.2368013960363365,
2022-09-30,2021-12-31,20260910,vol,projection,30,2.4241722478353154,2.4420776612740553,1.4490817213834641,0.9814995227127996,
2022-09-30,2021-12-31,20260910,vol,residual_mean,1,4.63524988646143e-16,1.5280488941077425e-16,6.163298780569172e-16,6.163298780569172e-16,
2022-09-30,2021-12-31,20260910,vol,residual_sd,1,0.3748641130343809,0.2803187373678279,0.09454537566655297,0.09454537566655297,0.2906362915736253
2022-09-30,2021-12-31,20260910,order,ray,25,0.5817814757656458,0.5953013446422356,0.555033892744879,0.2368013960363365,
2022-09-30,2021-12-31,20260910,order,projection,31,0.40251187575518027,0.3534159380283814,0.2180787478264164,0.10633426981875661,
2022-09-30,2021-12-31,20260910,order,residual_mean,1,3.190401425016965e-17,3.214045149866045e-17,2.364372484907986e-19,2.364372484907986e-19,
2022-09-30,2021-12-31,20260910,order,residual_sd,1,0.04404247266598255,0.03232289958859219,0.011719573077390362,0.011719573077390362,0.30937851156845125
2022-09-30,2021-12-31,20260911,rep,lower,25,8.97924127850898,8.998044128772895,0.05024674820576198,0.03766915321350095,
2022-09-30,2021-12-31,20260911,rep,upper,25,3.99803830704536,4.015534104667014,0.030805436004724795,0.019320372343063386,
2022-09-30,2021-12-31,20260911,rep,mean,25,2.3794155221515934,2.2817901901823068,0.32208529902669014,0.14373313199397675,
2022-09-30,2021-12-31,20260911,rep,sd,25,4.198708164045132,4.260272591439724,0.12753966877089745,0.06672471615721665,0.0720675921747344
2022-09-30,2021-12-31,20260911,market,lower,4,1.6656101670902737,1.8605432488201137,0.21712790638069773,0.2171277844938393,
2022-09-30,2021-12-31,20260911,market,upper,4,2.842838851152592,2.844554733828425,0.0018331474084664861,0.0018331092487628986,
2022-09-30,2021-12-31,20260911,market,mean,4,0.31609000182030417,0.12966220425280903,0.1875269331524681,0.1873580729623583,
2022-09-30,2021-12-31,20260911,market,sd,4,1.0006438062121652,1.0296903203289172,0.03366671942076658,0.03326102604134551,0.07659731235128518
2022-09-30,2021-12-31,20260911,vol,ray,25,0.6780926678622197,0.6509796734290724,0.5717776341862143,0.20937710446056043,
2022-09-30,2021-12-31,20260911,vol,projection,30,3.490063600595831,3.0705999484433604,1.7122901303111289,0.8234042780651647,
2022-09-30,2021-12-31,20260911,vol,residual_mean,1,5.104642280027144e-16,1.674976672387333e-16,3.429665607639811e-16,3.429665607639811e-16,
2022-09-30,2021-12-31,20260911,vol,residual_sd,1,0.454256139919461,0.4067215379536744,0.04753460196578663,0.04753460196578663,0.11053245444222001
2022-09-30,2021-12-31,20260911,order,ray,25,0.6780926678622197,0.6509796734290724,0.5717776341862143,0.20937710446056043,
2022-09-30,2021-12-31,20260911,order,projection,31,0.37339169612860523,0.4215510173647854,0.30430450736486236,0.1551093637055573,
2022-09-30,2021-12-31,20260911,order,residual_mean,1,1.760221475871429e-17,2.754895842742324e-18,2.0357110601456615e-17,2.0357110601456615e-17,
2022-09-30,2021-12-31,20260911,order,residual_sd,1,0.05262202616019654,0.04895736389109746,0.0036646622690990754,0.0036646622690990754,0.0721849857248404
2022-09-30,2021-12-31,20260912,rep,lower,25,4.083456749168084,4.159920608713779,0.13735389231729941,0.09843648672103877,
2022-09-30,2021-12-31,20260912,rep,upper,25,2.6452763686715115,2.638687184128945,0.10813117643531224,0.06955967843532551,
2022-09-30,2021-12-31,20260912,rep,mean,25,2.5925466228198726,2.602150190739411,0.09536902350605522,0.04312551220560212,
2022-09-30,2021-12-31,20260912,rep,sd,25,1.137030500877968,1.171636775369852,0.04259752844470655,0.021834784524763284,0.06714498698549588
2022-09-30,2021-12-31,20260912,market,lower,4,1.6656101670902737,1.8605432488201137,0.21712790638069773,0.2171277844938393,
2022-09-30,2021-12-31,20260912,market,upper,4,2.842838851152592,2.844554733828425,0.0018331474084664861,0.0018331092487628986,
2022-09-30,2021-12-31,20260912,market,mean,4,0.31609000182030417,0.12966220425280903,0.1875269331524681,0.1873580729623583,
2022-09-30,2021-12-31,20260912,market,sd,4,1.0006438062121652,1.0296903203289172,0.03366671942076658,0.03326102604134551,0.07659731235128518
2022-09-30,2021-12-31,20260912,vol,ray,25,0.5812908688377295,0.7286825501430767,0.6993382181413181,0.33828088001087264,
2022-09-30,2021-12-31,20260912,vol,projection,30,2.466636406488466,1.260638994862741,1.7717056789671828,0.7073364252331444,
2022-09-30,2021-12-31,20260912,vol,residual_mean,1,1.760221475871429e-17,1.0880001981603684e-15,1.1056024129190826e-15,1.1056024129190826e-15,
2022-09-30,2021-12-31,20260912,vol,residual_sd,1,0.4189798725433605,0.19842903445710905,0.22055083808625145,0.22055083808625145,0.7473913547055157
2022-09-30,2021-12-31,20260912,order,ray,25,0.5812908688377295,0.7286825501430767,0.6993382181413181,0.33828088001087264,
2022-09-30,2021-12-31,20260912,order,projection,31,0.14460460436672298,0.07772968349805054,0.1600187921620074,0.10106647548825412,
2022-09-30,2021-12-31,20260912,order,residual_mean,1,1.3164989788288397e-16,4.1690757086833834e-17,8.995914079605013e-17,8.995914079605013e-17,
2022-09-30,2021-12-31,20260912,order,residual_sd,1,0.03508171650660351,0.022417344149076205,0.012664372357527303,0.012664372357527303,0.44784514588917684
2022-12-31,2022-12-31,20260910,rep,lower,25,2.9442228641349883,2.9442228641349883,0.0,0.0,
2022-12-31,2022-12-31,20260910,rep,upper,25,4.159357789872391,4.159357789872391,0.0,0.0,
2022-12-31,2022-12-31,20260910,rep,mean,25,2.4661584071893183,2.4661584071893183,0.0,0.0,
2022-12-31,2022-12-31,20260910,rep,sd,25,1.5598263339240515,1.5598263339240515,0.0,0.0,0.0
2022-12-31,2022-12-31,20260910,market,lower,4,2.164006654496428,2.164006654496428,0.0,0.0,
2022-12-31,2022-12-31,20260910,market,upper,4,2.619924636913799,2.619924636913799,0.0,0.0,
2022-12-31,2022-12-31,20260910,market,mean,4,0.019781160149680437,0.019781160149680437,0.0,0.0,
2022-12-31,2022-12-31,20260910,market,sd,4,1.0155664239953446,1.0155664239953446,0.0,0.0,0.0
2022-12-31,2022-12-31,20260910,vol,ray,25,0.6796203619001513,0.6796203619001513,0.0,0.0,
2022-12-31,2022-12-31,20260910,vol,projection,30,2.700218090237731,2.700218090237731,0.0,0.0,
2022-12-31,2022-12-31,20260910,vol,residual_mean,1,6.611750022581577e-17,6.611750022581577e-17,0.0,0.0,
2022-12-31,2022-12-31,20260910,vol,residual_sd,1,0.5034113686511208,0.5034113686511208,0.0,0.0,0.0
2022-12-31,2022-12-31,20260910,order,ray,25,0.6796203619001513,0.6796203619001513,0.0,0.0,
2022-12-31,2022-12-31,20260910,order,projection,31,0.28019001594962323,0.28019001594962323,0.0,0.0,
2022-12-31,2022-12-31,20260910,order,residual_mean,1,4.040513902688742e-18,4.040513902688742e-18,0.0,0.0,
2022-12-31,2022-12-31,20260910,order,residual_sd,1,0.05565781382119962,0.05565781382119962,0.0,0.0,0.0
2022-12-31,2022-12-31,20260911,rep,lower,25,6.395841888622273,6.395841888622273,0.0,0.0,
2022-12-31,2022-12-31,20260911,rep,upper,25,2.5858804233307873,2.5858804233307873,0.0,0.0,
2022-12-31,2022-12-31,20260911,rep,mean,25,1.782170492343589,1.782170492343589,0.0,0.0,
2022-12-31,2022-12-31,20260911,rep,sd,25,2.495054568831329,2.495054568831329,0.0,0.0,0.0
2022-12-31,2022-12-31,20260911,market,lower,4,2.164006654496428,2.164006654496428,0.0,0.0,
2022-12-31,2022-12-31,20260911,market,upper,4,2.619924636913799,2.619924636913799,0.0,0.0,
2022-12-31,2022-12-31,20260911,market,mean,4,0.019781160149680437,0.019781160149680437,0.0,0.0,
2022-12-31,2022-12-31,20260911,market,sd,4,1.0155664239953446,1.0155664239953446,0.0,0.0,0.0
2022-12-31,2022-12-31,20260911,vol,ray,25,0.7215360808942533,0.7215360808942533,0.0,0.0,
2022-12-31,2022-12-31,20260911,vol,projection,30,3.292125820660415,3.292125820660415,0.0,0.0,
2022-12-31,2022-12-31,20260911,vol,residual_mean,1,4.181564569837148e-15,4.181564569837148e-15,0.0,0.0,
2022-12-31,2022-12-31,20260911,vol,residual_sd,1,0.5110367113642564,0.5110367113642564,0.0,0.0,0.0
2022-12-31,2022-12-31,20260911,order,ray,25,0.7215360808942533,0.7215360808942533,0.0,0.0,
2022-12-31,2022-12-31,20260911,order,projection,31,0.5824298081105744,0.5824298081105744,0.0,0.0,
2022-12-31,2022-12-31,20260911,order,residual_mean,1,2.325132091274521e-16,2.325132091274521e-16,0.0,0.0,
2022-12-31,2022-12-31,20260911,order,residual_sd,1,0.052224281942533306,0.052224281942533306,0.0,0.0,0.0
2022-12-31,2022-12-31,20260912,rep,lower,25,3.2257824669135986,3.2257824669135986,0.0,0.0,
2022-12-31,2022-12-31,20260912,rep,upper,25,2.7532527431626153,2.7532527431626153,0.0,0.0,
2022-12-31,2022-12-31,20260912,rep,mean,25,2.7421806062791205,2.7421806062791205,0.0,0.0,
2022-12-31,2022-12-31,20260912,rep,sd,25,0.6022617710754655,0.6022617710754655,0.0,0.0,0.0
2022-12-31,2022-12-31,20260912,market,lower,4,2.164006654496428,2.164006654496428,0.0,0.0,
2022-12-31,2022-12-31,20260912,market,upper,4,2.619924636913799,2.619924636913799,0.0,0.0,
2022-12-31,2022-12-31,20260912,market,mean,4,0.019781160149680437,0.019781160149680437,0.0,0.0,
2022-12-31,2022-12-31,20260912,market,sd,4,1.0155664239953446,1.0155664239953446,0.0,0.0,0.0
2022-12-31,2022-12-31,20260912,vol,ray,25,0.9411066376747428,0.9411066376747428,0.0,0.0,
2022-12-31,2022-12-31,20260912,vol,projection,30,1.5406499942530354,1.5406499942530354,0.0,0.0,
2022-12-31,2022-12-31,20260912,vol,residual_mean,1,2.0569888959142685e-16,2.0569888959142685e-16,0.0,0.0,
2022-12-31,2022-12-31,20260912,vol,residual_sd,1,0.5490897661381378,0.5490897661381378,0.0,0.0,0.0
2022-12-31,2022-12-31,20260912,order,ray,25,0.9411066376747428,0.9411066376747428,0.0,0.0,
2022-12-31,2022-12-31,20260912,order,projection,31,0.13178146447658556,0.13178146447658556,0.0,0.0,
2022-12-31,2022-12-31,20260912,order,residual_mean,1,6.979069468280554e-18,6.979069468280554e-18,0.0,0.0,
2022-12-31,2022-12-31,20260912,order,residual_sd,1,0.06691056962395284,0.06691056962395284,0.0,0.0,0.0
2023-03-31,2022-12-31,20260910,rep,lower,25,2.9442228641349883,2.9536070326547748,0.020438927642325976,0.012287750244140527,
2023-03-31,2022-12-31,20260910,rep,upper,25,4.159357789872391,4.15878960698754,0.0019788890594248073,0.0015991687774659091,
2023-03-31,2022-12-31,20260910,rep,mean,25,2.4661584071893183,2.4508472173035307,0.047070224910609096,0.01821412770978892,
2023-03-31,2022-12-31,20260910,rep,sd,25,1.5598263339240515,1.5611936728931213,0.022397191749072155,0.009554475985467215,0.026115562241106074
2023-03-31,2022-12-31,20260910,market,lower,4,2.164006654496428,2.1623551312399485,0.004633321737380304,0.004622083275214961,
2023-03-31,2022-12-31,20260910,market,upper,4,2.619924636913799,2.617585664892894,0.006038840491944919,0.006038840491944919,
2023-03-31,2022-12-31,20260910,market,mean,4,0.019781160149680437,0.026993719690951573,0.02091740476982441,0.020909454061752684,
2023-03-31,2022-12-31,20260910,market,sd,4,1.0155664239953446,1.0226090800750027,0.013696069711063505,0.010746632503734754,0.023526031162473038
2023-03-31,2022-12-31,20260910,vol,ray,25,0.6796203619001513,0.6228848621073192,0.38196826334846057,0.15288628069799265,
2023-03-31,2022-12-31,20260910,vol,projection,30,2.700218090237731,1.7684384600263403,1.0061245755725674,0.6175217024518882,
2023-03-31,2022-12-31,20260910,vol,residual_mean,1,6.611750022581577e-17,1.0284944479571343e-17,5.583255574624443e-17,5.583255574624443e-17,
