method,date,year,row_index,joint_completed,head_cutoff,encoder_cutoff,actual_up,actual,old_probability,new_probability,probability_change,old_up,new_up,old_correct,new_correct,case,old_margin,new_margin,brier_change,p_intercept,coef_intercept,transform_intercept,signed_intercept,p_decoded,coef_decoded,transform_decoded,signed_decoded,p_market,coef_market,transform_market,signed_market,p_vol,coef_vol,transform_vol,signed_vol,p_order,coef_order,transform_order,signed_order,signed_probability_change,dominant_adverse_group,dominant_ties
learned_market,2026-07-03,2026,3744,2026-07-13,2026-06-30,2025-12-31,0,-0.0252847876365399,0.48961299180420353,0.5355107585444551,0.04589776674025153,0,1,True,False,regression,-0.010387008195796466,0.03551075854445507,0.04705089077339458,0.012046167970947345,0.012046167970947345,0.0,-0.012046167970947345,-0.00036702026368817174,0.001750225410803541,-0.0021172456744917,0.00036702026368817174,0.03421861903299235,0.029517222538884242,0.004701396494108104,-0.03421861903299235,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.04589776674025153,market,1
learned_market,2026-07-17,2026,3754,2026-07-27,2026-06-30,2025-12-31,1,0.01756245533441,0.48034056980630435,0.5238674080542387,0.04352683824793435,0,1,False,True,recovery,-0.01965943019369565,0.023867408054238703,-0.043343678276247605,0.01199492270710003,0.01199492270710003,0.0,0.01199492270710003,-0.009116331048288557,-0.007395429617576658,-0.0017209014307118943,-0.009116331048288557,0.04064824658912295,0.03833499644988959,0.0023132501392333694,0.04064824658912295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04352683824793435,decoded,1
learned_market,2026-07-24,2026,3759,2026-08-03,2026-06-30,2025-12-31,0,-0.0202339761556519,0.4855896136257898,0.5482914019100031,0.06270178828421336,0,1,True,False,regression,-0.014410386374210216,0.04829140191000314,0.0648261885471928,0.011990118904438976,0.011990118904438976,0.0,-0.011990118904438976,-0.002915190927953584,-0.00027798497466866137,-0.0026372059532849324,0.002915190927953584,0.05362686030772784,0.05109715348501453,0.002529706822713326,-0.05362686030772784,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.06270178828421336,market,1
learned_market,2026-08-07,2026,3769,2026-08-17,2026-06-30,2025-12-31,0,-0.0056482265760339,0.4499577215063888,0.5110805766851786,0.06112285517878979,0,1,True,False,regression,-0.0500422784936112,0.01108057668517859,0.05874140472163378,0.011640944829471518,0.011640944829471518,0.0,-0.011640944829471518,0.011610920962401355,0.012246337516553614,-0.0006354165541522298,-0.011610920962401355,0.03787098938691696,0.03574724044579165,0.002123748941125296,-0.03787098938691696,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.06112285517878979,market,1
learned_market,2026-08-14,2026,3774,2026-08-24,2026-06-30,2025-12-31,0,-0.0109860710402629,0.48837964453678734,0.5583820940234704,0.07000244948668305,0,1,True,False,regression,-0.011620355463212662,0.05838209402347039,0.07327588572815699,0.011980139214646156,0.011980139214646156,0.0,-0.011980139214646156,0.020668821541035675,0.02577874454308388,-0.005109923002048201,-0.020668821541035675,0.03735348873100138,0.03538162841064132,0.0019718603203600625,-0.03735348873100138,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.07000244948668305,market,1
learned_order_extension,2026-05-08,2026,3705,2026-05-18,2026-03-31,2025-12-31,0,-0.0134529239455926,0.49801198787078843,0.510555776580207,0.01254378870941858,0,1,True,False,regression,-0.0019880121292115693,0.01055577658020701,0.012651260936403924,-8.723614022644484e-05,-8.723614022644484e-05,0.0,8.723614022644484e-05,0.005605831941071035,0.006963093194737812,-0.0013572612536667764,-0.005605831941071035,-0.013191695964587453,-0.016893580941236136,0.0037018849766486824,0.013191695964587453,0.003083289325466622,0.003291874519352985,-0.0002085851938863637,-0.003083289325466622,0.017133599547694826,0.02067178338996722,-0.0035381838422723984,-0.017133599547694826,-0.01254378870941858,order,1
learned_order_extension,2026-05-22,2026,3715,2026-06-01,2026-03-31,2025-12-31,1,0.005068538126898,0.5050517409494192,0.47834104658043125,-0.02671069436898793,1,0,True,False,regression,0.005051740949419181,-0.02165895341956875,0.027154284545598983,-9.518676935664967e-05,-9.518676935664967e-05,0.0,-9.518676935664967e-05,-0.008709359642687783,-0.0055643334606460615,-0.0031450261820417298,-0.008709359642687783,-0.0005801648920748378,-0.004345486777626154,0.003765321885551317,-0.0005801648920748378,0.0010156617196756886,0.0003847821088499717,0.0006308796108257173,0.0010156617196756886,-0.018341644784544368,-0.013780985722467535,-0.00456065906207683,-0.018341644784544368,-0.02671069436898793,order,1
learned_order_extension,2026-07-03,2026,3744,2026-07-13,2026-06-30,2025-12-31,0,-0.0252847876365399,0.49019228952696475,0.5821161535451853,0.09192386401822056,0,1,True,False,regression,-0.009807710473035247,0.08211615354518531,0.09857073550655412,0.01191624424361231,0.01191624424361231,0.0,-0.01191624424361231,-3.310117095688299e-05,0.002086446592585648,-0.002119547763542526,3.310117095688299e-05,0.033972194979613894,0.029244750551342777,0.004727444428271108,-0.033972194979613894,0.02063812400164082,0.015050532301406043,0.005587591700234782,-0.02063812400164082,0.02543040196431044,0.033249500618195434,-0.007819098653884993,-0.02543040196431044,-0.09192386401822056,market,1
learned_order_extension,2026-07-10,2026,3749,2026-07-20,2026-06-30,2025-12-31,0,-0.035775397012711,0.4838752558028981,0.5583391749008343,0.0744639190979362,0,1,True,False,regression,-0.016124744197101915,0.05833917490083429,0.07760737105062437,0.011884591880628367,0.011884591880628367,0.0,-0.011884591880628367,0.012794764629156548,0.012753730592409106,4.103403674745069e-05,-0.012794764629156548,0.024569502861697623,0.020956914588540154,0.0036125882731574757,-0.024569502861697623,-0.0007772725263179547,0.012196933735109402,-0.01297420626142736,0.0007772725263179547,0.025992332252771522,0.021991589431676117,0.004000742821095409,-0.025992332252771522,-0.0744639190979362,order,1
learned_order_extension,2026-07-17,2026,3754,2026-07-27,2026-06-30,2025-12-31,1,0.01756245533441,0.48324475733931876,0.5461375233440005,0.06289276600468169,0,1,False,True,recovery,-0.016755242660681235,0.04613752334400045,-0.06104483310098177,0.011979770039978946,0.011979770039978946,0.0,0.011979770039978946,-0.008907247339778457,-0.007134280627783652,-0.0017729667119948053,-0.008907247339778457,0.04101049393928103,0.0386330008254522,0.0023774931138288388,0.04101049393928103,0.002408996979029248,0.0024799421081610185,-7.094512913177059e-05,0.002408996979029248,0.01640075238617104,0.014668854814179809,0.0017318975719912326,0.01640075238617104,0.06289276600468169,decoded,1
